DamaDuende,Google Trad,Esprit Folet,Modernisé,,,
ISABEL |Más que eso mi ingenio entabla.,"ISABEL | Plus que cela, mon esprit engage.",Isabelle| Mais tout de bon Madame ?,Isabelle |  Mais tout de bon Madame ?,,,
ÁNGELADi.,ANGELADi.,Angelique|Mais tout de bon Madame ? Oüy j’en veux voir l’issuë.,Angelique | Mais tout de bon Madame ? Oüy j’en veux voir l’issuë.,,,
"ISABEL |Por cerrar|y encubrir |la puerta que se tenía| y que a este jardín salía| y poder volverla a abrir,| hizo tu hermano poner| portátil una alacena.| Esta, aunque de vidrios llena,| se puede muy bien mover.| Yo lo sé bien, porque cuando| la alacena aderecé,| la escalera la arrimé| y ella se fue desclavando| poco a poco, de manera| que todo junto cayó| y dimos en tierra yo,| alacena y escalera,| de suerte que en falso agora| la tal alacena está| y, apartándose, podrá| cualquiera pasar, señora.","ISABEL |Pour avoir fermé|et recouvert |la porte qui était| et qu'il est sorti dans ce jardin et pouvoir l'ouvrir à nouveau,| est-ce que ton frère a mis portable un placard.| Celui-ci, bien que plein de verre,| Il peut très bien être déplacé.| Je le sais bien, parce que quand J'ai habillé le placard, J'ai mis l'échelle en place et elle est devenue désclavée petit à petit, en quelque sorte| que tout est tombé ensemble et nous avons atterri au sol, placard et escalier,| Heureusement que c'est faux maintenant | ce placard est et, en se détournant, il pourra Quelqu'un entre, madame.",,,,,
"ÁNGELA |Esto no es determinar,| sino prevenir primero.| Ves aquí, Isabel, que quiero| a esotro cuarto pasar.| He quitado la alacena;| por allá ¿no se podrá| quitar|también?","ANGELA |Ce n'est pas déterminant,| mais prévenez d'abord.| Tu vois ici, Isabel, ce que je veux | va dans cette autre pièce.| J'ai enlevé le placard ;| là-bas, ce ne sera pas possible ? supprimer | aussi ?",,,,,
"ISABEL |Claro|está |y, para hacerla más buena,| en falso se han de poner| dos clavos, para advertir| que sólo la sepa abrir| el que lo llega a saber.","ISABEL |Bien sûr|c'est le cas |et, pour l'améliorer,| en faux, ils doivent mettre| deux clous, pour avertir qui sait seulement l'ouvrir | celui qui apprend à le connaître.",,,,,
"ÁNGELA |Al criado que viniere| por luz y por ropa di| que vuelva a avisarte a ti,| si acaso el huésped saliere| de casa, que, según creo,| no le obligará la herida| a hacer cama.","ANGELA |Au serviteur qui vient| pour la lumière et pour les vêtements di| pour vous le faire savoir à nouveau,| si peut-être l'invité part de chez moi, ce qui, à mon avis, | la blessure ne le forcera pas| faire le lit",,,,,
"ISABEL |Y,|por tu vida, | ¿irás?","ISABEL |Et,|pour ta vie, | tu iras?",Isabelle| Vous entrerez chez luy ?,Isabelle |  Vous entrerez chez luy ?,,,
"ÁNGELAUn|necio deseo |tengo de saber si es él| el que mi vida guardó,| porque, si le cuesto yo| sangre y cuidado, Isabel,| es bien mirar por su herida,| si es que, segura de miedo| de ser conocida, puedo| ser con él agradecida.| Vamos, que tengo de ver| la alacena y, si pasar| puedo al cuarto, he de cuidar,| sin que él lo llegue a entender,| desde aquí de su regalo.","ÁNGELAA|désir insensé |Je dois savoir si c'est lui| celui qui m'a sauvé la vie,| parce que, si ça me coûte| sang et soins, Isabel, | Il est bon de regarder sa blessure,| oui, sûr de la peur| Si c'est connu, je peux| sois-lui reconnaissant.| Allez, qu'est-ce que je dois voir ? le placard et, si réussi| Je peux aller dans la chambre, je dois faire attention, | sans qu'il le comprenne, | d'ici de votre don.","Angelique|Vous entrerez chez luy ? M’y voilà resoluë.|Je veux voir si c’est luy, car si c’est l’estranger|Qui de si bonne grace a voulu m’obliger*,|Qui me voyant tantost d’un jaloux* poursuivie,|Pour moy si librement a hazardé sa vie,|Qui s’est monstré vers moy si courtois et si franc,|Qui n’a pas épargné mesme jusqu’à son sang,|Qui m’a gaigné le cœur, et de si bonne grace,|Isabelle il n’est rien pour luy que je ne face.","Angelique | Vous entrerez chez luy ? M’y voilà resoluë. | Je veux voir si c’est luy, car si c’est l’estranger | Qui de si bonne grace a voulu m’obliger*, | Qui me voyant tantost d’un jaloux* poursuivie, | Pour moy si librement a hazardé sa vie, | Qui s’est monstré vers moy si courtois et si franc, | Qui n’a pas épargné mesme jusqu’à son sang, | Qui m’a gaigné le cœur, et de si bonne grace, | Isabelle il n’est rien pour luy que je ne face.",,,
ISABEL |Notable cuento será.| Mas ¿si lo cuenta?,ISABEL |Ce sera une histoire remarquable.| Mais est-ce que ça compte ?,"Isabelle| [p. 28]|J’y songerois devant car en cette action,|Quelle preuve avez-vous de sa discretion ?|Ne nous fions jamais aux Amours passageres,|S’il s’en alloit vanter, et le dire à vos freres ?","Isabelle |  [p. 28] | J’y songerois devant car en cette action, | Quelle preuve avez-vous de sa discretion ? | Ne nous fions jamais aux Amours passageres, | S’il s’en alloit vanter, et le dire à vos freres ?",,,
"ÁNGELA |No|hará, |que hombre que su esfuerzo igualo| a su gala y discreción| -puesto que de todo ha hecho| noble experiencia en mi pecho| en la primera ocasión:| de valiente en lo restado,| de galán en lo lucido,| en el modo de entendido-| no me ha de causar cuidado| que diga suceso igual,| que fuera notable mengua| que echara una mala lengua| tan buenas partes a mal.| (Vanse. Salen DON JUAN, DON MANUEL|y un criado con luz.)","ANGELA |Non|il le fera, |quel homme qui a égalé son effort| à votre discrétion et parure | -puisqu'il a tout fait| noble expérience dans ma poitrine | à la première occasion :| de courageux dans le reste,| d'un galant dans son éclat, | en mode compris-| Cela ne devrait pas m'inquiéter qui dit événement égal, | qu'il s'agissait d'une diminution notable ça ferait mauvaise langue | donc de bonnes parties à de mauvaises.| (Sortent. DON JUAN, DON MANUEL et un domestique avec une sortie lumineuse.)","Angelique|Il ne le fera pas quand je luy defendray,|J’en suis tres-asseurée, il ne peut estre vray|Qu’un homme genereux*, qui pour mon advantage|A mesme à ses despens signalé son courage,|Par cette lascheté desmentit aujourd’huy|Les rares qualitez qui se trouvent en luy.| Fin du premier Acte. | | [p. 29]| ACTE II §| | Scene première §| Lizandre, Florestan| |","Angelique | Il ne le fera pas quand je luy defendray, | J’en suis tres-asseurée, il ne peut estre vray | Qu’un homme genereux*, qui pour mon advantage | A mesme à ses despens signalé son courage, | Par cette lascheté desmentit aujourd’huy | Les rares qualitez qui se trouvent en luy. |  Fin du premier Acte.  |   |  [p. 29] |  ACTE II § |   |  Scene première § |  Lizandre, Florestan |   |",,,
,,"Lizandre|Si le courage* est grand, la maison est estrette,|Pour vous bien recevoir comme je le souhaite.","Lizandre | Si le courage* est grand, la maison est estrette, | Pour vous bien recevoir comme je le souhaite.",,,
,,Florestan|Je ne merite point tant de civilitez.,Florestan | Je ne merite point tant de civilitez.,,,
"JUAN |Acostaos, por mi vida.","JUAN | Couche-toi, pour ma vie.","Lizandre|Vous n’estes pas receu comme vous meritez,|Mais selon mon devoir et selon mon envie,|Je ne le pourrois pas quand j’y mettrois la vie.|Mais laissons ce discours, et sans vous amuser[p. 30]|A tant de complimens, allez vous reposer,|Le lict pour vostre mal vous est fort necessaire.","Lizandre | Vous n’estes pas receu comme vous meritez, | Mais selon mon devoir et selon mon envie, | Je ne le pourrois pas quand j’y mettrois la vie. | Mais laissons ce discours, et sans vous amuser[p. 30] | A tant de complimens, allez vous reposer, | Le lict pour vostre mal vous est fort necessaire.",,,
"MANUEL |Es tan poca la herida| que antes, don Juan, sospecho| que parece melindre el haber hecho| caso ninguno della.","MANUEL |La blessure est si petite| qu'avant, don Juan, je suppose| qu'il semble délicat de l'avoir fait | aucun cas pour elle.","Florestan|Le mal n’est pas si grand pour en faire un mystere,|Comment, cela vaut-il seulement en parler?","Florestan | Le mal n’est pas si grand pour en faire un mystere, | Comment, cela vaut-il seulement en parler?",,,
"JUAN |Harta ventura ha sido de mi estrella,| que no me consolara| jamás, si este contento me costara| el pesar de teneros| en mi casa indispuesto y el de veros| herido por la mano,| si bien no ha sido culpa, de mi hermano.","JUAN | Une grande fortune a été pour mon étoile,| ça ne m'a pas consolé Jamais, si ce contentement me coûte | le regret de t'avoir je suis malade chez moi et je te vois | blessé à la main,| Même si ce n'était pas la faute de mon frère.","Lizandre|En vain on me voudroit desormais consoler,|Si vous aviez sujet de me faire un reproche|D’estre en peril, blessé par un qui m’est si proche.","Lizandre | En vain on me voudroit desormais consoler, | Si vous aviez sujet de me faire un reproche | D’estre en peril, blessé par un qui m’est si proche.",,,
"MANUEL |Él es buen caballero| y me tiene envidioso de su acero,| de su estilo admirado,| y he de ser muy su amigo y su criado.| (Sale|DON LUIS y un criado con un azafate cubierto y en él un aderezo de espada.)","MANUEL |C'est un bon gentleman| et il me rend envieux de son acier, | de son style admiré, | et je dois être son ami et serviteur.| (Sortent DON LUIS et un domestique avec une armoire couverte et dedans un pansement pour épée.)","Florestan|Lizandre, vostre frere est un homme de cœur*,|Je veux doresnavant estre son serviteur,|Et l’honorer bien fort, sa vertu* m’y convie. | [p. 31]| Scene II §| Licidas, Florestan, Lizandre| |","Florestan | Lizandre, vostre frere est un homme de cœur*, | Je veux doresnavant estre son serviteur, | Et l’honorer bien fort, sa vertu* m’y convie.  |  [p. 31] |  Scene II § |  Licidas, Florestan, Lizandre |   |",,,
"LUIS |Yo, señor, lo soy vuestro,| como en la pena que recibo muestro| ofreciéndoos mi vida;| y por que el instrumento de la herida| en mi poder no quede,| pues ya agradarme ni servirme puede,| bien como aquel criado| que a su señor algún disgusto ha dado,| hoy de mí le despido.| Esta es, señor, la espada que os ha herido;| a vuestras plantas viene| a pediros perdón, si culpa tiene.| Tome vuestra querella| con ella en mí venganza de mí y della.","LUIS |Moi, monsieur, je suis à vous,| comme dans la pénalité que je reçois je montre| t'offrant ma vie;| et pourquoi l'instrument de la blessure| en mon pouvoir n'est pas laissé,| Eh bien, cela ne peut ni me plaire ni me servir, | bien comme ce serviteur qu'il a déplu à son seigneur, | Aujourd'hui, je vous dis au revoir.| Voilà, monsieur, l'épée qui vous a blessé ;| à vos plantes ça vient demander pardon, si c'est de sa faute.| Prenez votre plainte | avec elle en moi, vengeance pour elle et moi.","Licidas (mettant son espée aux pieds de Florestan)|C’est moy qui dois pour vous mettre cent fois la vie.|Voilà ce fer, Monsieur, qui fut si malheureux|D’avoir osé blesser un bras si genereux*,|Je banny de chez moy cette insolente espée,|Qui ne sera jamais par mon bras occupée,|Ainsi qu’un serviteur qui m’a desobligé,|L’infame je la chasse, et luy donne congé,| Je la mets à vos pieds.","Licidas (mettant son espée aux pieds de Florestan) | C’est moy qui dois pour vous mettre cent fois la vie. | Voilà ce fer, Monsieur, qui fut si malheureux | D’avoir osé blesser un bras si genereux*, | Je banny de chez moy cette insolente espée, | Qui ne sera jamais par mon bras occupée, | Ainsi qu’un serviteur qui m’a desobligé, | L’infame je la chasse, et luy donne congé, |  Je la mets à vos pieds.",,,
"MANUEL |Sois valiente y discreto;| en todo me vencéis. La espada aceto,| por que siempre a mi lado| me enseñe a ser valiente. Confiado| desde hoy vivir procuro,| porque ¿de quién no vivirá seguro| quien vuestro acero ciñe generoso?| Que él solo me tuviera temeroso.","MANUEL |Vous êtes courageux et discret;| en tout tu me bats. L'épée acéto,| parce que toujours à mes côtés | m'a appris à être courageux. Confiant| A partir d'aujourd'hui j'essaie de vivre,| à cause de qui ne vivra pas en sécurité| qui ceinture généreusement ton acier ?| Que lui seul me faisait peur.","Florestan|Je la mets à vos pieds. Puis-je sans jalousie*|Voir qu’encor vous vueilliez me vaincre en courtoisie ?|C’est trop, contentez-vous ; puis que je recognoy|Qu’au combat vous l’avez emporté dessus moy,|Je l’accepte pourtant, sans vous en faire excuse,|Un si rare present jamais ne se refuse.|Ce fer venant de vous, fera qu’en bataillant, [p. 32]|J’apprendray desormais à devenir vaillant,|Je ne m’en deferay pour quoy qui me survienne,|Mais daignez s’il vous plaist vous servir de la mienne.","Florestan | Je la mets à vos pieds. Puis-je sans jalousie* | Voir qu’encor vous vueilliez me vaincre en courtoisie ? | C’est trop, contentez-vous ; puis que je recognoy | Qu’au combat vous l’avez emporté dessus moy, | Je l’accepte pourtant, sans vous en faire excuse, | Un si rare present jamais ne se refuse. | Ce fer venant de vous, fera qu’en bataillant, [p. 32] | J’apprendray desormais à devenir vaillant, | Je ne m’en deferay pour quoy qui me survienne, | Mais daignez s’il vous plaist vous servir de la mienne.",,,
"JUAN |Pues don Luis me ha enseñado| a lo que estoy por huésped obligado,| otro regalo quiero| que recibáis de|mí.","JUAN |Eh bien, Don Luis m'a appris| dont je suis un invité obligé,| je veux un autre cadeau que tu reçois de moi.","Licidas|J’accepte de bon cœur si vous le desirez,|Ce gage d’amitié duquel vous m’honorez,|Quoy que facilement chacun puisse cognoistre*|Qu’elle perdra beaucoup ayant changé de maistre.","Licidas | J’accepte de bon cœur si vous le desirez, | Ce gage d’amitié duquel vous m’honorez, | Quoy que facilement chacun puisse cognoistre* | Qu’elle perdra beaucoup ayant changé de maistre.",,,
MANUEL |¡Qué tarde espero | pagar tantos favores!| Los dos os competís en darme honores.|(Sale COSME cargado de maletas|y cojines.),MANUEL | Quel après-midi j’espère | payez tant de faveurs !| Vous rivalisez tous les deux pour me donner les honneurs.|(COSME sort chargé de valises|et de coussins.),"Lizandre|Laissons ces compliments qui sont hors de saison. | Scene III §| Carrille, Licidas, Florestan,| Lizandre.| |","Lizandre | Laissons ces compliments qui sont hors de saison.  |  Scene III § |  Carrille, Licidas, Florestan, |  Lizandre. |   |",,,
"COSME |Docientos mil demonios| de su furia infernal den testimonios,| volviéndose inclementes| docientas mil serpientes| que, asiéndome de un vuelo,| den conmigo de patas en el cielo,| del mandato oprimidos| de Dios, por justos juicios compelidos,| si vivir no quisiera sin injurias| en Galicia o Asturias| antes que en esta corte.","COSME |Deux cent mille démons| de sa fureur infernale donnent des témoignages, | devenir impitoyable | deux cent mille serpents que, saisissant un vol, | mets-moi debout dans le ciel, | du mandat opprimé| de Dieu, par des jugements justes contraints, | Si je ne voulais pas vivre sans insultes| en Galice ou dans les Asturies | plutôt que devant ce tribunal.","Carrille (avec deux valises sur les espaules)|Au diable mille fois je donne la maison,|Avec ceux qui m’ont fait esgarer par la ruë,|J’ay esté deux heures planté comme une gruë|A chercher le logis, et sans mentir je croy [p. 33]|Que ces fils de putains se mocquoient tous de moy,|L’un m’envoyoit en haut, l’autre en bas, il n’importe|Je l’ay trouvé sans eux, le diable les emporte,|Ils se rioient de moy, mais moy d’eux je me ris.|Quoy c’est icy ce lieu qu’on appelle Paris,|Dont on fait tant d’estat, ah ! grands Dieux j’en enrage,|Je fais plus mille fois cas de nostre vilage,|On y sçait en une heure autant comme en un jour,|Car tous les chemins vont aboutir au carfour.","Carrille (avec deux valises sur les espaules) | Au diable mille fois je donne la maison, | Avec ceux qui m’ont fait esgarer par la ruë, | J’ay esté deux heures planté comme une gruë | A chercher le logis, et sans mentir je croy [p. 33] | Que ces fils de putains se mocquoient tous de moy, | L’un m’envoyoit en haut, l’autre en bas, il n’importe | Je l’ay trouvé sans eux, le diable les emporte, | Ils se rioient de moy, mais moy d’eux je me ris. | Quoy c’est icy ce lieu qu’on appelle Paris, | Dont on fait tant d’estat, ah ! grands Dieux j’en enrage, | Je fais plus mille fois cas de nostre vilage, | On y sçait en une heure autant comme en un jour, | Car tous les chemins vont aboutir au carfour.",,,
