Line,Google Trad,Modernisé,similarity,5_closest
204,"ISABEL |Là, en bas | de la serviette qu'ils ont | les oreillers qui, une fois retirés| sera forcément vu et il n'en fait pas partie d'ici là| il faut marcher.","Isabelle|J'entends ouvrir la porte, ah Dieux nous sommes prises,|Sauvons nous promptement.",0,"[(0.76, '▁faut', '▁sommes'), (0.67, '▁retiré', '▁sommes'), (0.67, '▁faut', '▁Dieu'), (0.66, '▁faut', 'uvons'), (0.66, '▁marcher', '▁sommes')]"
205,ANGELA | Vous prévenez très bien. | Mettez-le là et partez le collectionner | tous ça.,"Angélique|Sauvons nous promptement. Laisse tout comme il est,|Je mets ma lettre là.|(Elles se retirent par les ai.)",0,"[(0.76, 'venez', 'isse'), (0.75, '▁Mettez', '▁mets'), (0.73, 'venez', 'uvons'), (0.67, '▁partez', '▁mets'), (0.66, '▁collection', '▁mets')]"
206,ISABEL |Regarde|ils se tordent | la clé maintenant.,,0,[]
207,"ÁNGELAEh bien|laisse tout, quoi qu'il en soit,| et cachez-vous. Isabelle,| viens.",,0,[]
208,ISABEL |Placard|m'a félicité. (Ils fouillent le placard et il reste comme avant. COSME sort.),,0,[]
209,"COSME |Puisqu'il m'a servi,| je veux le faire à moindre coût J'adore un autre service.| Mais qui vend notre propriété ? C'est comme ça que fait Almoneda della ?| Le Christ vit, semble-t-il Place de la Cebada | la pièce avec nos marchandises!| Qui est ici? Personne n'est là, pour Dieu, et s'il l'est, il ne veut pas | répondre. Ne me réponds pas, | Je déteste qu'il jette pour voir que je suis un ennemi des intervenants. Avec ça | l'humour, bon ou mauvais | -si je dois parler discrètement-,| Je tremble de peur ;| mais, comme cela m'a laissé| le messer des bijoux| libérer mon argent, arriver | et fouiller les valises cent et quatre cents fois.| Mais qu'est-ce que je vois ? Dieu vit, ça le transforme en charbon !| Lutin, lutin, | qui que tu sois et qui que tu sois, | l'argent que tu donnes dans ce que vous commandez, il revient, | mais celui que je vole, pourquoi ?| (DON JUAN, DON LUIS et DON MANUEL sortent.)","Carrille (sevl)|Je mets ma lettre là. Bon, mon fait est tout prêt,|Que veut dire cela? qui m'a fait ce ménage,|Qui nous a mis ainsi nos hardes au pillage?|En fait on un encan? Dieux je tremble de peur,|Serait ce quelque diable, ou bien quelque enchanteur?|Personne ne répond, j'ai bien peur pour ma bourse,|Si mon argent est pris où sera ma ressource?|Allons y voir, j'en tremble, ah Dieux c'est tout de bon,|Ce diable a transformé mon argent en charbon,|Autre que notre n'eût pu me traiter de la sorte,|Personne n'est entré, j'ai la cléf de la porte:|Esprit change en charbon l'argent qui vient de toi,|Mais celui que je vole à mon maître pourquoi?|Voilà ce que nous sert un trafic illicite,|Et comment un argent mal acquis nous profite.|Qui me peut maintenant rassurer les esprits?|Je suis ici tout seul, sans doute je suis pris,|À l'aide mes amis, au secours de Carrille,|Empêchez que le diable à présent ne l'étrille,|Il est en son pouvoir.|Licidas, Carrille, Florêtan, Lizandre",1,"[(0.98, '▁tremble', '▁tremble'), (0.97, '▁peur', '▁peur'), (0.96, '▁vole', '▁vole'), (0.95, 'argent', 'argent'), (0.94, '▁argent', '▁argent')]"
210,JUAN De quoi tu parles ?,"Licidas|Il est en son pouvoir. Dis, qui te fait crier?",0,"[(0.78, 'AN', 'das'), (0.7, 'AN', 'ici'), (0.59, 'AN', '▁Dis'), (0.52, 'AN', '▁pouvoir'), (0.47, 'AN', '▁crier')]"
211,LUIS |Qu'est-ce que tu as ?,Carrille|Il ne m'a pas laissé messieurs un seul denier.,0,"[(0.59, 'UI', '▁laissé'), (0.55, 'UI', 'nier'), (0.5, '▁Qu', 'nier'), (0.45, '▁Qu', '▁laissé'), (0.31, 'UI', '▁messieurs')]"
212,MANUEL | Que vous est-il arrivé ?|Parlez.,"Florêtan|Parle, t'a-t-on battu, t'as t on fait quelque injure?",1,"[(0.54, '▁arrivé', '▁battu'), (0.54, 'lez', 'êt'), (0.53, 'UE', 'êt'), (0.5, 'lez', '▁battu'), (0.4, 'UE', '▁battu')]"
213,"COSME | C'est de la belle désinvolture !| Si vous avez un locataire, | monsieur, dans votre maison un elfe, | pourquoi nous as-tu reçus ? en elle? Un bref instant| que j'ai raté d'ici, les vêtements | de telle manière et de telle manière| J'ai trouvé ça, tout dispersé, | Cela ressemble à une vente aux enchères.",Carrille|Vous ne croirez jamais cette étrange adventure.,0,"[(0.75, 'elfe', 'venture'), (0.75, '▁vêtements', '▁ad'), (0.74, '▁trouvé', '▁étrange'), (0.72, '▁instant', '▁ad'), (0.72, '▁instant', 'venture')]"
214,JEAN | Il manque quelque chose?,"Lisandre|Dis le donc, qui t'empêche à présent de parler?",0,"[(0.57, '▁manque', '▁Dis'), (0.5, '▁manque', 'andre'), (0.5, '▁manque', 'empêche'), (0.48, '▁manque', '▁présent'), (0.35, '▁chose', '▁présent')]"
215,"COSME |Rien|il ne manque rien. |Argent seulement| que j'avais dans ce sac,| c'était le mien, ça me transforme | dans les charbons.","Carrille|Pourquoi vous forcez-vous à le dissimuler?|Si l'on me voit ici transporté de la sorte,|Vous enespavez la cause, ou le diable m'emporte,|Si vous gardez céans pour nous prendre au filet,|Un diable familier, ou quelque Esprit folet,|Pourquoi nous avez vous, Monsieur, à la malheure|Donné pour logement cette étrange demeure?",0,"[(0.82, '▁Rien', '▁Esprit'), (0.81, '▁Rien', '▁malheur'), (0.81, '▁Argent', '▁Esprit'), (0.8, '▁Rien', '▁gardez'), (0.8, '▁Argent', '▁gardez')]"
216,"LUIS Oui, je comprends.",Lisandre|Es tu fou? parles tu de bon ou si tu ris,0,"[(0.72, '▁comprends', 'andre'), (0.71, '▁comprends', '▁fou'), (0.51, '▁Oui', '▁fou'), (0.49, '▁Oui', 'andre'), (0.41, 'UI', 'andre')]"
217,MANUEL |Quelle ridicule moquerie vous prévenez !| Comme il fait froid et sans air !,"Carrille|Je n'ai point bu depuis que je suis à Paris,|Non, non, je ne ris point, voyez cet équipage,|L'Esprit dont je vous parle a fait tout ce ménage,|Je n'ai fait que sortir à quatre pas d'ici,|À mon retour j'ai vu tout notre fait ainsi,|Je ne mens point, Monsieur, c'est chose véritable.",0,"[(0.76, '▁moquerie', '▁sortir'), (0.74, '▁moquerie', '▁équipage'), (0.73, '▁ridicule', '▁sortir'), (0.72, '▁moquerie', '▁voyez'), (0.7, '▁ridicule', '▁équipage')]"
218,JUAN | Comme c'est mauvais et comme c'est impertinent !,Lisandre|Ne te manque-t-il rien?,0,"[(0.79, 'AN', 'andre'), (0.68, '▁mauvais', 'andre'), (0.61, '▁mauvais', '▁rien'), (0.48, '▁mauvais', '▁manque'), (0.46, 'AN', '▁rien')]"
219,"COSME | Ce n’est pas une moquerie, Dieu vit !","Carrille|Ne te manque t'il rien? Mon argent que ce diable|M'a pris, ou converti pour le moins en charbon.",0,"[(0.76, '▁Dieu', '▁diable'), (0.76, '▁vit', '▁diable'), (0.73, '▁Dieu', '▁converti'), (0.73, '▁vit', '▁argent'), (0.72, '▁Dieu', '▁argent')]"
220,"MANUEL | Chut, tu es comme d'habitude.",Florêtan|Ah! l'insigne maraud.,0,"[(0.54, 'UE', 'raud'), (0.53, 'UE', 'êt'), (0.53, '▁Chu', 'êt'), (0.52, '▁Chu', 'signe'), (0.5, 'UE', 'signe')]"
221,"COSME |C'est vrai, je suis plus susceptible de l'être| à mon avis parfois.",Licidas|Ah! l'insigne maraud. Ô le mauvais bouffon!,0,"[(0.7, '▁avis', '▁mauvais'), (0.69, '▁avis', '<unk>'), (0.64, '▁avis', 'das'), (0.61, '▁susceptible', 'das'), (0.61, '▁avis', 'ici')]"
222,"JEAN | Reste avec Dieu et va te coucher, | Don Manuel, sans vous le révéler| l'elfe de l'auberge,| et je te conseille d'essayer autre moquerie du serviteur.| (Sortie.)","Lisandre|Pour ce froid entretien as tu pris tant de peine,|Sont ce là ces beaux traits?",0,"[(0.82, '▁Don', 'andre'), (0.8, '▁moquerie', '▁froid'), (0.8, '▁moquerie', '▁entretien'), (0.79, 'tie', 'andre'), (0.77, '▁Don', '▁entretien')]"
223,"LUIS |Ce n'est pas en vain que tu es si courageux| comme tu es, si tu dois marcher | toujours à nu l'épée, sortir du pétrin | dans quoi ce fou va te mettre.| (Sortie.)",,0,[]
224,"MANUEL |Voyez-vous comment ils me traitent pour vous ?| Tout le monde pense que je suis fou, | parce que je souffre de toi. À n’importe qui| la partie que je vais m'arriver| mille affronts à cause de toi.",,0,[]
225,"COSME |Tu es déjà seul et je n'ai pas à te forcer| moquerie au corps à corps I,| parce que seulement en troisième peut ayez-en un avec votre père.| Deux mille démons m'emmènent, | Si ce n'est pas vrai que je suis parti et ceci, celui qui est parti, | a fait ces ravages.","Carrille|Sont ce là ces beaux traits? Que le diable m'entrène|Au plus creux de l'enfer, si je vous mens d'un mot.",1,"[(0.78, '▁démons', 'rène'), (0.77, '▁démons', '▁diable'), (0.75, '▁démons', '▁beaux'), (0.74, '▁moquerie', 'rène'), (0.73, '▁démons', '▁traits')]"
226,MANUEL |Avec|ça |maintenant tu veux t'excuser| de bêtise. Ramasser| ce que tu as étalé| et va au lit.,"Licidas|Ô le froid passe temps, faites taire ce sot.",0,"[(0.84, '▁étalé', 'das'), (0.81, 'asser', 'das'), (0.77, 'asser', 'ici'), (0.76, 'excuser', 'das'), (0.74, '▁Ram', 'das')]"
227,"COSME |Monsieur,| | dans une barque...","Florêtan|Si je prends un bâton, avec tes menteries|Tu compteras ailleurs tes froides railleries.",0,"[(0.69, '▁barque', '▁bâton'), (0.64, '▁barque', 'eries'), (0.64, '▁barque', '▁ailleurs'), (0.63, '▁Monsieur', 'eries'), (0.62, '▁Monsieur', '▁compte')]"
228,"MANUEL |Tais-toi, tais-toi ou vive Dieu !,| Que ta tête se brise.","Carrille|Et bien je me tair Monsieur, puisqu'il vous plaît,|Mais",0,"[(0.67, '▁Dieu', '▁bien'), (0.67, '▁Dieu', 'air'), (0.58, '▁vive', '▁bien'), (0.58, '▁Dieu', '▁Monsieur'), (0.58, '▁tête', '▁bien')]"
229,"COSME |Pleure-moi profondément| qu'une telle chose m'arriverait.| Maintenant, il s'agit d'emballage | encore les adhérents de mes valises. Oh mon Dieu !| Qui avait la trompette du jugement des joyaux,| pourquoi d'une seule voix | Ils sont tous venus !","Lisandre|Mais Dédans un moment le souper sera prêt,|On vous advertira, mais n'ayez point d'ombrage|Que notre Esprit folet vous face du dommage,|J'en demeure garant, Adieu, pour ce garçon|Faites qu'il étudie un peu mieux sa leçon,|Il nous ferait pleurer pensant nous faire rire.",0,"[(0.86, 'emballage', '▁garçon'), (0.85, 'emballage', 'andre'), (0.84, 'emballage', '▁Esprit'), (0.83, '▁profondément', '▁pensant'), (0.82, '▁profondément', '▁garçon')]"
230,"MANUEL |Lumières,| | Cosme.","Licidas (en s'en allant)|Tais-toi, tu feras mieux, il te faut interdire|Le métier de bouffon si tu t'en veux mêler,|Au plus chaud de l'été tu nous ferais geler.|(Ils s'en vont.)|Florêtan, Carrille",0,"[(0.73, '▁Cos', '▁faut'), (0.73, '▁Cos', '▁interdire'), (0.72, '▁Cos', 'das'), (0.67, '▁Lumière', 'das'), (0.66, '▁Lumière', '▁faut')]"
231,COSME |Eh bien|qu'est-ce qui ne va pas chez vous ?|monsieur ? Avez-vous trouvé| il y a du monde là-dedans ?,"Florêtan|Et bien traître, qui peut souffrir tes impudences,|Je reçois mille affronts pour tes impertinences,|Tu vois qu'en ma présence on se moque de moi.",0,"[(0.91, '▁bien', '▁bien'), (0.8, '▁monsieur', '▁bien'), (0.78, '▁trouvé', '▁bien'), (0.75, '▁monsieur', '▁traître'), (0.75, '▁trouvé', '▁reçois')]"
232,,"Carrille|Vous ne voulez donc pas me croire sur ma foi?|Que sur tous les mal heurs, mon malheur soit extrême,|Si ce que je vous dis n'est la vérité même.|Voudrais-je bouffonner seul à seul avec vous?|En entrant j'ai trouvé tout sans dessus dessous,|Comme vous le voyez, ce n'est point une fable|Que ce soit un esprit, ou que ce soit un diable,|Pour moi je n'en sais rien.",0,[]
233,,"Florêtan|Pour moi je n'en sais rien. Tu penses m'abuzer,|Et réparer ta faute, en voulant t'excuser,|Fut-il jamais au monde une telle insolence?|Regarde ces papiers qui me sont d'importance|En quel état ils sont.",0,[]
234,,"Carrille|En quel état ils sont. Je puisse être brûlé,|Je puisse être à présent tout vif écartelé,|Je puisse voir du ciel la foudre toute prête|A tomber dessus moi.",0,[]
235,,"Florêtan|A tomber dessus moi. Je te romprai la tête|Si tu contestes plus, insolent, c'est assez.",0,[]
236,,"Carrille|Vous m'obligerez fort si vous en passez,|Je ne veux pas mourir, je veux encore vivre,|Je sais fort bien pourtant que je ne suis pas yvre.|(il va pour jeterles papiers.)",0,[]
237,"MANUEL |/J'ai découvert le lit, Cosme,| m'allonger et me trouver sous la serviette du lit ce billet| fermé, et déjà écrasé| Il m'admire davantage.","Florêtan|Laisse là mes papiers, j'en aurai le souci,|Rajuste tout le reste. Atten, que vois-je ici?|(Il trouve la lettre.)|Une lettre fermée.",1,"[(0.83, '▁découvert', '▁trouve'), (0.78, '▁fermé', '▁fermée'), (0.76, '▁billet', '▁lettre'), (0.76, '▁fermé', '▁trouve'), (0.75, '▁découvert', '▁vois')]"
238,COSME |Qui vient ?,Carrille|Une lettre fermée. À qui s'adresse t'elle?,1,"[(0.7, '▁vient', '▁lettre'), (0.62, '▁vient', '▁fermée'), (0.52, '▁vient', 'adresse')]"
239,"MANUEL |Pour moi, mais de façon étrange...",Florêtan|À moi d'une façon certes toute nouvelle.,1,"[(0.68, '▁étrange', '▁nouvelle'), (0.54, '▁étrange', 'êt'), (0.53, 'UE', 'êt'), (0.44, 'UE', '▁nouvelle')]"
240,COSME |Comment dites-vous ?,Carrille|Comment?,1,[]
241,"MANUEL |...me suspend:(Lit.) «Personne ne m'ouvre, parce que je suis| de Don Manuel seulement.","Florêtan|Comment? Ne m'ouvrez pas, j'appartiens seulement|À Florêtan, dit-elle.",0,"[(0.93, 'ouvre', 'ouvre'), (0.75, 'ouvre', 'appart'), (0.74, '▁suspend', 'appart'), (0.71, 'Per', 'appart'), (0.68, 'ouvre', 'iens')]"
242,"COSME |Priez Dieu que vous ne me croyez pas| de force! Ne l'ouvre pas, essaie, sans le conjurer au préalable.","Carrille|À Florêtan, dit-elle. Et bien assurément,|Vous serez à la fin obligé de me croire,|Avez-vous jamais vu de plus étrange histoire?|Ne l'ouvrez pas avant que de la conjurer.",0,"[(0.92, 'ouvre', 'ouvre'), (0.9, '▁conjur', '▁conjur'), (0.9, 'er', 'er'), (0.85, '▁croyez', '▁croire'), (0.75, '▁essaie', '▁histoire')]"
243,"MANUEL |Cosme, qu'est-ce qui me suspend| C'est la nouveauté, pas la peur, | que celui qui admire ne craint pas.| (Lire.)|«Je me soucie de votre santé, en tant que celui qui a été à l'origine de votre risque. Alors, reconnaissant et blessé, je vous prie de m'en informer et de faire appel à moi, car il y aura une opportunité pour tous deux, en laissant la réponse là où vous l'avez trouvée, conscients que le secret compte, car le premier jour du mes amis, je perdrai mon honneur et ma vie.","Florestan|La nouveauté m'estonne, et me fait admirer.|Mais ce n'est pas la peur, car encor que j'admire,|Je ne crains rien pourtant. Ouvrons, il la faut lire.|Lettre/p>|Je suis au desespoir, Florestan, d'avoir mis|Un homme comme vous en danger de la vie,|Et que pour mon suject vous ayez eu l'envie|De combattre la fleur de vos meilleurs amis.|J'ay fait respandre un sang que je dois estimer ;|Et ce sang ouvrira la source de mes larmes ;|Mais mon mal cesseroit si j'avois quelques charmes,|Qui vous peussent un jour obliger à m'aymer.|Excusez cét effect de mes legeretez,|Vous ne vous plaindrés poinct de m'avoir obligée,|Et de mon desplaisir je seray soulagée|En me faisant sçavoir comme vous vous portez.|Ayez soin cependant de bien tost vous guerir,|Et si vous m'escrivez, obligez moy de mettre|Vostre escrit au lieu mesme où sera cette lettre,|Et je prendray le soin de l'envoyer querir.|Je vous descouvre icy les secrets de mon cœur ;|Gardez de reveler ce secret à personne ;|Si l'un de vos amis seulement le soubçonne,|Je perds en mesme temps et la vie, et l'honneur.",0,"[(0.97, '▁peur', '▁peur'), (0.93, '▁nouveauté', '▁nouveauté'), (0.91, '▁amis', '▁amis'), (0.91, '▁amis', '▁amis'), (0.88, '▁perd', '▁perd')]"
244,COSME | Etrange cas !,"Carrille|Que dites-vous, Monsieur, de ce miracle ici?",0,"[(0.87, '▁cas', '▁miracle'), (0.76, '▁cas', '▁ici'), (0.71, 'range', '▁miracle'), (0.68, 'range', '▁ici'), (0.42, 'range', '▁dites')]"
245,MANUEL | Quoi d’étrange ?,"Florêtan|Mon doute est à présent, peu s'en faut esclarci|Car on connait assez que cette femme même,|Qui maintenant m'écrit, et qui dit qu'elle m'aime,|Est celle qui tantôt fuyait de Licidas:|Étant vrai comme il est, pourquoi ne veux tu pas|(Car je tiens pour certain que ce soit sa Maîtresse,)|Que pour entrer ceants elle ait assez d'adresse,|Ou pour par un des siens m'envoyer cet écrit?",0,"[(0.64, 'étrange', 'envoyer'), (0.63, 'étrange', 'adresse'), (0.6, 'UE', '▁entrer'), (0.59, 'UE', '▁femme'), (0.58, 'UE', '▁doute')]"
246,COSME | Vous n’admirez pas ça ?,"Carrille|Non je ne puis penser qu'un autre qu'un esprit|Puisse entrer en ce lieu, la porte étant fermée,|Ou par un sortilège, il faut qu'il l'ait charmée.",0,"[(0.57, 'admire', '▁charmé'), (0.47, 'admire', '▁penser'), (0.47, 'admire', '▁entrer'), (0.39, 'admire', '▁lieu'), (0.39, 'admire', '▁faut')]"
247,,MANUELN,0,[]
248,COSME |Comment ?,"Carrille|Avant que nous vinssions? Vous me feriez damner,|À ce compte il faudrait qu'elle eut peu deviner|Que vous deviez avoir sur l'heure une querelle,|Et que l'on vous devait blesser pour l'amour d'elle.|Laissez-moi ces raisons, croyez votre valet;|Cette femme, sans doute, c'est un Esprit folet,|Nos hardes en font foi; c'est pourquoi je me fonde,|Qu'il faut que ç'ait été quelqu'un de l'autre monde,|Quel autre eût pu changer mon argent en charbon?",0,[]
249,"MANUEL |Eh bien|on voit clairement |que cette dame couverte,| comme c'est aveugle et si perturbé | de Don Luis fuyant était,| C'était sa dame, bien sûr, | Cosme, cela ne peut pas être, | s'il est célibataire, sa femme ;| et, ceci étant vrai, | quelle difficulté aura-t-il ? que dans la maison de son amant| a assez de main | pour entrer?","Florêtan|Mais viencez, dis-tu vrai, parles tu tout de bon?",0,"[(0.73, '▁vrai', '▁vrai'), (0.7, '▁clairement', 'êt'), (0.7, '▁amant', 'êt'), (0.69, '▁fuyant', 'êt'), (0.68, '▁voit', '▁vie')]"
