,DamaDuende,Google Trad,Esprit Folet,Modernisé,Unnamed: 4,Unnamed: 5,Unnamed: 6
118,"ÁNGELA |No porque verlo deseo,| sino solo por saber,| dime, ¿cómo puede ser?,| que lo escucho y no lo creo.","ANGELA |Pas parce que je veux le voir,| mais seulement pour savoir, | dis-moi, comment est-ce possible ?,| Je l'entends et je n'y crois pas.","['Angelique', 'Ah ! ma chere Isabelle aurois tu ce pouvoir ?', 'Comment pourrois je voir de ma chambre en la sienne,', ""Veu qu'elle est tellement distante de la mienne .""]","Angélique|Ah! ma chère Isabelle aurais tu ce pouvoir?|Comment pourrais-je voir de ma chambre en la sienne,|Veu qu'elle est tellement distante de la mienne.",,,
119,ISABEL |¿No has oído que labró| en la puerta una alacena| tu hermano?,ISABEL |N'as-tu pas entendu dire qu'il travaillait| à la porte un placard ton frère?,"['Isabelle', ""Laissez m'en le soucy par une invention"", 'Je viendray bien à bout de vostre intention.', 'Je cognoy un endroit prés de la galerie', 'Qui respond à sa chambre, où la tapisserie', ""Que l'on voit par dedans ne couvre que des ais"", ""Qui font une cloison, qu'on a fait tout exprés,"", 'Pour pouvoir pratiquer un lieu propre pour faire', 'Un cabinet qui lors nous estoit necessaire.', 'Or de cette cloison il est tres à propos', 'De destacher deux ais, et dessus deux pivots,', 'Et par haut et par bas, faire tourner de sorte', ""Ces deux ais entr'ouvers qu'ils nous servent de porte."", 'Par là nous pourrons bien entrer fort aisément,', ""Sans qu'on s'en apperçoive, en son appartement."", 'Ces ais estans rejoints, et fermez par derriere,', 'Qui ne jugera pas la cloison estre entiere ?', 'Un menuisier pourra mesme dans un moment', 'Accomoder ces ais.']","Isabelle|Laissez m'en le souci par une invention|Je viendrai bien à bout de votre intention.|Je connais un endroit près de la galerie|Qui répond à sa chambre, où la tapisserie|Que l'on voit par dedans ne couvre que des ai|Qui font une cloyon, qu'on a fait tout exprès,|Pour pouvoir pratiquer un lieu propre pour faire|Un cabinet qui lors nous était nécessaire.|Or de cette cloison il est très à propos|De destacher deux ais, et dessus deux pivots,|Et par haut et par bas, faire tourner de sorte|Ces deux ais entr'ouverts qu'ils nous servent de porte.|Par là nous pourrons bien entrer fort aisément,|Sans qu'on s'en aperçoive, en son appartement.|Ces ais étants rejoints, et fermés par derrière,|Qui ne jugera pas la cloison être entière?|Un menvisier pourra même dans un moment|Accomoder ces ais.",,,
120,"ÁNGELA |Ya|lo que ordena |tu ingenio he entendido yo.| ¿Dirás que, pues es de tabla,| algún agujero hagamos| por donde al huésped veamos?","ANGELA |Maintenant|ce que votre ingéniosité commande, j'ai compris.| Direz-vous que, puisque c'est une table, | faisons un trou Où voit-on l'invité ?","['Angelique', 'Accomoder ces ais. Allons donc promptement,', 'Et sans plus consulter executer la chose,', ""J'approuve cet advis que ton esprit propose,"", 'Va donner ordre à tout, car je desire avoir', 'Ce divertissement, et mesme dés ce soir.', 'Mais mandons ma cousine, il est bon ce me semble,', 'Que nous ayons ce soir ce passe temps ensemble,', 'Faisons luy donc sçavoir, sans luy dire pourquoy,', ""Qu'elle vienne soupper et coucher avec moy.""]","Angélique|Accommoder ces ais. Allons donc promptement,|Et sans plus consulter exécuter la chose,|J'approuve cet advis que ton esprit propose,|Va donner ordre à tout, car je désire avoir|Ce divertissement, et même dès ce soir.|Mais mandons ma cousine, il est bon ce me semble,|Que nous ayons ce soir ce passe temps ensemble,|Faisonsieur donc Savoir, sans lui dire pourquoi,|Qu'elle vienne souper et coucher avec moi.",,,
121,ISABEL |Más que eso mi ingenio entabla.,"ISABEL | Plus que cela, mon esprit engage.","['Isabelle', 'Mais tout de bon Madame ?']",Isabelle|Mais tout de bon Madame?,,,
122,ÁNGELADi.,ANGELADi.,"['Angelique', ""Mais tout de bon Madame ? Oüy j'en veux voir l'issuë.""]",Angélique|Mais tout de bon Madame? Oui j'en veux voir l'issue.,,,
123,"ISABEL |Por cerrar|y encubrir |la puerta que se tenía| y que a este jardín salía| y poder volverla a abrir,| hizo tu hermano poner| portátil una alacena.| Esta, aunque de vidrios llena,| se puede muy bien mover.| Yo lo sé bien, porque cuando| la alacena aderecé,| la escalera la arrimé| y ella se fue desclavando| poco a poco, de manera| que todo junto cayó| y dimos en tierra yo,| alacena y escalera,| de suerte que en falso agora| la tal alacena está| y, apartándose, podrá| cualquiera pasar, señora.","ISABEL |Pour avoir fermé|et recouvert |la porte qui était| et qu'il est sorti dans ce jardin et pouvoir l'ouvrir à nouveau,| est-ce que ton frère a mis portable un placard.| Celui-ci, bien que plein de verre,| Il peut très bien être déplacé.| Je le sais bien, parce que quand J'ai habillé le placard, J'ai mis l'échelle en place et elle est devenue désclavée petit à petit, en quelque sorte| que tout est tombé ensemble et nous avons atterri au sol, placard et escalier,| Heureusement que c'est faux maintenant | ce placard est et, en se détournant, il pourra Quelqu'un entre, madame.",[],,,,
124,"ÁNGELA |Esto no es determinar,| sino prevenir primero.| Ves aquí, Isabel, que quiero| a esotro cuarto pasar.| He quitado la alacena;| por allá ¿no se podrá| quitar|también?","ANGELA |Ce n'est pas déterminant,| mais prévenez d'abord.| Tu vois ici, Isabel, ce que je veux | va dans cette autre pièce.| J'ai enlevé le placard ;| là-bas, ce ne sera pas possible ? supprimer | aussi ?",[],,,,
125,"ISABEL |Claro|está |y, para hacerla más buena,| en falso se han de poner| dos clavos, para advertir| que sólo la sepa abrir| el que lo llega a saber.","ISABEL |Bien sûr|c'est le cas |et, pour l'améliorer,| en faux, ils doivent mettre| deux clous, pour avertir qui sait seulement l'ouvrir | celui qui apprend à le connaître.",[],,,,
126,"ÁNGELA |Al criado que viniere| por luz y por ropa di| que vuelva a avisarte a ti,| si acaso el huésped saliere| de casa, que, según creo,| no le obligará la herida| a hacer cama.","ANGELA |Au serviteur qui vient| pour la lumière et pour les vêtements di| pour vous le faire savoir à nouveau,| si peut-être l'invité part de chez moi, ce qui, à mon avis, | la blessure ne le forcera pas| faire le lit",[],,,,
127,"ISABEL |Y,|por tu vida, | ¿irás?","ISABEL |Et,|pour ta vie, | tu iras?","['Isabelle', 'Vous entrerez chez luy ?']",Isabelle|Vous entrerez chez Roi?,,,
128,"ÁNGELAUn|necio deseo |tengo de saber si es él| el que mi vida guardó,| porque, si le cuesto yo| sangre y cuidado, Isabel,| es bien mirar por su herida,| si es que, segura de miedo| de ser conocida, puedo| ser con él agradecida.| Vamos, que tengo de ver| la alacena y, si pasar| puedo al cuarto, he de cuidar,| sin que él lo llegue a entender,| desde aquí de su regalo.","ÁNGELAA|désir insensé |Je dois savoir si c'est lui| celui qui m'a sauvé la vie,| parce que, si ça me coûte| sang et soins, Isabel, | Il est bon de regarder sa blessure,| oui, sûr de la peur| Si c'est connu, je peux| sois-lui reconnaissant.| Allez, qu'est-ce que je dois voir ? le placard et, si réussi| Je peux aller dans la chambre, je dois faire attention, | sans qu'il le comprenne, | d'ici de votre don.","['Angelique', ""Vous entrerez chez luy ? M'y voilà resoluë."", ""Je veux voir si c'est luy, car si c'est l'estranger"", ""Qui de si bonne grace a voulu m'obliger,"", ""Qui me voyant tantost d'un jaloux poursuivie,"", 'Pour moy si librement a hazardé sa vie,', ""Qui s'est monstré vers moy si courtois et si franc,"", ""Qui n'a pas épargné mesme jusqu'à son sang,"", ""Qui m'a gaigné le cœur, et de si bonne grace,"", ""Isabelle il n'est rien pour luy que je ne face.""]","Angélique|Vous entrerez chez Roi? M'y voilà résolue.|Je veux voir si c'est venir, car si c'est l'étranger|Qui de si bonne grâce a voulu m'obliger,|Qui me voyant tantôt d'un jaloux poursuivie,|Pour moi si librement a hasardé sa vie,|Qui s'est montré vers moi si courtais et si franc,|Qui n'a pas épargné même jusqu'à son sang,|Qui m'a gagné le cœur, et de si bonne grâce,|Isabelle il n'est rien pour venir que je ne face.",,,
129,ISABEL |Notable cuento será.| Mas ¿si lo cuenta?,ISABEL |Ce sera une histoire remarquable.| Mais est-ce que ça compte ?,"['Isabelle', ""J'y songerois devant car en cette action,"", 'Quelle preuve avez vous de sa discretion ?', 'Ne nous fions jamais aux Amours passageres,', ""S'il s'en alloit vanter, et le dire à vos freres ?""]","Isabelle|J'y songerais devant car en cette action,|Quelle preuve avez vous de sa discrétion?|Ne nous fions jamais aux Amours passagères,|S'il s'en allait vanter, et le dire à vos frères?",,,
130,"ÁNGELA |No|hará, |que hombre que su esfuerzo igualo| a su gala y discreción| -puesto que de todo ha hecho| noble experiencia en mi pecho| en la primera ocasión:| de valiente en lo restado,| de galán en lo lucido,| en el modo de entendido-| no me ha de causar cuidado| que diga suceso igual,| que fuera notable mengua| que echara una mala lengua| tan buenas partes a mal.| (Vanse. Salen DON JUAN, DON MANUEL|y un criado con luz.)","ANGELA |Non|il le fera, |quel homme qui a égalé son effort| à votre discrétion et parure | -puisqu'il a tout fait| noble expérience dans ma poitrine | à la première occasion :| de courageux dans le reste,| d'un galant dans son éclat, | en mode compris-| Cela ne devrait pas m'inquiéter qui dit événement égal, | qu'il s'agissait d'une diminution notable ça ferait mauvaise langue | donc de bonnes parties à de mauvaises.| (Sortent. DON JUAN, DON MANUEL et un domestique avec une sortie lumineuse.)","['Angelique', 'Il ne le fera pas quand je luy defendray,', ""J'en suis tres asseurée, il ne peut estre vray"", ""Qu'un homme genereux, qui pour mon advantage"", 'A mesme à ses despens signalé son courage,', ""Par cette lascheté desmentit aujourd'huy"", 'Les rares qualitez qui se trouvent en luy.', 'Fin du premier Acte.', 'Lizandre, Florestan']","Angélique|Il ne le fera pas quand je lui défendrai,|J'en suis très assurée, il ne peut être vrai|Qu'un homme généreux, qui pour mon advantage|A même à ses dépens signalé son courage,|Par cette lâcheté desmentit aujourd'hui|Les rares qualités qui se trouvent en lui.|Fin du premier Acte.|Lisandre, Florêtan",,,
131,,,"['Lizandre', 'Si le courage est grand, la maison est estrette,', 'Pour vous bien recevoir comme je le souhaite.']","Lisandre|Si le courage est grand, la maison estrette,|Pour vous bien recevoir comme je le souhaite.",,,
132,,,"['Florestan', 'Je ne merite point tant de civilitez.']",Florêtan|Je ne mérite point tant de civilités.,,,
133,"JUAN |Acostaos, por mi vida.","JUAN | Couche-toi, pour ma vie.","['Lizandre', ""Vous n'estes pas receu comme vous meritez,"", 'Mais selon mon devoir et selon mon envie,', ""Je ne le pourrois pas quand j'y mettrois la vie."", 'Mais laissons ce discours, et sans vous amuser', 'A tant de complimens, allez vous reposer,', 'Le lict pour vostre mal vous est fort necessaire.']","Lisandre|Vous n'êtes pas reçu comme vous méritez,|Mais selon mon devoir et selon mon envie,|Je ne le pourrais pas quand j'y mettrais la vie.|Mais laissons ce discours, et sans vous amuser|À tant de compliments, allez vous reposer,|Le lit pour votre mal vous est fort nécessaire.",,,
134,"MANUEL |Es tan poca la herida| que antes, don Juan, sospecho| que parece melindre el haber hecho| caso ninguno della.","MANUEL |La blessure est si petite| qu'avant, don Juan, je suppose| qu'il semble délicat de l'avoir fait | aucun cas pour elle.","['Florestan', ""Le mal n'est pas si grand pour en faire un mystere,"", 'Comment, cela vaut il seulement en parler?']","Florêtan|Le mal n'est pas si grand pour en faire un mystère,|Comment, cela vaut il seulement en parler?",,,
135,"JUAN |Harta ventura ha sido de mi estrella,| que no me consolara| jamás, si este contento me costara| el pesar de teneros| en mi casa indispuesto y el de veros| herido por la mano,| si bien no ha sido culpa, de mi hermano.","JUAN | Une grande fortune a été pour mon étoile,| ça ne m'a pas consolé Jamais, si ce contentement me coûte | le regret de t'avoir je suis malade chez moi et je te vois | blessé à la main,| Même si ce n'était pas la faute de mon frère.","['Lizandre', 'En vain on me voudroit desormais consoler,', 'Si vous aviez sujet de me faire un reproche', ""D'estre en peril, blessé par un qui m'est si proche.""]","Lisandre|En vain on me voudrait désormais consoler,|Si vous aviez sujet de me faire un reproche|D'être en péril, blessé par un qui m'est si proche.",,,
136,"MANUEL |Él es buen caballero| y me tiene envidioso de su acero,| de su estilo admirado,| y he de ser muy su amigo y su criado.| (Sale|DON LUIS y un criado con un azafate cubierto y en él un aderezo de espada.)","MANUEL |C'est un bon gentleman| et il me rend envieux de son acier, | de son style admiré, | et je dois être son ami et serviteur.| (Sortent DON LUIS et un domestique avec une armoire couverte et dedans un pansement pour épée.)","['Florestan', 'Lizandre, vostre frere est un homme de cœur,', 'Je veux doresnavant estre son serviteur,', ""Et l'honorer bien fort, sa vertu m'y convie."", 'Licidas, Florestan, Lizandre']","Florêtan|Lisandre, votre frère est un homme de cœur,|Je veux doresnavant être son serviteur,|Et l'honorer bien fort, sa vertu m'y convie.|Licidas, Florêtan, Lisandre",,,
137,"LUIS |Yo, señor, lo soy vuestro,| como en la pena que recibo muestro| ofreciéndoos mi vida;| y por que el instrumento de la herida| en mi poder no quede,| pues ya agradarme ni servirme puede,| bien como aquel criado| que a su señor algún disgusto ha dado,| hoy de mí le despido.| Esta es, señor, la espada que os ha herido;| a vuestras plantas viene| a pediros perdón, si culpa tiene.| Tome vuestra querella| con ella en mí venganza de mí y della.","LUIS |Moi, monsieur, je suis à vous,| comme dans la pénalité que je reçois je montre| t'offrant ma vie;| et pourquoi l'instrument de la blessure| en mon pouvoir n'est pas laissé,| Eh bien, cela ne peut ni me plaire ni me servir, | bien comme ce serviteur qu'il a déplu à son seigneur, | Aujourd'hui, je vous dis au revoir.| Voilà, monsieur, l'épée qui vous a blessé ;| à vos plantes ça vient demander pardon, si c'est de sa faute.| Prenez votre plainte | avec elle en moi, vengeance pour elle et moi.","['Licidas (mettant son espée aux pieds de Florestan)', ""C'est moy qui dois pour vous mettre cent fois la vie."", 'Voilà ce fer, Monsieur, qui fut si malheureux', ""D'avoir osé blesser un bras si genereux,"", 'Je banny de chez moy cette insolente espée,', 'Qui ne sera jamais par mon bras occupée,', ""Ainsi qu'un serviteur qui m'a desobligé,"", ""L'infame je la chasse, et luy donne congé,"", 'Je la mets à vos pieds.']","Licidas (mettant son épée aux pieds de Florêtan)|C'est moi qui dois pour vous mettre cent fois la vie.|Voilà ce fer, Monsieur, qui fut si malheureux|D'avoir osé blesser un bras si généreux,|Je banni de chez moi cette insolente épée,|Qui ne sera jamais par mon bras occupée,|Ainsi qu'un serviteur qui m'a desbligé,|L'infâme je la chasse, et lui donne congé,|Je la mets à vos pieds.",,,
138,"MANUEL |Sois valiente y discreto;| en todo me vencéis. La espada aceto,| por que siempre a mi lado| me enseñe a ser valiente. Confiado| desde hoy vivir procuro,| porque ¿de quién no vivirá seguro| quien vuestro acero ciñe generoso?| Que él solo me tuviera temeroso.","MANUEL |Vous êtes courageux et discret;| en tout tu me bats. L'épée acéto,| parce que toujours à mes côtés | m'a appris à être courageux. Confiant| A partir d'aujourd'hui j'essaie de vivre,| à cause de qui ne vivra pas en sécurité| qui ceinture généreusement ton acier ?| Que lui seul me faisait peur.","['Florestan', 'Je la mets à vos pieds. Puis je sans jalousie', ""Voir qu'encor vous vueilliez me vaincre en courtoisie ?"", ""C'est trop, contentez vous ; puis que je recognoy"", ""Qu'au combat vous l'avez emporté dessus moy,"", ""Je l'accepte pourtant, sans vous en faire excuse,"", 'Un si rare present jamais ne se refuse.', ""Ce fer venant de vous, fera qu'en bataillant,"", ""J'apprendray desormais à devenir vaillant,"", ""Je ne m'en deferay pour quoy qui me survienne,"", ""Mais daignez s'il vous plaist vous servir de la mienne.""]","Florêtan|Je la mets à vos pieds. Puis je sans jalousie|Voir qu'encor vous veuilliez me vaincre en courtoisie?|C'est trop, contentez-vous puisque je reconnais|Qu'au combat vous l'avez emporté dessus moi,|Je l'accepte pourtant, sans vous faire excuse,|Un si rare présent jamais ne se refuse.|Ce fer venant de vous, fera qu'en bataillant,|J'apprendrai désormais à devenir vaillant,|Je ne m'en déferai pour quoi qui me survienne,|Mais daignez s'il vous plaît vous servir de la mienne.",,,
