,mongin-promenades-de-paris,regnard-coquette,Cost,Operation Type
492,"('#arlequin', 'Non, Monsieur, Élise ne sera point Calmardée.  Mais Colombine entêtée de Mezzetin, est à la veille...')","('#arelquin', 'Hé bien, morbleu !  Madame, les airs de cour nous sont-ils naturels ?  La, lore, la.  Vous allez voir comme je vous chamarre une danse sérieuse.  Hé !  Laquais, laquais !  Lâche-nous un coup de chanterelle.  Je veux tracer un menuet avec vous.  Il fredonne.  À Colombine. ')",1.06,Substitution
493,"('#leandre', ""Encore ?  Hé traître, qu'est-il question ici de Mezzetin et de Colombine ?  Ne me parle que d'Élise.  Rends-moi compte de sa conduite, et de celle de Calmar."")","('#colombine', ""Je vous prie, monsieur, de m'en dispenser ; je suis d'une fatigue outrée, et voilà huit nuits de suite que je cours le bal. "")",1.37,Substitution
494,"('#arlequin', ""Et bien, je vous dis, Monsieur, que Calmar a fait de son mieux pour nous supplanter.  Il a donné fête, bal, spectacle, et aujourd'hui même dans le Bois_de_Boulogne, Élise."")","('#arlequin', 'Il faut donc que madame danse à votre place ? ')",1.52,Substitution
495,"('#leandre', ""Et bien, achève, qu'a fait Élise dans le Bois_de_Boulogne ?"")","('#madame-pindaret', ""Moi, monsieur !  Excusez-moi, s'il vous plaît ; je ne danse point, je fais des vers. "")",1.87,Substitution
496,"('#arlequin', ""Elle a fait ripaille avec Calmar, et n'est sortie de table que pour venir aux Tuileries entendre un concert qu'il lui donne.  Mais Colombine, tête à tête avec Mezzetin."")","('#arlequin', 'Parbleu !  Madame, vous danserez en vers, ou vous crèverez en prose. ')",1.47,Substitution
497,,"('#colombine', ""Allons, courage, madame ; voulez-vous qu'on envoie quérir votre Juvénal ?"")",1.0,Deletion
498,,"('#arlequin', 'Madame Pindaret se laisse tomber.  Voilà un vers à qui il manque un pied.')",1.0,Deletion
499,"('#leandre', ""Tu ne finiras donc jamais, bourreau ?  Veux-tu donc oublier Colombine et me tirer d'inquiétude ?  Élise, dis-tu, n'est sortie de table que pour aller au concert ?  Qu'est-ce que c'est donc que ce concert ?"")","('#madame-pindaret', ""Ah, ah !  Voilà un menuet qui m'a mise sur les dents.  J'aimerais mieux faire vingt sonnets que de...  Ah, ah !  Souffrez, mademoiselle, que je vous quitte pour aller me mettre au lit. "")",1.03,Substitution
500,"('#arlequin', ""Oh, puisqu'il n'y a pas moyen de vous parler de Colombine, venons donc au fait.  Je vous dirai que le concert que veut donner Calmar, m'en a fait inventer un, où nous déconcerterons un peu ce rival.  Venez apprendre votre rôle.  Mais voici Octave et Scaramouche."")","('#arlequin', ""Adieu, madame ; allez vous faire tirer trois palettes d'épigrammes de la veine poétique."")",1.24,Substitution
501,"('#octave', ""Que vois-je ?  Quoi, c'est vous mon cher Léandre ?"")","('#arlequin', ""Hé bien, mademoiselle, ne vous avais-je pas bien dit qu'il n'y avait guère de marquis plus ridicule que moi ? "")",1.32,Substitution
502,"('#leandre', 'Oui, vous voyez, mon cher Octave, un homme encore tout poudreux, et hâlé du soleil de Flandre !')","('#colombine', ""À vous sincèrement, pour un marquis de nouvelle impression, vous ne jouez pas mal votre rôle, et l'on croirait que vous l'auriez étudié toute votre vie. "")",1.29,Substitution
503,"('#arlequin', 'Quoi ?  Te voilà donc dépoétisé, Scaramouche ?')","('#arlequin', 'Étudié !  Moi, étudié !  Palsembleu !  Vous ne le prenez pas mal.  Étudié !  Vous ne savez donc pas que je suis homme de qualité ?  À peine sais-je écrire mon nom !')",1.38,Substitution
504,,"('#colombine', ""Vous voulez vous divertir ; je sais ce que je dois croire, et j'appelle de votre modestie. "")",1.0,Deletion
505,"('#scaramouche', ""Oui, j'ai suivi tes conseils, je me suis rapatrié avec la fortune; j'ai repris la livrée."")","('#arlequin', ""Cela est, parbleu, comme je vous le dis ; et je veux que le diable m'emporte si jamais j'ai eu d'autres livres qu'un almanach avec un Parfait Maréchal.  Bon !  Que nous faut-il à nous autres gens de cour ? Beaucoup de bonne opinion, saupoudrée de quelques grains d'effronterie.  Voilà toute notre science auprès des femmes. Il se promène. "")",1.25,Substitution
506,,"('#colombine', 'Mais où allez-vous donc ?  Vous avez des inquiétudes horribles dans les jambes, et vous ne sauriez vous tenir un moment en place. ')",1.0,Deletion
507,"('#octave', 'Quel sujet donc vous fait venir en poste de Flandre à Paris, et qui vous fait quitter le Champ de Mars pour les Tuileries ?')","('#arlequin', ""Ma foi, mademoiselle, il faut du plain-pied à un marquis.  Je voudrais que vous vissiez à la Comédie le terrain que j'occupe sur le théâtre.  Oh, parbleu !  La scène n'est jamais vide avec moi.  Il n'y a que le théâtre de l'Opéra où je me trouve un peu en brassière ; je n'y saurais pirouetter à ma fantaisie. "")",1.41,Substitution
508,,"('#colombine', ""C'est-à-dire que vous n'oseriez pas y faire le fanfaron comme ailleurs. "")",1.0,Deletion
509,"('#leandre', ""Un Dieu qui fait quitter les armes pour la quenouille, le Ciel pour la Terre ; l'amour, en un mot, cher Octave, l'amour."")","('#arlequin', ""Je suis pourtant toujours sur le bord du théâtre.  Il y a longtemps que j'ai secoué la pudeur de ces demi-gens de qualité qui commencent à se donner au public.  Ventrebleu !  Je ne tâte point des coulisses ; sur l'orchestre, morbleu !  Sur l'orchestre. "")",1.27,Substitution
510,,"('#colombine', ""Je ne sais pas, pour moi, quel plaisir prennent certaines gens, à la Comédie, de venir étouffer un acteur jusque sur les chandelles.  Comment voulez-vous qu'un pauvre diable de comédien se fasse entendre au bout d'une salle ?  Il faut donc qu'il crève ? "")",1.0,Deletion
511,,"('#arlequin', ""Parbleu !  Qu'il crève s'il veut ; il est payé pour cela. "")",1.0,Deletion
512,"('#scaramouche', 'Es tu amoureux aussi toi, Arlequin ?')","('#colombine', 'Mais, de bonne foi, monsieur le Marquis, croyez-vous que ce soit pour voir peigner votre perruque, prendre du tabac, et faire votre carrousel sur le théâtre, que le parterre donne ses quinze sols ? ')",1.8,Substitution
513,"('#arlequin', ""Si je suis amoureux ?  Belle demande !  Et ne sais-tu pas, animal, que l'amour est le faible de tous les grands hommes ?"")","('#arlequin', ""N'est-ce pas bien de l'honneur pour lui de voir des gens de qualité ?  Ma foi, quand il n'aurait que ce plaisir-là, cela vaut bien une mauvaise comédie. "")",1.27,Substitution
514,,"('#colombine', ""Assurément ; c'est ce qui fait qu'il s'est mis en droit de vous siffler aussi bien que les méchantes pièces. "")",1.0,Deletion
515,,"('#arlequin', ""Il est vrai que le parterre devient terriblement orgueilleux : ce sont ces Italiens qui ont achevé de le gâter.  Savez-vous bien que cet été ils l'ont traité de monseigneur dans un placet ?  Le parterre monseigneur !  J'enrage ! "")",1.0,Deletion
516,,"('#colombine', ""Vous avez beau pester, le parterre fait du bien à tout le monde ; il redresse les auteurs, il tient les comédiens en haleine ; un fat ne se campe point impunément devant lui sur les bancs du théâtre : en un mot, c'est l'étrille de tous ceux qui exposent leurs sottises au public.  Que ne vous mettez-vous dans les loges ?  On ne vous examinera pas de si près. "")",1.0,Deletion
517,,"('#arlequin', ""Moi, dans les loges !  Je vous baise les mains : je n'entends point la comédie dans une loge comme un sansonnet ; je veux, morbleu !  Qu'on me voie de la tête aux pieds, et je ne donne mon écu que pour rouler pendant les entr'actes, et voltiger autour des actrices. "")",1.0,Deletion
518,"('#octave', ""Peut-on savoir quelle est la belle qui vous met ici au rang des plumets d'été, Léandre ?"")","('#le-laquais', 'Mademoiselle, voilà votre couturière.')",1.07,Substitution
519,"('#scaramouche', 'Et pourrait-on vous demander quelle est la soubrette qui vous met au rang des des grands hommes, Arlequin ?')","('#colombine', ""Hé bien, Margot, m'apportez-vous mon manteau ? "")",1.48,Substitution
520,,"('#margot', ""Oui, mademoiselle j'espère qu'il vous habillera parfaitement bien : depuis que je travaille, je n'ai jamais vu d'habit si bien taillé. "")",1.0,Deletion
521,"('#leandre', ""Ah !  Je vais en un seul mot vous peindre la plus aimable de toutes les femmes, Octave ; c'est Élise, Élise qui est seule capable d'enlever mon coeur à la gloire."")","('#arlequin', 'Ni moi de fille si ragoûtante.  Voilà, mordi !  Une petite créature bien émerillonnée.  Écoutez, ma fille, où demeurez-vous ? ')",1.04,Substitution
522,,"('#margot', ""Pas loin d'ici. "")",1.0,Deletion
523,,"('#arlequin', 'Tant mieux.')",1.0,Deletion
524,,"('#colombine', ""Vous voulez bien, monsieur le Marquis ; me permettre d'essayer mon manteau ? "")",1.0,Deletion
525,"('#arlequin', ""Scaramouche, c'est Colombine, qui seule peut enlever mon coeur à la cuisine."")","('#arlequin', ""Oui-da, mademoiselle ; vous pouvez vous habiller jusqu'à la chemise inclusivement. Margot est, ma foi, toute des plus jolies, et il y aurait plaisir de lui margotter le coeur ; je m'assure qu'elle n'a pas quinze ans.  Peut-on voir votre minois, petite femelle ténébreuse ?  Margot habille Colombine ; Arlequin badine.  Il veut lever sa coiffe ; Margot se défend. "")",1.53,Substitution
526,,"('#colombine', 'Allons donc, monsieur le Marquis, soyez sage.  Que ne vous laissez-vous voir aussi, Margot, vous qui êtes si jolie ? ')",1.0,Deletion
527,"('#octave', 'Élise votre maîtresse, Léandre ?')","('#margot', ""Je n'oserais, mademoiselle. "")",1.27,Substitution
528,,"('#colombine', 'Pourquoi ? ')",1.0,Deletion
529,,"('#margot', ""C'est que monsieur Harpillon m'a défendu de regarder les hommes ; et il serait fâché s'il savait que je me fusse montrée. "")",1.0,Deletion
530,,"('#colombine', 'Qui est donc ce monsieur Harpillon ? ')",1.0,Deletion
531,,"('#margot', ""C'est un des gros fermiers, qui est mon parrain ; il fait du bien à toute notre famille, et il a déjà donné un bon emploi à mon grand frère. "")",1.0,Deletion
532,,"('#arlequin', ""J'entends, j'entends ; monsieur Harpillon a mis le frère dans un bureau, et mettra, s'il peut, la soeur en chambre. "")",1.0,Deletion
533,,"('#margot', ""Oh !  Monsieur, il n'y a point de ce que vous pensez à son fait : c'est un homme qui n'a que de bons desseins ; il m'a promis de m'épouser ; et pour preuve de cela, il m'a déjà envoyé une housse verte avec une bergame. "")",1.0,Deletion
534,"('#scaramouche', 'Colombine ta maîtresse, Arlequin ?')","('#arlequin', ""Fi !  Une bergame à une fille comme vous !  Si tu voulais, Margot, m'épouser à la Harpillon, j'irais moi jusqu'à une verdure. "")",0.95,Substitution
535,,"('#margot', 'Je vous remercie, monsieur ; cela ferait jaser le monde.  Tenez, monsieur, pour avoir été un jour promener avec mon cousin, vous ne sauriez croire quels contes on a faits.  Il y a les plus maudites langues dans notre montée. ')",1.0,Deletion
536,,"('#arlequin', 'Écoutez, Margot, votre montée a peut-être raison, et il pourrait bien y avoir quelque chose à refaire à votre réputation. ')",1.0,Deletion
537,"('#leandre', ""OuI, Élise ma maîtresse ; et c'est sur ce que l'on m'a mandé qu'elle était celle d'un nommé Calmar, que je suis venu savoir de ses nouvelles. Mais grâces au Ciel, c'est une fausse alarme, et Élise n'est point infidèle."")","('#colombine', ""Margot peut aller partout, monsieur le Marquis ; elle est sage, et j'en réponds corps pour corps. "")",1.11,Substitution
538,"('#arlequin', 'Queusi queumi, Scaramouche.')","('#arlequin', ""La bonne caution !  Croyez-moi, les environs de Paris sont terriblement dangereux.  N'allez-vous point quelquefois au bois de Boulogne ? "")",1.69,Substitution
539,,"('#margot', ""Dieu m'en garde, monsieur !  Ma mère me l'a défendu, et m'a dit que c'était un vrai coupe-gorge pour une fille. "")",1.0,Deletion
540,"('#octave', ""Mais avez-vous des preuves de la confiance et de l'amour d'Élise, Léandre ?"")","('#arlequin', ""C'est peut-être là que votre mère a été égorgée.  Ma foi, cette fille me plaît.  Ma mie, me voudrais-tu tailler une chemise et quelques caleçons ? "")",1.37,Substitution
541,,"('#margot', 'Je suis votre servante, monsieur ; on ne travaille point en homme au logis. ')",1.0,Deletion
542,"('#scaramouche', 'Et toi, es-tu bien sûr des bonnes grâces de Colombine, Arlequin ?')","('#arlequin', 'Hé bien, viens les faire chez moi. ')",1.46,Substitution
543,"('#leandre', ""Les rigueurs dont Élise paie les douceurs de Calmar, me font des preuves de sa constance, et je veux, comme ami, vous en montrer de son amour.  Tenez, Octave, reconnaissez-vous là Élise ? Il lui montre le portrait d'Élise qu'il a au bras."")","('#colombine', ""Justement !  On garde des filles de cet âge-là pour votre commodité !  Vous n'avez qu'à vous y attendre.  Mais il me semble, Margot, que ce manteau-là monte bien haut ; on ne voit point ma gorge. "")",0.94,Substitution
544,,"('#margot', ""Ce n'est peut-être pas la faute du manteau, mademoiselle. "")",1.0,Deletion
545,,"('#colombine', ""Taisez-vous, Margot ; vous êtes une sotte : tenez, remportez votre manteau ; j'y suis faite comme je ne sais quoi."")",1.0,Deletion
546,"('#arlequin', ""Attends, Scaramouche, tiens, reconnais tu là Colombine ? Il ôte son justaucorps, et fait voir à Scaramouche le portrait de Colombine qu'il a sur son dos."")","('#arlequin', ""Plus je vois cette enfant-là, plus elle me plaît...  Un petit mot : j'ai besoin d'une fille de chambre ; je crois que tu serais assez mon fait.  Sais-tu raser ? "")",1.03,Substitution
547,"('#octave', ""Oh, Ciel !  C'en est trop, je suis le misérable.  Serviteur, Léandre. Il s'en va."")","('#margot', ""Moi, raser !  Je vois bien que vous êtes un gausseur: je mourrais de peur, si je touchais un homme seulement du bout du doigt.  Adieu, mademoiselle ; dans un quart d'heure je vous rapporterai votre manteau avec de la gorge. "")",1.44,Substitution
548,"('#scaramouche', ""Ah, Ciel !  Je fuis le malheureux.  Serviteur, Arlequin.  Il s'en va."")",,1.0,Insertion
549,"('#leandre', ""Comment donc ?  Qu'est-ce que cela signifie ?  Arrête, Octave.  Un mot ?  Octave ?  Découvrons d'où vient un adieu si brusque. Il le suit."")","('#arlequin', 'Adieu, adieu, petite nymphe du bois de Boulogne.')",1.36,Substitution
550,"('#arlequin', 'Courons après, Monsieur.  Holà hé, Scaramouche, Scaramouche ?  Il y a ici quelque anguille sous roche.  Scaramouche ? Ils sortent.')",,1.0,Insertion
551,"('#colombine', ""Oui, Mademoiselle, vous avez aujourd'hui deux hommes à désabuser ; l'un de l'opinion où il est que vous pouvez l'aimer, et de celle où est l'autre que vous ne l'aimez plus."")","('#arlequin', ""Elle n'est, morbleu, pas sotte, et je m'aimerais presque autant que vous.  Nous autres gens de qualité, nous aimons quelquefois à rabattre sur la grisette.  Et de notre mariage qu'en dirons-nous ? "")",0.91,Substitution
552,"('#elise', ""Pour Léandre, mon coeur se justifiera assez par la joie dont il sera saisi à sa vue.  Mais la pièce que l'on veut jouer à Calmar me fait de la peine.  Je voudrais le congédier de meilleure grâce, et il faut l'épargner, ne fut-ce que pour l'amour de sa robe."")","('#colombine', ""Je vous dirai, monsieur le Marquis, qu'avant que de vous épouser, je vous demande encore une grâce.  Nous sommes un certain nombre de filles qui avons fait serment de ne point prendre de mari qui n'ait été reçu auparavant dans notre académie.  Il faut vous y faire recevoir. "")",0.81,Substitution
553,,"('#arlequin', ""Moi, dans votre académie de filles !  Vous vous moquez ; j'ai des empêchements plus que légitimes.  Et que faut-il faire pour cela ? "")",1.0,Deletion
554,"('#colombine', ""Et ne songeons qu'à l'épée, Mademoiselle.  Il ne faut rien épargner pour tirer Léandre d'erreur, et vous ne pouvez le désabuser que par un prompt et bon mariage.  Qu'attendez-vous ?  Ne laissez pas retourner votre amant à l'Armée, sans l'attacher avant des liens du contrat.  Et prenez ce guerrier enfin pendant qu'il est encore tout entier.  Mais chut, voici Monsieur_Calmar."")","('#colombine', ""Ne vous mettez pas en peine : on vous habillera en femme ; on vous fera peut-être faire serment d'être un époux commode, de laisser faire à votre femme tout ce qu'il lui plaira, de n'être point de ces maris coquets qui vivent de rapine, et laissent leurs femmes pour aller picorer sur le commun. "")",0.44,Substitution
555,"('#calmar', ""Hé bien, ma belle Demoiselle, à présent que la nuit approche à vos beaux yeux ne peuvent plus s'occuper aux Tuileries, il est temps de divertir vos oreilles.  Allons, il faut commencer notre concert."")","('#arlequin', ""Quand on a de cette besogne-là toute taillée chez soi, on n'a guère envie d'aller travailler en ville.  Allons, faisons ce qu'il vous plaira.  Voilà qui est bien drôle, qu'il faille, pour vous épouser, commencer par se déshumaniser !"")",1.0,Substitution
556,"('#colombine', ""L'heure et le lieu sont tout à fait favorables à la Musique."")",,1.0,Insertion
557,"('#calmar', ""Ah !  Qu'il serait heureux, ma pauvre Colombine, s'ils l'étaient aussi un peu à mon amour.  Mais, holà, Musiciens, commencez."")","('#mezzetin', ""Ô toi qui veux épouser Colombine,  Reçois l'honneur que sa main te destine:  Tu n'étais qu'un vilain magot,  Un ostrogot,  Un escargot ;  Tu vas être aussi beau qu'une fille  Gentille,  Ou peu s'en faut. "")",1.12,Substitution
558,,"('#le-choeur', ""Tu n'étais qu'un vilain magot, etc."")",1.0,Deletion
559,"('#mezzetin', ""Je viens d'une saison brûlante  Dissiper les vives chaleurs,  Et par de Bachiques liqueurs,  Enivrer s'il se peut Élise et sa suivante,  C'est ainsi qu'on touche les coeurs. Le beau sexe en vaincu par sa propre mâchoire,  Quand l'Amour court à jeun, et seul, à la victoire,  Il est bien facile à dompter.  Une belle aisément tient bon contre nos charmes,  Mais si jadis Tarquin eut emprunté ces armes,  Lucrèce n'eut fait que chanter.  Il boit. La suite de Bacchus danse."")","('#mezzetin', ""Reçois cette coiffure en malice féconde ;  Avec cet ornement,  Tu peux facilement  Insulter hardiment  Et la brune et la blonde ;  Avec cet ornement,  Tu charmeras tout le monde.  Micropoli, chariba, charistac.  Baroquina, bocardo, merlinbrac.  Ministres de mon art,  Versez tout votre fard  Sur ce nez en pied de marmite ;  Barbouillez vite ce museau,  Et nettoyez votre pinceau  Sur cette trogne hermaphrodite.  Il fait des gestes en dansant, et chante.  Deux Fourbes s'approchent d'Arlequin ; l'un tient un pot de rouge et l'autre un pot de blanc, et ils lui barbouillent les deux côtés du visage."")",0.21,Substitution
560,"('#calmar', ""Où font donc mes autres Musiciens ?  Holà, Messieurs les Musiciens, qu'on vienne donc achever cette scène de l'Opéra. Léandre et Arlequin entrent."")","('#arlequin', 'Je peux présentement résister à la pluie ; me voilà bien peint.')",1.58,Substitution
561,"('#leandre', ""Ô vous, qui jouissez de la saison nouvelle,  Amoureux Rossignol, plaintive Tourterelle,  Chantez, petits oiseaux, vantez-vous, vantez-vous  D'être plus heureux que nous.  Vos femelles  Sont fidèles ;  Et pour voler au Combat  Vous ne laissez point vos belles  À des gens de Rabat.  On entend ensuite un bruit de guerre et de trompettes."")","('#mezzetin', ""Ah ! Qu'il est beau!... oh, oh ! Le damoiseau  Au museau  De couleur de pruneau ;  Faisons le pied de veau :  Ah !qu'il est beau !... oh, oh !"")",0.95,Substitution
562,"('#arlequin', ""Ce bruit, ces tambours, ces trompettes, De Mars annoncent le retour.  Prenez congé de nos coquettes,  Bourgeois, rengainez votre amour  La coiffe est sourde à vos fleurettes  Sitôt qu'elle entend le tambour.  Le bruit de guerre recommence et Léandre chante ensuite."")",,1.0,Insertion
563,"('#leandre', ""Au retour du Printemps,  La robe préside aux ruelles :  Mais au retour des combattants  Tous les Amours s'en vont chantant ; Adieu, Robins, quittez nos belles,  Adieu, vous reviendrez avec les hirondelles,  Au retour du Printemps."")","('#le-choeur', ""Ah ! Qu'il est beau !... oh, oh ! Ils s'en vont tous en chantant. "")",0.54,Substitution
564,"('#calmar', ""Ouais !  Est-ce que l'on me joue ici ?  Comment l'entendez-vous donc, Mademoiselle ?"")","('#trafiquet', ""Que veut donc dire, s'il vous plaît, cette mascarade-ci ? "")",0.65,Substitution
565,,"('#arlequin', ""Monsieur, je vous prie de me dire si je suis mâle ou femelle ; car, ma foi, je n'y connais rien. "")",1.0,Deletion
566,,"('#trafiquet', 'Vous êtes un fou, voilà ce que vous êtes.')",1.0,Deletion
567,,"('#pierrot', 'Ha, ha, ha !  Essuyez-vous, monsieur le bailli, vous êtes tout barbouillé. ')",1.0,Deletion
568,,"('#colombine', 'Je suis, mon père, disposée à vous obéir ; mais je ne crois pas que vous vouliez me donner pour mari un homme qui est capable de pareilles extravagances. ')",1.0,Deletion
569,"('#colombine', ""Dansons, chantons avec gaîté  Bourgeois, à d'autre, à d'autres  Ce n'est qu'au coeur de l'été,  Qu'on peut recevoir le vôtre."")","('#arlequin', ""Oh, oh !  Voilà qui est assez drôle.  Par ma foi !  S'il y en a, c'est vous qui les avez faites, et qui avez voulu que je me sois fait et marquis et ce que me voilà...  Voyez, ne me voilà-t-il pas bien désigné ? "")",1.35,Substitution
570,,"('#colombine', 'Moi, je vous ai fait faire ces extravagances-là ?  Ma foi, monsieur le bailli, vous rêvez. ')",1.0,Deletion
571,,"('#pierrot', ""Monsieur, quand je vous ai dit que j'étais mieux le fait de votre fille que cet homme-là, est-ce que je me trompais ?  Il faudra pourtant que vous y veniez. "")",1.0,Deletion
572,"('#le-choeur', ""Dansons, chantons avec gaîté  Bourgeois, à d'autre, à d'autres  Ce n'est qu'au coeur de l'été,  Qu'on peut recevoir le vôtre. Il se forme un cercle, au milieu duquel se trouve Calmar, et la danse finie, il s'en va tout en colère."")","('#trafiquet', ""Ce que j'ai vu tantôt, et ce que je vois présentement, m'oblige de vous dire, monsieur le bailli, que vous pouvez, tout de ce pas, vous en retourner dans le Bas-Maine, manger vos chapons ; car pour ma fille, vous n'en croquerez que d'une dent. "")",1.09,Substitution
573,,"('#pierrot', ""Que d'une dent, monsieur le bailli, que d'une dent. "")",1.0,Deletion
574,,"('#arlequin', ""Allez-vous-en au diable, vous et votre fille, petit vilain grigou raccourci.  Adieu, la belle ; je ne crois pas qu'il y ait au monde un animal plus méchant que vous.  Il faut qu'un provincial ait bien le diable au corps, pour venir s'équiper d'une femme à Paris. "")",1.0,Deletion
575,"('#arlequin', ""Allons au mariage, allons.  Pour vous, Messieurs les violons,  Dites à Calmar qu'il vous paye.  En violons, partout on nous défraie ;  Et surtout ces gens de procès,  Ces Messieurs à langue dorée.  À nos dépens ils parlent au Palais, Mais en revanche aussi c'est toujours à leur frais,  Que nous dansons nous autres gens d'épée."")","('#colombine', ""Et qu'une fille à Paris soit bien près de ses pièces pour épouser un bailli du Bas-Maine. "")",1.46,Substitution
