,montchretien-hector,giraudoux-la-guerre-de-troie-n-aura-pas-lieu,Cost,Operation Type
441,,"('#hector', ""Je sais, vous l'avez dit : ceux que vous voyez colorés.  Et vous ne vous voyez pas rentrant dans quelques jours au palais de Ménélas ?"")",1.0,Deletion
442,,"('#helene', 'Non.  Difficilement.')",1.0,Deletion
443,,"('#hector', 'On peut habiller votre mari très brillant pour ce retour.')",1.0,Deletion
444,,"('#helene', 'Toute la pourpre de toutes les coquilles ne me le rendrait pas visible.')",1.0,Deletion
445,,"('#hector', ""Voici ta concurrente, Cassandre.  Celle-là aussi lit l'avenir."")",1.0,Deletion
446,,"('#helene', ""Je ne lis pas l'avenir.  Mais, dans cet avenir, je vois des scènes colorées, d'autres ternes.  Jusqu'ici ce sont toujours les scènes colorées qui ont eu lieu."")",1.0,Deletion
447,,"('#hector', ""Nous allons vous remettre aux Grecs en plein midi, sur le sable aveuglant, entre la mer violette et le mur ocre.  Nous serons tous en cuirasse d'or à jupe rouge, et entre mon étalon blanc et la jument noire de Priam, mes soeurs en péplum vert vous remettront nue à l'ambassadeur grec, dont je devine, au-dessus du casque d'argent, le plumet amarante.  Vous voyez cela, je pense ?"")",1.0,Deletion
448,,"('#helene', ""Non, du tout.  C'est tout sombre.\n"")",1.0,Deletion
449,"('#hector', ""Que leur gosier moqueur dégorgera d'outrages ? "")","('#hector', ""Vous vous moquez de moi, n'est-ce pas ?"")",1.39,Substitution
450,,"('#helene', 'Me moquer, pourquoi ?  Allons !  Partons, si vous voulez !  Allons nous préparer pour ma remise aux Grecs.  Nous verrons bien.')",1.0,Deletion
451,"('#priam', ""C'est peu d'être blâmés si nous demeurons sages. "")","('#hector', ""Vous doutez-vous que vous insultez l'humanité, ou est-ce inconscient ?"")",1.07,Substitution
452,,"('#helene', ""J'insulte quoi ?"")",1.0,Deletion
453,"('#hector', 'Leur risée à nos coeurs toute ardeur éteindra. ')","('#hector', ""Vous doutez-vous que votre album de chromos est la dérision du monde ?  Alors que tous ici nous nous battons, nous nous sacrifions pour fabriquer une heure qui soit à nous, vous êtes là à feuilleter vos gravures prêtes de toute éternité !...  Qu'avez-vous ?  À laquelle vous arrêtez-vous avec ces yeux aveugles ?  À celle sans doute où vous êtes sur ce même rempart, contemplant la bataille ?  Vous la voyez, la bataille ?"")",1.17,Substitution
454,"('#priam', 'Leur aigreur inutile irrités vous rendra. ')","('#helene', 'Oui.')",1.56,Substitution
455,"('#hector', '» La honte abâtardit une âme généreuse. ')","('#hector', ""Et la ville s'effondre ou brûle, n'est-ce pas ?"")",1.85,Substitution
456,"('#priam', ""» Mais l'excite à vengeance et la rend vigoureuse. "")","('#helene', ""Oui.  C'est rouge vif."")",1.36,Substitution
457,,"('#hector', 'Et Pâris ?  Vous voyez le cadavre de Pâris traîné derrière un char ?')",1.0,Deletion
458,,"('#helene', ""Ah !  Vous croyez que c'est Pâris ?  Je vois en effet un morceau d'aurore qui roule dans la poussière.  Un diamant à sa main étincelle...  Mais oui !...  Je reconnais souvent mal les visages, mais toujours les bijoux.  C'est bien sa bague.\n"")",1.0,Deletion
459,,"('#hector', ""Parfait...  Je n'ose vous questionner sur Andromaque et sur moi...  sur le groupe Andromaque-Hector...  Vous le voyez !  Ne niez pas.  Comment le voyez-vous ?  Heureux, vieilli, luisant ?"")",1.0,Deletion
460,,"('#helene', ""Je n'essaye pas de le voir !"")",1.0,Deletion
461,"('#hector', 'Vivrons-nous donc terrés au creux de ces Remparts ? ')","('#hector', ""Et le groupe Andromaque pleurant sur le corps d'Hector, il luit ?"")",1.39,Substitution
462,"('#priam', ""» C'est beaucoup de se mettre à l'abri des hasards. "")","('#helene', ""Vous savez, je peux très bien voir luisant, extraordinairement luisant, et qu'il n'arrive rien.  Personne n'est infaillible."")",1.49,Substitution
463,"('#hector', 'Bon conseil pour un coeur lâche et pusillanime. ')","('#hector', ""N'insistez pas.  Je comprends...  Il y a un fils entre la mère qui pleure et le père étendu ?"")",1.44,Substitution
464,"('#priam', 'Meilleur pour un esprit qui la prudence estime. ')","('#helene', 'Oui...  Il joue avec les cheveux emmêlés du père...  Il est charmant.')",1.91,Substitution
465,"('#hector', 'Après si long repos leur pouvons-nous faillir ? ')","('#hector', 'Et elles sont au fond de vos yeux ces scènes ?  On peut les y voir ?')",1.68,Substitution
466,,"('#helene', 'Je ne sais pas.  Regardez.')",1.0,Deletion
467,"('#priam', '» Pour bien défendre il faut rarement assaillir. ')",,1.0,Insertion
468,"('#hector', ""» C'est comme aux assiégeants on hause le courage. "")","('#hector', ""Plus rien !  Plus rien que la cendre de tous ces incendies, l'émeraude et l'or en poudre !  Qu'elle est pure, la lentille du monde !  Ce ne sont pourtant pas les pleurs qui doivent la laver...  Tu pleurerais, si on allait te tuer, Hélène ?"")",1.82,Substitution
469,"('#priam', ""» C'est comme l'assiégé résiste davantage. "")",,1.0,Insertion
470,"('#hector', 'Pourrez-vous supporter de voir votre maison  Par telle lâcheté se faire une prison ? ')","('#helene', 'Je ne sais pas.  Mais je crierais.  Et je sens que je vais crier, si vous continuez ainsi, Hector...  Je vais crier.\n')",1.33,Substitution
471,"('#priam', 'Quand Troie on ne pourra garder par des batailles,  Elle se défendra par ses fortes murailles.')","('#hector', 'Tu repartiras ce soir pour la Grèce, Hélène, ou je te tue.')",1.12,Substitution
472,"('#hector', '» Le brave Cavalier, le résolu soldat  » Ne peut vivre enfermé dedans un boulevard. ')",,1.0,Insertion
473,"('#priam', ""» Le sage Gouverneur, le prudent Capitaine  » N'use point de la main où la force en est vaine "")","('#helene', ""Mais je veux bien partir !  Je suis prête à partir.  Je vous répète simplement que je ne peux arriver à rien distinguer du navire qui m'emportera.  Je ne vois scintiller ni la ferrure du mât de misaine, ni l'anneau du nez du capitaine, ni le blanc de l'oeil du mousse."")",1.69,Substitution
474,"('#hector', 'Bien, quittez la campagne et vous verrez bientôt  Fondre dessus nos murs les Grégeois et leur Ost. ')",,1.0,Insertion
475,"('#priam', ""Voilà bien dit, mon fils, leurs troupes épandues  Contre nos hauts Remparts retourneront fondues  Ne plus ne moins qu'on voit les efforts de la mer  En vain contre les bords par assauts écumer ;  Les flots ont beau doubler leur lutte mugissante ;  Elle devient enfin muette et languissante ;  Car toujours les Rochers restent plantés debout  Pour brider la fureur qui dans les vagues bout."")","('#hector', 'Tu rentreras sur une mer grise, sous un soleil gris.  Mais il nous faut la paix.')",1.24,Substitution
476,,"('#helene', 'Je ne vois pas la paix.')",1.0,Deletion
477,,"('#hector', 'Demande à Cassandre de te la montrer.  Elle est sorcière.  Elle évoque formes et génies.')",1.0,Deletion
478,"('#hector', ""Je ne veux démentir cette bonne espérance ;  Mais tant qu'Hector vivra, c'est dessus cette lance,  Non sur des bastions qu'il fonde son appui.  » L'espoir d'un coeur vaillant ne dépend que de lui. "")","('#le-messager', ""Hector, Priam te réclame !  Les prêtres s'opposent à ce que l'on ferme les portes de la guerre !  Ils disent que les dieux y verraient une insulte."")",1.07,Substitution
479,,"('#hector', ""C'est curieux comme les dieux s'abstiennent de parler eux-mêmes dans les cas difficiles."")",1.0,Deletion
480,"('#priam', ""Mon cher fils, mon Hector, ma plus douce pensée,  Ne prends point le conseil d'une ardeur insensée  Qui te guide à la mort sous l'appas d'un combat :  Tu ne vis parmi nous comme un simple soldat,  Qui disetteux d'honneur doit chercher aux alarmes  Quelque Laurier vulgaire à couronner ses armes ;  Ta gloire est jà montée en si notable lieu,  Que le peuple Troyen t'estime un demi Dieu ;  Respecte nonobstant d'un esprit débonnaire  Ton vieux Père chenu, ta vénérable mère  Qui te prie instamment qu'aujourd'hui le Soleil  Ne te voie au combat. Ô guerrier nonpareil,  » Cède à notre vouloir : au double est estimable  » Qui peut servir aux siens et leur être agréable. "")","('#le-messager', ""Ils ont parlé eux-mêmes.  La foudre est tombée sur le temple, et les entrailles des victimes sont contre le renvoi d'Hélène."")",1.37,Substitution
481,"('#hecube', ""S'il te reste, mon fils, quelque petite part  Du respect naturel dont jamais ne départ  L'homme né pour l'honneur et le bien de sa race,  Je me promets aussi d'obtenir cette grâce ;  Mais les voeux paternels ont sur toi tant de poids  Qu'ils n'ont aucun besoin du renfort de ma voix. "")","('#hector', 'Je donnerais beaucoup pour consulter aussi les entrailles des prêtres...  Je te suis. Le guerrier sort.')",1.18,Substitution
482,,"('#hector', ""Ainsi, vous êtes d'accord, Hélène ?"")",1.0,Deletion
483,,"('#helene', 'Oui.')",1.0,Deletion
484,"('#hector', ""Les Dieux ne m'ont formé de si triste nature,  Je n'ai reçu de vous si peu de nourriture,  Que je ne sache au moins tout ce qu'il faut savoir  Pour bien en votre endroit acquitter mon devoir :  Mais permettez plutôt que je courre fortune,  Qu'au clair de mon honneur s'imprime tache aucune.  Que va dire le Grec si prompt à se moquer,  Si pour mon seul regard on ne veut l'attaquer ? "")","('#hector', 'Vous direz désormais ce que je vous dirai de dire ?  Vous ferez ce que je vous dirai de faire ?')",1.36,Substitution
485,,"('#helene', 'Oui.')",1.0,Deletion
486,"('#priam', ""Cette brave jeunesse aux armes si bien née  Rabattra le caquet de sa bouche effrénée :  Car quoi que je propose on ne laissera pas  D'éprouver aujourd'hui la chance des combats.  Vous, AEnée et Paris, Deiphobe et Troïle  Polidame et Memnon, tirez l'Ost de la ville,  Et le menez aux champs : pour moi je prends le soin  D'envoyer le secours s'il vous fait de besoin.  Mais pour toi, mon Hector, mon unique espérance,  La seule ancre sacrée où gît notre assurance,  Dépouille cette armure et demeure à requoi ;  Je le veux comme Père et l'enjoins comme Roi. "")","('#hector', 'Devant Ulysse, vous ne me contredirez pas, vous abonderez dans mon sens ?')",1.52,Substitution
487,,"('#helene', 'Oui.')",1.0,Deletion
488,"('#hector', ""Ô sainte autorité qui m'es toujours sacrée,  Je ne saurais faillir pourvu que je t'agrée,  Je crains trop d'encourir le céleste courroux,  Si pour plaire à moi seul je déplaisais à tous !  Éteins donc, ô mon coeur, toute ardeur de bataille.  Puisqu'il vous plaît, amis, je quitte cette maille,  Cet armet, cet écu, ces grèves, ces brassards,  Et pour sacrifier je prends congé de Mars.  Travaillez tous pour moi. Noblesse généreuse  De l'honneur de la lance ardemment amoureuse,  Empêchez que les Grecs ne puissent estimer,  Qu'Hector saigne du nez quand il se faut armer.  Vous voyez quel sujet pend au râteau mes armes M'empêche de sortir : courez dans les alarmes,  Et si je puis revoir l'heureux jour de demain  Au plus fort des combats vous connaîtrez ma main.  Allez, mes compagnons, marchez à la bonne heure.  Et ne retournez point que la Grèce ne pleure  La mort de maint grand Duc immolé par le fer  Dessus l'autel de Mars aux déités d'Enfer. "")","('#hector', ""Écoute-la, Cassandre.  Écoute ce bloc de négation qui dit oui !  Tous m'ont cédé.  Pâris m'a cédé, Priam m'a cédé, Hélène me cède.  Et je sens qu'au contraire dans chacune de ces victoires apparentes, j'ai perdu.  On croit lutter contre des géants, on va les vaincre, et il se trouve qu'on lutte contre quelque chose d'inflexible qui est un reflet sur la rétine d'une femme.  Tu as beau me dire oui, Hélène, tu es comble d'une obstination qui me nargue !"")",0.45,Substitution
489,,"('#helene', ""C'est possible.  Mais je n'y peux rien.  Ce n'est pas la mienne."")",1.0,Deletion
490,,"('#hector', 'Par quelle divagation le monde a-t-il été placer son miroir dans cette tête obtuse !')",1.0,Deletion
491,"('#le-choeur', ""Veuille le Ciel bénin soutenir la querelle  Qu'après mille combats notre camp renouvelle,  Et si bien renforcer les nerfs de sa vertu,  Que l'exercite Grec s'en retourne battu  Vaincu, désespéré d'avoir perdu sa peine  À tenter par dix ans une entreprise vaine,  Dont le fruit soit la honte et l'éternel regret  D'avoir trop obstiné un serment indiscret. "")","('#helene', ""C'est regrettable, évidemment.  Mais vous voyez un moyen de vaincre l'obstination des miroirs ?"")",0.97,Substitution
492,,"('#hector', ""Oui.  C'est à cela que je songe depuis un moment."")",1.0,Deletion
493,"('#hector', ""C'est par là qu'il convient commencer la bataille,  » Notre ardeur sans les Dieux n'est rien qu'un feu de paille  » Mais au reste pensez qu'aux périlleux combats  » Où l'ordre n'a point lieu, peu sert l'effort du bras.  » Commande qui le doit, qui le doit obéisse :  » Ce n'est pas peu d'honneur de faire un bon service.  » L'Empire de plusieurs est volontiers confus ;  Mais comme un seul esprit est par le corps diffus,  Qui le meut en tous sens, de même votre armée  D'une volonté seule ait la force animée.  Grands Guerriers, je vous tiens ce discours en passant,  Car si le sort fatal en nos faits tout puissant  Ajoute sa faveur avec votre conduite,  Aujourd'hui le Soleil verra la Grèce en fuite,  Et vous revenus sains, honorés à l'envi  De vos bons vieux parents et du peuple ravi.  De moi qui reste enclos entre ces deux murailles,  Je sens un feu secret qui me cuit les entrailles,  Pour ne participer à ce proche bonheur,  Qui vous promet à tous grande moisson d'honneur. "")","('#helene', ""Si on les brise, ce qu'ils reflétaient n'en demeure peut-être pas moins ?"")",1.44,Substitution
494,,"('#hector', ""C'est là toute la question."")",1.0,Deletion
495,"('#priam', ""Vous devez être, Hector, assouvi des Trophées  Desquels on voit briller vos portes étoffées.  » Quand le désir de gloire est trop immodéré,  » Le plus sain jugement en devient altéré ;  » Et vouloir faire tout, c'est vouloir l'impossible,  » Voire il est dommageable encor plus que pénible. "")","('#autre-messager', ""Hector, hâte-toi.  La plage est en révolte.  Les navires des Grecs sont en vue, et ils ont hissé leur pavillon non au ramat mais à l'écoutière.  L'honneur de notre marine est en jeu.  Priam craint que l'envoyé ne soit massacré à son débarquement."")",1.23,Substitution
496,,"('#hector', ""Je te confie Hélène, Cassandre.  J'enverrai mes ordres."")",1.0,Deletion
497,"('#andromaque', ""Quelque peu mon esprit commence à respirer,  Puisqu'Hector est gagné, puisqu'il veut demeurer.  Sans tenter aujourd'hui les hasards de la guerre.  Ce saint noeud de respect qui maintenant le serre  Tient mon courage à l'ancre au milieu de ces flots ;  Qui semblent conjurer contre notre repos.  » C'est avoir beaucoup fait sur une âme obstinée  » De la pouvoir contraindre une seule journée. » Car il peut advenir que le fatal moment  » Qu'occupe le danger coule insensiblement  » Pour ne plus revenir : le malheur ne séjourne,  » Et si comme l'on dit sur ses pas ne retourne. "")","('#cassandre', ""Moi je ne vois rien, coloré ou terne.  Mais chaque être pèse sur moi par son approche même.  À l'angoisse de mes veines, je sens son destin."")",0.86,Substitution
498,"('#le-choeur', ""» On se lasse de tout excepté de bien faire. » L'homme amoureux du los  » Trouve son action un plaisir ordinaire,  » Et n'a plus grand travail que son propre repos.  » Tant plus l'âme goûte au doux fruit de la gloire  » Plus en croît le désir ;  » Ce philtre est si plaisant qu'on s'altère à le boire,  » Et que plus on en boit plus en vient de plaisir.  » Si rien peut exciter la vertu généreuse  » C'est la clarté du nom  » Qui pénètre à travers toute nue ombrageuse,  » Et discourt par le Ciel sur l'aile du renom.  » La pompe des grandeurs est au sens agréable,  » L'or nous charme les yeux ;  » La volupté nous rit, nous aimons bonne table ;  » Mais le désir d'honneur nous touche encore mieux.  » Désirable Nectar, délices salutaires  » Qui naissez du vrai bien,  » Ne vous profanez point à ces âmes vulgaires,  » Qui s'estiment beaucoup et ne méritent rien.  » Que la valeur vous gagne au milieu des batailles :  » Là naissent les Lauriers.  » Que sert de raconter les poudreuses médailles ?  » Les triomphes fameux de ces vieux devanciers ?  » Certes pour la vertu faut travailler soi-même,  » Endurer froid et chaud,  » Fouler aux pieds la honte et le péril extrême,  » Et porter un courage aussi constant que haut.  » Quand la gloire s'emplume avec de fortes ailles  » Elle vole en tous lieux ;  » Puis s'élève bien loin de ces choses mortelles,  » Et de rayons divins flambe dedans les Cieux.  » Qui s'endort dans le sein d'une lâche mollesse  » D'oisiveté vaincu,  » Vain fardeau de la terre, indigne de noblesse,  » Pourra t-il témoigner qu'il ait jamais vécu ?  » Caché dedans la vie ainsi qu'en sépulture  » Ne soit jamais connu ;  » Ne reste rien de lui que son Idole obscure  » Refondant dans le Rien dont il était venu.  » Ce n'est point la raison que le vice s'empare  » Du prix des vertueux,  » Qui n'est mis à l'encan ni pour l'argent avare,  » Ni pour le vain orgueil de ces présomptueux. "")","('#helene', ""Moi, dans mes scènes colorées, je vois quelquefois un détail plus étincelant encore que les autres.  Je ne l'ai pas dit à Hector.  Mais le cou de son fils est illuminé, la place du cou où bat l'artère..."")",0.64,Substitution
