,mareschala-genereuse-allemande,mareschala-genereuse-allemande-2,Cost,Operation Type
227,"('#cloriande', ""Insensible Français, hôte pernicieux,  Qui voles sans pitié nos âmes par les yeux,  Qui semble né parfait à perdre des Princesses,  Qui nous fait soupirer deux après tes caresses ;  Quel dangereux Démon et de paix et d'amour  Te retient, pour nous perdre, en ce fatal séjour ?  Quelle affaire avais-tu dedans cette Province ?  Faux Ami, quel honneur crois-tu faire à son Prince ?  Qui lui voles d'un coup et sa femme, et sa soeur,  Qui violes leur foi, même avecque douceur ;  L'Empereur nous veut-il achever par ce reste ?  Prague nous devait-elle encore cette peste ?  La Pologne est ailleurs, son Roi n'est pas ici ;  Que cherches-tu qu'à mettre une Cour en souci ?  Retire-toi, premier que de nous mettre en cendre.  Mais las ! Il n'est plus temps ; non, demeure Aristandre,  Fais reluire sur nous les rayons de tes yeux,  Beau Soleil, ne va point chercher d'autres Cieux ;  Cette Cour t'arrêtant ne sera plus petite,  Nous (ses Astres) prendrons éclat de ton mérite,  Nos coeurs te fourniront d'assez douces Maisons,  Pour y faire un printemps de toutes les saisons,  Nos âmes recevront ta glorieuse trace ;  Ce petit Monde ici n'aura plus qu'une face,  La terre toute en fleurs, distillera le miel,  L'air sera sans orage, et sans foudre le Ciel ;  Cette Province ainsi n'aura point de pareille :  Demeure donc à faire une telle merveille.  Mais pourquoi le vouloir plus longtemps retenir ?  Je l'ose demander, et crains de l'obtenir,  Je me pense guérir, et je rouvre ma plaie ;  Mes voeux ne sont que vent, et ma douleur est vraie ;  Adorer un ingrat, qui méprise mon coeur,  Qui refuit un combat, de peur d'être vainqueur,  Qui néglige un bonheur, pour ce qu'on lui présente ?  Cruel, que veux-tu plus ? Dis, que je te contente ;  Faut-il à tes genoux te dire mes douleurs ?  Faut-il te faire voir ma flamme dans mes pleurs ?  Qu'au lieu de me prier, moi-même je te prie ?  Qu'au lieu de mon amour je montre ma furie ?  Que faut-il pour entrer dedans tes sentiments,  Pour animer ton coeur sourd et sans mouvements ?  Qu'est-ce que ma fureur à ce coup me fait dire ?  Ce coeur, pour moi de fer, pour une autre est de cire ;  Non, son esprit n'est pas si privé de raison,  Enfermé dans une autre il refuit ma prison ;  Je recherche son coeur, et ma soeur le possède,  Je n'ai que la douleur, et ma soeur le remède ;  Remède, qui nous fait également de tort,  Tu la perds, ô remède ! Et me donnes la mort.  Mais de qui justement ici me dois-je plaindre ?  C'est moi-même qui veux en ces maux me contraindre,  Sans découvrir mon feu, je tourne à l'environ ;  Moi-même je l'ai mis dans son giron,  Dedans son cabinet qui l'a mis que moi-même ?  Contre moi je la sers ; ô la sottise extrême !  Il est temps, il est temps de travailler pour nous,  Joignons au feu d'amour celui de mon courroux,  Mon mal veut du secours, non pas qu'on le regrette ;  Il me faut éventer leur pratique secrète,  Jouer à la plus fine, et ménager mon jeu,  Faire fumer le mien sous l'éclat de son feu.  Le Prince me surprend ; commençons à nous taire. "")","('#cloriande', ""Pour les y mettre aux pieds d'un ennemi vainqueur,  Qui superbe y régnant en fera ses trophées ;  C'est ainsi que tu rends mes plaintes étouffées ;  Ingrat, me veux-tu perdre, en te donnant secours ?  Que veux-tu ? "")",0.0,Match
228,"('#coryleon', 'Que fait ma soeur ici, rêveuse, et solitaire ?  Mon importunité trouble quelque projet ? ')",,1.0,Insertion
229,"('#cloriande', 'Je rêve sans dessein et sans aucun sujet,  Et sais bien mieux nommer une telle visite. ')",,1.0,Insertion
230,"('#coryleon', ""Je sais pour un Mortel au moins qu'un Dieu vous quitte. "")","('#aristandre', 'Par ma fin celle de vos amours. ')",0.62,Substitution
231,"('#cloriande', ""C'est Amour qu'il entend : ah ! Je transis de peur.  Un Dieu ? Vous vous riez, vous êtes un trompeur ;  Il faudrait de bons yeux à les voir en personne ;  Les Cieux n'en pleuvent plus, votre discours m'étonne. "")","('#cloriande', ""Oui, méchant, tu l'auras. Mais ma rage allumée  Fait des désirs de feu, qui s'en vont en fumée ;  Je ne vivrai jamais, si je le fais mourir ;  À tout autre dessein il me faut secourir :  Vis, cruel, insensible, et triomphe, barbare,  Objet seul, et témoin d'une amitié si rare. "")",0.72,Substitution
232,,"('#le-geolier', ""Retirons-nous plus loin, qu'elle ne trouve ici  Un objet de sa haine, et deux témoins aussi. "")",1.0,Deletion
233,"('#coryleon', ""Cela n'est pas pourtant étrange, ni nouveau ;  Votre esprit peut produire un miracle plus beau ;  C'est lui, qui fait des Dieux de toutes vos pensées,  (Les moindres d'autre nom en seraient offensées)  Dont mon fâcheux abord a troublé l'entretien. "")","('#cloriande', 'Jamais affection ne fut plus irritée,  Plus forte, ni plus digne… ')",0.8,Substitution
234,"('#cloriande', ""Là votre esprit me donne et met beaucoup du sien ;  Et pour attribuer ces qualités aux nôtres,  Avouez qu'il faudrait les marier aux vôtres. "")","('#aristandre', ""Ou si peu méritée ;  Madame, c'est ici l'excès de mon malheur. "")",1.18,Substitution
235,"('#coryleon', ""Et bien, n'en voilà pas une qui vous dément ?  Mais laissons ce discours, dites-moi seulement  Quel Seigneur promit plus jamais de sa personne,  Que celui que l'honneur pour quelque temps nous donne ? "")","('#cloriande', ""Que tu nourris, ingrat, ta peine, et ma douleur ;  Je te ferai sentir… Mais la faible vengeance !  Je ne puis contre lui que manquer d'allégeance ;  Mes coups me blesseraient la première avant lui ;  Ciel ! Tu n'as point de Dieux pour guérir mon ennui.  Elle s'en va en colère."")",0.71,Substitution
236,"('#cloriande', ""Mais un ingrat dessein de nous l'ôter enfin. "")",,1.0,Insertion
237,"('#coryleon', 'Si le Ciel semble pas veiller à son destin ;  Si la beauté, la grâce en son visage peinte  Ne vous a point donné dans le coeur quelque atteinte ? ')","('#aristandre', ""Elle me fait pitié, mais plus de mal encore ;  Ce Soleil se couchant va perdre son Aurore :  Camille retournant avec le Geôlier.  Non, je la vois qui vient ; ô l'effet nonpareil !  L'Aurore à cette fois a chassé le Soleil.  Et bien, la vérité vous est-elle connue ?  Lui pouvez-vous encore opposer quelque nue ? "")",0.54,Substitution
238,"('#cloriande', ""Ai-je un coeur de roseau , qu'un vent puisse émouvoir ? "")","('#le-geolier', ""Rentrez, dépêchons-nous ; la Princesse m'attend. "")",1.41,Substitution
239,"('#coryleon', ""Non ; mais c'est que de là j'admire son pouvoir. "")","('#camille', ""Aristandre, il est vrai que mon coeur est content,  Ton amour ne me fit jamais plus de caresse,  Je suis de Valet feint véritable Maîtresse ;  Mais je veux, si le Ciel n'en abrège le cours,  Te faire en peu de temps le Maître de mes jours. "")",0.62,Substitution
240,"('#cloriande', ""J'en trouve contre lui dedans moi-même un autre. "")",,1.0,Insertion
241,"('#coryleon', ""Pour lui donner l'honneur de surmonter le vôtre. "")","('#aristandre', ""Et les miens n'auront plus de Soleil que vous-même ;  Que je veux faire voir sur le visage blême,  Et conserver ici, pour combattre le sort  Entre la nuit, l'horreur, le péril, et la mort. "")",1.09,Substitution
242,"('#cloriande', ""C'est se nourrir de vent, et triompher à faux. "")","('#adraste', ""Qu'on tienne en un cachot la Vertu prisonnière ?  Qu'une action si belle efface sa lumière ?  Dis-tu que l'échafaud par deux fois fut dressé ?  Ah ! Ce récit cruel me rend tout insensé ;  Ami, je me serais perdu pour ta défense,  De son sang le Tyran m'eût payé cette offense :  Encore n'est-il pas assuré du danger,  Trois mille hommes que j'ai sauront bien le ranger,  Prêtes à se retirer, ils m'aimeront mieux suivre  Que de languir chez eux inutiles à vivre,  Je leur ferais forcer les Astres et les Dieux,  Avec eux j'oserais entreprendre les Cieux :  Et que la Silésie, et qu'une seule Ville  S'opposât à leur front de défense inutile ?  Ce n'est pas le travail d'une nuit seulement. "")",1.73,Substitution
243,"('#coryleon', ""Une plus forte place à de moindres assauts  Se laisserait gagner, n'en faites pas la fine :  Souvent le coeur en feu, le front tient bonne mine. "")","('#felismon', ""Monsieur, il faut agir ici subtilement ;  On n'y veut pas entrer par une force ouverte,  L'entreprise doit être et discrète, et couverte ;  Aule ne se peut pas battre d'un coup de vent,  Vous vous y pourriez perdre et les vôtres devant ;  Peu de peine et de bruit nous la doit rendre nôtre,  Menacée en une heure, et prise dans une autre :  Camille a des moyens déjà prêts à la main,  Qui passent et l'esprit de son sexe, et l'humain ;  On vous fera savoir le lieu, la force, et l'heure  Qu'en un si grand dessein l'on trouvera meilleure ;  Sans paraître, et couvert, tenez-vous cependant  À quelque peu de là, toujours en attendant,  Épandez vos soldats de loin par les villages,  N'approchez que d'un jour Aule, ou ses voisinages ;  Bref, ne remuez rien, que votre argent touché,  Toujours prêt à partir, et toujours embûché :  Voilà, Monsieur, en peu ce que l'on vous propose. "")",0.58,Substitution
244,"('#cloriande', ""Et, c'est donc à dessein que vous m'entreprenez ? "")","('#adraste', ""Mon courage m'inspire et médite autre chose :  Toutefois je suivrai ce que l'on m'a mandé ;  Qu'on sache qu'une fille enfin m'a commandé ;  Oui, Je prends son désir pour le mien, et pour ordre,  Son vouloir est ma loi, je n'en veux pas démordre.  Ô divine Amazone ! Ô fille ! Que veux-tu ?  Est-il encore au Monde une telle vertu ? Si le siècle en pouvait produire de semblables ;  Le monde reviendrait à ses premières fables ;  Comme jadis Hercule, Adraste filerait,  À la honte du sexe, et Camille armerait ;  Les maris deviendraient esclaves de leurs femmes,  Portant le fer en main, et dans les yeux les flammes,  Le courage, l'ardeur, le fiel, et le courroux,  Tous détrempés d'appas, leur siéraient mieux qu'à nous ;  La Beauté serait mâle, et l'horreur des alarmes  Au milieu du carnage aurait même des charmes,  Ce ne serait plus qu'un, la grâce et la valeur ;  Sans épine on verrait nous rire toute fleur ;  Les femmes n'auraient plus ni jaloux ni barbares,  L'amour serait sans crainte, et leurs faveurs avares  S'offriraient librement à qui plairait le mieux,  Les moins parfaits seraient punis devant leurs yeux,  Et le sot seulement se verrait misérable :  Tu serais, Aristandre, un Dieu de cette fable ;  Ces Dames, dont l'amour te perd en sa ferveur,  Jouiraient du pouvoir, et toi de la faveur ;  Elles me préviendraient à punir l'insolence  Et l'humeur d'un Jaloux, de qui la violence  Mérite d'éprouver les fureurs d'un destin  Tel que souffrit Penthée en sa tragique fin.  Mais c'est discourir ; Camille, je vais joindre  La menace aux effets, et montrer qu'elle est moindre ;  Va d'un proche secours de de pas l'avertir. "")",0.84,Substitution
245,"('#coryleon', 'Mon esprit qui vous suit, tombe où vous le menez. ')","('#felismon', 'Que puise avecque vous la fortune partir,  Que la gloire partout accompagne vos armes. ')",1.11,Substitution
246,"('#cloriande', ""Puis-je moins que répondre à ce que l'on m'adresse ?"")","('#adraste', ""Un Ciel à conquérir m'offrirait moins de charmes. "")",1.45,Substitution
247,"('#coryleon', ""Confessez que l'humeur, qui m'emporte, vous presse ;  Sans dessein j'ai donné ces mots pour me jouer ;  Mais plutôt, croyez-moi, pour vous faire avouer  Qu'il n'est point de vertus où l'homme puisse tendre,  Dont l'exemple parfait ne soit en Aristandre. "")","('#camille', ""Son mal me fait horreur, et vous fera pitié,  Je l'étends sur moi-même et le souffre à moitié ;  Cependant l'Insensé chante quand je soupire,  Je pleure de sa peine, et lui n'en fait que rire ;  S'il cherche les dangers dans sa confusion,  J'ai par crainte le mal qu'il n'a qu'en vision ;  Il se travaille à tout. "")",0.07,Substitution
248,"('#cloriande', ""Sans m'informer de plus, je crois ce qu'il vous plaît,  La chose en cas pareil me vaut autant qu'elle est ;  Jusques ici j'ai pris, d'une sage ignorance,  Tous les hommes pour un, sans autre différence ;  Je n'emploie en cela mon esprit que fort peu,  Toutes flammes lui sont de la couleur du feu. "")","('#le-medecin', ""Cela provient, Madame,  De certaines humeurs qui lui surchargent l'âme,  Qui tiennent son esprit à leur force sujet,  Lui font des passions presque de chaque objet ;  Si qu'il se porte à tout, et d'un sens invincible. "")",0.27,Substitution
249,"('#coryleon', ""Trop insensible soeur, et dédaigneuse encore,  Direz-vous que ce feu que tout le monde adore,  L'Astre qui nourrit tout de ses divins rayons,  Soit de même à celui qu'ici-bas nous voyons ?  Avecque la raison toute chose il faut prendre. "")","('#camille', ""Je crois, pour être fou, qu'il devient insensible ;  S'il voit du feu, sans crainte il se jette dedans,  Il court vers le Soleil, suit les flambeaux ardents ;  En ce temps que l'Automne à l'Hiver a fait place  Il va nu par la rue, et couche sur la glace,  L'eau, la neige, et le froid ont pour lui des appas,  Partout, sans le trouver, il cherche le trépas ;  On dirait à le voir franchir une muraille,  Que son corps est de fer, ou les pierres de paille ;  S'il se jette en un gouffre, il en revient léger,  Il semble qu'il s'entend avecque le danger,  Que tous les Éléments respectent sa folie ;  L'eau rit sur toute chose à sa mélancolie ;  Il cherche la plus froide, et s'y tient une nuit,  Là par jeu se plongeant, il se cherche, il se fuit,  Il s'embrasse, il s'échappe, il s'enfonce, il se hausse ;  Volupté dans un mal aussi vrai qu'elle est fausse :  Il rentre le matin, et quitte les fossés,  Non sans quelque regret des lieux qu'il a laissés ;  Même pour témoigner sa passion étrange,  Sur ces habits mouillés il en baise la fange,  Habits, qui n'étant plus que pièces et lambeaux,  Font horreur à chacun, et lui les trouve beaux :  Doux et facile à tous, ô cruel avantage !  Il s'offense lui seul. D'en dire davantage,  Nullement ; vous saurez juger par les accès  La nature du mal qui cause ces excès."")",0.29,Substitution
250,"('#cloriande', 'La rose, et le chardon font une même cendre. ')",,1.0,Insertion
251,"('#coryleon', ""Vous voulez opposer la nuit à son flambeau ;  Dites qu'on ne sera qu'une poudre au tombeau,  Vous en direz autant, et je croirai le même ;  Fâcheuse, vous prenez la chose à son extrême ;  Mais, avant que le froid les mette à l'abandon,  Quel a le plus d'éclat, la rose, ou le chardon ? "")","('#le-medecin', ""En cela je ne vois qu'une marque certaine…  Ménipe entre sur le Théâtre ; dès l'abord il se laisse tomber,  bien qu'il soit soutenu par un homme.  Mais quel bruit ? Le voici. "")",0.87,Substitution
252,,"('#camille', 'Qui se soutient à peine ;  La jambe tout en sang ; ô Cieux ! Il est tombé ;  Ami relève-le. ')",1.0,Deletion
253,"('#cloriande', 'Ils nous piquent tous deux ; moi, je fuis telle approche. ')","('#menipe', ""Qui me l'a dérobé ?  Je le tenais tantôt ; ouvrez-moi cette porte ;  Mon Maître, fuyez-vous Ménipe de la sorte ? "")",0.98,Substitution
254,,"('#le-medecin', 'Madame, faites-lui prendre un peu de repos. ')",1.0,Deletion
255,,"('#camille', ""On n'en jouira pas.  Comme cet homme qui l'a amené, le veut mettre dans une chaise à bras, pour le faire reposer."")",1.0,Deletion
256,"('#coryleon', ""Leur pointe n'entre pas jusques dedans la roche ;  Que peut craindre de tel votre coeur endurci ? "")","('#menipe', ""Qui me retient au dos ?  Ah ! Je sens un vautour qui m'arrache les ailes. "")",1.14,Substitution
257,,"('#camille', 'Ménipe… ')",1.0,Deletion
258,,"('#menipe', ""Vois-je en un corps trois pucelles ?  N'est-ce pas devant moi Proserpine, et Pluton ?  Que je sois en Enfer ? Et par où descend-on ?  Aristandre, où faut-il que je te cherche encore ?  Je te suivrai partout, et ces lieux que j'abhorre  Ne… "")",1.0,Deletion
259,,"('#le-medecin', 'Le sort de son maître a causé cet effort. ')",1.0,Deletion
