,biancollelli-arlequin-gentilhomme,mongin-promenades-de-paris,Cost,Operation Type
517,"('#colombine', ""Je sais bien que plusieurs sont chargés de dorure,  Qui d'un gros habit brun, revêtus simplement,  Prenaient à la gargote un modique aliment,  Ce n'est pas aujourd'hui le mérite qui brille,  La volage fortune enrichit la mandille,  Souvent les plus abjects sont comblés de ses dons.  Et la triste vertu languit sous les haillons.  À votre débiteur allons rendre visite,  Surtout ne manquons point de vanter son mérite  Puisqu'il a du bonheur et n'est plus indigent,  Il faut que nous portions respect à son argent,  C'est la règle un faquin mérite qu'on le fronde  Mais un riche est toujours estimé dans le monde.  Ils entrent chez Géronte."")","('#mezzetin', ""Comment donc ?  Tu as quitté l'Armée pour venir aux Tuileries ?"")",1.87,Substitution
518,"('#arlequin', ""Je viens de voir là-bas ce Monsieur si plaisant,  Qui m'a de son habit fait tantôt un présent.  Il n'en faut point douter il vient pour le reprendre,  S'il me dépouille hélas ! Je ne suis plus Léandre  Quelques coups de bâtons ne me manqueront pas,  Et je ne ferai plus de si friands repas.  Il me faudra quitter cette aimable cuisine,  Cette réflexion m'agite et me chagrine,  Je ne mangerai plus ces ragoûts excellents,  Surtout ces macarons exquis et succulents.  Je reprendrai pour lors mon état misérable...  Pour éviter ce coup cachons-nous sous la table.  Il marche à tâtons et se va cacher sous la table."")","('#arlequin', ""Oui. Faut-il que cela t'étonne ?  Hé, combien d'enfants de Bellone  À Paris, comme moi, cet été font venus  Demander becquée à Vénus ?  Ah ! Que depuis mes adieux pour l'Armée,  J'ai bien mangé, mon cher, de la vache enragée,  Et bien encouru des malheurs !  Tu me regardes bien ? J'ai perdu mes couleurs, Comme tu vois, je suis plus noir qu'à l'ordinaire.  Ce sont fruits de l'Art militaire.  Si tu me vois le teint de la poudre à canon,  Cela vient de la liaison  Qu'elle et moi tout l'été nous avons eue ensemble.  Sens aussi cet habit, sens. Et bien, que t'en semble ? "")",0.33,Substitution
519,,"('#mezzetin', 'Je ne sens rien.')",1.0,Deletion
520,"('#octave', ""Ne répondrez-vous point à mon empressement,  Craignez-vous de me faire un aveu trop charmant,  Tout se dispose ici pour votre mariage,  Pour vous faire expliquer, que faut-il davantage ?  Ah ne permettez pas qu'un trop indigne époux  Jouisse d'un bonheur si parfait et si doux. "")","('#arlequin', 'Comment ? Ce juste-au-corps  Ne sent pas le carnage et la mort ? Sens encor. ')",1.56,Substitution
521,,"('#mezzetin', 'Va, tes senteurs sont ridicules.')",1.0,Deletion
522,"('#leonore', ""Octave je ne puis plus longtemps me contraindre,  Et je vous aime trop pour avoir rien à craindre  Plutôt que d'obéit à cet ordre inhumain,  Un poignard de la mort m'ouvrira le chemin,  Dans mes yeux languissants vous avez dû connaître,  Les feux que dans mon coeur vous-même avez fait naître,  Ils vous ont dit assez mes peines, mes tourments  Et rien n'exprime mieux de tendres sentiments, "")","('#arlequin', ""Tu n'as donc point de sentiments.  Cet habit est par tout lardé de corpuscules  Anglais, Espagnols, et Flamands.  Ah ! Que dans cette boucherie,  Quoi que je fisse l'esprit fort,  Il me fallut trinquer bien des coups d'eau de vie,  Pour donner celui de la mort.  Je suis un homme franc, s'il en est sur la terre ;  Tu ne vois point de ces hâbleurs  Qui disent tous les maux qu'ils ont eus à la guerre,  Sans mettre du nombre leurs peurs.  Pour moi, je l'avouerai sans feinte,  Je n'eus de passion en Flandre que la crainte.  Ceux qui font tant sonner leur bravoure, leur nom ;  Crois-moi, les gens de cette sorte,  Ont comme moi la gueule morte,  En voyant celle du canon.  Témoin ces braves capitaines,  Qui quand la charge sonne ont recours aux neuvaines."")",0.18,Substitution
523,"('#mezzetin', ""Elle a raison les yeux parlent mieux que Voiture,  C'est un style coulant, une éloquence pure. "")","('#mezzetin', ""C'est à dire qu'il est des Guerriers en bravoure  Aussi fanfarons qu'en amour.  Mais la guerre, Arlequin, fait donc bien de la peine ?"")",1.47,Substitution
524,"('#octave', ""Puisque vous m'assurez de l'excès de vos feux  Je n'ai rien à prétendre et je suis trop heureux  Évitez le malheur qu'un père vous prépare  Et que de ce séjour la fuite vous sépare  La nuit secondera notre juste projet. "")","('#arlequin', ""Mon éloquence serait vaine  À te le vouloir exprimer.  Oui, l'on souffre tant à l'Armée,  Que bien des braves gens que je n'ose nommer,  Souhaitaient cet été, malgré leur renommée,  Devenir Bourgeois de Paris ;  Et de tous ces bourgeois en été si chéris  Nos guerriers convoitant la vie et les pistoles  Maint d'entre eux disait ces paroles,  Petits-Collets, robins, et douaniers,  Que votre sort est doux, qu'il est digne d'envie !  Il ne vous coûte au plus que soupirs monnayers  Pour gagner Cloris ou Sylvie ;  Mais chez nous, pour gagner ou victoire ou lauriers,  Il faut qu'il en coûte la vie.  Petits Blondins, robins, et douaniers,  Vous êtes plus heureux cent fois que nos Guerriers.  L'été n'a pour vous que des charmes,  Quand il nous faut suer sous le poids de nos armes,  Chez vous et glaces et liqueurs,  Du chaud adoucirent les peines ;  Chez nous il n'est que les frayeurs  Qui glacent le sang dans les veines.  Vous répandez vin d'Espagne et du Rhin,  Quand nous versons le sang en abondance.  Vous avez plus d'une catin,  Quand nous n'en avons pas pour notre subsistance.  Vous dormez et soirs et matins,  Quand nous sommes tous des lutins,  Nous ne voyons qu'épée, ou baïonnette nue.  Ah ! Quelle affreuse nudité,  Auprès de celles qui l'été  Aux bains s'offrent à votre vue !  Buveurs, quand vous cassez les verres et les pots,  On casse bras et jambe à nos braves héros ;  Et vous riez sur l'herbe, et vous faites ripaille,  Quand nous jurons sur ce champ de bataille.  Enfin chacun de vous content de son destin,  Avecque la brune et la blonde  Ne cherche qu'à peupler le monde,  Quand nous ne voulons que sa fin.  Qu'en dis-tu, Mezzetin ? Ce sont là nos alarmes,  En raccourci voilà nos maux.  Les plus grands pour moi sont que nous autres Héros,  Tandis que devant nous chacun met bas les armes,  Des Bourgeois qui sont nos rivaux,  Nous font porter celles des sots.  Mais à propos, parlons de toi.  Comment gouvernes-tu nos veuves ?  De la mine dont tu es, et de l'inconstance dont elles sont, pendant que nous sommes au Champ de Mars, tu dois cet été faucher copieusement dans le champ des Amours."")",0.52,Substitution
525,"('#mezzetin', ""Madame nous ferons un fort petit trajet  Nous n'irons seulement que jusqu'à l'Amérique  Et là nous peuplerons d'un esprit pacifique. "")",,1.0,Insertion
526,"('#leonore', 'Je ne puis résister à mon charmant vainqueur,  Octave vous avez tout pouvoir sur mon coeur,  Je vous suivrai partout. ')","('#mezzetin', ""Et, j'ai aussi un régiment de maîtresses que je ne voudrais pas troquer contre celui de ton maître ; et entre autres une certaine Colombine..."")",1.69,Substitution
527,"('#mezzetin', ""Quel heureux caractère !  Les filles de Lyon ont l'humeur débonnaire,  Dans ce qu'on leur propose elles sont sans façon  Et chantent quelquefois sur le ton de flon-flon.  Octave lui donnant la main."")",,1.0,Insertion
528,"('#isabelle', '. . . . . . Partons, mon cher Léandre,  . . . . . . . . . . . . . Et quittons pour jamais cet odieux séjour. ')","('#arlequin', 'Co...')",1.36,Substitution
529,,"('#mezzetin', 'Colombine.')",1.0,Deletion
530,"('#leandre', ""Profitons d'un moment accordé par l'amour  Et ne redoutez rien, adorable Isabelle.  Suivez-moi...  Mais quelqu'un fait ici sentinelle.  En marchant il heurte Octave."")","('#arlequin', 'Colombine ?  Ah, la traîtresse ! Et il ne faut pas demander si vous êtes bien aimé de cette Colombine ? Haut.')",1.07,Substitution
531,"('#octave', ""Léandre est en ces lieux, le traître assurément,  Vient ici s'opposer à cet enlèvement,  Mais je saurai punir un rival téméraire. "")","('#mezzetin', ""Ma foi, sans trop s'en faire accroire, quand on est tourné comme je le suis, on est toujours assez sûr de son fait auprès des femmes."")",1.74,Substitution
532,"('#leandre', 'Qui va là ? ')",,1.0,Insertion
533,"('#octave', 'Maintenant songe à me satisfaire,  Je suis Octave ? ')","('#arlequin', ""Mais sans trop d'indiscrétion, ne pourrait-on pas savoir à quoi vous en êtes avec elle ?"")",1.12,Substitution
534,"('#leonore', 'Hélas arrêtez cher amant... ')","('#mezzetin', ""Sans un maudit fiacre qui est venu ce matin nous interrompre pendant que nous étions tête à tête dans le Bois_de_Boulogne, j'aurais poussé les affaires bien loin.  Mais ce qui est différé n'est pas perdu.  Serviteur. Il s'en va."")",1.01,Substitution
535,"('#leandre', 'Je suis prêt à répondre à ton empressement. ')",,1.0,Insertion
536,"('#isabelle', ""Ah ! Vous n'y pensez pas qu'allez-vous entreprendre. "")",,1.0,Insertion
537,"('#leandre', ""Octave de ce fer prends soin de te défendre.  Isabelle s'enfuit Léonore fait de même."")","('#arlequin', 'Bon voyage.  Après cela fiez-vous à ces carognes de femmes !  Mais voici justement mon maître.')",1.43,Substitution
538,"('#isabelle', ""Juste ciel !  Octave et Léandre se battent, Scaramouche et Mezzetin par leurs postures et leurs grimaces témoignent la peur qu'ils ont."")",,1.0,Insertion
539,"('#scaramouche', ""Patatrouf, tirez un peu plus bas,  Messieurs je vous conjure, et ne me blessez pas.  Léandre blesse Octave au bras et voyant venir de la lumière Léandre se retire de l'autre côté."")",,1.0,Insertion
540,"('#mezzetin', ""Le coquin a bien fait de décamper sur l'heure  Car j'allais le percer au gésier ou je meurs.  Octave lie son mouchoir à son bras. "")","('#leandre', ""D'où sors-tu donc, Arlequin ?  Il y a une heure que je te cherche."")",1.46,Substitution
541,"('#geronte', ""Qu'est-il donc arrivé ? Tirez-moi d'embarras. "")","('#arlequin', ""Je me promenais en vous attendant, Monsieur, ici près , dans l'allée des soupirs, où je faisais réflexion sur l'instabilité des choses humaines par rapport aux femmes."")",1.11,Substitution
542,"('#mezzetin', ""Ciel ! Mon maître est blessé, qu'il n'y revienne pas,  Car il verra beau jeu. "")",,1.0,Insertion
543,"('#le-docteur', ""Quel est donc ce mystère ?  Mais j'aperçois du sang. "")","('#leandre', ""Ah Ciel !  Est-ce d'Élise que tu veux parler ?  L'as-tu vue ?  Et bien, que t'a-t-elle dit ?  Qu'as-tu appris ?  Réponds vite."")",1.79,Substitution
544,"('#octave', 'La blessure est légère. ')",,1.0,Insertion
545,"('#scaramouche', ""Si je n'avais pas paré le coup s'en était fait,  Vous seriez à présent trépassé tout à fait."")",,1.0,Insertion
546,"('#octave', ""Léandre m'a blessé, sa valeur est extrême,  Et je ne craindrai point de l'avouer moi-même  Mais il ne devait point après ce qu'il a fait,  S'éloigner et laisser le combat imparfait. "")","('#arlequin', ""Non, Monsieur, Élise n'est point la matière de mes réflexions ; c'est la moins femme de toutes les femmes en inconstance.  Mais sa suivante, mais Colombine..."")",1.22,Substitution
547,,"('#leandre', ""Hé faquin, qu'ai-je à faire de Colombine ?  Parle-moi d'Élise."")",1.0,Deletion
548,"('#isabelle', ""Mon père devant vous vous voyez Isabelle  D'un amour violent victime trop fidèle,  En vain vous prétendez gêner ma rendre ardeur  Je ne puis obéir ni contraindre mon coeur,  J'avouerai que Léandre est l'objet de ma flamme  Que cet amant a su triompher de mon âme,  Et que malgré les lois d'un austère devoir,  Je ne reconnais plus votre absolu pouvoir.  Ne me refusez point la grâce que j'implore,  Je ne veux que Léandre, oui c'est lui que j'adore,  Et si vous refuser d'unir mon sort au sien  Je regarde la mort comme un souverain bien. "")","('#arlequin', ""Et bien, je vous dis, Monsieur, qu'Élise est malgré l'absence, rage, aimable, fidèle.  Mais Colombine..."")",1.04,Substitution
549,"('#leonore', ""Mon père puisqu'il faut qu'à mon tour je m'explique,  Je ne subirai point une loi tyrannique,  Souffrez que résistant à cet ordre inhumain  Je refuse à Léandre et mon coeur et ma main.  Octave a seul trouvé le secret de me plaire,  Et mes yeux parleraient quand je voudrais me taire,  Ne vous opposez point à mes voeux les plus doux  Et ne me forcez pas à prendre un autre époux. "")","('#leandre', ""Hé laissons-là Colombine, encore un coup ; parle de ce qui me touche.  Quoi donc ?  Élise n'aime ni n'épouse Calmar !"")",1.16,Substitution
550,,"('#arlequin', 'Non, Monsieur, Élise ne sera point Calmardée.  Mais Colombine entêtée de Mezzetin, est à la veille...')",1.0,Deletion
551,"('#geronte', ""Comment c'est donc ainsi que tu trompes ton père ?  Coquine, peut s'en faut que ma juste colère...  Il lève sa canne."")","('#leandre', ""Encore ?  Hé traître, qu'est-il question ici de Mezzetin et de Colombine ?  Ne me parle que d'Élise.  Rends-moi compte de sa conduite, et de celle de Calmar."")",0.64,Substitution
552,"('#octave', ""Ah : De grâce, arrêtez, modérez ce transport  Vous n'êtes plus, Monsieur, le maître de son sort,  Et quand vous offensez la beauté qui m'engage,  C'est sur moi qu'à présent retombe tout l'outrage. "")","('#arlequin', ""Et bien, je vous dis, Monsieur, que Calmar a fait de son mieux pour nous supplanter.  Il a donné fête, bal, spectacle, et aujourd'hui même dans le Bois_de_Boulogne, Élise."")",1.31,Substitution
553,,"('#leandre', ""Et bien, achève, qu'a fait Élise dans le Bois_de_Boulogne ?"")",1.0,Deletion
554,,"('#arlequin', ""Elle a fait ripaille avec Calmar, et n'est sortie de table que pour venir aux Tuileries entendre un concert qu'il lui donne.  Mais Colombine, tête à tête avec Mezzetin."")",1.0,Deletion
555,"('#le-docteur', 'Nous ne sommes donc plus maîtres de nos enfants ? ')",,1.0,Insertion
556,"('#geronte', ""Sur ma fille mes droits seront toujours puissants  Je veux qu'elle obéisse... "")","('#leandre', ""Tu ne finiras donc jamais, bourreau ?  Veux-tu donc oublier Colombine et me tirer d'inquiétude ?  Élise, dis-tu, n'est sortie de table que pour aller au concert ?  Qu'est-ce que c'est donc que ce concert ?"")",1.84,Substitution
557,"('#mezzetin', ""Attendez-la sous l'orme  Vous n'êtes tous deux pères que pour la forme. "")","('#arlequin', ""Oh, puisqu'il n'y a pas moyen de vous parler de Colombine, venons donc au fait.  Je vous dirai que le concert que veut donner Calmar, m'en a fait inventer un, où nous déconcerterons un peu ce rival.  Venez apprendre votre rôle.  Mais voici Octave et Scaramouche."")",1.64,Substitution
558,"('#le-docteur', 'Mais où donc est Léandre ? ')","('#octave', ""Que vois-je ?  Quoi, c'est vous mon cher Léandre ?"")",0.0,Match
559,"('#arlequin', 'Hélas je suis ici. ')",,1.0,Insertion
560,"('#geronte', 'Pourquoi vous cachez-vous, que veut dire ceci ?  Hé bien que faites-vous ? ')",,1.0,Insertion
561,"('#arlequin', 'Qui moi, je me promène. ')","('#leandre', 'Oui, vous voyez, mon cher Octave, un homme encore tout poudreux, et hâlé du soleil de Flandre !')",1.76,Substitution
562,"('#le-docteur', 'Venez approchez-vous pour nous tirer de peine. ')","('#arlequin', 'Quoi ?  Te voilà donc dépoétisé, Scaramouche ?')",1.36,Substitution
563,"('#octave', 'Allons il faut combattre une seconde fois. ')",,1.0,Insertion
564,"('#arlequin', 'Oh je ne me bats pas si souvent que je bois  Je suis trop fatigué, dispensez-moi de grâce,  Vous vous repentiriez, mon cher, de votre audace. ')","('#scaramouche', ""Oui, j'ai suivi tes conseils, je me suis rapatrié avec la fortune; j'ai repris la livrée."")",1.39,Substitution
565,"('#le-docteur', 'Après avoir donné des marques de valeur  Osez-vous résister. ')","('#octave', 'Quel sujet donc vous fait venir en poste de Flandre à Paris, et qui vous fait quitter le Champ de Mars pour les Tuileries ?')",1.68,Substitution
566,"('#arlequin', ""Ma foi c'est que j'ai peur. "")",,1.0,Insertion
567,"('#le-docteur', ""Mais vous l'avez blessé, le devoir vous engage  À faire de nouveau briller votre courage,  Ne le refusez pas. "")","('#leandre', ""Un Dieu qui fait quitter les armes pour la quenouille, le Ciel pour la Terre ; l'amour, en un mot, cher Octave, l'amour."")",0.99,Substitution
568,,"('#scaramouche', 'Es tu amoureux aussi toi, Arlequin ?')",1.0,Deletion
569,"('#arlequin', ""Cet homme est trop pressé,  Je pourrais le tuer, mais où l'ai-je blessé. "")","('#arlequin', ""Si je suis amoureux ?  Belle demande !  Et ne sais-tu pas, animal, que l'amour est le faible de tous les grands hommes ?"")",1.14,Substitution
570,"('#geronte', 'Au bras. ')",,1.0,Insertion
571,"('#arlequin', ""C'est justement ma botte favorite. "")",,1.0,Insertion
572,"('#octave', 'Je me défendrai bien la blessure est petite. ')",,1.0,Insertion
573,"('#arlequin', ""J'ai la main dangereuse et je ne voudrais pas  Par un funeste coup causer votre trépas,  Au prochain cabaret allons boire chopine.  Oh ciel je suis perdu, j'aperçois Colombine ! "")",,1.0,Insertion
574,"('#colombine', 'Vous plairait-il, Monsieur, payer mes dix écus,  Le temps est expiré. ')",,1.0,Insertion
575,"('#arlequin', ""Mon cher n'en parlons plus. "")",,1.0,Insertion
576,"('#pierrot', ""Ma femme parle à vous, Monsieur le Gentilhomme,  Il est temps ou jamais d'acquitter cette somme,  Lorsque vous aviez l'air d'un pauvre marmiton  Pierrot vous tutoyait et jouait du bâton,  Mais puisque depuis peu vous avez fait fortune. "")",,1.0,Insertion
577,"('#arlequin', ""Mon cher, votre présence en ces lieux m'importune,  Allez retirez-vous. "")","('#octave', ""Peut-on savoir quelle est la belle qui vous met ici au rang des plumets d'été, Léandre ?"")",1.2,Substitution
578,"('#colombine', ""Le tour est fort pasquin,  Avez-vous oublié qu'on vous nomme Arlequin  Que je vous ai nourri dans mon hôtellerie,  Et que vous me devez ... "")","('#scaramouche', 'Et pourrait-on vous demander quelle est la soubrette qui vous met au rang des des grands hommes, Arlequin ?')",0.63,Substitution
579,"('#geronte', 'Vous vous trompez ma mie. ')",,1.0,Insertion
580,"('#colombine', ""Je ne me trompe pas et je veux de l'argent.  Ou sur l'heure je vais appeler un Sergent. "")","('#leandre', ""Ah !  Je vais en un seul mot vous peindre la plus aimable de toutes les femmes, Octave ; c'est Élise, Élise qui est seule capable d'enlever mon coeur à la gloire."")",1.48,Substitution
581,,"('#arlequin', ""Scaramouche, c'est Colombine, qui seule peut enlever mon coeur à la cuisine."")",1.0,Deletion
582,"('#scaramouche', 'La mèche se découvre. ')",,1.0,Insertion
583,"('#mezzetin', 'Allons Monsieur Léandre,  Parbleu quand on emprunte il est juste de rendre. ')","('#octave', 'Élise votre maîtresse, Léandre ?')",1.46,Substitution
584,"('#pierrot', ""Monsieur Léandre et fi, vous vous gausser de nous,  Et c'est trop honorer le Syndic des Filous,  C'est Arlequin, vous dis-je. "")","('#scaramouche', 'Colombine ta maîtresse, Arlequin ?')",1.4,Substitution
585,"('#arlequin', 'Ôhimé, je frissonne. ')","('#leandre', ""OuI, Élise ma maîtresse ; et c'est sur ce que l'on m'a mandé qu'elle était celle d'un nommé Calmar, que je suis venu savoir de ses nouvelles. Mais grâces au Ciel, c'est une fausse alarme, et Élise n'est point infidèle."")",1.95,Substitution
586,"('#geronte', ""Vous ne répondez rien ce silence m'étonne. "")",,1.0,Insertion
587,"('#arlequin', 'Mon valet donnez-lui quelques coups de bâton. ')",,1.0,Insertion
588,"('#scaramouche', ""Oh ! Ce n'est plus le temps Monsieur le marmiton. "")",,1.0,Insertion
589,"('#pierrot', 'Vous vous donnez des airs, çà, ma femme, au pillage,  Déshabillons ce Monsieur. ')","('#arlequin', 'Queusi queumi, Scaramouche.')",1.36,Substitution
590,"('#mezzetin', ""Tu n'oserais, je gage. "")","('#octave', ""Mais avez-vous des preuves de la confiance et de l'amour d'Élise, Léandre ?"")",1.14,Substitution
591,"('#pierrot', ""Je n'oserais, morgué je suis entreprenant.  Il a justement l'air d'un carême-prenant.  Pierrot et Colombine déshabillent Arlequin qui reste en chemise."")","('#scaramouche', 'Et toi, es-tu bien sûr des bonnes grâces de Colombine, Arlequin ?')",1.21,Substitution
592,"('#geronte', 'Je suis tout hors de moi. ')",,1.0,Insertion
593,"('#pierrot', ""Le joli personnage  C'est Monsieur Arlequin Gentilhomme sauvage. "")",,1.0,Insertion
594,"('#leandre', ""Vous avez trop longtemps été par moi trompé,  Je prétends qu'à vos yeux tout soit développé,  L'erreur était trop grande, il ne faut plus rien taire,  Je vais en peu de mots éclaircir ce mystère.  C'est moi qui suis Léandre, épris de cet objet,  Mon coeur depuis dix jours, brûle d'un feu secret ;  Cet autre est Arlequin un pauvre misérable,  . . . . . . . . . . . . . .  Qui l'avait attiré chez Monsieur le Docteur.  En montrant Isabelle."")","('#leandre', ""Les rigueurs dont Élise paie les douceurs de Calmar, me font des preuves de sa constance, et je veux, comme ami, vous en montrer de son amour.  Tenez, Octave, reconnaissez-vous là Élise ? Il lui montre le portrait d'Élise qu'il a au bras."")",0.55,Substitution
595,"('#arlequin', ""Je vous l'avais bien dit que j'étais crocheteur,  Est-ce ma faute à moi vous n'en vouliez rien croire,  Mais, Monsieur s'il vous plaît, achevez votre histoire. "")",,1.0,Insertion
596,"('#leandre', ""Près de cette beauté l'amour m'avait conduit,  Arlequin quelque temps fut caché sous un lit,  Dans cet appartement le Docteur vint se rendre,  Et comme il aurait pu près d'elle me surprendre  Je voulus me cacher. "")","('#arlequin', ""Attends, Scaramouche, tiens, reconnais tu là Colombine ? Il ôte son justaucorps, et fait voir à Scaramouche le portrait de Colombine qu'il a sur son dos."")",1.33,Substitution
597,"('#arlequin', ""Pour moi j'étais dessous  Lui derrière, d'abord le Docteur vient à nous  Il me voit, ma figure l'épouvante,  Léandre en est surpris, à lui je me présente,  Je fais de mes malheurs un fidèle récit,  Ensuite il me contraint de prendre son habit  J'ai beau lui résister et faire la grimace,  Je ne puis réussir, il jure, me menace,  Il faut lui obéir pour éviter les coups.  Vous le faites sortir moi je reste chez vous  Caché derrière un lit par malheur j'éternue,  Sous cet habit doré je m'offre à votre vue,  Vous me faites fouiller par Messieurs vos valets  Que pour bien m'étriller faisaient de grands apprêts.  Vous trouvez une lettre et me nommez Léandre,  Vous voulez malgré moi me faire votre gendre  Moi je consens à tout pour n'être point battu,  Car je m'en souciais autant que d'un fétu,  Géronte ne veut pas que j'épouse Isabelle,  Et pour femme prétends me donner cette belle.  On me met en prison, et l'on m'en fait sortir,  Au désir du vieillard je feins de consentir,  Bref jusqu'à présent j'ai passé pour Léandre,  Mais je suis Arlequin ne me faites pas pendre,  Messieurs, car après tout en serez-vous plus gras.  En montrant Léandre. Au Docteur. En montrant Léonore."")","('#octave', ""Oh, Ciel !  C'en est trop, je suis le misérable.  Serviteur, Léandre. Il s'en va."")",0.81,Substitution
598,"('#geronte', 'Il le faut avouer, je ne le croyais pas,  Mais Léandre à la fin me tiendrez-vous parole ? ')",,1.0,Insertion
599,"('#leandre', 'Si vous vous en flattez votre espoir est frivole. ')","('#scaramouche', ""Ah, Ciel !  Je fuis le malheureux.  Serviteur, Arlequin.  Il s'en va."")",1.45,Substitution
600,"('#le-docteur', ""Octave répondez, quel est votre dessein ?  À ma fille aujourd'hui donnerez-vous la main ? "")",,1.0,Insertion
601,"('#octave', ""Un plus aimable noeud m'attache à Léonore.  Et vous n'ignorez pas Monsieur, que je l'adore  Ainsi n'en parlons plus mon feu vous est connu,  Je ne veux point d'un coeur par un autre obtenu. "")","('#leandre', ""Comment donc ?  Qu'est-ce que cela signifie ?  Arrête, Octave.  Un mot ?  Octave ?  Découvrons d'où vient un adieu si brusque. Il le suit."")",1.5,Substitution
602,"('#isabelle', ""Pourquoi vouloir contraindre une flamme si belle  Déclarez-vous mon père en faveur d'Isabelle,  Je vous ai découvert mes tendres sentiments,  Hâtez-vous de répondre à mes empressements. "")","('#arlequin', 'Courons après, Monsieur.  Holà hé, Scaramouche, Scaramouche ?  Il y a ici quelque anguille sous roche.  Scaramouche ? Ils sortent.')",1.56,Substitution
603,"('#leonore', 'À mes justes désirs serez-vous inflexible,  Ne gênez point mes feux et montrez-vous sensible,  Mon père de vous seul dépend tout mon bonheur  Ne tyrannisez point une fidèle ardeur. ')","('#colombine', ""Oui, Mademoiselle, vous avez aujourd'hui deux hommes à désabuser ; l'un de l'opinion où il est que vous pouvez l'aimer, et de celle où est l'autre que vous ne l'aimez plus."")",1.42,Substitution
604,"('#pierrot', ""Cela me fait pitié, car j'ai le coeur fort tendre.  Bonhomme mollissez il est temps de se rendre.  À Géronte."")","('#elise', ""Pour Léandre, mon coeur se justifiera assez par la joie dont il sera saisi à sa vue.  Mais la pièce que l'on veut jouer à Calmar me fait de la peine.  Je voudrais le congédier de meilleure grâce, et il faut l'épargner, ne fut-ce que pour l'amour de sa robe."")",0.51,Substitution
605,"('#le-docteur', ""Ne nous obstinons point à troubler leurs plaisirs.  Géronte unissons-les au gré de leurs désirs,  Un coeur que l'on contraint souffre de rudes peines,  L'hymen ne doit avoir que d'agréables chaînes  Imitez mon exemple et daignez en ce jour  Par un heureux lien satisfaire l'amour. "")",,1.0,Insertion
606,"('#geronte', ""Octave s'en est fait je vous reçois pour gendre,  Mais je veux qu'à l'instant, vous embrassiez Léandre. "")","('#colombine', ""Et ne songeons qu'à l'épée, Mademoiselle.  Il ne faut rien épargner pour tirer Léandre d'erreur, et vous ne pouvez le désabuser que par un prompt et bon mariage.  Qu'attendez-vous ?  Ne laissez pas retourner votre amant à l'Armée, sans l'attacher avant des liens du contrat.  Et prenez ce guerrier enfin pendant qu'il est encore tout entier.  Mais chut, voici Monsieur_Calmar."")",0.13,Substitution
607,"('#octave', ""À votre volonté je m'accorde aisément,  Et je veux lui jurer par cet embrassement...  Il va pour embrasser Léandre."")","('#calmar', ""Hé bien, ma belle Demoiselle, à présent que la nuit approche à vos beaux yeux ne peuvent plus s'occuper aux Tuileries, il est temps de divertir vos oreilles.  Allons, il faut commencer notre concert."")",1.51,Substitution
608,"('#arlequin', ""Je vous suis redevable autant qu'on le peut être. "")",,1.0,Insertion
609,"('#scaramouche', 'On parle de Léandre il croit être mon maître,  Hors de là marmiton. ')",,1.0,Insertion
610,"('#leandre', ""Je ne puis qu'admirer  Les bontés dont ici vous voulez m'honorer. "")","('#colombine', ""L'heure et le lieu sont tout à fait favorables à la Musique."")",1.7,Substitution
611,"('#colombine', ""Le crocheteur me doit j'ai son habit en gage,  Il vaut bien dix écus. "")",,1.0,Insertion
612,"('#arlequin', 'Quoi Madame Tapage  Vous voulez le garder ? ')",,1.0,Insertion
613,"('#leandre', ""Rendez-lui cet habit,  J'aurai soin de payer. "")",,1.0,Insertion
614,"('#arlequin', ""Morbleu qu'il a d'esprit. "")",,1.0,Insertion
615,"('#pierrot', 'Cela suffit, Monsieur, la caution est bonne. ')",,1.0,Insertion
616,"('#arlequin', 'Les cinquante louis, Monsieur. ')",,1.0,Insertion
617,"('#leandre', 'Je te les donne,  Et te prends avec moi. ')",,1.0,Insertion
618,"('#arlequin', ""Par ma foi tout va bien  L'emploi de crocheteur m'a procuré du bien. "")",,1.0,Insertion
619,"('#mezzetin', ""Ce diable d'Arlequin est plus heureux que sage. "")",,1.0,Insertion
620,"('#le-docteur', ""Célébrons, cher ami, ce double mariage,  Que les jeux, les plaisirs ici s'assemblent tous,  Rions, chantons, dansons et réjouissons-nous. "")","('#calmar', ""Ah !  Qu'il serait heureux, ma pauvre Colombine, s'ils l'étaient aussi un peu à mon amour.  Mais, holà, Musiciens, commencez."")",0.89,Substitution
621,"('#pierrot', ""Morgué vive la joie, allons faisons la noce,  Et qu'Isabeau bientôt soit relevée en bosse."")","('#mezzetin', ""Je viens d'une saison brûlante  Dissiper les vives chaleurs,  Et par de Bachiques liqueurs,  Enivrer s'il se peut Élise et sa suivante,  C'est ainsi qu'on touche les coeurs. Le beau sexe en vaincu par sa propre mâchoire,  Quand l'Amour court à jeun, et seul, à la victoire,  Il est bien facile à dompter.  Une belle aisément tient bon contre nos charmes,  Mais si jadis Tarquin eut emprunté ces armes,  Lucrèce n'eut fait que chanter.  Il boit. La suite de Bacchus danse."")",0.86,Substitution
622,"('#geronte', ""Du divertissement que je vais apprêter,  Attendant le souper nous pouvons profiter.  Qu'on fasse entrer ici les Bergers et les Bergères "")","('#calmar', ""Où font donc mes autres Musiciens ?  Holà, Messieurs les Musiciens, qu'on vienne donc achever cette scène de l'Opéra. Léandre et Arlequin entrent."")",0.81,Substitution
