,barante-arlequin-misanthrope,mongin-promenades-de-paris,Cost,Operation Type
293,"('#octave', ""Cela ne peut pas manquer pour peu que vous soyez de la partie.  Tous les grands hommes sont d'excellents Comédiens, et on ne se distingue qu'à mesure qu'on joue mieux son personnage."")","('#mezzetin', ""D'accord.  Je sais que l'amour tout nu n'est plus de ce siècle, et que les étoffes de la rue_Saint-Denis font plus de conquêtes, que tout le mérite crotté de l'Académie_Française.  Mais ce n'est pas assez que l'attirail d'un guerrier ; il en faut les qualités, l'air, les manières, et ce je ne sais quoi enfin qui met tant de sympathie entre la coiffe et le plumet.  En un mot, il faut être héros de mine et d'effet, Monsieur, pour vaincre votre héroïne."")",0.84,Substitution
294,,"('#calmar', ""Et bien, s'il ne fallait qu'aller à la guerre, je suis capable de tout pour plaire à Élise."")",1.0,Deletion
295,"('#arlequin', ""Hé comment !  Ceci est rare.  On disait que les gens de plaisir n'avaient bien de l'esprit que le verre à la main, et celui-ci raisonne de sang froid."")","('#mezzetin', 'Vous allez à la guerre ?  Ah, ah, ah ! Il rit.')",1.61,Substitution
296,,"('#calmar', ""Oui, moi, à la guerre.  Pourquoi non ?  Je veux du mal à mon père et à ma mère de m'avoir envoyé au Droit plutôt qu'aux Cadets."")",1.0,Deletion
297,,"('#mezzetin', 'Vous à la guerre ?  Fi donc !  Vous voudriez troquer votre Cabinet contre une tente ?  Votre carrosse contre un fourgon ?  Et votre vie enfin douce et tranquille, contre les fatigues et les peines de nos Césars ?')",1.0,Deletion
298,,"('#calmar', ""Oui.  J'affronterais les peines les plus rudes, pour engager Élise à soulager la mienne."")",1.0,Deletion
299,"('#octave', ""Monsieur, je m'ouvre à vous.  Les gens de ma profession ont besoin d'un peu de solitude pour se connaître.  Nous faisons si souvent les Princes et les Rois, que nous sommes comme ces menteurs de profession, qui à force d'en imposer, se trompe eux-mêmes, et prennent leurs impostures pour des vérités."")","('#mezzetin', ""Chanson !  Quoi ?  Vous qui ne pouvez braver le sommeil à l'Audience, vous iriez affronter l'insomnie continuelle de l'Armée ?  Vous qui ne pouvez ouïr sans chagrin les sottises qui sortent de la bouche d'un Avocat, vous iriez vous exposer de gaîté de cour à celle du canon ?  Vous vous moquez, Monsieur, vous vous moquez."")",0.79,Substitution
300,"('#arlequin', 'Vous êtes riche dans vos comparaisons.')",,1.0,Insertion
301,"('#octave', ""Je vous avoue donc, Monsieur, qu'en mon particulier, je ne saurais vivre dans une grande Ville sans y faire le Prince."")","('#calmar', ""Non, sérieusement, je voudrais qu'il ne tînt, pour plaire à Élise, qu'à troquer ma robe contre l'épée, et ma charge contre un régiment."")",1.26,Substitution
302,,"('#mezzetin', ""Monsieur_Calmar à la tête d'un régiment ?  Ah, ah ! Le beau spectacle ! Il rit."")",1.0,Deletion
303,,"('#calmar', ""Oui, moi, à la tête d'un régiment.  Où est là le mot pour rire ?"")",1.0,Deletion
304,,"('#mezzetin', ""Qu'il ferait beau voir la gravité d'un sénateur dans la tranchée ou sur la brèche !"")",1.0,Deletion
305,,"('#calmar', 'Encore ?  Ouais !  Ce Maraud-là se moque de moi.  Finissons ces ris, je te prie.  Changeons de discours, et va de ce pas avertir mes musiciens, et leur dis.')",1.0,Deletion
306,"('#arlequin', 'Ah, ah, ceci est plaisant.  Le Prince de Colombine serait-il Prince de sang de ce souverain-ci.  Mais elle vient.')","('#mezzetin', ""Quel plaisir de voir Monsieur_Calmar courir avec les gouttes sur les pas des Césars !  Ah, ah, ah, ah ! Il s'en va en riant."")",1.36,Substitution
307,,"('#calmar', ""À la fin la patience m'échappe.  Tu ris encore.  Il faut que je rosse ce coquin-là.  Arrête, arrête, arrête. Il court après."")",1.0,Deletion
308,"('#octave', ""Ciel !  Qu'est-ce que je vois ?  Colombine en ce désert !  Elle me surprend après que je me suis découvert."")","('#colombine', ""Quoi, c'est toi, mon cher Arlequin ?  Mais sans aller plus loin, apprends-moi, je te prie,  Depuis quand donc ici ?"")",1.37,Substitution
309,"('#arlequin', 'Bonjour, la belle affligée.  Venez, levez les yeux.  Je vous présente ici un Prince qui pourra vous donner des nouvelles de celui que vous cherchez.')","('#arlequin', ""J'arrive en ce jardin,  Et ne puis t'exprimer l'envie  Que je sentais de te revoir.  Mais du moins, fais donc ton devoir, Et permets qu'ici je t'embrasse ;  On ne refuse pas cette petite grâce. Il veut l'embrasser."")",0.74,Substitution
310,"('#colombine', 'Ô Dieux !  Octave...')",,1.0,Insertion
311,"('#arlequin', ""Elle s'évanouit ?  Quoi entre mes bras ?  Adieu ma Philosophie."")","('#colombine', ""Fi donc, l'on nous regarde ; apaise tes transports.  Ta personne me semble encore bien vivante,  Pour venir d'un pays où l'on voit tant de morts."")",1.03,Substitution
312,"('#octave', 'Tout mon amour se rallume.')",,1.0,Insertion
313,"('#arlequin', ""Que veut dire ceci ?  C'est tout de bon, je crois.  Allons donc, réveillez-vous, voici votre Prince.  Il n'y a pas de meilleur antidote que le retour d'un Amant, pour ranimer une Belle évanouie."")","('#arlequin', ""C'est que l'absence, ma Charmante, A le don de rendre un amant  Une fois plus vif et plus tendre ;  Et surtout au retour de Flandre,  On se sent près de vous tout je ne sais comment."")",0.77,Substitution
314,"('#octave', 'Souffrez, Monsieur...')",,1.0,Insertion
315,"('#arlequin', 'Je ne souffre rien.')",,1.0,Insertion
316,"('#octave', 'Mais, encore...')","('#colombine', 'Laissons cela, parlons de ton maître.')",1.46,Substitution
317,"('#arlequin', ""Mais retirez-vous de là, vous dis-je. Octave veut secourir Colombine, Arlequin l'en empêche et emmène Colombine. Octave reste fort embarrassé. Le Docteur vient, qui le reconnaît pour son fils. Octave feint de ne pas le reconnaître et s'échappe. Le Docteur le suit. Après cette Scène, qui est toute en Italien, Arlequin revient sur le Théâtre."")","('#arlequin', ""Aujourd'hui  Ta maîtresse pourra s'expliquer avec lui. Était-ce avec Calmar que dans la grande allée  Elle riait de si bon cour,  Lorsque je t'ai du doigt doucement appelée ?"")",1.27,Substitution
318,,"('#colombine', ""Non, c'est un autre adorateur.  Mais qui t'a dit que ma maîtresse  Fut aussi celle de Calmar !"")",1.0,Deletion
319,"('#arlequin', ""Notre évanouie est enfin revenue, et je comprends bien qu'elle pourrait faire le bonheur de quelqu'un qui vaudrait mieux que son Prince comique.  Mais à qui en veut Pierrot ?"")","('#arlequin', ""Cela n'est que trop vrai, traîtresse,  Que sans avoir à la tendresse  Non plus qu'à la personne égard,  Tout_à_coup ta maîtresse Élise, l'infidèle  Quitte Léandre pour Calmar.  Je n'aurais jamais pu croire cette nouvelle.  Ah ! Malheureux Léandre !"")",1.29,Substitution
320,"('#pierrot', ""Oh dame, en voilà bien d'un autre !  Le Coche de Paris veut vous voir, le ferai-je entrer ?"")","('#colombine', 'Il est mal informé ;  Et quoi que de Calmar Élise soit aimée,  Ton maître en est-il moins aimé ?')",1.22,Substitution
321,,"('#arlequin', ""Et quoi, sans doute, puisqu'à l'armée  L'on nous a su mander son infidélité.  Mais ce bruit est-ce donc mensonge ou vérité ?"")",1.0,Deletion
322,"('#arlequin', 'Le Coche de Paris ?')","('#colombine', 'Comment ton maître a cru ce faux bruit véritable ?')",1.6,Substitution
323,"('#pierrot', ""Oui le Coche de Paris ?  C'est-à-dire, non pas celui de Paris, mais qui va à Paris, et ce n'est pas le Coche qui prétend avoir l'honneur de vous parler, ce sont les gens qui sont dedans ?  Je m'entends bien, une fois."")","('#arlequin', ""Oui, c'est sur les discours que l'on nous a tenu,  Que de Flandre à Paris en poste il est venu."")",0.9,Substitution
324,"('#arlequin', ""C'est fort bien fait.  Mais quelles gens sont-ce."")",,1.0,Insertion
325,"('#pierrot', 'Oh, il y en a de toutes les façons, des hommes, des femmes.')",,1.0,Insertion
326,"('#arlequin', 'Des femmes ?')",,1.0,Insertion
327,"('#pierrot', ""Oui, des femmes.  Il y en a de jeunes et de vieilles.  Il y en a de pimpantes comme des poupées du Palais, et d'autres qui ont l'air sainte Nitouche.  Il y a encore des abbés."")",,1.0,Insertion
328,"('#arlequin', 'Des Abbés ?')",,1.0,Insertion
329,"('#pierrot', ""Oh, pour ceux-là, ils m'ont bien fait rire.  Il y avait un petit rougeau qui se plaignait de vapeurs, et un autre endévait d'avoir perdu sa boîte à mouches."")","('#colombine', ""Oui, mais raisonne. Est-il croyable ? Qu'un homme au cour tendre, aux yeux doux,  Se quitte pour un sot de fort mauvaise mine ?"")",1.41,Substitution
330,"('#arlequin', ""Et je demeurerais ici !  Non, dussé-je...  Mais, non, fais les entrer ; si la sagesse me faisait suivre, sans doute l'impertinence me fera fuir.  Reprenons nos airs d'homme du monde, faisons le fat et le ridicule."")","('#arlequin', ""Tu dis encor vrai, Colombine.  Mais aujourd'hui les femmes, entre nous,  Aiment, et trouvent bons de si mauvais ragoûts,  Qu'en amour aussi bien qu'à table  On ne dispute point des goûts ;  Et dans ce siècle abominable,  Où pour ce métal seul tout cour est enflammé, C'est peu pour être bien aimé,  Que d'être de figure aimable.  Ce n'était pas Calmar non plus que ses désirs  Qui nous donnaient martel en tête ;  Nous craignions que ton or en butte à vos désirs,  Ne lui donnât une conquête,  Que tout l'or du Pérou ne pourrait pas payer."")",0.52,Substitution
331,"('#le-vieillard', ""Hé bien, Monsieur, n'est-ce pas dommage, belle comme la voilà, à vingt ans, ne pouvoir avoir d'enfants ?"")","('#colombine', ""Allez, vous étiez fous de vous tant effrayer.  Le cour de ma maîtresse est de la vieille roche, Un hameçon doré n'est pas ce qui l'accroche ;  Et si Calmar enfin est bien reçu chez nous,  C'est que de ma maîtresse il est l'homme d'affaire.  Il fait de son mieux pour lui plaire :  Mais ma foi, quoiqu'il puisse faire,  Il ne fera point de jaloux.  Quoi que de ces Calmars l'on souffre la présence,  Et les fêtes et la dépense,  On n'a pour eux d'autres douceurs  Que celles d'écouter les leurs."")",1.66,Substitution
332,"('#arlequin', 'Et de quel tempérament êtes-vous la belle ?  Mélancolique, bilieuse ? ')","('#arlequin', ""Oui mais, ces dragons noirs de la galanterie, N'ont-ils point non plus, je te prie,  Dedragonné tant soit peu ta vertu ?"")",1.12,Substitution
333,"('#la-femme', 'Mélancolique moi, mélancolique ?  Ah, ah !')","('#colombine', 'Comment donc ? Pour qui me prends-tu ?  Crois-tu que de tout bois Colombine fait flèche ?  Ah ! Fi de ces Calmars cela ne me sent rien.')",1.15,Substitution
334,"('#arlequin', 'Quel tempérament donc ?')","('#arlequin', ""On dit pourtant qu'ils ont fait brèche  À de plus grands cours que le tien.  Et qu'en amour tous ces reptiles,  Assiégeaient en été les cours  Comme ordinairement nous assiégeons les villes. "")",1.47,Substitution
335,"('#la-femme', ""Je n'en sais rien.  Je danse, je chante, je bois le petit coup, je prends du tabac, et si j'avais un mari qui me fournit de l'argent et du plaisir autant que j'en voudrais, je ne m'inquiéterais jamais de rien."")",,1.0,Insertion
336,"('#arlequin', 'Vous êtes son père, apparemment ?')",,1.0,Insertion
337,"('#le-vieillard', ""Non, Monsieur.  Je n'ai l'honneur d'être père de personne.  Je suis son mari."")",,1.0,Insertion
338,"('#arlequin', 'Son mari ?  Et quel âge, de grâce ?')",,1.0,Insertion
339,"('#le-vieillard', 'Soixante et dix-sept, au dix-neuf avril.')",,1.0,Insertion
340,"('#arlequin', 'Soixante et dix-sept ! Et comment vous accommodez-vous de cela ? À la femme.')",,1.0,Insertion
341,"('#la-femme', ""Moi ?  Le mieux du monde.  Mon petit mari a vingt mille livres de rente, il m'en a déjà donné la moitié, et l'usufruit du tout si j'ai un enfant.  Oh, je n'oublie rien pour empêcher notre bien de passer en des mains étrangères."")",,1.0,Insertion
342,"('#le-vieillard', 'Quel malheur si je laissais mon bien à des cousins au huitième degré.')","('#colombine', 'Ah, ah ! Les illustres vainqueurs !  Ils ne les prenaient pas de même. ')",1.42,Substitution
343,"('#arlequin', 'Ces cousins-là vous sont peut-être plus proches que les enfants de votre femme.')","('#arlequin', ""Comment ? Employaient-ils quelqu'autre stratagème ? Ils ne les prenaient pas de même ? Et pourquoi non ?"")",1.55,Substitution
344,"('#le-vieillard', 'Ils ont beau rire, nos cousins, ils ont beau rire ; dans neuf mois je leur livre un héritier.')",,1.0,Insertion
345,"('#arlequin', ""C'est parler bien positivement."")",,1.0,Insertion
346,"('#le-vieillard', 'Oh, je sais la recette présentement.')",,1.0,Insertion
347,"('#la-femme', ""On nous a appris le remède.  Si nous l'avions su d'abord, vraiment, vraiment !"")",,1.0,Insertion
348,"('#arlequin', ""Vous avez été jusqu'à soixante dix-sept ans, sans trouver le remède !  Ma foi le mal est incurable.  Mais peut-on savoir quel est ce remède ?"")","('#colombine', ""Hé, c'est qu'une ville mutine,  Ville à l'épreuve du canon,  Vous la prenez, vous autres par famine.  Au contraire, bien des Iris,  Tenant bon dans une ruelle  Aux soupirs de leurs favoris, Capitulent souvent au Moulin de Javelle."")",1.31,Substitution
349,"('#la-femme', ""Bon !  Il n'y a point de femme qui ne s'en serve."")",,1.0,Insertion
350,"('#arlequin', 'Pour cette cure-là, certaines femmes emploient des remèdes qui ne sont guère approuvés des maris.')","('#arlequin', ""Je t'entends. C'est à dire, en peu d'expressions,  Qu'en amour comme en guerre, avec une farouche,  Les meilleures munitions  Sont les munitions de bouche.  Les Calmars, à ce compte, opulents, généreux, Et surtout beaucoup amoureux,  Doivent avancer leurs conquêtes."")",1.07,Substitution
351,"('#la-femme', ""Oh, c'est un remède innocent, celui-là."")","('#colombine', ""Hé bien, le nôtre encore un coup, N'avance que fort peu, quoi qu'il aime beaucoup,  Il nous donne souvent des cadeaux et des fêtes,  Et ce soir même il s'est offert De nous donner aux Tuileries  Au clair de Lune un fort joli concert."")",1.6,Substitution
352,"('#le-vieillard', 'Innocentissime.  Les eaux de Forges...')",,1.0,Insertion
353,"('#arlequin', ""J'y suis."")",,1.0,Insertion
354,"('#le-vieillard', ""Croyez-vous bien qu'un Gentilhomme de mes voisins n'avait pu avoir d'enfants en vingt-quatre ans de mariage ?"")",,1.0,Insertion
355,"('#arlequin', 'Hé bien ?')","('#arlequin', 'Un Concert ?')",1.37,Substitution
356,"('#la-femme', ""L'eau de Forges lui en a donné."")","('#colombine', 'Oui, voilà de ses galanteries.')",1.24,Substitution
357,"('#arlequin', 'Entendons-nous.  Sa femme a bu les Eaux de Forges ?')","('#arlequin', 'Mon maître viendra donc à temps pour y chanter.  Mais attends, il me vient certain dessein en tête,  Qui pourrait bien déconcerter  Le héros du concert, le maître de la fête.  Est-ce de voix ce concert ?')",1.36,Substitution
358,"('#le-vieillard', 'Oui.')","('#colombine', 'Oui.')",0.0,Match
359,,"('#arlequin', ""Fort bien. Le valet de Calmar n'est pas incorruptible.  Avec un doigt de vin la chose est infaillible.  Je connais un musicien.  Pour rendre ta chose complète,  Il ne me manque plus rien  Qu'un faiseur de vers, un poète."")",1.0,Deletion
360,"('#arlequin', 'Chez elle ?')","('#colombine', 'Quel est donc ton dessein ?')",1.26,Substitution
361,"('#la-femme', ""Vraiment, cela n'opère que sur les lieux."")",,1.0,Insertion
362,"('#arlequin', 'Son mari y fut avec elle ?')",,1.0,Insertion
363,"('#le-vieillard', ""Non.  Il lui donna seulement son valet de Chambre pour l'accompagner."")",,1.0,Insertion
364,"('#arlequin', ""Fort bien.  Remède innocentissime.  Allez, bon homme, retournez-vous-en chez vous si vous m'en croyez, et laissez-là des Eaux qui ne sont propres qu'à remettre la poitrine des Actrices de l'Opéra, et à pallier l'hydropisie de quelques filles de mauvais aloi."")","('#arlequin', ""Tantôt tu le sauras ;  De ce que le t'ai dit garde d'ouvrir la bouche.  Adieu, j'aperçois Scaramouche,  Qui peut être pourra me tirer d'embarras.  Va donc, cours vite à ta maîtresse  Et dis-lui que Léandre arrive sur mes pas."")",0.94,Substitution
