,racine-thebaide,rotrou-antigone,Cost,Operation Type
328,"('#olympe', ""Elle-même, Seigneur, s'est ouvert le tombeau,  Et s'étant d'un poignard en un moment saisie, Elle en a terminé ses malheurs et sa vie."")","('#hemon', ""Par cette invention défait de sa présence, Autant que je le suis de la vaine espérance De pouvoir profiter de cet abaissement, Secourons l'innocence, et généreusement. Ah ! Pourquoi n'est quelque autre auteur de cet outrage Contre qui mon amour pût montrer mon courage ! En quelle occasion ne l'irais-je éprouver, Et que ne tenterais-je afin de la sauver ! Mais, ô loi du devoir, importune contrainte ! Le nom de l'ennemi défend même la plainte : On m'arrache la vie, et tel est mon destin Qu'il faut encor baiser les mains de l'assassin ! Il faut souffrir sans rendre, il faut voir et se taire, Et pour toute raisons, qui m'attaque est mon père. Ne punissons donc point, mais repoussons les coups, Et, ne l'attaquant pas, au moins défendons-nous. Que son bras, s'il se peut, nous immole à sa haine ; Mais, s'il se peut aussi, faisons qu'elle soit vaine. Forçons l'antre funeste où l'on tient enfermé Ce miracle d'amour, ce chef d'oeuvre animé : Pour un si beau dessin il n'est port trop close. Allons, et si quelqu'un à nos efforts s'oppose, Également épris de colère et d'amour, Ou faisons qu'il y laisse, ou laissons-y le jour. Il sort."")",0.82,Substitution
329,"('#antigone', 'Elle a su prévenir la perte de son fils.')",,1.0,Insertion
330,"('#creon', 'Ah ! Madame, il est vrai que les Dieux ennemis...')",,1.0,Insertion
331,"('#antigone', ""N'imputez qu'à vous seul la mort du roi mon frère,  Et n'en accusez point la céleste colère. À ce combat fatal vous seul l'avez conduit, Il a cru vos conseils, sa mort en est le fruit. Ainsi de leurs flatteurs les rois sont les victimes, Vous avancez leur perte en approuvant leurs crimes.  De la chute des rois vous êtes les auteurs, Mais les rois en tombant entraînent leurs flatteurs. Vous le voyez, Créon, sa disgrâce mortelle Vous est funeste autant qu'elle nous est cruelle : Le ciel en le perdant s'en est vengé sur vous,  Et vous avez peut-être à pleurer comme nous."")","('#creon', 'Non, Éphise, il importe au soutien de ma gloire Que de ce châtiment je laisse la mémoire : Mon règne naît encore, et cette impunité Porterait conséquence à mon autorité. Quels mutins sous mes lois se laisseront réduire, Si les miens les premiers tâchent de les détruire, Et si qui contrevient à ce que je défends Trouve des partisans en mes propres enfants ?')",0.2,Substitution
332,,"('#ephise', 'Sire, il est amoureux.')",1.0,Deletion
333,,"('#creon', 'Moi je serai sévère.')",1.0,Deletion
334,,"('#ephise', 'Il servait sa maîtresse.')",1.0,Deletion
335,,"('#creon', 'Il offensait son père.')",1.0,Deletion
336,,"('#ephise', 'Il crut vous conseiller.')",1.0,Deletion
337,,"('#creon', 'Il prit trop de souci.')",1.0,Deletion
338,"('#creon', ""Madame, je l'avoue, et les destins contraires, Me font pleurer deux fils si vous pleurez deux frères."")","('#ephise', 'Mais il la tient de vous.')",1.32,Substitution
339,"('#antigone', ""Mes frères et vos fils ! Dieux ! que veut ce discours ? Quelque autre qu'Étéocle a-t-il fini ses jours ? "")","('#creon', ""Il en tient l'être aussi."")",1.47,Substitution
340,,"('#ephise', ""Il s'avoue un peu prompt."")",1.0,Deletion
341,,"('#creon', ""Qu'il souffre donc sa peine."")",1.0,Deletion
342,,"('#ephise', 'Mais, Sire, son amour ?')",1.0,Deletion
343,"('#creon', 'Mais ne savez-vous pas cette sanglante histoire ?')","('#creon', 'Mais, Éphise, ma haine ?')",0.94,Substitution
344,,"('#ephise', 'Faites quelque indulgence à de jeunes esprits.')",1.0,Deletion
345,,"('#creon', 'Je pardonnerai tout, excepté le épris.')",1.0,Deletion
346,,"('#cleodamas', 'Voici le vieux devin de qui tant de miracles En ce fatal empire ont suivi les oracles.')",1.0,Deletion
347,"('#antigone', ""J'ai su que Polynice a gagné la victoire, Et qu'Hémon a voulu les séparer en vain."")","('#ephise', ""C'est Tyrésie. Ô ciel ! Sois lassé de nos pleurs, Et nous apprends par lui la fin de nos malheurs."")",1.33,Substitution
348,,"('#tyresie', ""La lumière d'un seul sert à eux que nous sommes : C'est aux hommes aussi à conduire les hommes."")",1.0,Deletion
349,"('#creon', 'Madame, ce combat est bien plus inhumain. Vous ignorez encor mes pertes et les vôtres.  Mais hélas ! apprenez les unes et les autres.')","('#creon', 'Que nous apprendrez-vous, bon vieillard qui sans yeux Lisez si clairement dans le secret des dieux ?')",1.12,Substitution
350,"('#antigone', 'Rigoureuse fortune, achève ton courroux. Ah ! sans doute voici le dernier de tes coups.')","('#tyresie', 'Un avis qui regarde et vous et votre empire. Mais pesez mûrement ce que je viens de dire.')",1.08,Substitution
351,,"('#creon', ""J'ai toujours obéi, vous toujours ordonné."")",1.0,Deletion
352,,"('#tyresie', ""C'est l'unique secret qui vous a couronné."")",1.0,Deletion
353,"('#creon', ""Vous avez vu, Madame, avec quelle furie, Les deux princes sortaient pour s'arracher la vie,  Que d'une ardeur égale ils fuyaient de ces lieux, Et que jamais leurs coeurs ne s'accordèrent mieux. La soif de se baigner dans le sang de leur frère, Faisait ce que jamais le sang n'avait su faire. Par l'excès de leur haine ils semblaient réunis, Et prêts à s'égorger ils paraissaient amis. Ils ont choisi d'abord pour leur champ de bataille, Un lieu près des deux camps, au pied de la muraille. C'est là que reprenant leur première fureur, Ils commencent enfin ce combat plein d'horreur.  D'un geste menaçant, d'un ?il brûlant de rage, Dans le sein l'un de l'autre ils cherchent un passage ; Et la seule fureur précipitant leurs bras, Tous deux semblent courir au devant du trépas. Mon fils qui de douleur en soupirait dans l'âme,  Et qui se souvenait de vos ordres, Madame, Se jette au milieu d'eux, et méprise pour vous Leurs ordres absolus qui nous arrêtaient tous. Il leur retient le bras, les repousse, les prie, Et pour les séparer s'expose à leur furie.  Mais il s'efforce en vain d'en arrêter le cours, Et ces deux furieux se rapprochent toujours. Il tient ferme pourtant et ne perd point courage, De mille coups mortels il détourne l'orage, Jusqu'à ce que du roi le fer trop rigoureux,  Soit qu'il cherchât son frère, ou ce fils malheureux, Le renverse à ses pieds prêt à rendre la vie."")","('#creon', 'Aussi vous consulté-je en tout ce qui me touche, Assuré que les dieux parlent par votre bouche.')",1.37,Substitution
354,"('#antigone', ""Et la douleur encor ne me l'a pas ravie ?"")","('#tyresie', ""Surtout, pour votre bien, croyez-moi désormais, Car le besoin en presse, ou n'en pressa jamais."")",1.55,Substitution
355,"('#creon', ""J'y cours, je le relève, et le prends dans mes bras, Et me reconnaissant, je meurs, dit-il tout bas,  Trop heureux d'expirer pour ma belle princesse : En vain à mon secours votre amitié s'empresse, C'est à ces furieux que vous devez courir, Séparez-les, mon père, et me laissez mourir. Il expire à ces mots. Ce barbare spectacle,  À leur noire fureur n'apporte point d'obstacle, Seulement Polynice en paraît affligé, Attends Hémon, dit-il, tu vas être vengé. En effet sa douleur renouvelle sa rage, Et bientôt le combat tourne à son avantage.  Le roi frappé d'un coup qui lui perce le flanc, Lui cède la victoire, et tombe dans son sang. Les deux camps aussitôt s'abandonnent en proie, Le nôtre à la douleur et les Grecs à la joie, Et le peuple alarmé du trépas de son roi,  Sur le haut de ses tours témoigne son effroi. Polynice tout fier du succès de son crime, Regarde avec plaisir expirer sa victime, Dans le sang de son frère il semble se baigner. Et tu meurs, lui dit-il, et moi je vais régner. Regarde dans mes mains l'empire et la victoire, Va rougir aux Enfers de l'excès de ma gloire, Et pour mourir encor avec plus de regret, Traître, songe en mourant que tu meurs mon sujet. En achevant ces mots d'une démarche fière,  Il s'approche du roi couché sur la poussière, Et pour le désarmer il avance le bras. Le roi qui semble mort observe tous ses pas. Il le voit, il l'attend, et son âme irritée, Pour quelque grand dessein semble s'être arrêtée.  L'ardeur de se venger flatte encor ses désirs, Et retarde le cours de ses derniers soupirs. Prêt à rendre la vie il en cache le reste, Et sa mort au vainqueur est un piège funeste, Et dans l'instant fatal que ce frère inhumain Lui veut ôter le fer qu'il tenait à la main, Il lui perce le coeur, et son âme ravie, En achevant ce coup abandonne la vie. Polynice frappé pousse un cri dans les airs, Et son âme en courroux s'enfuit dans les Enfers.  Tout mort qu'il est, Madame, il garde sa colère ; Et l'on dirait qu'encore il menace son frère. Son visage où la mort a répandu ses traits, Demeure plus terrible et plus fier que jamais."")","('#creon', ""Ô dieux ! Quelle frayeur m'excite ce langage !"")",1.07,Substitution
356,"('#antigone', ""Fatale ambition, aveuglement funeste !  D'un oracle cruel suite trop manifeste ! De tout le sang royal il ne reste que nous, Et plût aux Dieux, Créon, qu'il ne restât que vous, Et que mon désespoir prévenant leur colère, Eût suivi de plus près le trépas de ma mère. "")","('#tyresie', ""Bien moindre que ne doit ce funeste présage. Écoutez : ce matin, sur ces proches coteaux Nus observions le chant et le vol des oiseaux, Lorsque l'horrible cri d'une troupe d'orfraies, D'infaillibles malheurs messagères trop vraies, A rempli d'un grand bruit tous les lieux d'alentour, Et n'a point respecté la naissance du jour : Un nombre de corbeaux aussi funestes qu'elles, Leur livrant un combat de becs, d'ongles et d'ailes, A quelque temps après redoublé mon émoi, Et quelques plumes même en ont tombé sur moi. Je cours au temple alors, où la lampe allumée Jette, au lieu de lumière, une noire fumée Dont l'épaisseur corrompt la pureté de l'air, Et, presque m'étouffant, m'empêche de parler : L'encens n'y peut brûler quelque effort que j'essaie ; La victime à l'autel n'y rend rien de sa plaie Que quelque goutte ou deux d'une jaune liqueur Dont la corruption n'a fait faillir le coeur ; Mon guide, qu'à ce soin à mon défaut j'emploie, S'écrie épouvanté qu'il n'y voit point de foie : Enfin tout n'est qu'horreur et que confusion, Et tout, Créon, et tout à votre occasion ; De vous qui renverser les lois de la nature, Qui, barbare, aux défunts niez la sépulture ; De vous, qui, vrai Cerbère, ôtant ce droit aux corps, Empêchez le passage en l'empire des morts ; Qui, cruel, attaquez qui ne se peut défendre, Et commandez un mal que vous devriez reprendre. Satisfaites les dieux par votre amendement, Et sachez-moi bon gré ce cet enseignement."")",0.22,Substitution
357,"('#creon', ""Il est vrai que des Dieux le courroux embrasé, Pour nous faire périr semble s'être épuisé. Car enfin sa rigueur, vous le voyez, Madame, Ne m'accable pas moins qu'elle n'afflige votre âme. En m'arrachant mes fils..."")","('#creon', ""Sur tout autre votre art me persécute ; Vous m'entreprenez seul, seul je vous suis en butte. Il faut bien que cet art, saint et sacré qu'il est, Parmi sa pureté mêle quelque intérêt ; Car le ciel laisse agir l'ordre de la nature, Et n'a pas toujours l'oeil sur une créature. L'or est un charme étrange, un métal précieux Qui corrompt toute chose et tenterait les dieux ; Mais il faut gagner par moyens légitimes, Non pas en conseillant l'impunité des crimes, Non pas en abusant du respect des autels, Et faisant faussement parler les immortels."")",0.33,Substitution
358,,"('#tyresie', ""Qui m'as repris que vous d'en user de la sorte ?"")",1.0,Deletion
359,,"('#creon', ""Que l'on vous en reprenne ou se taire, qu'importe ?"")",1.0,Deletion
360,"('#antigone', ""Ah ! vous régnez, Créon,  Et le trône aisément vous console d'Hémon. Mais laissez-moi de grâce un peu de solitude, Et ne contraignez point ma triste inquiétude; Aussi bien mes chagrins passeraient jusqu'à vous, Vous trouverez ailleurs des entretiens plus doux.  Le trône vous attend, le peuple vous appelle. Goûtez tout le plaisir d'une grandeur nouvelle. Adieu, nous ne faisons tous deux que nous gêner. Je veux pleurer, Créon, et vous voulez régner."")","('#tyresie', 'Usez-en comme moi ; le ciel sait qui vit mieux.')",0.9,Substitution
361,,"('#creon', ""Je n'outragerai point un ministre des dieux."")",1.0,Deletion
362,"('#creon', ""Ah ! Madame, régnez et montez sur le trône,  Ce haut rang n'appartient qu'à l'illustre Antigone."")","('#tyresie', ""Vous m'outragez assez m'accusant d'avarice ?"")",1.46,Substitution
363,,"('#creon', 'Peu de gens de votre art sont exempts de vice.')",1.0,Deletion
364,,"('#tyresie', ""Et les tyrans encor bien moins qu'eux et que moi."")",1.0,Deletion
365,"('#antigone', ""Il me tarde déjà que vous ne l'occupiez, La couronne est à vous."")","('#cleodamas', 'Aveugle, savez-vous que vous parlez au roi ?')",1.26,Substitution
366,,"('#tyresie', ""Puisque je l'ai fait tel, j'ai droit de la connaître : Plus aveugle est que moi tel qui ne croit pas l'être."")",1.0,Deletion
367,,"('#creon', ""C'est bien vous emporter pour un esprit si sain."")",1.0,Deletion
368,"('#creon', 'Je la mets à vos pieds.')","('#tyresie', ""Enfin je dirai plus que je n'avais dessein."")",1.67,Substitution
369,,"('#creon', 'Parlez, car il importe au gain de votre vie.')",1.0,Deletion
370,,"('#tyresie', ""Bien plus votre intérêt que le mien m'y convie; Et vous l'allez l'apprendre : avant que le soleil Laisse en en notre horizon la nuit et le sommeil, Vous verrez des effets du malheureux augure Qui m'a si clairement marqué votre aventure : La frère mort, privé des honneurs du cercueil, La soeur vive enterrée, et tout le peuple en deuil, Appellent d'une voix que ne sera pas vaine La justice du ciel sur l'injustice humaine. La mort de votre fils, ce prince aimé de tous, Sera le premier fléau qui tomber sur vous ; D'effroyables remords, mégères éternelles, Invisibles bourreaux des âmes criminelles, Vous persécuteront jusqu'aux derniers abois ; Et, s'il faut mettre hors tout ce que je prévois, Un bras victorieux, que votre crime attire, Va bientôt ravir et la vie et l'Empire. Mais qu'en ce discours n'excite aucun souci, Et croyez que le gain me fait parler ainsi. Marche, enfant ; je lui lasse en ce triste présage Assez d'instruction pour en devenir sage. Il sort avec son guide."")",1.0,Deletion
371,"('#antigone', ""Je la refuserais de la main des Dieux même, Et vous osez, Créon, m'offrir le diadème ? "")","('#ephise', ""Sire, il peut s'abuser ; mais depuis qu'en ces lieux Sa voix rend aux mortels les réponses des dieux, Et qu'il envoie au ciel les encens de nos temples, Les fautes de sons art n'ont pas encore d'exemples."")",1.23,Substitution
372,"('#creon', ""Je sais que ce haut rang n'a rien de glorieux, Qui ne cède à l'honneur de l'offrir à vos yeux. D'un si noble destin je me connais indigne. Mais si l'on peut prétendre à cette gloire insigne, Si par d'illustres faits on la peut mériter,  Que faut-il faire enfin, Madame ?"")","('#creon', ""Je tremble, je frémis, je demeure interdit, Et cet effet s'accorde avec ce qu'il a dit. Opposons la prudence au coup de cet orage ; Mais d'ailleurs la prudence offense le courage. Me rendre lâchement au sentiment d'autrui, Est trop honteux pour moi, trop glorieux pour lui."")",0.34,Substitution
373,,"('#cleodamas', ""C'est à vous d'en résoudre avec votre sagesse."")",1.0,Deletion
374,"('#antigone', ""M'imiter."")","('#creon', 'Je suivrai vos avis ; mais tôt, le besoin presse.')",1.47,Substitution
375,,"('#ephise', ""Traitez le sang d'Oedipe avec plus de douceur ; Mettez le frère en terre, et tirez-en la soeur."")",1.0,Deletion
376,,"('#cleodamas', ""Sire, à trop consulter l'occasion passe : Le ciel touche parfois aussitôt qu'il menace."")",1.0,Deletion
377,"('#creon', ""Que ne ferais-je point pour une telle grâce ! Ordonnez seulement ce qu'il faut que je fasse. Je suis prêt..."")","('#creon', ""Que j'ai de répugnance à cette lâcheté ! Mais il faut obéir à la nécessité : Rendez donc ce devoir au corps de Polynice ; Qu'avec ses soeurs sa veuve assiste à cet office ; Que l'on délivre Argie, et que sa liberté Soit le premier effet de cette impunité."")",0.37,Substitution
378,"('#antigone', 'Nous verrons.')",,1.0,Insertion
379,"('#creon', ""J'attends vos lois ici."")","('#capitaine', 'Sire, sire, accourez.')",1.19,Substitution
380,"('#antigone', 'Attendez.')","('#creon', 'Quelle nouvelle ? Approche.')",0.7,Substitution
381,"('#attale', 'Son courroux serait-il adouci ?  Croyez-vous la fléchir ?')","('#capitaine', ""Hémon s'est fait passage en la funeste roche Où devait Antigone expier son forfait : Elle en est quitte, Sire, et c'en est déjà fait ; La prince sur son corps déteste votre empire, Et je crains, oui je crains quelque chose de pire... J'en voulais approcher, mais s'élançant sur moi..."")",1.14,Substitution
382,,"('#creon', ""Ô trop certain augure ! Ô misérable roi ! De quel triste succès est ma rage suivie ! Courons, sauvons mon fils, ou c'est fait de ma vie. Ils sortent"")",1.0,Deletion
383,"('#creon', ""Oui oui, mon cher Attale, Il n'est point de fortune à mon bonheur égale, Et tu vas voir en moi dans ce jour fortuné, L'ambitieux au trône et l'amant couronné. Je demandais au ciel la princesse et le trône,  Il me donne le sceptre, et m'accorde Antigone. Pour couronner ma tête, et ma flamme en ce jour Il arme en ma faveur et la haine et l'amour. Il allume pour moi deux passions contraires, Il attendrit la soeur, il endurcit les frères,  Il aigrit leur courroux, il fléchit sa rigueur, Et m'ouvre en même temps et leur trône et son coeur."")","('#hemon', ""Beau corps, sacrés débris du chef d'oeuvre des cieux, Beaux restes d'Antigone, ouvre encor les yeux, Jeune soleil d'amour éteint en ton aurore, Bel astre, honore-moi d'un seul regard encore Avant que je te suive en la nuit du tombeau. Tu crains, tu crains de voir le fils de ton bourreau ; Le coeur plus que l'oreille est sourd à ma prière ; Ton amour s'est éteint avecque ta lumière ; C'est en vain qu'aux enfers je vais suivre tes pas, Te mânes offensés ne m'y souffriront pas ; Autant que tu m'aimais tu me seras contraire ; Tu puniras le fils des cruautés du père. Je n'avance à mourir non plus qu'à différer, Et, ni vivant ni mort, je n'ai plus qu'espérer. Mais, Madame, arrêtez ces inutiles larmes, Et contez moi sa mort. Où prit-elle des armes ? À Ismène."")",0.0,Match
384,"('#attale', ""Il est vrai, vous avez toute chose prospère, Et vous seriez heureux si vous n'étiez point père. L'ambition, l'amour n'ont rien à désirer,  Mais, Seigneur, la nature a beaucoup à pleurer : En perdant vos deux fils..."")","('#ismene', ""Le soir qu'elle partit pour ce pieux dessein Elle tenait caché ce poignard dans son sein, Pour demeurer par lui maîtresse de sa vie S'il devait arriver qu'elle fût poursuivie : À ce coup vainement j'ai voulu résister ; Je ne l'ai diverti ni n'ai pu l'éviter : Le sang qu'elle a versé l'embellit et me tâche ; Il la peint généreuse et me témoigne lâche. Vous l'offensez, au reste, et soupçonnez à tort Que son affection soit morte par sa mort : Elle sait à quel point sa fortune vous touche ; Avec le nom d'Hémon elle a fermé la bouche : C'est un nom qu'elle emporte au-delà du trépas, Et que dans l'oubli elle n'oubliera pas."")",0.64,Substitution
385,"('#creon', ""Oui, leur perte m'afflige. Je sais ce que de moi le rang de père exige. Je l'étais. Mais surtout, j'étais né pour régner, Et je perds beaucoup moins que je ne crois gagner.  Le nom de père, Attale, est un titre vulgaire, C'est un don, que le ciel ne nous refuse guère. Un bonheur si commun n'a pour moi rien de doux ; Ce n'est pas un bonheur s'il ne fait des jaloux. Mais le trône est un bien dont le ciel est avare,  Du reste des mortels ce haut rang nous sépare, Bien peu sont honorés d'un don si précieux, La terre a moins de rois que le ciel n'a de Dieux. D'ailleurs tu sais qu'Hémon adorait la princesse, Et qu'elle eut pour ce prince une extrême tendresse.  S'il vivait, son amour au mien serait fatal, En me privant d'un fils le ciel m'ôte un rival. Ne me parle donc plus que de sujets de joie, Souffre qu'à mes transports je m'abandonne en proie, Et sans me rappeler des ombres des Enfers,  Dis-moi ce que je gagne, et non ce que je perds. Parle-moi de régner, parle-moi d'Antigone, J'aurai bientôt son coeur, et j'ai déjà le trône ; Tout ce qui s'est passé n'est qu'un songe pour moi, J'étais père et sujet, je suis amant et roi.  La princesse et le trône ont pour moi tant de charmes, Que... mais Olympe vient."")","('#hemon', ""Allons donc, mon amour, où la sienne m'invite ; Payons-lui cet honneur qui passe pour mérite. Ah ! S'il plaisait aux dieux que, pour mourir cent fois, Je pusse à ce beau corps rendre l'âme est la voix, Que d'un si bel effet je bénirais les causes ! J'entrerais dans les feux comme en un lit de roses ; La plus amer poison, et le plus furieux, Passerait à mon goût pour breuvage des dieux ; Je me délasserais parmi les précipices, Et dans le seul repos trouverais des supplices. Mais depuis qu'une vie est tombée en tes mains, Ô Mort ! Pour la ravir tous nos efforts sont vains. Ce butin est trop cher, et j'ai tort si j'espère Que tu rends au fils ce que tu tiens du père. Sourde, tiens donc encor de ce dénaturé Le butin qu'il t'envoie et qu'il t'a procuré ; Mais épargne ta faux, puisque, ô prodige extrême ! La nature aujourd'hui se détruit d'elle-même, Les plus proches parents sont les plus ennemis, Le frère hait le frère, et le père le fils ; L'oncle au sang de sa nièce avec plaisir se noie, Et tous font ton office et te chargent de proie. Il veut tirer son épée ; Ismène le retient."")",0.52,Substitution
386,,"('#ismene', ""Eh ! Que ferais-je, Hémon ? Ne m'abandonnez pas."")",1.0,Deletion
387,"('#attale', 'Dieux ! elle est toute en larmes.')","('#creon', 'Mon fils, quel désespoir trouble votre pensée, Et de quel vain regret est votre âme pressée ? À quel point vous emporte une funeste amour ! Faites grâce à celui dont vous tenez le jour.')",1.29,Substitution
388,"('#olympe', ""Qu'attendez-vous, Seigneur ? La princesse n'est plus."")","('#hemon', ""Retirez-vous, barbare ; évitez ma colère : Je n'ai plus de respect, ni connais plus mon père. L'état où m'a réduit votre inhumanité Ma peut faire passer à toute extrémité. Voyez, lion régnant, affamé de carnages, Inhumain coeur humain, voilà de vos ouvrages : Saoulez ce naturel aux meurtres acharné ; Tenez, voilà le sang que vous m'avez donné ; Ce corps qui fut à vous reste en votre puissance, Et vous va par sa mort payer ma naissance."")",1.74,Substitution
389,"('#creon', ""Elle n'est plus, Olympe ?"")",,1.0,Insertion
390,"('#olympe', ""Ah ! regrets superflus ! Elle n'a fait qu'entrer dans la chambre prochaine,  Et du même poignard dont est morte la reine, Sans que je pusse voir son funeste dessein, Cette fière princesse a percé son beau sein. Elle s'en est, Seigneur, mortellement frappée, Et dans son sang, hélas ! elle est soudain tombée.  Jugez à cet objet ce que j'ai dû sentir. Mais sa belle âme enfin toute prête à sortir, Cher Hémon, c'est à toi que je me sacrifie, Dit-elle, et ce moment a terminé sa vie. J'ai senti son beau corps tout froid entre mes bras,  Et j'ai cru que mon âme allait suivre ses pas. Heureuse mille fois si ma douleur mortelle, Dans la nuit du tombeau, m'eût plongée avec elle !"")","('#creon', ""Barbare, achève donc, achève ton dessein ; Le coup est imparfait s'il ne passe en mon sein, Et tu ne meurs pas tout si le jour me demeure."")",0.35,Substitution
391,"('#creon', ""Ainsi donc vous fuyez un amant odieux, Et vous-même cruelle, éteignez vos beaux yeux. Vous fermez pour jamais ces beaux yeux que j'adore, Et pour ne me point voir vous les fermez encore, Quoique Hémon vous fût cher, vous courez au trépas Bien plus pour m'éviter que pour suivre ses pas. Mais dussiez-vous encor m'être aussi rigoureuse,  Ma présence aux Enfers vous fût-elle odieuse, Dût après le trépas vivre votre courroux, Inhumaine, je vais y descendre après vous. Vous y verrez toujours l'objet de votre haine, Et toujours mes soupirs vous rediront ma peine,  Ou pour vous adoucir, ou pour vous tourmenter, Et vous ne pourrez plus mourir pour m'éviter. Mourons donc..."")","('#hemon', ""Bientôt, bientôt le ciel vous marquera votre heure : Cruel, ne doutez pas que son bras tout-puissant  Ne s'arme tôt ou tard pour le sang innocent ; Le temps vous apprendra que jamais tyrannie Sur le trône thébain ne demeure impunie : Croyez que Cadme, Laie, Oedipe et ses enfants,  Ne vous ont en leur sort précédé que du temps. Que des dieux Tyrésie annonçait la pensée, Elle parlait à vous, non pas à Ménécée : « La race de Python ne cessera qu'en vous ; C'est sur vous que du ciel doit tomber le courroux. »  Mais puissent être vain les maux qui vous prépare ! Qu'il vous soit aussi doux que vous m'êtes barbare ! À ma fureur encor quelque respect est joint, Et je serai content qu'il ne ma venge point. Toi qui me fus ravie aussitôt que donnée, Vertueuse beauté, princesse infortunée, Allons, unis d'esprit sans commerce de corps, Achevez notre hymen en l'empire des morts. Il meurt sur le corps d'Antigone."")",0.01,Substitution
392,"('#attale', 'Ah ! Seigneur quelle cruelle envie...')","('#creon', ""Ô mort ! Joins mon trépas aux effets de ma rage ! Sors, mon âme, et mets fin à ce tragique ouvrage. Il s'évanouit."")",0.99,Substitution
393,,"('#ephise', 'Il tombe évanoui, sans force et sans chaleur. Tu devais, vain regret, précéder ce malheur !')",1.0,Deletion
394,"('#creon', ""Ah ! C'est m'assassiner que me sauver la vie. Amour, rage, transports, venez à mon secours,  Venez et terminez mes détestables jours. De ces cruels amis trompez tous les obstacles. Toi justifie, ô ciel, la foi de tes oracles. Je suis le dernier sang du malheureux Laïus, Perdez-moi, Dieux cruels, ou vous serez déçus.  Reprenez, reprenez cet empire funeste. Vous m'ôtez Antigone, ôtez-moi tout le reste. Le trône et vos présents excitent mon courroux. Un coup de foudre est tout ce que je veux de vous. Ne le refusez pas à mes voeux, à mes crimes.  Ajoutez mon supplice à tant d'autres victimes. Mais en vain je vous presse, et mes propres forfaits Me font déjà sentir tous les maux que j'ai faits. Polynice, Étéocle, Jocaste, Antigone, Mes fils, que j'ai perdus pour m'élever au trône,  Tant d'autres malheureux dont j'ai causé les maux Font déjà dans mon coeur l'office de bourreaux. Arrêtez, mon trépas va venger votre perte, La foudre va tomber, la terre est entr'ouverte, Je ressens à la fois mille tourments divers,  Et je m'en vais chercher du repos aux Enfers. Il tombe entre les mains des gardes."")","('#cleodamas', ""Ô ciel ! Qu'aux châtiments ta justice est sévère, Et qu'il est dangereux d'exciter ta colère."")",0.74,Substitution
395,,"('#ismene', ""Lâche, ne puis-je donc faire un dernier effort ? Mourrai-je mille fois pour la peur d'une mort ?"")",1.0,Deletion
