,barante-arlequin-misanthrope,biancolelli-ecole-galante,Cost,Operation Type
278,"('#arlequin', ""Il est vrai, j'en suis sur la négative."")","('#arlequin', 'Non, ma foi, je ne puis le faire en conscience, Adieu.')",1.46,Substitution
279,"('#la-comtesse', ""Hé, que répondrait-il ?  Me fera-t-il comprendre que si je donne à jouer dans un vieux château qui menace ruine, et qui est à vingt lieues de Paris, j'aurai tous les jours vingt coupeurs aux quatre pistoles ?"")","('#leandre', 'Vous me quittez ; Ah ! restez en ces lieux, Pour voir.... ')",1.52,Substitution
280,"('#le-chevalier', ""Difficilement les rondes d'un seul hiver vous vaudraient ici de quoi faire la fortune d'un joli homme."")",,1.0,Insertion
281,"('#la-comtesse', 'En vérité, madame la Comtesse raisonne comme un charme, et je vois bien que Monsieur ne saurait résister à la force de son raisonnement.')",,1.0,Insertion
282,"('#arlequin', ""Hé le petit butor !  Il ne sait pas que la raison n'a rien à faire dans le raisonnement des femmes."")",,1.0,Insertion
283,"('#la-comtesse', ""Dans un maudit pays comme celui-ci, a-t-on le moindre plaisir ?  Et celui de la promenade, tout innocent qu'il est, ne vous est-il pas interdit ?"")","('#arlequin', ""Je ne suis pas à présent curieux. Ah ! Maudit écolier ! que la peste te crève. Qui l'eût jamais pensé : j'ai fait une bel élève ; Mais je veux à l'écart observer tout ceci. Il se retire."")",0.97,Substitution
284,"('#le-chevalier', 'Ho pour cela, Madame, on vous a donné de mauvais Mémoires, nous avons ici aux environs les plus belles promenades du monde.')","('#leandre', ""Qu'elle tarde à venir, juste Ciel ! La voici."")",1.79,Substitution
285,"('#la-comtesse', 'Hé fi !  De quoi me parlez-vous ?')","('#leandre', ""C'est donc vous ? Argentine, enfin vôtre présence Satisfait aux transports de mon impatience. Je vous vois, et je suis parfaitement heureux."")",0.76,Substitution
286,"('#arlequin', 'Ne voyez-vous pas que Madame ne veut se promener que dans les rues de Paris ?')",,1.0,Insertion
287,"('#la-comtesse', ""Non.  Mais, vous n'avez ici ni Cours, ni Tuileries, ni Vincennes."")",,1.0,Insertion
288,"('#le-chevalier', 'Il est vrai.  Mais nous avons des promenades qui ne valent guère moins.')",,1.0,Insertion
289,"('#arlequin', ""Madame a raison.  Dans nos promenades on n'a pas le plaisir de contrôler.  Peut-on dire par exemple, voilà une telle qui est dans le carrosse de son amant.  Cette maigre échine qui est dans le fond leur sert de commode.  Mon_Dieu, que Célimène est mal coiffée aujourd'hui !  Ne se corrigera-t-elle jamais de mettre si peu de rouge sur deux doigts de blanc ?  Votre grand Président ne veut-il pas avoir un autre équipage ?  Je crois qu'il a acheté le sien à la vallée de la Misère !  Non, il n'y a point de Carrosse de remise qui ne donnât quinze et bisque à ce vilain fiacre-là."")","('#argentine', ""Au plaisir d'être à vous je borne tous mes veux : Vous seul pouvez parer le coup qui me menace, Et me faire éviter une affreuse disgrâce ; Je ne puis consentir d'épouser un magot."")",0.71,Substitution
290,"('#la-comtesse', ""Ce sont toutes ces gentillesses qui font l'âme de la conversation du Cours et des Tuileries."")",,1.0,Insertion
291,"('#le-chevalier', ""Madame dit cela d'un air malicieux qui enchante."")",,1.0,Insertion
292,"('#la-comtesse', 'Oh point, on a tous les torts du monde de dire que je suis médisante, je suis la meilleure pâte de femme qui fut jamais.')","('#arlequin', 'Comme elle me connaît ! Que je suis un grand sot ! Ne lui devrais-je pas donner une bourrade... Mais non : je suis poltron, et je crains la gourmade.')",0.76,Substitution
293,"('#arlequin', ""La bonne pâte de femme !  On n'y a pas épargné la farine et le levain."")",,1.0,Insertion
294,"('#la-comtesse', ""Enfin, monsieur, pour trancher court, je suis venue vous prier d'écrire à mon mari, que s'il ne me retire au plutôt d'ici, je m'en retirerai moi-même ; qu'il prenne ses mesures là-dessus.  Allons Chevalier, allons."")","('#leandre', ""Oui, de vôtre jaloux je veux vous délivrer, Ma belle, c'est de quoi je puis vous assurer, Et les noeuds de l'hymen nous uniront ensemble. "")",0.99,Substitution
295,"('#arlequin', ""L'extravagante créature !  Mais quel est cet homme-là ?"")","('#argentine', ""Ciel ! S'il nous surprenait ! Ah ! Léandre je tremble..."")",0.82,Substitution
296,"('#octave', ""Monsieur, vous êtes un homme illustre, au-dedans, je suis un homme illustre au dehors.  Vous faites le Sage quand il vous plaît, et je ne fais le fou que quand je veux.  Vous vous cachez, et l'on vous suit.  Je m'expose en public, et l'on ne me suit pas autant que je voudrais : enfin, Monsieur, vous êtes philosophe, et je suis comédien ?"")","('#leandre', ""Non, non, ne craignez rien, s'il troublait nos discours, Ce serait fait de lui j'abrégerais ses jours."")",0.83,Substitution
297,"('#arlequin', ""Ah, Comédien ?  Je ne m'étonne plus s'il est gaillard.  Hé, bien Monsieur, que cherche ici votre personne Comique ?"")",,1.0,Insertion
298,"('#octave', ""Hé, Monsieur, dès que je suis comédien, je cherche de l'argent, du plaisir et de la gloire."")",,1.0,Insertion
299,"('#arlequin', ""Il n'y a guère ici de tout cela."")",,1.0,Insertion
300,"('#octave', ""Monsieur, nous ne faisons plus rien dans les grandes Villes.  Le public ne court plus après nous, nous avons songé dans notre Compagnie que la nouveauté de voir des Comédiens dans un désert nous ferait suivre par une multitude qui ne s'étonnait pas de nous voir bien solitaires dans une Ville."")",,1.0,Insertion
301,"('#arlequin', 'Mais savez-vous que cela est bien pensé ?  Moi qui ai souvent vu avec chagrin, la Comédie bien solitaire à Paris, je sens que je serais ravi de la voir bien fréquentée dans un désert.')",,1.0,Insertion
302,"('#octave', ""Cela ne peut pas manquer pour peu que vous soyez de la partie.  Tous les grands hommes sont d'excellents Comédiens, et on ne se distingue qu'à mesure qu'on joue mieux son personnage."")",,1.0,Insertion
303,"('#arlequin', ""Hé comment !  Ceci est rare.  On disait que les gens de plaisir n'avaient bien de l'esprit que le verre à la main, et celui-ci raisonne de sang froid."")","('#arlequin', ""Oh ! vous pouvez parler avec toute assurance, Après l'avoir instruit, la belle récompense !"")",1.05,Substitution
304,"('#octave', ""Monsieur, je m'ouvre à vous.  Les gens de ma profession ont besoin d'un peu de solitude pour se connaître.  Nous faisons si souvent les Princes et les Rois, que nous sommes comme ces menteurs de profession, qui à force d'en imposer, se trompe eux-mêmes, et prennent leurs impostures pour des vérités."")",,1.0,Insertion
305,"('#arlequin', 'Vous êtes riche dans vos comparaisons.')","('#argentine', 'Souhaitez-vous entrer ?')",1.31,Substitution
306,,"('#arlequin', ""Eh non qu'il n'entre pas."")",1.0,Deletion
307,"('#octave', ""Je vous avoue donc, Monsieur, qu'en mon particulier, je ne saurais vivre dans une grande Ville sans y faire le Prince."")","('#leandre', ""Belle, je ne veux point vous causer d'embarras, Je vais tout disposer pour nôtre mariage."")",0.94,Substitution
308,"('#arlequin', 'Ah, ah, ceci est plaisant.  Le Prince de Colombine serait-il Prince de sang de ce souverain-ci.  Mais elle vient.')",,1.0,Insertion
309,"('#octave', ""Ciel !  Qu'est-ce que je vois ?  Colombine en ce désert !  Elle me surprend après que je me suis découvert."")",,1.0,Insertion
310,"('#arlequin', 'Bonjour, la belle affligée.  Venez, levez les yeux.  Je vous présente ici un Prince qui pourra vous donner des nouvelles de celui que vous cherchez.')","('#arlequin', ""S'il veut nous nous mettrons tous les deux en ménage, Moi je l'aurai la nuit, et lui l'aura le jour."")",1.6,Substitution
311,"('#colombine', 'Ô Dieux !  Octave...')","('#argentine', 'Léandre, au nom des Dieux, pressez vôtre retour, Puissent-ils protéger des ardeurs si fidèles !')",0.75,Substitution
312,"('#arlequin', ""Elle s'évanouit ?  Quoi entre mes bras ?  Adieu ma Philosophie."")","('#leandre', ""Ma chère, de l'amour j'emprunterai les ailes. Pour voler jusqu'à vous, et pour vous garantir..."")",1.3,Substitution
313,"('#octave', 'Tout mon amour se rallume.')",,1.0,Insertion
314,"('#arlequin', ""Que veut dire ceci ?  C'est tout de bon, je crois.  Allons donc, réveillez-vous, voici votre Prince.  Il n'y a pas de meilleur antidote que le retour d'un Amant, pour ranimer une Belle évanouie."")","('#argentine', ""Ce n'est pas sans regret que je vous vois partir."")",1.85,Substitution
315,"('#octave', 'Souffrez, Monsieur...')",,1.0,Insertion
316,"('#arlequin', 'Je ne souffre rien.')",,1.0,Insertion
317,"('#octave', 'Mais, encore...')","('#leandre', 'Tantôt de mon dessein vous serez mieux instruite Et nos amours auront une agréable suite.')",1.1,Substitution
318,"('#arlequin', ""Mais retirez-vous de là, vous dis-je. Octave veut secourir Colombine, Arlequin l'en empêche et emmène Colombine. Octave reste fort embarrassé. Le Docteur vient, qui le reconnaît pour son fils. Octave feint de ne pas le reconnaître et s'échappe. Le Docteur le suit. Après cette Scène, qui est toute en Italien, Arlequin revient sur le Théâtre."")",,1.0,Insertion
319,"('#arlequin', ""Notre évanouie est enfin revenue, et je comprends bien qu'elle pourrait faire le bonheur de quelqu'un qui vaudrait mieux que son Prince comique.  Mais à qui en veut Pierrot ?"")","('#arlequin', ""Hé bien qu'en dirons-nous ! sont-ce là des chansons ! Non pas, voilà l'effet de mes belles leçons, Je m'en suis bien douté, quand cette matinée Je peignais avec soin me tête infortunée : Le peigne ne pouvait entrer dans mes cheveux, J'avais beau le pousser, et peigner de mon mieux, Quelque chose de dur lui faisait résistance ; Il faut pourtant avoir recours à la vengeance : Vite qu'un bon canon, une bombe, un mortier, Une carcasse, enfin un arsenal entier, Punisse ma carogne, et seconde ma rage, Quoi l'on me Vulcanise à la fleur de mon âge ? Ma foi, je suis bien fou de répandre des pleurs : Car si tous las Maris sujets à tels malheurs. Pleuraient amèrement pour pareilles alarmes On ne verrait ici que des yeux plein de larmes. Il pleure à sa manière. Il s'en va."")",1.05,Substitution
320,"('#pierrot', ""Oh dame, en voilà bien d'un autre !  Le Coche de Paris veut vous voir, le ferai-je entrer ?"")","('#le-docteur', ""Je dois pour quelque temps m'absenter du Logis : Le soin de la Maison par moi vous est commis. Balayez bien ma chambre, et songez au ménage, Lorsque je reviendrai que je trouve un potage, Et que la porte soit fermée à double tour, Gardez-vous de l'ouvrir jusques à mon retour."")",1.04,Substitution
321,"('#arlequin', 'Le Coche de Paris ?')",,1.0,Insertion
322,"('#pierrot', ""Oui le Coche de Paris ?  C'est-à-dire, non pas celui de Paris, mais qui va à Paris, et ce n'est pas le Coche qui prétend avoir l'honneur de vous parler, ce sont les gens qui sont dedans ?  Je m'entends bien, une fois."")","('#spinette', ""Je vous obéirai : le devoir me l'ordonne. Si quelqu'un vient frapper..."")",1.52,Substitution
323,"('#arlequin', ""C'est fort bien fait.  Mais quelles gens sont-ce."")",,1.0,Insertion
324,"('#pierrot', 'Oh, il y en a de toutes les façons, des hommes, des femmes.')",,1.0,Insertion
325,"('#arlequin', 'Des femmes ?')",,1.0,Insertion
326,"('#pierrot', ""Oui, des femmes.  Il y en a de jeunes et de vieilles.  Il y en a de pimpantes comme des poupées du Palais, et d'autres qui ont l'air sainte Nitouche.  Il y a encore des abbés."")",,1.0,Insertion
327,"('#arlequin', 'Des Abbés ?')",,1.0,Insertion
328,"('#pierrot', ""Oh, pour ceux-là, ils m'ont bien fait rire.  Il y avait un petit rougeau qui se plaignait de vapeurs, et un autre endévait d'avoir perdu sa boîte à mouches."")",,1.0,Insertion
329,"('#arlequin', ""Et je demeurerais ici !  Non, dussé-je...  Mais, non, fais les entrer ; si la sagesse me faisait suivre, sans doute l'impertinence me fera fuir.  Reprenons nos airs d'homme du monde, faisons le fat et le ridicule."")","('#le-docteur', 'Ne recevez personne. Faites ce que je dis, restez dans la Maison ; Surtout je vous défends de paraître au Balcon.')",0.84,Substitution
330,"('#le-vieillard', ""Hé bien, Monsieur, n'est-ce pas dommage, belle comme la voilà, à vingt ans, ne pouvoir avoir d'enfants ?"")","('#spinette', ""Ferais-je un si grand mal, si pendant vôtre absence Je prenais un peu l'air ; pourquoi cette défense ? Quand je suis seule, hélas ! je m'ennuie a la mort, Et tout le monde dit que vous avez grand tort De me faire subir un si rude esclavage, Et qu'enfin il est temps de me mettre en ménage. Que déjà je devrais être avec un époux, Et que je me pourrais fort bien passer de vous. Car à ce qu'on m'a dit je suis fille nubile Je ne le sens que trop."")",0.69,Substitution
331,"('#arlequin', 'Et de quel tempérament êtes-vous la belle ?  Mélancolique, bilieuse ? ')","('#le-docteur', ""Vous faites l'indocile,  Voyez cette morveuse, et ce bel embryon !"")",1.2,Substitution
332,"('#la-femme', 'Mélancolique moi, mélancolique ?  Ah, ah !')",,1.0,Insertion
333,"('#arlequin', 'Quel tempérament donc ?')",,1.0,Insertion
334,"('#la-femme', ""Je n'en sais rien.  Je danse, je chante, je bois le petit coup, je prends du tabac, et si j'avais un mari qui me fournit de l'argent et du plaisir autant que j'en voudrais, je ne m'inquiéterais jamais de rien."")","('#spinette', ""Je ne mérite pas, mon père, un pareil nom. Vous m'appelez morveuse, et moi je vous assure Qu'on peut cueillir la poire aussitôt qu'elle est mûre, Et qu'il ne tient qu'à moi... suffit, je m'entends bien."")",0.83,Substitution
335,"('#arlequin', 'Vous êtes son père, apparemment ?')","('#le-docteur', 'Plaît-il ? Que dites-vous ?')",0.7,Substitution
336,"('#le-vieillard', ""Non, Monsieur.  Je n'ai l'honneur d'être père de personne.  Je suis son mari."")",,1.0,Insertion
337,"('#arlequin', 'Son mari ?  Et quel âge, de grâce ?')",,1.0,Insertion
338,"('#le-vieillard', 'Soixante et dix-sept, au dix-neuf avril.')",,1.0,Insertion
339,"('#arlequin', 'Soixante et dix-sept ! Et comment vous accommodez-vous de cela ? À la femme.')",,1.0,Insertion
340,"('#la-femme', ""Moi ?  Le mieux du monde.  Mon petit mari a vingt mille livres de rente, il m'en a déjà donné la moitié, et l'usufruit du tout si j'ai un enfant.  Oh, je n'oublie rien pour empêcher notre bien de passer en des mains étrangères."")",,1.0,Insertion
341,"('#le-vieillard', 'Quel malheur si je laissais mon bien à des cousins au huitième degré.')",,1.0,Insertion
342,"('#arlequin', 'Ces cousins-là vous sont peut-être plus proches que les enfants de votre femme.')",,1.0,Insertion
343,"('#le-vieillard', 'Ils ont beau rire, nos cousins, ils ont beau rire ; dans neuf mois je leur livre un héritier.')",,1.0,Insertion
344,"('#arlequin', ""C'est parler bien positivement."")","('#spinette', 'Qui moi ? Je ne dis rien.')",1.05,Substitution
345,"('#le-vieillard', 'Oh, je sais la recette présentement.')",,1.0,Insertion
346,"('#la-femme', ""On nous a appris le remède.  Si nous l'avions su d'abord, vraiment, vraiment !"")",,1.0,Insertion
347,"('#arlequin', ""Vous avez été jusqu'à soixante dix-sept ans, sans trouver le remède !  Ma foi le mal est incurable.  Mais peut-on savoir quel est ce remède ?"")","('#le-docteur', ""Taisez-vous, je suis las d'entendre ce langage, Un semblable entretien, et m'échauffe, et m'outrage, Songez à m'obéir en tout ce qui me plaît, Ou vous m'obligerez à vous donner le fouet."")",1.43,Substitution
