,biancollelli-arlequin-gentilhomme,regnard-coquette,Cost,Operation Type
251,"('#le-docteur', ""Tenez vous pouvez lire,  Vous connaîtrez par là si j'ai tort ou raison,  C'est la lettre d'avis que vous écrit Damon. "")","('#arlequin', ""Je porte toujours cela sur moi, car je n'aime pas à être contredit. "")",1.16,Substitution
252,,"('#trafiquet', ""Vous m'assurez que sa dot ne court point de risque entre vos mains, et que vous ne jouez point ? Il montre les cartes qui sont à terre."")",1.0,Deletion
253,"('#geronte', ""Je vous plains, mais enfin ce n'est pas là mon compte,  Léandre m'a promis... "")","('#arlequin', ""Fi, monsieur !  Il n'y a que des fripons qui s'amusent à ce métier-là.  Je porte quelquefois des cartes et des dés par complaisance ; mais je ne m'en sers qu'en compagnie, et je vous assure que si j'étais seul je ne jouerais jamais. "")",1.48,Substitution
254,"('#le-docteur', ""Point de courroux Géronte,  Il m'a déshonoré. "")","('#pierrot', ""Je vous l'ai toujours dit, monsieur ; il n'y a que les mauvaises compagnies qui gâtent la jeunesse. "")",1.65,Substitution
255,"('#geronte', 'Que veut dire ceci,  Mais ne puis-je le voir ? ')","('#trafiquet', ""Pour du vin, vous n'en buvez pas ? "")",1.45,Substitution
256,,"('#arlequin', 'La crapule me fait horreur.  Est-ce que les honnêtes gens boivent du vin ? ')",1.0,Deletion
257,,"('#trafiquet', ""Je vois pourtant là quelque chose qui a assez la physionomie d'une bouteille. "")",1.0,Deletion
258,"('#le-docteur', 'Fort bien car le voici. ')","('#pierrot', 'Bon !  Monsieur, vous avez la berlue. ')",1.27,Substitution
259,"('#geronte', ""Vous m'avez fait, Monsieur, une sensible offense,  Vous me tiendrez parole, ou j'en aurai vengeance. "")","('#arlequin', ""Oui, parbleu !  Il l'a ; ce n'est que de l'eau-de-vie que je porte à une femme de qualité qui est en couche. "")",1.14,Substitution
260,,"('#trafiquet', ""Allons, allons, il faut passer par là-dessus : on ne fera pas un homme exprès pour moi.  Apparemment vous n'épouserez pas ma fille sans la voir ?  Pierrot, dis à Colombine qu'elle vienne saluer monsieur. "")",1.0,Deletion
261,,"('#pierrot', ""Elle n'est pas ici. "")",1.0,Deletion
262,"('#arlequin', 'Que dit donc ce vieux fol ? Je ne le connais pas. ')","('#trafiquet', ""Elle n'est pas ici ? "")",1.51,Substitution
263,,"('#pierrot', ""Non, monsieur ; j'ai vu un chevalier avec un abbé qui sont venus pour l'emprunter jusqu'à sept heures. "")",1.0,Deletion
264,"('#le-docteur', ""C'est Géronte. "")",,1.0,Insertion
265,"('#arlequin', ""Ma foi j'en fais fort peu de cas. "")",,1.0,Insertion
266,"('#geronte', 'Vous devez épouser ma fille Léonore. ')","('#arlequin', ""L'emprunter !  Comment donc !  Est-ce là cette fille si neuve ?  Si on me l'emprunte comme cela quand elle sera ma femme, elle ne durera pas si longtemps que je pensais.  Mon garçon, la fille de monsieur se prête donc quelquefois de main en main quand on la demande ? "")",1.39,Substitution
267,,"('#pierrot', ""Oui, monsieur, tous les jours ; il y a tout plein d'honnête monde qui la vient prendre pour la divertir. "")",1.0,Deletion
268,,"('#arlequin', ""Oui, monsieur du beau-père !  En tout cas, si dans six mois ou un an je ne m'accommodais pas de votre fille, en perdant quelque chose dessus, vous la reprendriez. "")",1.0,Deletion
269,"('#arlequin', ""Il lui faudrait donner quelques grains d'ellébore,  Il en a grand besoin. "")","('#trafiquet', ""Il n'y a rien à perdre sur cette fille-là ; vous en trouverez toujours votre argent. "")",1.9,Substitution
270,,"('#pierrot', ""On ne parle point du loup qu'on n'en voie la queue.  Tenez, la voilà.  Ne vous avais-je pas bien dit qu'elle viendrait souper avec vous ?  Il n'y a point de fille à Paris si bien morigénée ; elle ne couche jamais en ville. "")",1.0,Deletion
271,"('#geronte', ""Vous vous loquez de moi  Mais on n'abuse pas en vain ma bonne foi,  Votre père Damon... "")","('#trafiquet', 'Ma fille, voilà le bailli en question : tu ne voudras peut-être pas lui ouvrir ton coeur en ma présence ?  Monsieur, je ne vous rends pas un méchant office de vous laisser seul avec votre maîtresse.  Il sort avec Pierrot.  Pierrot fait des mines en quittant Colombine. ')",1.02,Substitution
272,"('#arlequin', ""Ah ! Le plaisant jocrisse,  Je n'ai jamais connu que ma mère nourrice,  Je suis du côté gauche, autrement dit bâtard,  Dans ce monde, dit-on, j'arrivai par hasard. "")","('#arlequin', ""Ne vous étonnez pas, mademoiselle, si vous me voyez reculer trois pas au frontispice de vos charmes : vous avez des yeux capables d'embraser tout le bailliage de mon coeur ; et depuis qu'on porte des bouches, on n'a jamais bouchonné un bouchon si bouchonnable. "")",1.17,Substitution
273,"('#geronte', ""Est-ce ainsi que s'explique un homme de naissance,  Un Gentilhomme... "")","('#colombine', ""Je suis confuse de vos civilités, monsieur ; et il faudrait avoir plus d'esprit que je n'en ai pour répondre à un compliment aussi bien tourné. "")",1.54,Substitution
274,"('#arlequin', ""Moi, vous êtes en démence  Depuis quand, s'il vous plaît, Messieurs les crocheteurs,  Ont-ils été placés parmi les grands Seigneurs. "")","('#arlequin', ""Il est vrai que pour des compliments, il n'y a personne dans notre province qui ose me prêter le collet.  J'ai harangué une fois notre intendant pendant deux heures, avec tant d'éloquence, qu'il s'endormit tout debout, et ne s'éveilla qu'une heure après que j'eus fini. "")",1.29,Substitution
275,"('#le-docteur', 'Mon gendre entrez chez nous. ')","('#colombine', ""De pareils efforts d'esprit sont bons pour la province ; mais à Paris on aime à parler terre à terre."")",1.98,Substitution
276,"('#geronte', ""Il n'est pas nécessaire,  Venez dans ma maison. "")",,1.0,Insertion
277,"('#arlequin', ""Y fait-on bonne chère,  J'irai... non je ne puis et j'en sais les raisons,  On fait chez le docteur d'excellents macarons,  Allons-y promptement. "")","('#arlequin', ""Bon !  A-t-on de l'esprit à Paris ?  Sitôt qu'il y a un fat dans un pays, on l'y envoie ; c'est le rendez-vous de tous les sots de la France ; et, de tous les Parisiens, je ne vois que les Normands et les Manceaux qui aient un peu de brillant. "")",0.99,Substitution
278,"('#le-docteur', 'Entrez, Monsieur Léandre. ')",,1.0,Insertion
279,"('#geronte', ""Corbleu vous n'irez pas. "")","('#colombine', ""À vous entendre parler, vous ne paraissez pas content des cavaliers de ce pays-ci ; et les dames, qu'en dites-vous ? "")",1.28,Substitution
280,"('#arlequin', ""Je ne puis m'en défendre  C'est lui qui le premier m'a voulu régaler,  Oh parbleu je suis las de me voir tirailler,  Laissez-moi donc vous dis-je. "")","('#arlequin', ""La la ; elles sont d'assez bonne amitié : j'en ai trouvé quelques unes de jolies en mon chemin ; mais, tout franc, je n'en ai point encore vu une de votre calibre. "")",1.29,Substitution
281,,"('#colombine', ""Il faut pourtant tomber d'accord qu'elles ont un tour d'esprit et des manières de se mettre que les femmes de province n'ont pas. "")",1.0,Deletion
282,,"('#arlequin', ""Oui-da, oui-da, je trouve qu'elles se coiffent raisonnablement haut, et je crois que leurs maris ne sont guère coiffés plus bas, "")",1.0,Deletion
283,"('#geronte', ""Hé bien je vais sur l'heure  Vous faire préparer une bonne demeure.  Il sort."")","('#colombine', ""Où passe-t-on le temps avec plus d'économie ?  Aujourd'hui à l'Opéra, demain à la Comédie, un autre jour au bal ; on entrelace cela de parties de jeu et de promenades.  Vous voyez bien qu'il n'y a point de lieu où une femme soit si façonnière. "")",1.34,Substitution
284,"('#le-docteur', 'Il enrage. ')",,1.0,Insertion
285,"('#arlequin', ""Cet homme a le cerveau gâté  Je veux aller chez vous j'y suis fort bien traité,  Préparez-moi, beau-père, une soupe au fromage,  Car selon mon avis, c'est le meilleur potage. "")","('#arlequin', 'Pour moi, je trouve cela le plus joli du monde ; mais que disent les maris à Paris ? ')",1.52,Substitution
286,,"('#colombine', ""Les maris disent ce qu'ils veulent, et les femmes font ce qui leur plaît ; c'est la mode du pays. "")",1.0,Deletion
287,,"('#arlequin', ""Les femmes feront durer cette mode-là le plus qu'elles pourront.  Et, s'il vous plaît, quand une femme revient du bal à cinq heures du matin avec un cavalier, qu'elle éveille toute la maison, que disent les maris à Paris ? "")",1.0,Deletion
288,,"('#colombine', 'Ils ne disent rien ; dès que la femme est rentrée, ils se rendorment. ')",1.0,Deletion
289,"('#le-docteur', ""On va vous en faire une et chez moi mes valets  Vous serviront toujours au gré de vos souhaits.  Géronte vient avec des Archers,  leur montre Arlequin, les Archers veulent s'en saisir,  Arlequin se défend contre eux avec son coutelas ;  mais étant obligé à la fin de céder à la force,  il se laisse conduire en prison,  le Docteur se retire tout affligé. "")","('#arlequin', ""Un homme qui a le sommeil si bien en main n'a pas besoin d'être bercé.  Mais, je vous prie, lorsqu'une femme vend ses pierreries pour faire l'équipage de quelque galant homme qui va à l'armée, que disent les maris à Paris ? "")",0.54,Substitution
290,"('#octave', 'Je te suis obligé, ma chère Colombine. ')",,1.0,Insertion
291,"('#mezzetin', ""Je suis, je l'avouerai content de sa cuisine,  Messieurs les marmitons ont bien fait leur devoir. "")","('#colombine', 'Oh !  Les Parisiens sont trop bons serviteurs du Roi pour trouver cela mauvais. ')",1.26,Substitution
292,"('#colombine', ""Je me flatte Monsieur, que vous viendrez nous voir,  Mon vin est assez bon j'en ai quelque barrique,  N'accordez qu'à moi seule au moins votre pratique. "")","('#arlequin', ""Je ne m'en dédis point, voila de bonnes gens que ces Parisiens-là.  Vaille que vaille, puisque j'ai fait les frais du voyage, je vous épouserai ; mais à condition que, dès le lendemain de la noce, vous vous mettrez dans la carriole du Mans pour venir régenter les chapons de ma basse-cour : l'air de Paris donne trop de maux de tête. "")",0.41,Substitution
293,"('#mezzetin', 'Je vous accorderai la mienne de bon coeur,  Pourvu que vous vouliez recevoir cet honneur  Ne me refusez point ma petite mignonne.')","('#colombine', ""Quelque loi que vous m'imposiez, elle me paraîtra toujours douce, pourvu que je sois sûre de passer avec vous le reste de mes jours : vous me tenez lieu de tout ; et du moment que je vous ai vu, j'ai senti pour vous...  Ah !  Ne m'obligez pas de m'expliquer ; j'en dirais peut-être plus que je ne veux. "")",0.45,Substitution
294,,"('#arlequin', ""Les filles de ce pays-ci sont faites avec des étoupes ; il ne faut qu'une étincelle... "")",1.0,Deletion
295,"('#octave', ""J'ai vu dans ton logis une aimable personne,  Ne sais-tu point son nom ?"")","('#colombine', ""J'ai une grâce à vous demander : les filles, comme vous savez, ont beaucoup d'ambition sur le fait du mariage ; j'ai eu toute ma vie une noble horreur pour les baillis du Maine ; ne pourriez-vous point changer de charge, et vous faire homme de qualité ? "")",1.26,Substitution
296,"('#colombine', ""À vous parler sans fard,  On peut bien la nommer Madame du hasard,  Elle ne sent pas bon je le juge à la mine,  Je m'y connais un peu. "")","('#arlequin', ""Très volontiers ; rien n'est plus aisé : aussi bien je suis en pourparler avec un marquis de nos cantons qui s'en va à l'armée ; et, comme il a besoin d'argent, il veut me vendre sa charge de marquis avec sa pratique. "")",0.92,Substitution
297,"('#mezzetin', ""La peste qu'elle est fine  Bien fol ferait celui qui voudrait s'y fier  Elle a l'odorat bon pour flairer le gibier,  Que je lui donnerais volontiers son décompte. "")","('#colombine', ""Oh, monsieur !  Que cela me fera de plaisir !  Mais, en achetant une charge de marquis, n'oubliez pas, s'il vous plaît, de vous faire donner les airs déhanchés de ces messieurs-là. "")",1.26,Substitution
298,"('#octave', 'De grâce, enseignez-moi la maison de Géronte. ')",,1.0,Insertion
299,"('#colombine', 'La voici. ')",,1.0,Insertion
300,"('#octave', ""C'est assez j'y vais dans le moment. "")",,1.0,Insertion
301,"('#colombine', 'Si je puis vous servir commandez librement. ')",,1.0,Insertion
302,"('#mezzetin', 'Adieu belle traîteuse, hôtesse de mon âme. ')","('#arlequin', ""Oh !  Je n'en ai que faire : quand on a été toute sa vie élevé dans le Bas-Maine, les airs de cour ne sont que trop familiers.  Adieu, ma belle enfant ; touchez là : dans une heure au plus tard je vous fais marquise ou baillivesse ; vous choisirez."")",1.23,Substitution
303,"('#colombine', 'Adieu le gros joufflu. ')","('#colombine', ""La sotte pécore qu'un homme qui a le mariage en tête !  Une fille un peu savante sur l'article le manie comme un chamois.  Voyez, je vous prie, cet idiot de bailli qui va se faire marquis.  Pour m'essayer, le premier marquis qui me tombera sous la patte, j'en ferai un procureur fiscal. Scènes italiennes. "")",1.43,Substitution
304,"('#mezzetin', 'Votre valet Madame.  Colombine rentre chez elle.')",,1.0,Insertion
305,"('#octave', 'Frappe à cette maison. ')",,1.0,Insertion
306,"('#mezzetin', ""Vous êtes dans l'erreur,  Que n'allez-vous plutôt chez M. le Docteur ? "")","('#trafiquet', ""Je vous prie, mademoiselle ma fille, de ne point m'échauffer les oreilles ; je sais ce qu'il vous faut, et c'est à vous d'obéir quand je vous ai choisi un mari, entendez-vous ? "")",1.07,Substitution
307,"('#octave', 'Non je veux avant tout chez Géronte me rendre,  [Pour] le voir de la part du père de Léandre. ')","('#colombine', ""Comme je suis une partie des plus intéressées dans l'affaire, je crois, mon père, que mon choix est du moins aussi nécessaire que le vôtre ; et je vous dirai franchement que cet homme-là n'est point fait pour moi. "")",1.47,Substitution
308,"('#mezzetin', ""J'obéis. "")",,1.0,Insertion
309,"('#geronte', 'Que veut-on ? ')",,1.0,Insertion
310,"('#mezzetin', 'Le patron du logis  Est-il ici, Monsieur ? ')",,1.0,Insertion
311,"('#geronte', ""Oui sans doute j'y suis. "")",,1.0,Insertion
312,"('#mezzetin', ""Excusez je n'ai pas l'honneur de vous connaître  Vous êtes en ce lieu demandé par mon maître. "")","('#trafiquet', ""N'est point fait pour vous !  J'en suis d'avis ; il faut vous l'essayer.  Mais voyez, je vous prie, comme cela fait la raisonneuse !"")",1.3,Substitution
313,"('#octave', ""Avant que de partir pour me rendre à Lyon,  Un de vos bons amis que l'on nomme Damon,  Dont le fils, m'a-t-il dit, doit être votre gendre,  En arrivant ici m'a chargé de vous rendre  Cette lettre. "")","('#colombine', ""Je vous dis encore une fois, mon père, laissez-moi mener cette affaire-là.  Vous êtes plus vieux que moi, j'en conviens ; mais je me connais mieux en maris que vous. "")",0.74,Substitution
314,"('#geronte', ""Parbleu vous me faites honneur,  Et je serais content si j'avais le bonheur  De vous faire plaisir, je parle avec franchise,  Mais Monsieur, s'il vous plaît, permettez que je lise.  Vous venez épouser la fille du Docteur,  Il m'a pour cet hymen témoigné tant d'ardeur,  Que vous avez grand tort de l'avoir fait attendre.  Il lit la lettre après quoi il dit."")","('#trafiquet', ""Et que trouvez-vous, s'il vous plaît, à redire au mari que je vous propose ? "")",0.63,Substitution
315,"('#octave', 'Je dois aussi remettre une lettre à Léandre  Je ne le connais point. ')","('#colombine', ""Bon !  C'est un homme qui se présente de front au mariage, et ne sait pas ce que c'est qu'un préliminaire d'amour. "")",1.61,Substitution
316,"('#geronte', 'Entrez dans ma maison. ')",,1.0,Insertion
317,"('#octave', ""Je crains d'être incommode. "")",,1.0,Insertion
318,"('#geronte', 'Ah Monsieur sans façon. ')","('#trafiquet', ""Hé !  De par tous les diables !  Comment veux-tu donc qu'il se présente ?  Tant mieux, s'il entre tout de suite en matière ; en fait de mariage, je n'aime point à voir préluder. "")",1.26,Substitution
