,schelandre-tyr-sidon-i,schelandre-tyr-sidon-ii,Cost,Operation Type
153,"('#philoline', ""Ô la gentille garde, et dont j'ai grand besoin ! Je t'en réponds, vieux fol, l'on te la garde bonne. Qu'on m'arrache les yeux si je te le pardonne ! Ici me soient témoins la nocière Junon, Et le dieu conjugal, dont on chante le nom Lorsque, déceinturant une tendre fillette, On met sa tête au joug et sa fleur en cueillette, Si je n'ai jusqu'ici souffert discrètement De ce rude plâtrier le mauvais traitement, Sans avoir tant soit peu ma chasteté faussée, Non seulement d'effet, ains même de pensée (Combien que maintes fois des braves courtisans M'ont tenté de regards et discours séduisants) : Car j'espérai toujours vaincre par complaisance Et par humilité sa sotte insuffisance, Prenant mêmes en gré son crachat et sa toux Pour des baisers d'ami qu'on dit être si doux, Pourvu qu'il supportât mon humeur libre et gaie, Jusques là que l'honneur n'en reçut point de plaie. Mais, puisqu'un tel Saturne, un Tithon décrépit, Aigrit de jour en jour mon trop juste dépit, Que ma sage conduite augmente sa manie, Que mon obéissance accroît sa tyrannie, Ô femme du tonnant, emperière des cieux, Ou bien si j'ai juré par quelqu'autre des Dieux, Ô saintes déités, que cela ne provoque Votre ire contre moi si ma foi je révoque. Imputez-en le crime à ce coeur sans pitié Qui promet de m'aimer comme étant sa moitié, Me traiter en compagne, et non pas en esclave. Voyez que peu s'en faut que mes pieds il n'entrave, Qu'il ne m'attache au bloc comme un chien de berger. Doncques, si désormais, pour un peu m'alléger, J'imite non du tout Cyprine l'indiscrète, Mais au choix d'un ami l'aurore plus secrète, Las ! Pardonnez-le moi : c'est un commun péché Qui semble être permis quand il est bien caché. S'adresse donc à moi quelque homme qui me plaise, Quelque beau cavalier, plein d'amoureuse braise, Et qu'il maudisse amour s'il n'en revient content. Zorote, ouvre ton front : ta ramure t'attend ; Je te la planterai si profonde en la tête Qu'elle ne tombera qu'à la mort de la bête."")","('#belcar', ""Je serai bien-disant si j'étais un moqueur ; Mais quand ma langue est faible, elle parle du coeur."")",0.99,Substitution
154,,"('#meliane', ""Qu'espérez-vous de moi dans cette humble posture ?"")",1.0,Deletion
155,"('#zorote', ""Ma soeur, ma bonne soeur, ayez pitié de moi, Soyez mon réconfort en mon cuisant émoi ; Je n'y sais plus que dire (encor moins que lui faire). C'est un esprit léger, une humeur volontaire ; Je vous ai tout conté ; si je ne lui permets, La folâtre qu'elle est ne m'aimera jamais."")","('#belcar', ""Par toutes vos beautés, ici je vous conjure, Si vous ne trouvez bon qu'à cette heure, en ce lieu, Je m'immole moi-même à l'amour, notre Dieu, (J'ai le poignard tout prêt), d'abolir ou permettre Un crime capital que je m'en vais commettre."")",0.42,Substitution
156,"('#tharside', ""Reprocher à l'ami ses fautes sans remède, C'est plutôt l'affliger que lui donner de l'aide ; Par quoi je me tairai de votre aveuglement Qui vous a sans conseil procuré ce tourment, D'épouser une fille, après un long veuvage, Discordante à vos moeurs, mal sortable à votre âge. Mais, quoi que vous soyez si mal apparié, Si vous faut-il brouter où vous êtes lié, Car de tous ses parents le crédit et la force Ne peut impunément vous souffrir un divorce. Frère, corrigez donc, d'un procédé prudent, Ce qui vous peut causer un sinistre accident ; Avant que l'accuser, jetez bien vos mesures, Fondez votre soupçon de fortes conjectures. Telles ont le coeur gai, ne cherchant que le ris, Qui n'ont aucun dessein d'offenser leurs maris, Et telle a le discours et le front de Minerve, Qui pour l'ami secret ses caresses réserve. Il vaudrait mieux du tout la bride lui lâcher Que, raide la tenant, sans cause la fâcher. « La chose exactement aux femmes défendue Leur est de plus en plus désirable rendue. » Montrez-vous le plus sage en lui cédant un peu ; Souffrez-lui quelquefois et la danse et le jeu, Aux ébats innocents tenez-lui compagnie. Il faut que par douceur telle humeur se manie. Pour peu que vous daigniez à son gré vous changer, Vous la verrez peut-être au vôtre se ranger. Avisez néanmoins (voire sans qu'elle y pense) Qu'elle n'abuse point d'une honnête licence : « La seule sûreté pour régner ici-bas, C'est d'être méfiant et ne le sembler pas. » Lors, si vous connaissez que son coeur se dévoie (cela ne se pourra sans que tôt on le voie ; Moi je vous aiderai, l'intérêt m'y semond ; Je sonderai son âme, et jusqu'au plus profond, Soit par son entretien, soit à l'air du visage, Soit par bons espions, qu'on peut mettre en usage). En ce cas, vengez-vous, ne lui pardonnez rien, Étant maître absolu de la vie et du bien ; Employez sans pitié contre un si grand outrage Jusqu'aux coups de poignard dissous en un breuvage."")","('#meliane', 'Tout mal fait se pardonne entre les bons amis, Mais un crime non fait ne peut être permis.')",0.89,Substitution
157,"('#zorote', ""Hélas ! Ma bonne soeur, je m'en repose en vous ; Selon votre conseil, je lui serai plus doux. Mais d'être baladin mon age me dispense ; Tu me soupçonnerais de rentrer en enfance. Vous, veuve encore fraîche et libre, sans suivant, Aux heures de loisir visitez-nous souvent. Je lui permettrai tout en votre compagnie, Puisque vous auriez part en mon ignominie."")","('#belcar', ""J'aurai donc le pardon quand j'aurai fait l'offence ?"")",1.13,Substitution
158,,"('#meliane', ""C'est souffrance du mal qu'un pardon par avance."")",1.0,Deletion
159,"('#tharside', ""Je réponds que sans bruit j'aurai les yeux ouverts, Et ne souffrirai point qu'elle aille de travers."")","('#belcar', ""Bien donc ! Au pis aller, je n'en puis que mourir."")",1.57,Substitution
160,,"('#meliane', 'Voudriez-vous à la mort sans contrainte courir ?')",1.0,Deletion
161,"('#belcar', ""Soupirs, seul entretien de mon ardeur extrême, Voulez-vous pas m'ôter ou me rendre à moi-même ? Si vous êtes de vent, donnez-m'en quelque effet En me refroidissant ou brûlant tout à fait. Prenez un choix certain dans vos effets contraires. J'ai tort : vous n'êtes pas des soupirs volontaires : Car, nés avec le feu, vous ressemblez aux vents Dont le mont de Sicile a ses éclairs mouvants, Et ne pouvez causer qu'une flamme cuisante. Mais au moins pouvez-vous la rendre plus luisante. Enflez-vous donc si fort de sanglots élancés Qu'on connaisse l'effort dont vous êtes poussé, Et, puisque votre choc ma parole retranche, Faites ce qu'elle eut fait si vous la laissiez franche. Jetez l'éclat si haut de mes plaintes dans l'air Qu'on entende mon mal comme on le voit à clair. L'effet en paraît trop : éventez-en la cause ; Hardis enfants d'amour, dites ce que je n'ose. Quoi ! Pensez-vous tenir mon brasier immortel ? Non, dans le coeur d'un homme il ne peut être tel ; Mon âme quittera, pour se mettre à son aise, Si vous la pressez trop, le foyer et sa braise ; Et lors ne pensez point me suivre en mon trépas, Car jamais les soupirs ne descendent en bas. Pensez donc à vous-même, et, si vous voulez vivre, Faites que la pitié quelque repos me livre."")","('#belcar', ""Non, non, j'y suis contraint, car ma douleur trop forte Pour mourir ou guérir à cet essai me porte."")",0.57,Substitution
162,,"('#meliane', ""D'un périlleux essai souvent on se repent."")",1.0,Deletion
163,"('#meliane', ""De quelle inquiétude est cet homme troublé ? Je crains fort, à la fin, qu'il n'en soit accablé."")","('#belcar', 'Le péril du succès de vous seule dépend.')",1.41,Substitution
164,"('#belcar', ""Hau-là ! Qu'ai-je entendu ? Que ces rideaux on ouvre. Ah !"")","('#meliane', ""Si vous n'en dites plus, je n'y puis rien entendre."")",1.35,Substitution
165,"('#meliane', ""Las ! Bons dieux, son oeil d'un nuage se couvre. Il se pâme ! Accourez, à l'aide venez tous ! Du vinaigre ! Il revient : je sens battre son pouls. Qu'il me fait de pitié ! Monsieur, prenez courage ! Ne le laissez plus seul, l'entretien le soulage."")","('#belcar', ""Pour tout perdre en un coup, de vrai, c'est trop attendre. Sachez donc, mon soleil (mon astre plus puissant Que tous les feux du ciel qui me virent naissant), Que, si vous ne versez un peu d'eau sur ma flamme, Je ne puis plus suffire à l'ardeur de mon âme."")",0.73,Substitution
166,,"('#meliane', ""Tout le soulagement que l'honneur peut souffrir, Je l'ai déjà donné : que puis-je plus offrir ?"")",1.0,Deletion
167,"('#belcar', 'Madame, excusez-moi.')",,1.0,Insertion
168,"('#meliane', ""Prince, notre vainqueur, Grand d'esprit, de renom, de fortune et de coeur, Tous jugent d'une voix que la guerre chagrine D'un deuil intérieur vous dévore et vous mine ; Que c'est un mal caché, non le mal apparent, Qui vous rend le teint jaune et l'oeil demi-mourant. Me le cèlerez-vous ? Quelle angoisse inconnue En votre guérison de santé vous denue ? Que si l'éloignement d'un bon père vous cuit, Eh ! Ne voyez-vous pas que l'ennui vous y nuit ? Mourant, vous éloignez pour jamais sa présence ; Ou bien, si le regret d'être sous la puissance D'un monarque ennemi vous va persécutant, C'est là qu'il vous sied mieux de paraître constant. « L'invincible vertu dont l'âme est remparée Chez les plus grands haineux se doit rendre admirée. » Au fond, ne craignez point : vous n'êtes pas en main D'un cyclope cruel, d'un busire inhumain."")","('#belcar', ""Quand l'amour n'est pas fort, l'honneur maintient son être ; Mais c'est une chimère, amour étant le maître."")",0.89,Substitution
169,,"('#meliane', ""Plus l'amour se déborde, et plus il se tarit."")",1.0,Deletion
170,,"('#belcar', ""Tant plus l'amour est libre, et mieux il se nourrit."")",1.0,Deletion
171,,"('#meliane', ""Faites-vous tant d'état d'une action brutale ?"")",1.0,Deletion
172,,"('#belcar', ""C'est le fruit le plus doux que la nature étale."")",1.0,Deletion
173,,"('#meliane', 'De fruit hors de saison nul ne se doit pourvoir.')",1.0,Deletion
174,,"('#belcar', 'Ce fruit est en saison quand on le peut avoir.')",1.0,Deletion
175,,"('#meliane', 'Un don bien attendu davantage contente.')",1.0,Deletion
176,,"('#belcar', 'Un don devient achat par une longue attente.')",1.0,Deletion
177,,"('#meliane', ""Cela n'est pas perdu qui n'est que différé."")",1.0,Deletion
178,,"('#belcar', ""Ce qu'on tient en la main ne peut être égaré."")",1.0,Deletion
179,"('#belcar', ""Chef d'oeuvre de nature, adorable princesse, De vrai, c'est un souci qui me gêne sans cesse, Qui m'attache en ce lit, voire, et doit à la fin Me porter à Charon, misérable butin, Puisque c'est trop oser d'espérer le remède. Toutefois, je reçois votre enquête à mon aide ; Ma langue s'enhardit avec votre bonté Et mon piteux état se donne liberté. Mais je veux, s'il vous plaît, avant que de vous dire Mon secret important, que chacun se retire. Vous saurez donc, madame, et ne vous fâchez point, Qu'un amour indiscret m'a réduit à ce point : Les yeux doux et meurtriers d'une fille royale (Qui dans tout l'univers à vous seule s'égale) Ont de rayons subtils un brasier allumé Au profond de mon sein dont je suis consumé. Homme présomptueux ! Las ! Je ne suis pas digne Seulement d'aviser son front en droite ligne."")","('#meliane', 'Tempérez cette ardeur, ou je quitte la place.')",0.71,Substitution
180,,"('#belcar', 'Pour la bien tempérer, mêlez-y votre glace.')",1.0,Deletion
181,"('#meliane', ""Il s'émeut derechef. Monsieur, reprenez coeur. Ô le petit sujet d'une grande langueur ! Si c'est là le seul point qui vous mélancolie, Secouez désormais le chagrin qui vous lie. Estimez-vous si peu vos mérites connus ? Où serait la beauté, fut-elle une venus, Qui de vous posséder ne s'estimât heureuse ? Réveillez votre force : « Une âme généreuse Jamais sur ses desseins ne demeure en défaut ; Le ciel aide au mortel aspirant toujours haut. » Brisons là de discours, car je crains, pour cette heure, De vous importuner par ma longue demeure ; Mais, si cela vous plaît, souvent je viendrai voir Si mon conseil aura sur vous quelque pouvoir. Adieu, brave Belcar."")","('#meliane', ""Tu me fais rude guerre ! Eh ! Penses-tu, mon coeur, Que je ne souffre par une même langueur ? Mais, las ! S'il avenait (comme on voit que fortune Ne laisse rien de ferme au dessous de la lune) Qu'un funeste accident, après ces voluptés, Retardât notre hymen de ses solennités, Puisqu'on s'en aperçut ( penser épouvantable ! ), Où serait mon asile en la terre habitable ? J'en tremble."")",0.0,Match
182,"('#belcar', ""Déesse des Charites, Le ciel vous récompense au prix de vos mérites ! Qu'une bonté si rare en si rare beauté Se rencontrât ailleurs qu'en la divinité, Qui l'aurait peu penser ? Ô merveille du monde ! Ô ma bonne fortune à nulle autre seconde ! Çà, çà, je veux guérir ; levez-moi l'oreiller ; Qu'on ne vienne à ce coup du vivre appareiller."")","('#belcar', ""Assurez-vous, rien ne peut désormais S'opposer à l'accord qui nous lie à jamais, Car avant que demain la nuit, pliant ses voiles, À la face du ciel dérobe les étoiles, J'attends l'ambassadeur chargé d'offres au roi, Qu'il ne peut rejeter (telles que je les crois), Pour joindre un mariage à la paix de durée."")",0.56,Substitution
183,"('#leonte', ""Tant plus, mon Timadon, je pèse et considère La prise de Belcar et l'âge de son père, Tant plus je me console, espérant voir en bref La fin de ce royaume orphelin de son chef. As-tu bien vu ce geste et lu dans cette face ? Le bon homme se meurt, quelque mine qu'il fasse ; C'est un tronc sans vigueur, un corps demi-transi. As-tu vu qu'il semblait se rendre à ma merci Quand, d'un traité de paix me faisant la semonce, J'ai, lui rivant ce clou, fait ma brusque réponse ? Cette affaire, ai-je dit, n'est pas mise à mon choix : Que de Tyr et Sidon les conseils et les rois, Jugent si l'on pourrait rendre bien terminée, Sans la mort d'un parti, notre guerre obstinée ; Pour moi, qui chez mon père ai moins de volonté Que prisonnier chez vous je n'ai de liberté, Si dirai-je en passant que selon mon courage, Il me serait plus doux, sans un plus grand carnage, Qu'entre Belcar et moi, par un dernier effort, On soumit en duel le plus faible au plus fort : Car aussi bien jamais nos valeurs co-rivales Ne se pourront tenir en des bornes égales."")","('#meliane', ""Quand bien sa volonté, contre moi conjurée, En aurait fait refus, ce que je t'ay promis Te serait conservé, malgré tes ennemis. Or, le bon médecin dès son abord n'essaye La scie et le rasoir sur la nouvelle plaie, Mais applique premiers ses remèdes plus lents ; S'il les voit inutiles, use des violents. Ainsi tout hasarder sans besoin, c'est folie. Cédons au cours du temps, Belcar, je t'en supplie. Dompte, mon cher ami, ce déréglé désir, « Qui s'est par trop hâté se repent à loisir.j » Par tes yeux et les miens, clairs miroirs de nos flammes, Par ta bouche et la mienne, oracles de nos âmes, Jure-moi, mon mignon, de ne plus demander Ce que je voudrais bien mais je n'ose accorder."")",0.05,Substitution
184,"('#timadon', ""J'ai vu que ce discours, si prompt et généreux, L'a saisi tout_à_coup d'un tremblement peureux ; Mais comme il est matois, leurré d'expérience, Il vous a répondu qu'il prenait patience, Et que le ciel, arbitre aussi juste que fort, Jugerait sur vous deux et du droit et du tort ; Que ce n'est point la peur, mais l'humanité douce, Qui pour le bien public à cette offre le pousse ; Ce que pour vous montrer, il vous donnait pouvoir En l'enclos de Sidon de tout ouïr et voir, Sans garde et sans garant que votre foi jurée, Assuré qu'avisant sa place remparée, Ses magasins fournis, ses galions armés, Et ses sujets nombreux en défense animés, Vous n'estimeriez plus qu'une entière conquête Fut entre vous et lui si facile et si preste. À ces mots, un sanglot du profond de son coeur A doublé de ses yeux l'ordinaire liqueur."")","('#belcar', ""Il ne faut rien promettre où l'on est sans puissance. Je ne suis pas moi-même en mon obéissance : Le pilote à son gré fait sa barque mouvoir, L'écuyer son genêt, Cupidon mon vouloir. Or, comme vers le ciel le feu prend sa volée, Et tous les corps pesants tirent à la vallée, Les mouvements d'amour mirent tous à ce but."")",0.0,Match
