,racine-thebaide,racine-thebaide-64,Cost,Operation Type
237,"('#creon', ""Ah ! Madame, régnez et montez sur le trône,  Ce haut rang n'appartient qu'à l'illustre Antigone."")","('#creon', ""Ah ! Madame, régnez et montez sur le trône, Ce haut rang n'appartient qu'à l'illustre Antigone."")",0.0,Match
238,"('#antigone', ""Il me tarde déjà que vous ne l'occupiez, La couronne est à vous."")","('#antigone', ""Il me tarde déjà que vous ne l'occupiez, La Couronne est à vous."")",0.0,Match
239,"('#creon', 'Je la mets à vos pieds.')","('#creon', 'Je la mets à vos pieds.')",0.0,Match
240,"('#antigone', ""Je la refuserais de la main des Dieux même, Et vous osez, Créon, m'offrir le diadème ? "")","('#antigone', ""Je la refuserais de la main des Dieux même, Et vous osez, Créon, m'offrir le Diadème ?"")",0.0,Match
241,"('#creon', ""Je sais que ce haut rang n'a rien de glorieux, Qui ne cède à l'honneur de l'offrir à vos yeux. D'un si noble destin je me connais indigne. Mais si l'on peut prétendre à cette gloire insigne, Si par d'illustres faits on la peut mériter,  Que faut-il faire enfin, Madame ?"")","('#creon', ""Je sais que ce haut rang n'a rien de glorieux, Qui ne cède à l'honneur de l'offrir à vos yeux. D'un si noble destin je me connais indigne, Mais si l'on peut prétendre à cette gloire insigne, Si par d'illustres faits on la peut mériter, Que faut-il faire enfin, Madame ?"")",0.0,Match
242,"('#antigone', ""M'imiter."")","('#antigone', ""M'imiter."")",0.0,Match
243,"('#creon', ""Que ne ferais-je point pour une telle grâce ! Ordonnez seulement ce qu'il faut que je fasse. Je suis prêt..."")","('#creon', ""Que ne ferais-je point pour une telle grâce, Ordonnez seulement ce qu'il faut que je fasse. Je suis prêt..."")",0.0,Match
244,"('#antigone', 'Nous verrons.')","('#antigone', 'Nous verrons.')",0.0,Match
245,"('#creon', ""J'attends vos lois ici."")","('#creon', ""J'attends vos lois ici."")",0.0,Match
246,"('#antigone', 'Attendez.')","('#antigone', 'Attendez.')",0.0,Match
247,"('#attale', 'Son courroux serait-il adouci ?  Croyez-vous la fléchir ?')","('#attale', 'Son courroux serait-il adouci ? Croyez-vous? la fléchir ?')",0.0,Match
248,"('#creon', ""Oui oui, mon cher Attale, Il n'est point de fortune à mon bonheur égale, Et tu vas voir en moi dans ce jour fortuné, L'ambitieux au trône et l'amant couronné. Je demandais au ciel la princesse et le trône,  Il me donne le sceptre, et m'accorde Antigone. Pour couronner ma tête, et ma flamme en ce jour Il arme en ma faveur et la haine et l'amour. Il allume pour moi deux passions contraires, Il attendrit la soeur, il endurcit les frères,  Il aigrit leur courroux, il fléchit sa rigueur, Et m'ouvre en même temps et leur trône et son coeur."")","('#creon', ""Oui oui, mon cher Attale, Il n'est point de fortune à mon bonheur égale, Et tu vas voir en moi dans ce jour fortuné, L'ambitieux au trône et l'amant couronné. Je demandais au ciel la princesse et le trône, Il me donne le sceptre, et m'accorde Antigone, Pour couronner ma tête, et ma flamme en ce jour Il arme en ma faveur et la haine et l'amour : Il allume pour moi deux passions contraires, Il attendrit la soeur, il endurcit les frères, Il aigrit leur courroux, il fléchit sa rigueur, Et m'ouvre en même temps et leur trône et son coeur."")",0.0,Match
249,"('#attale', ""Il est vrai, vous avez toute chose prospère, Et vous seriez heureux si vous n'étiez point père. L'ambition, l'amour n'ont rien à désirer,  Mais, Seigneur, la nature a beaucoup à pleurer : En perdant vos deux fils..."")","('#attale', ""Il est vrai, vous avez toute chose prospère, Et vous seriez heureux si vous n'étiez point père, L'ambition, l'amour n'ont rien à désirer, Mais Seigneur, la nature a beaucoup à pleurer. En perdant vos deux fils..."")",0.0,Match
250,"('#creon', ""Oui, leur perte m'afflige. Je sais ce que de moi le rang de père exige. Je l'étais. Mais surtout, j'étais né pour régner, Et je perds beaucoup moins que je ne crois gagner.  Le nom de père, Attale, est un titre vulgaire, C'est un don, que le ciel ne nous refuse guère. Un bonheur si commun n'a pour moi rien de doux ; Ce n'est pas un bonheur s'il ne fait des jaloux. Mais le trône est un bien dont le ciel est avare,  Du reste des mortels ce haut rang nous sépare, Bien peu sont honorés d'un don si précieux, La terre a moins de rois que le ciel n'a de Dieux. D'ailleurs tu sais qu'Hémon adorait la princesse, Et qu'elle eut pour ce prince une extrême tendresse.  S'il vivait, son amour au mien serait fatal, En me privant d'un fils le ciel m'ôte un rival. Ne me parle donc plus que de sujets de joie, Souffre qu'à mes transports je m'abandonne en proie, Et sans me rappeler des ombres des Enfers,  Dis-moi ce que je gagne, et non ce que je perds. Parle-moi de régner, parle-moi d'Antigone, J'aurai bientôt son coeur, et j'ai déjà le trône ; Tout ce qui s'est passé n'est qu'un songe pour moi, J'étais père et sujet, je suis amant et roi.  La princesse et le trône ont pour moi tant de charmes, Que... mais Olympe vient."")","('#creon', ""Oui, leur perte m'afflige. Je sais ce que de moi le rang de père exige, Je l'étais. Mais surtout, j'étais né pour régner, Et je perds beaucoup moins que je ne crois gagner. Le nom de père, Attale, est un titre vulgaire, C'est un don, que le Ciel ne nous refuse guère, Un bonheur si commun n'a pour moi rien de doux ; Ce n'est pas un bonheur s'il ne fait des jaloux. Mais le trône est un bien dont le ciel est avare, Du reste des mortels ce haut rang nous sépare, Bien peu sont honorés d'un don si précieux, La terre a moins de rois que le Ciel n'a de Dieux. D'ailleurs tu sais qu'Hémon adorait la princesse, Et qu'elle eut pour ce prince une extrême tendresse, S'il vivait, son amour au mien serait fatal, En me privant d'un fils le Ciel m'ôte un rival. Ne me parle donc plus que de sujets de joie, Souffre qu'à mes transports je m'abandonne en proie, Et sans me rappeler des Ombres des Enfers, Dis-moi ce que je gagne, et non ce que je perds. Parle-moi de régner, parle-moi d'Antigone, J'aurai bientôt son coeur, et j'ai déjà le Trône ; Tout ce qui s'est passé n'est qu'un songe pour moi, J'étais père et sujet, je suis amant et roi. La princesse et le trône ont pour moi tant de charmes, Que... mais Olympe vient."")",0.0,Match
251,"('#attale', 'Dieux ! elle est toute en larmes.')","('#attale', 'Dieux ! elle est toute en larmes.')",0.0,Match
252,"('#olympe', ""Qu'attendez-vous, Seigneur ? La princesse n'est plus."")","('#olympe', ""Qu'attendez-vous, Seigneur ? La princesse n'est plus."")",0.0,Match
253,"('#creon', ""Elle n'est plus, Olympe ?"")","('#creon', ""Elle n'est plus, Olympe ?"")",0.0,Match
254,"('#olympe', ""Ah ! regrets superflus ! Elle n'a fait qu'entrer dans la chambre prochaine,  Et du même poignard dont est morte la reine, Sans que je pusse voir son funeste dessein, Cette fière princesse a percé son beau sein. Elle s'en est, Seigneur, mortellement frappée, Et dans son sang, hélas ! elle est soudain tombée.  Jugez à cet objet ce que j'ai dû sentir. Mais sa belle âme enfin toute prête à sortir, Cher Hémon, c'est à toi que je me sacrifie, Dit-elle, et ce moment a terminé sa vie. J'ai senti son beau corps tout froid entre mes bras,  Et j'ai cru que mon âme allait suivre ses pas. Heureuse mille fois si ma douleur mortelle, Dans la nuit du tombeau, m'eût plongée avec elle !"")","('#olympe', ""Ah ! Regrets superflus ! Elle n'a fait qu'entrer dans la chambre prochaine, Et du même poignard dont est morte la Reine, Sans que je pusse voir son funeste dessein, Cette fière Princesse a percé son beau sein. Elle s'en est, Seigneur, mortellement frappée, Et dans son sang, hélas ! elle est soudain tombée, Jugez à cet objet ce que j'ai dû sentir. Mais sa belle âme enfin toute prête à sortir. Cher Hémon, c'est à toi que je me sacrifie, Dit-elle, et ce moment a terminé sa vie. J'ai senti son beau corps tout froid entre mes bras, Et j'ai cru que mon âme allait suivre ses pas, Heureuse mille fois si ma douleur mortelle, Dans la nuit du tombeau, m'eût plongée avec elle."")",0.0,Match
255,"('#creon', ""Ainsi donc vous fuyez un amant odieux, Et vous-même cruelle, éteignez vos beaux yeux. Vous fermez pour jamais ces beaux yeux que j'adore, Et pour ne me point voir vous les fermez encore, Quoique Hémon vous fût cher, vous courez au trépas Bien plus pour m'éviter que pour suivre ses pas. Mais dussiez-vous encor m'être aussi rigoureuse,  Ma présence aux Enfers vous fût-elle odieuse, Dût après le trépas vivre votre courroux, Inhumaine, je vais y descendre après vous. Vous y verrez toujours l'objet de votre haine, Et toujours mes soupirs vous rediront ma peine,  Ou pour vous adoucir, ou pour vous tourmenter, Et vous ne pourrez plus mourir pour m'éviter. Mourons donc..."")","('#creon', ""Et vous mourez ainsi, beau sujet de mes feux, Et vous-même, cruelle, éteignez vos beaux yeux. Vous fermez pour jamais ces beaux yeux que j'adore, Et pour ne me point voir vous les fermez encore, Quoique Hémon vous fût cher, vous courez au trépas, Bien plus pour m'éviter que pour suivre ses pas. Mais dussiez-vous encor m'être aussi rigoureuse, Ma présence aux Enfers vous fût-elle odieuse, Dût après le trépas vivre votre courroux, Inhumaine, je vais y descendre après vous. Vous y verrez toujours l'objet de votre haine, Et toujours mes soupirs vous rediront ma peine, Ou pour vous adoucir, ou pour vous tourmenter, Et vous ne pourrez plus mourir pour m'éviter. Mourons donc..."")",0.0,Match
256,"('#attale', 'Ah ! Seigneur quelle cruelle envie...')","('#attale', 'Ah ! Seigneur quelle cruelle envie.')",0.0,Match
257,"('#creon', ""Ah ! C'est m'assassiner que me sauver la vie. Amour, rage, transports, venez à mon secours,  Venez et terminez mes détestables jours. De ces cruels amis trompez tous les obstacles. Toi justifie, ô ciel, la foi de tes oracles. Je suis le dernier sang du malheureux Laïus, Perdez-moi, Dieux cruels, ou vous serez déçus.  Reprenez, reprenez cet empire funeste. Vous m'ôtez Antigone, ôtez-moi tout le reste. Le trône et vos présents excitent mon courroux. Un coup de foudre est tout ce que je veux de vous. Ne le refusez pas à mes voeux, à mes crimes.  Ajoutez mon supplice à tant d'autres victimes. Mais en vain je vous presse, et mes propres forfaits Me font déjà sentir tous les maux que j'ai faits. Polynice, Étéocle, Jocaste, Antigone, Mes fils, que j'ai perdus pour m'élever au trône,  Tant d'autres malheureux dont j'ai causé les maux Font déjà dans mon coeur l'office de bourreaux. Arrêtez, mon trépas va venger votre perte, La foudre va tomber, la terre est entr'ouverte, Je ressens à la fois mille tourments divers,  Et je m'en vais chercher du repos aux Enfers. Il tombe entre les mains des gardes."")","('#creon', ""Ah ! C'est m'assassiner que me sauver la vie, Amour, rage, transports, venez à mon secours, Venez et terminez mes détestables jours, De ces cruels amis trompez tous les obstacles. Toi justifie, ô Ciel, la foi de tes oracles, Je suis le dernier sang du malheureux Laïus, Perdez-moi, Dieux cruels, ou vous serez déçus. Reprenez, reprenez cet empire funeste. Vous m'ôtez Antigone, ôtez-moi tout le reste, Le trône et vos présents excitent mon courroux, Un coup de foudre est tout ce que je veux de vous. Accordez-le à mes voeux, accordez-le à mes crimes. Ajoutez mon supplice à tant d'autres victimes, Mais en vain je vous presse, et mes propres forfaits Me font déjà sentir tous les maux que j'ai faits. Polynice, Étéocle, Jocaste, Antigone, Mes fils, que j'ai perdus pour m'élever au trône, Tant d'autres malheureux dont j'ai causé les maux, Font déjà dans mon coeur l'office de bourreaux. Arrêtez, mon trépas va venger votre perte, La foudre va tomber, la terre est entr'ouverte, Je ressens à la fois mille tourments divers, Et je m'en vais chercher du repos aux Enfers. Il tombe entre les mains des gardes."")",0.0,Match
