,crebillon-catilina,voltaire-rome-sauvee,Cost,Operation Type
216,"('#lucius', ""Qu'à l'instant près de vous Pétréius va se rendre ; J'entends déjà son nom voler de toutes parts, Et déjà ses soldats ont bordé les remparts : Sans le secours heureux que le ciel nous envoie Aux plus cruelles mains Rome allait être en proie. Nous avons vu trois fois le fier Catilina S'élancer en fureur du palais de Sylla, Renverser, foudroyer nos plus fermes cohortes ; Trois fois, mais vainement, il a tenté les portes : Je l'ai vu presque seul se mêler parmi nous ; J'ai vu Céson lui-même expirer sous ses coups ; De qui l'ose attaquer la ruine est certaine, Et Rufus contre lui ne se soutient qu'à peine. Seigneur, il m'a chargé de vous en avertir."")","('#catilina', ""Va, toi-même as tout fait ; c'est ton inimitié Qui me rend dans ma rage un objet de pitié : Toi, dont l'ambition, de la mienne rivale, Dont la fortune heureuse, à mes destins fatale, M'entraîna dans l'abîme où tu me vois plongé. Tu causas mes fureurs, mes fureurs t'ont vengé. J'ai haï ton génie, et Rome qui l'adore ; J'ai voulu ta ruine, et je la veux encore. Je vengerai sur toi tout ce que j'ai perdu : Ton sang paiera ce sang à tes yeux répandu : Meurs en craignant la mort, meurs de la mort d'un traître, D'un esclave échappé que fait punir son maître. Que tes membres sanglants, dans ta tribune épars, Des inconstants Romains repaissent les regards. Voilà ce qu'en partant ma douleur et ma rage Dans ces lieux abhorrés te laissent pour présage : C'est le sort qui t'attend, et qui va s'accomplir ; C'est l'espoir qui me reste, et je cours le remplir."")",0.0,Match
217,,"('#ciceron', ""Qu'on saisisse ce traître."")",1.0,Deletion
218,"('#caton', 'Je vois nos chevaliers ; il est temps de partir.')","('#cethegus', 'En as-tu la puissance ?')",1.89,Substitution
219,,"('#sura', 'Oses-tu prononcer quand le sénat balance ?')",1.0,Deletion
220,"('#tullie', 'Seigneur, où courez-vous, tandis que le carnage Au soldat furieux laisse à peine un passage ?')","('#catilina', ""La guerre est déclarée ; amis, suivez mes pas. C'en est fait ; le signal vous appelle aux combats. Vous, Sénat incertain, qui venez de m'entendre, Choisissez à loisir le parti qu'il faut prendre. Il sort avec quelques sénateurs de son parti."")",0.81,Substitution
221,"('#ciceron', ""Rassurez-vous, ma fille, et restez en ces lieux ; Bientôt nous reviendrons y rendre grâce aux dieux : Ce temple en attendant vous servira d'asile ; Que sur Rome et sur moi votre coeur soit tranquille."")","('#ciceron', ""Eh bien ! Choisissez donc, vainqueurs de l'univers, De commander au monde, ou de porter des fers. Ô grandeur des Romains ! Ô majesté flétrie ! Sur le bord du tombeau, réveille-toi, patrie ! Lucullus, Muréna, César même, écoutez : Rome demande un chef en ces calamités ; Gardons l'égalité pour des temps plus tranquilles : Les Gaulois sont dans Rome, il vous faut des Camilles ! Il faut un dictateur, un vengeur, un appui : Qu'on nomme le plus digne, et je marche sous lui."")",0.45,Substitution
222,,"('#chef #licteurs', ""Seigneur, en secourant la mourante Aurélie, Que nos soins vainement rappelaient à la vie, J'ai trouvé ce billet par son père adressé."")",1.0,Deletion
223,"('#tullie', ""Espoir des malheureux, dieux, soyez mon recours ! Hélas ! C'est de vous seuls que j'attends du secours. À quel excès de maux me voilà parvenue ! On me fuit, on se tait : ô soupçon qui me tue ! Que je plains les malheurs de ce fatal décret, Que mon père a paru m'accorder à regret ! Loin d'oser sur ce choix lui faire violence, Ne devais-je pas mieux pénétrer son silence ? J'entends avec fureur nommer Catilina ; On dit qu'il se retranche au palais de Sylla, Tandis qu'en d'autres lieux il aurait dû paraître. Est-ce là, s'il m'aimait, que l'ingrat devrait être ? Peut-il m'abandonner en cette extrémité ? Quel usage fait-il de sa fidélité ? Aucun de ses amis n'accourt pour ma défense ; Et tous, jusqu'à Probus, évitent ma présence. D'un funeste décret n'aurais-je armé sa main Que pour voir immoler jusqu'au dernier romain ? Cruel Catilina, soit perfide ou fidèle, Que tu coûtes de pleurs à ma douleur mortelle ! Que dis-je ? Et Manlius qu'il a sacrifié Ne l'a-t-il pas déjà plus que justifié ? Ne l'aimerai-je donc que pour lui faire outrage ? Dieux, éloignez de moi cet horrible nuage. On vient : c'est lui. Je sens redoubler mon effroi."")","('#ciceron', ""Quoi ! D'un danger plus grand l'état est menacé ! César qui nous trahit veut enlever Préneste. Vous, César, vous trempiez dans ce complot funeste ! Lisez, mettez le comble à des malheurs si grands. César, étiez-vous fait pour servir des tyrans ?"")",0.24,Substitution
224,,"('#cesar', ""J'ai lu, je suis Romain, notre perte s'annonce. Le danger croît, j'y vole, et voilà ma réponse. Il sort."")",1.0,Deletion
225,,"('#caton', 'Sa réponse est douteuse, il est trop leur appui.')",1.0,Deletion
226,"('#tullie', 'Seigneur, en quel état vous offrez-vous à moi ? Quoi ! Tout couvert de sang ! Quel désordre effroyable ! À qui réservez-vous ce fer impitoyable ? Que vois-je ?')","('#ciceron', ""Marchons ; servons l'état contre eux et contre lui. Vous, si les derniers cris d'Aurélie expirante, Ceux du monde ébranlé, ceux de Rome sanglante, Ont réveillé dans vous l'esprit de vos aïeux, Courez au Capitole, et défendez vos dieux : Du fier Catilina soutenez les approches. Je ne vous ferai point d'inutiles reproches, D'avoir pu balancer entre ce monstre et moi. Vous, sénateurs blanchis dans l'amour de la loi, Nommez un chef enfin, pour n'avoir point de maîtres ; Amis de la vertu, séparez-vous des traîtres. Point d'esprit de parti, de sentiments jaloux : C'est par là que jadis Sylla régna sur nous. Je vole en tous les lieux où vos dangers m'appellent, Où de l'embrasement les flammes étincellent. Dieux ! Animez ma voix, mon courage, et mon bras, Et sauvez les Romains, dussent-ils être ingrats ! À une partie des sénateurs. À d'autres sénateurs. Les sénateurs se séparent de Céthégus et de Lentulus-Sura."")",0.81,Substitution
227,"('#catilina', ""Un malheureux qui vient d'être vaincu, Honteux de vivre encore, ou d'avoir tant vécu. Dieux, qui m'abandonnez à mon sort déplorable, Ramenez-moi du moins l'ennemi qui m'accable. En vain, pour le chercher, j'échappe à mille bras, Le lâche à ma fureur ne s'exposera pas. Tandis qu'au désespoir tout mon coeur est en proie, Mes cruels ennemis se livrent à la joie. Ce fer, que je gardais pour leur percer le flanc, Ne sera plus souillé que de mon propre sang."")","('#clodius', ""Quoi ! Lorsque défendant cette enceinte sacrée, A peine aux factieux nous en fermons l'entrée, Quand partout le sénat s'exposant au danger, Aux ordres d'un Samnite a daigné se ranger ; Cet altier plébéien nous outrage et nous brave ! Il sert un peuple libre, et le traite en esclave ! Un pouvoir passager est à peine en ses mains, Il ose en abuser, et contre des Romains ! Contre ceux dont le sang a coulé dans la guerre ! Les cachots sont remplis des vainqueurs de la terre ; Et cet homme inconnu, ce fils heureux du sort Condamne insolemment ses maîtres à la mort ! Catilina pour nous serait moins tyrannique ; On ne le verrait point flétrir la république. Je partage avec vous les malheurs de l'état ; Mais je ne peux souffrir la honte du sénat."")",0.2,Substitution
228,"('#tullie', ""Fatale vérité, que j'ai trop combattue, De quel affreux éclat viens-tu frapper ma vue ! Écoutez-moi, Seigneur, et reprenez vos sens. Qui peut vous arracher ces terribles accents ? Si vous êtes vaincu, mon père est donc sans vie ? À Catilina."")","('#caton', ""La honte, Clodius, n'est que dans vos murmures. Allez de vos amis déplorer les injures ; Mais sachez que le sang de nos patriciens, Ce sang des Céthégus et des Cornéliens, Ce sang si précieux, quand il devient coupable, Devient le plus abject et le plus condamnable. Regrettez, respectez ceux qui nous ont trahis ; On les mène à la mort, et c'est par mon avis. Celui qui vous sauva les condamne au supplice. De quoi vous plaignez-vous ? Est-ce de sa justice ? Est-ce elle qui produit cet indigne courroux ? En craignez-vous la suite, et la méritez-vous ? Quand vous devez la vie aux soins de ce grand homme, Vous osez l'accuser d'avoir trop fait pour Rome ! Murmurez, mais tremblez ; la mort est sur vos pas. Il n'est pas encor temps de devenir ingrats. On a dans les périls de la reconnaissance ; Et c'est le temps du moins d'avoir de la prudence. Catilina paraît jusqu'aux pieds du rempart ; On ne sait point encor quel parti prend César, S'il veut ou conserver, ou perdre la patrie. Cicéron agit seul, et seul se sacrifie ; Et vous considérez, entourés d'ennemis, Si celui qui vous sert vous a trop bien servis !"")",0.39,Substitution
229,"('#catilina', ""Eh ! Sait-il seulement qu'on meurt pour la patrie ? Ce n'est pas vous, c'est lui que je cherche en ces lieux ; Fuyez, éloignez-vous d'un amant furieux. Dieux ! Après tant d'exploits dignes de mon courage, Il ne me restera qu'une inutile rage ! Ah ! Si j'eusse manqué de prudence ou de coeur, Je pourrais au destin pardonner mon malheur ; Mais que n'ai-je point fait dans ce moment terrible ! Et que fallait-il donc pour me rendre invincible ? Intrépides amis, dignes d'un sort plus doux, Vous êtes morts pour moi, j'ose vivre après vous ! Quoi ! Sylla presque seul, plus heureux que grand homme, N'eut besoin que d'un jour pour triompher de Rome ; Et moi, triste jouet du perfide Céson, Je suis vaincu deux fois, et par toi, Cicéron ! Quoi ! Dans le même instant qu'il faut que Rome tombe, C'est toi qui la soutiens, et c'est moi qui succombe ! Mon génie, accablé par ce vil plébéien, Sera donc à jamais la victime du sien ? Après m'avoir ravi la dignité suprême, Ce timide mortel triomphe de moi-même ! Fortune des héros, ce n'est pas sur les cours Que l'on te vit toujours mesurer tes faveurs. Que l'on doit mépriser les lauriers que tu donnes, Puisque c'est Cicéron qu'aujourd'hui tu couronnes ! Ô de mon désespoir vil et faible instrument, Tu me restes donc seul dans ce fatal moment ! Mes généreux amis sont morts pour ma défense ; Et, pour comble d'horreurs, je mourrai sans vengeance ! Dieux cruels, inventez quelque supplice affreux, Qui puisse être pour moi plus triste et plus honteux !"")","('#clodius', ""Caton, plus implacable encor que magnanime, Aime les châtiments plus qu'il ne hait le crime. Respectez le sénat ; ne lui reprochez rien. Vous parlez en censeur ; il nous faut un soutien. Quand la guerre s'allume, et quand Rome est en cendre, Les édits d'un consul pourront-ils nous défendre ? N'a-t-il contre une armée, et des conspirateurs, Que l'orgueil des faisceaux, et les mains des licteurs ? Vous parlez de dangers ! Pensez-vous nous instruire Que ce peuple insensé s'obstine à se détruire ? Vous redoutez César ! Eh ! qui n'est informé Combien Catilina de César fut aimé ? Dans le péril pressant qui croît et nous obsède, Vous montrez tous nos maux : montrez-vous le remède ?"")",0.0,Match
230,,"('#caton', ""Oui, j'ose conseiller, esprit fier et jaloux, Que l'on veille à la fois sur César et sur vous. Je conseillerais plus ; mais voici votre père."")",1.0,Deletion
231,,"('#caton', ""Viens, tu vois des ingrats. Mais Rome te défère Les noms, les sacrés noms de père et de vengeur ; Et l'envie à tes pieds t'admire avec terreur."")",1.0,Deletion
232,"('#tullie', ""Malheureux ! Que dis-tu ? Quand la mort t'environne, Ton coeur respire encor le fiel qui l'empoisonne, Et gémit de laisser des crimes imparfaits !"")","('#ciceron', ""Romains, j'aime la gloire, et ne veux point m'en taire ; Des travaux des humains c'est le digne salaire. Sénat, en vous servant il la faut acheter : Qui n'ose la vouloir, n'ose la mériter. Si j'applique à vos maux une main salutaire, Ce que j'ai fait est peu, voyons ce qu'il faut faire. Le sang coulait dans Rome : ennemis, citoyens, Gladiateurs, soldats, chevaliers, plébéiens, Étalaient à mes yeux la déplorable image, Et d'une ville en cendre, et d'un champ de carnage : La flamme en s'élançant de cent toits dévorés, Dans l'horreur du combat guidait les conjurés : Céthégus et Sura s'avançaient à leur tête, Ma main les a saisis ; leur juste mort est prête. Mais quand j'étouffe l'hydre, il renaît en cent lieux : Il faut fendre partout les flots des factieux. Tantôt Catilina, tantôt Rome l'emporte. Il marche au Quirinal, il s'avance à la porte ; Et là, sur des amas de mourants et de morts, Ayant fait à mes yeux d'incroyables efforts, Il se fraie un passage, il vole à son armée. J'ai peine à rassurer Rome entière alarmée. Antoine, qui s'oppose au fier Catilina, A tous ces vétérans aguerris sous Sylla, Antoine, que poursuit notre mauvais génie, Par un coup imprévu voit sa force affaiblie ; Et son corps accablé, désormais sans vigueur, Sert mal en ces moments les soins de son grand coeur ; Pétréius étonné, vainement le seconde. Ainsi de tous côtés la maîtresse du monde, Assiégée au-dehors, embrasée au-dedans, Est cent fois en un jour à ses derniers moments."")",0.5,Substitution
233,,"('#crassus', 'Que fait César ?')",1.0,Deletion
234,"('#catilina', ""Qu'entends-je ? On m'ose ici reprocher des forfaits ! Coeur faible, qui, rampant sous de lâches maximes, Croyez l'ambition une source de crimes, Vaine erreur qu'un grand coeur sut toujours dédaigner, Apprenez que le mien était fait pour régner. Rome esclave, sans frein, avait besoin d'un maître : J'ai voulu lui donner le seul digne de l'être ; C'est moi. Si vous osez condamner ce projet, Vous ne méritez pas d'en devenir l'objet. N'auriez-vous pas voulu, pour gouverner l'empire, Que j'eusse de Caton consulté le délire ; Ou que, faisant un choix plus conforme à vos voeux, J'eusse, pour avilir tant d'hommes généreux, Donné ma voix au dieu que le sénat révère, Lui dont la seule gloire est d'être votre père ?"")","('#ciceron', ""Il a, dans ce jour mémorable, Déployé, je l'avoue, un courage indomptable ; Mais Rome exigeait plus d'un coeur tel que le sien. Il n'est pas criminel, il n'est pas citoyen. Je l'ai vu dissiper les plus hardis rebelles ; Mais bientôt, ménageant des Romains infidèles, Il s'efforçait de plaire aux esprits égarés, Aux peuples, aux soldats, et même aux conjurés ; Dans le péril horrible où Rome était en proie, Son front laissait briller une secrète joie : Sa voix, d'un peuple entier sollicitant l'amour, Semblait inviter Rome à le servir un jour. D'un trop coupable sang sa main était avare."")",0.0,Match
235,"('#tullie', ""Songez qu'il est du moins l'arbitre de vos jours."")",,1.0,Insertion
236,"('#catilina', ""Voilà celui qui doit décider de leur cours. Tout vaincu que je suis, craignez de voir paraître Cet arbitre nouveau qu'on me donne pour maître."")","('#caton', ""Je vois avec horreur tout ce qu'il nous prépare. Je le redis encore, et veux le publier, De César en tout temps il faut se défier."")",0.75,Substitution
237,,"('#cesar', ""Eh bien ! Dans ce sénat, trop prêt à se détruire, La vertu de Caton cherche encore à me nuire ? De quoi m'accuse-t-il ?"")",1.0,Deletion
238,,"('#caton', ""D'aimer Catilina, De l'avoir protégé lorsqu'on le soupçonna, De ménager encor ceux qu'on pouvait abattre, De leur avoir parlé quand il fallait combattre."")",1.0,Deletion
239,,"('#cesar', ""Un tel sang n'est pas fait pour teindre mes lauriers. Je parle aux citoyens ; je combats les guerriers."")",1.0,Deletion
240,,"('#caton', 'Mais tous ces conjurés, ce peuple de coupables, Que sont-ils à vos yeux ?')",1.0,Deletion
241,"('#tullie', ""Écoutez-moi, cruel, avant que la fureur Achève d'aveugler votre indomptable coeur : Les moments nous sont chers ; et celui-ci, peut-être, Va flétrir sur l'airain le jour qui vous vit naître. Encor si, dans les champs où préside l'honneur, Où le vaincu souvent peut braver le vainqueur, Je vous voyais chercher une sorte de gloire, Je pourrais, sans rougir, chérir votre mémoire : Mais se donner la mort pour de honteux complots, Est-ce donc là mourir de la mort des héros ? Je devrais vous haïr ; mais votre mort prochaine Éteint tout sentiment de vengeance et de haine. Mon coeur, de ses devoirs autrefois si jaloux, Qui, malgré tout l'amour dont il brûlait pour vous, Se fit de votre perte un devoir légitime, Ne sait plus aujourd'hui que pleurer sa victime. Barbare, si jamais vous fûtes mon amant, Si la mort vous paraît un frivole tourment, Craignez-en un pour vous plus cruel : c'est moi-même ; C'est une amante en pleurs, qui vous perd et vous aime ; C'est ma douleur, qui va me conduire au tombeau. Voulez-vous, en mourant, devenir mon bourreau ? Reconnaissez ma voix ; c'est la fière Tullie, Que l'amour vous ramène et vous réconcilie, Qui veut vous arracher à votre désespoir, Et qui ne rougit plus de trahir son devoir. Songez, Catilina, que Rome est votre mère ; Qu'à vous, plus qu'à tout autre, elle doit être chère. Renoncez à l'orgueil de vouloir mettre aux fers Un peuple à qui les dieux ont soumis l'univers. Pour sauver votre honneur, n'employez d'autres armes Qu'un retour vertueux, vos remords, et mes larmes : Jurez-moi que jamais vous ne teindrez vos mains De votre propre sang, ni du sang des romains. Je vais vous dérober au coup qui vous menace ; Ce que j'ai fait pour Rome obtiendra votre grâce."")","('#cesar', ""Des mortels méprisables. À ma voix, à mes coups ils n'ont pu résister. Qui se soumet à moi n'a rien à redouter. C'est maintenant qu'on donne un combat véritable. Des soldats de Sylla l'élite redoutable Est sous un chef habile, et qui sait se venger. Voici le vrai moment où Rome est en danger. Pétréius est blessé, Catilina s'avance. Le soldat sous les murs est à peine en défense. Les guerriers de Sylla font trembler les Romains. Qu'ordonnez-vous, consul, et quels sont vos desseins ?"")",0.2,Substitution
242,"('#catilina', ""Ma grâce est dans mes mains, coeur indigne du mien. Cicéron vous a-t-il déjà transmis le sien ? Moi, fléchir ! Moi, prier ! Moi, demander la vie ! L'accepter, ce serait me couvrir d'infamie."")","('#ciceron', ""Les voici : que le ciel m'entende et les couronne. Vous avez mérité que Rome vous soupçonne. Je veux laver l'affront dont vous êtes chargé, Je veux qu'avec l'état votre honneur soit vengé. Au salut des Romains je vous crois nécessaire ; Je vous connais : je sais ce que vous pouvez faire. Je sais quels intérêts vous peuvent éblouir ; César veut commander, mais il ne peut trahir. Vous êtes dangereux, vous êtes magnanime. En me plaignant de vous, je vous dois mon estime. Partez ; justifiez l'honneur que je vous fais. Le monde entier sur vous a les yeux désormais. Secondez Pétréius, et délivrez l'empire. Méritez que Caton vous aime et vous admire. Dans l'art des Scipions vous n'avez qu'un rival. Nous avons des guerriers, il faut un général : Vous l'êtes, c'est sur vous que mon espoir se fonde : César, entre vos mains je mets le sort du monde."")",0.42,Substitution
243,"('#tullie', ""Eh bien ! Cruel, méprise un pardon généreux, J'y consens ; mais du moins, dans ton sort malheureux, De la part d'une amante accepte une retraite."")","('#cesar', 'Cicéron à César a dû se confier ; Je vais mourir, seigneur, ou vous justifier. Il sort.')",1.07,Substitution
244,,"('#caton', 'De son ambition vous allumez les flammes.')",1.0,Deletion
245,"('#catilina', ""M'y pourriez-vous cacher ma honte et ma défaite ? C'est là le trait cruel qui déchire mon coeur. Ah ! S'il vous touche encor, respectez mon malheur. Si de vous obéir ce coeur était capable, J'aurais trop mérité le destin qui m'accable. Dans l'état où je suis, loin de vous attendrir, C'est vous qui devriez m'exciter à mourir, Et même me prêter une main généreuse. Cachez à mes regards cette douleur honteuse. Que craignez-vous ? Ma mort ? La mort n'est qu'un instant Que le grand coeur défie, et que le lâche attend. Vous m'indignez : je sens que ma raison s'égare."")","('#ciceron', ""Va, c'est ainsi qu'on traite avec les grandes âmes. Je l'enchaîne à l'état en me fiant à lui ; Ma générosité le rendra notre appui. Apprends à distinguer l'ambitieux du traître. S'il n'est pas vertueux, ma voix le force à l'être. Un courage indompté, dans le coeur des mortels, Fait ou les grands héros ou les grands criminels. Qui du crime à la terre a donné les exemples, S'il eût aimé la gloire, eût mérité des temples. Catilina lui-même, à tant d'horreurs instruit, Eût été Scipion, si je l'avais conduit. Je réponds de César, il est l'appui de Rome. J'y vois plus d'un Sylla, mais j'y vois un grand homme. Eh bien ! Les conjurés ? Se tournant vers le chef des licteurs, qui entre en armes."")",0.65,Substitution
246,"('#tullie', ""Frappe ; mais, malgré toi, tu me suivras, barbare. Ne crois pas m'effrayer par tes emportements ; Je ne me connais plus dans ces affreux moments. Quoi ! C'est Catilina qui manque de constance ! Malheureux ! Qu'attends-tu, sans armes, sans défense ? Le sénat va bientôt revenir en ces lieux ; Veux-tu que je te voie égorger à mes yeux ? Ingrat, suis-moi ; du moins, une fois en ta vie, Reconnais, par pitié, l'empire de Tullie. Tu n'as que trop bravé sa tendresse et ses pleurs ; Prête-moi ce poignard."")","('#chef-licteurs', ""Seigneur, ils sont punis ; Mais leur sang a produit de nouveaux ennemis. C'est le feu de l'Etna qui couvait sous la cendre ; Un tremblement de plus va partout le répandre ; Et si de Pétréius le succès est douteux, Ces murs sont embrasés, vous tombez avec eux. Un nouvel Annibal nous assiège et nous presse ; D'autant plus redoutable en sa cruelle adresse, Que, jusqu'au sein de Rome, et parmi ses enfants, En creusant vos tombeaux, il a des partisans. On parle en sa faveur dans Rome qu'il ruine ; Il l'attaque au-dehors, au-dedans il domine ; Tout son génie y règne, et cent coupables voix S'élèvent contre vous, et condamnent vos lois. Les plaintes des ingrats et les clameurs des traîtres Réclament contre vous les droits de nos ancêtres, Redemandent le sang répandu par vos mains : On parle de punir le vengeur des Romains."")",0.23,Substitution
247,"('#catilina', 'Le voilà.')","('#clodius', ""Vos égaux après tout, que vous deviez entendre, Par vous seul condamnés, n'ayant pu se défendre, Semblent autoriser..."")",1.73,Substitution
248,"('#tullie', 'Je me meurs !')",,1.0,Insertion
249,"('#catilina', ""Tout est fini pour moi : mais, si je perds la vie, Du moins mes ennemis ne me l'ont point ravie. Séchez vos pleurs, Tullie ; et que prétendez-vous D'un coeur dont la mort seule éteindra le courroux ? Étouffez des regrets que ma fierté dédaigne ; C'est de mourir vaincu qu'il faut que l'on me plaigne."")","('#ciceron', ""Clodius, arrêtez ; Renfermez votre envie et vos témérités ; Ma puissance absolue est de peu de durée ; Mais tant qu'elle subsiste, elle sera sacrée. Vous aurez tout le temps de me persécuter ; Mais quand le péril dure il faut me respecter. Je connais l'inconstance aux humains ordinaire ; J'attends sans m'ébranler les retours du vulgaire. Scipion accusé sur des prétextes vains, Remercia les dieux, et quitta les Romains. Je puis en quelque chose imiter ce grand homme : Je rendrai grâce au ciel, et resterai dans Rome. à l'état malgré vous j'ai consacré mes jours ; Et, toujours envié, je servirai toujours."")",0.27,Substitution
250,"('#catilina', 'Voici le dernier coup que me gardait le sort.')","('#caton', ""Permettez que dans Rome encor je me présente, Que j'aille intimider une foule insolente, Que je vole au rempart, que du moins mon aspect Contienne encor César, qui m'est toujours suspect. Et si dans ce grand jour la fortune contraire..."")",1.54,Substitution
251,"('#cethegus', 'Adieu, Catilina ; nous allons à la mort.')","('#ciceron', ""Caton, votre présence est ici nécessaire. Mes ordres sont donnés, César est au combat ; Caton de la vertu doit l'exemple au sénat. Il en doit soutenir la grandeur expirante. Restez... Je vois César, et Rome est triomphante. Ah ! C'est donc par vos mains que l'état soutenu... Il court au-devant de César."")",1.56,Substitution
252,"('#catilina', ""Amis infortunés, ma main vient de répandre Ce sang que j'aurais dû verser pour vous défendre."")","('#cesar', ""Je l'ai servi peut-être, et vous m'aviez connu. Pétréius est couvert d'une immortelle gloire ; Le courage et l'adresse ont fixé la victoire ; Nous n'avons combattu sous ce sacré rempart Que pour ne rien laisser au pouvoir du hasard, Que pour mieux enflammer des âmes héroïques, A l'aspect imposant de leurs dieux domestiques. Métellus, Muréna, les braves Scipions, Ont soutenu le poids de leurs augustes noms. Ils ont aux yeux de Rome étalé le courage Qui subjugua l'Asie, et détruisit Carthage. Tous sont de la patrie et l'honneur et l'appui. Permettez que César ne parle point de lui. Les soldats de Sylla, renversés sur la terre, Semblent braver la mort, et défier la guerre. De tant de nations ces tristes conquérants Menacent Rome encor de leurs yeux expirants. Si de pareils guerriers la valeur nous seconde, Nous mettrons sous nos lois ce qui reste du monde. Mais il est, grâce au ciel, encor de plus grands coeurs, Des héros plus choisis, et ce sont leurs vainqueurs. Catilina, terrible au milieu du carnage, Entouré d'ennemis immolés à sa rage, Sanglant, couvert de traits, et combattant toujours, Dans nos rangs éclaircis a terminé ses jours. Sur des morts entassés l'effroi de Rome expire. Romain je le condamne, et soldat je l'admire. J'aimai Catilina ; mais vous voyez mon coeur ; Jugez si l'amitié l'emporte sur l'honneur."")",0.97,Substitution
253,"('#catilina', ""Il ne me restait plus, pour comble de douleur, Que d'expirer aux yeux de mon lâche vainqueur. Approche, plébéien ; viens voir mourir un homme Qui t'a laissé vivant pour la honte de Rome. Et toi, dont la vertu ressemble à la fureur, Au gré de mes désirs tu feras son malheur. Cruels, qui redoublez l'horreur qui m'environne, Qu'heureusement pour vous la force m'abandonne ! Mais croyez qu'en mourant mon coeur n'est point changé. Ô César ! Si tu vis, je suis assez vengé. À Cicéron. À Caton. Il fait un mouvement pour se lever."")","('#ciceron', ""Tu n'as point démenti mes voeux et mon estime. Va, conserve à jamais cet esprit magnanime. Que Rome admire en toi son éternel soutien. Grands dieux ! Que ce héros soit toujours citoyen. Dieux ! Ne corrompez pas cette âme généreuse ; Et que tant de vertu ne soit pas dangereuse."")",0.29,Substitution
