,chevalier-amours-de-calotin,palaprat-le-muet,Cost,Operation Type
397,,"('#frontin', ""Ce n'est pas tout.  Depuis que je me suis avisé de vous faire muet, il m'est venu dans l'esprit de me servit de votre mutisme pour obliger votre père à consentir que vous épousiez Zaïde."")",1.0,Deletion
398,,"('#le-chevalier', 'Est-il possible ?')",1.0,Deletion
399,,"('#le-baron', ""Vous savez qu'il a toujours été le plus crédule de tous les hommes, et que cette facilité qu'il a à croise tout ce qu'on veut, a tellement augmenté par la faiblesse de son âge, qu'on lui persuaderait qu'il est nuit en plein jour."")",1.0,Deletion
400,,"('#le-chevalier', ""Mais il se défie de toi, de tu l'as si souvent trompé..."")",1.0,Deletion
401,,"('#frontin', ""Je le tromperai bien encore...  Je sais son faible sur les sortilèges, songez vous seulement à être muet pour tout le monde, excepté pour Zaïde seule lorsque vous en trouverez l'occasion."")",1.0,Deletion
402,,"('#le-chevalier', ""Tu me l'as déjà recommandé."")",1.0,Deletion
403,,"('#frontin', 'Ne vous découvrez pas même à Marine, elle est fille, elle pourrait parler, et le stratagème que je médite demande un profond secret.')",1.0,Deletion
404,"('#le-marquis', 'Demeure.')","('#le-chevalier', ""C'est assez."")",0.32,Substitution
405,"('#le-baron', ""Demeurez, qu'on vous y chante pouille ; Moi, si j'y reste plus, je veux qu'on m'y dépouille."")","('#frontin', ""Entrons à présent : prenez ces hardes et cachez-les quelque_part là-dedans, j'en aurai peut-être besoin."")",1.27,Substitution
406,"('#le-marquis', ""II faut être bien fou, pour s'en aller ainsi."")",,1.0,Insertion
407,"('#le-chevalier', ""Ma foi, je suis d'avis de m'en aller aussi."")","('#marine', ""Ah !  C'est toi, Frontin ?"")",1.9,Substitution
408,"('#le-marquis', ""Pour éloigner de nous l'humeur mélancolique Allons voir l'Impromptu, ou la Contre-critique."")","('#frontin', 'Oui, mon Ange, et voici le muet que je mène à ta Maîtresse.')",1.67,Substitution
409,,"('#marine', ""Qu'il a bon air !"")",1.0,Deletion
410,"('#climene', ""Rosette, nous avons trouvé l'invention De sortir à la fin de la religion."")","('#frontin', ""Eh, eh, c'est un muet fait exprès pour elle, je vais le présenter."")",1.6,Substitution
411,"('#rosette', ""Mais, Climène, sachez que c'est bien entreprendre, Que d'avoir fait ce tour, pour aller voir Tersandre, Et qu'on vous blâmera sûrement sur ce point."")","('#marine', 'Non, Tordre est ce soir de ne laisser entrer personne.  Adieu, je ferai à Madame les compliments de ton Maître.')",1.14,Substitution
412,"('#climene', ""Alors qu'on aime bien, qu'est-ce qu'on ne fait point ?"")",,1.0,Insertion
413,"('#rosette', ""Mais qu'est-il de besoin d'être en cet équipage ? Vous vêtue en laquais, et moi vêtue en page ?"")","('#frontin', ""Adieu, ma Princesse.  Je viens, comme on dit, de mettre le loup avec la brebis.  Si mon stratagème peut réussir, voilà le dessein du Baron rompu : mon Maître ne fera point déshérité, et je serai payé de mes gages, voilà le fait.  Allons apaiser notre autre muet, j'ai été obligé pour lui faire quitter l'habit de lui découvrir ce que je fais ; mais la confidence qu'il m'a faite de ses friponneries, et la chaîne d'or que j'ai encore à lui, me font d'assurer garants qu'il gardera mon secret.  Quand on se mêle du métier que je fais, on ne saurait prendre trop de précautions oui : encore est-on toujours à la veille de la prison, ou de la bastonnade ; Dieu nous garde de l'un et de l'autre."")",1.33,Substitution
414,"('#climene', ""Comme Tersandre m'aime, et que je l'aime aussi, J'ai voulu, pour le voir, nous travestir ainsi, Afin qu'en son logis où nous allons paraître, Lui, ni qui que ce soit, ne nous puisse connaître ; Car mon père sachant quelle est ma passion, Et ne nous trouvant plus dans la religion, Viendra, sans consulter, nous chercher chez Tersandre, Croyant nous y trouver, afin de nous y prendre : Mais ne nous y voyant qu'en ce déguisement, Il ne nous connaîtra jamais assurément."")","('#zaïde', ""Que deviendrai-je, hélas !  Dans une conjoncture embarrassante ?  Demeurerai-je dans une maison avec un jeune homme  qui m'expose à tous moments aux plus violents troubles de la vie ?  Il n'est jamais le maître de ses regards, tous ses mouvements marquent sa passion, et déjà tous les domestiques ont les yeux attachés sur nous, je tremble à tous moments que la Comtesse s'en aperçoive.  Je crois qu'il cherche continuellement à me parler, comment soutiendrai-je une conversation si hardie.  Le plus sûr est de sortir d'ici, mais je n'en ai pas la force,et je crains bien que l'amitié que j'ai pour la Comtesse ne soit pas ce qui m'y arrête davantage."")",0.24,Substitution
415,"('#rosette', 'Quel est votre dessein par cette brusquerie ?')","('#marine', 'Vous fuyez tout le monde Zaïde ? ')",0.97,Substitution
416,,"('#zaïde', 'Laisse-moi.')",1.0,Deletion
417,,"('#marine', 'Je ne vous connais plus depuis hier.')",1.0,Deletion
418,,"('#zaïde', 'Je ne me connais pas moi même.')",1.0,Deletion
419,,"('#marine', ""Qu'avez-vous ?"")",1.0,Deletion
420,,"('#zaïde', 'Je ne sais.')",1.0,Deletion
421,,"('#marine', ""J'ai vu le temps que vous n'aviez rien de secret pour moi."")",1.0,Deletion
422,,"('#zaïde', ""Je n'ai aucun secret à te dire."")",1.0,Deletion
423,"('#climene', ""D'empêcher, s'il se peut, qu'un père le marie; Et comme il le prétend marier malgré lui, Pour détourner ce coup, je m'employe aujourd'hui."")","('#marine', 'Vous ai-je désobligée en quelque chose.')",1.68,Substitution
424,,"('#zaïde', ""Non, tu m'es toujours chère."")",1.0,Deletion
425,,"('#marine', 'La Comtesse ne vous fît-elle pas bon accueil ?')",1.0,Deletion
426,,"('#zaïde', 'Au delà de tout ce que je pouvais attendre.')",1.0,Deletion
427,"('#rosette', 'Mais pour nous introduire, est-il quelque artifice ?')","('#marine', ""D'où vient donc cette inquiétude ?"")",0.9,Substitution
428,"('#climene', ""Il ne nous faut qu'aller offrir à son service, Et comme il a besoin d'un page et d'un laquais, Il nous acceptera, nous voyants si bien faits."")",,1.0,Insertion
429,"('#rosette', 'Et qui nous servira de parent, ou de père, Pour nous offrir ?')","('#zaïde', 'Hélas !  Es-tu surprise de voir quelque chagrin à une malheureuse qui ne connaît, ni ses parents, ni sa patrie.')",1.07,Substitution
430,,"('#marine', 'Vous ne les connaissiez pas mieux hier, il y a ici quelque chose de nouveau.')",1.0,Deletion
431,"('#climene', 'Je sais les moyens de le faire.')","('#zaïde', ""Que veux-tu qu'il y aie."")",1.61,Substitution
432,"('#rosette', ""Nous entreprenons là des projets bien puissants, Et ce ne sont pas là, comme on dit, jeux d'enfants Mais avant que chez lui je fisse mon entrée, Me deviez-vous vêtir ainsi de sa livrée ?"")","('#marine', ""Je ne sais, mais vous n'avez pas accoutumé d'être ainsi : hier toute la maison était dans la joie, et le muet que Timande a envoyé à Madame réjouit tous ceux du logis, vous seule ne rîtes point.  Chacun lui fit des signes, auxquels il répondait avec une grâce dont on était charmé ; vous ne daignâtes pas lui en faire, et dans le moment qu'on y prenait le plus de plaisir vous vous retirâtes brusquement dans votre chambre, le pauvre garçon en parut tout triste,et il ne fut plus possible de le remettre de belle humeur, après que vous fûtes sortie."")",0.45,Substitution
433,,"('#zaïde', 'Tais-toi, Marine, ou ne me parle plus\nde lui.')",1.0,Deletion
434,"('#climene', 'Les Pages, la plupart se présentent ainsi.')","('#marine', 'Est-ce que les muets vous font pitié.')",1.85,Substitution
435,,"('#zaïde', 'Oui, Marine.')",1.0,Deletion
436,"('#rosette', 'Et vous, comment entrer ?')","('#marine', 'Bon, et pourquoi celui-ci paraît si content de son sort, allez Mademoiselle vous vous accoutumerez à le voir.')",1.41,Substitution
437,"('#climene', ""Laissez-m'en le souci."")","('#zaïde', ""Cesse de m'en parler, te dis-je."")",1.26,Substitution
438,,"('#marine', ""Le voici.  Voyez qu'il a bon air."")",1.0,Deletion
439,"('#rosette', 'Mais vous mettre Laquais, quelle étrange disgrâce')","('#zaïde', 'Que vient-il faire ici ?')",1.32,Substitution
440,,"('#marine', ""Je crois qu'il nous cherche.  Ah !  Tenez, Mademoiselle, il vous fait assurément des reproches de ce que vous fîtes hier."")",1.0,Deletion
441,,"('#zaïde', ""Marine, je t'en conjure, fais lui signe qu'il se retire."")",1.0,Deletion
442,"('#climene', ""Il n'est point en amour d'action qui soit basse. Si pour être Laquais j'applique tous mes soins, C'est que dans cet état on me connaîtra moins; Et la condition passant pour la dernière, Aucun ne me croira mise en cette manière."")","('#marine', ""Ma foi, Mademoiselle, je n'en aurais pas le courage, il y aurait de la cruauté, laisse-le un peu se réjouir, voyez comme il vous regarde, je jurerais qu'il prend plaisir à vous voir."")",0.71,Substitution
443,,"('#zaïde', 'Tu ne sais ce que tu dis.')",1.0,Deletion
444,,"('#marine', 'Que vous êtes cruelle, pourquoi ne voulez-vous pas jeter seulement les yeux sur lui ?')",1.0,Deletion
445,,"('#zaïde', ""Je ne l'ai que trop vu."")",1.0,Deletion
446,,"('#marine', ""Ah !  Mademoiselle, il ne parle pas, mais je viens de l'entendre soupirer."")",1.0,Deletion
447,,"('#zaïde', 'Hélas !')",1.0,Deletion
448,,"('#marine', 'Je crois, Dieu me le pardonne, que vous soupirez aussi, que diantre veut dire tout ceci.')",1.0,Deletion
449,,"('#zaïde', 'Tu es une folle.')",1.0,Deletion
450,"('#rosette', ""Je trouve ce dessein tellement surprenant, Que je m'imagine être à Carême-prenant, Nous déguisant ainsi."")","('#marine', ""Pas tant que vous croyez.  Hum...  Il y a ici quelque chose. C'a que je vous envisage un peu l'un et l'autre, voyons, vous vous troublez, il pâlit, il se déconcerte. Elle les prend par les bras, elle se met au milieu."")",0.91,Substitution
451,,"('#zaïde', 'Que tu es violente, on se troublerait à moins.')",1.0,Deletion
452,"('#climene', ""J'avouerai qu'étant fille, Je ne croyais pas être un jour porte-mandille, Et que l'on me verrait dans un habillement Où la méchanceté loge ordinairement."")","('#marine', ""Mais lui serait-il si en désordre, s'il n'entendait pas ce que je dis. Vous ne me tromperez pas vous dis-je, j'ouvre les yeux surtout ce que j'ai vu depuis hier ; plus fine que moi n'est pas bête, et je vous défie de m'en donner à garder sur ce Chapitre."")",0.75,Substitution
453,,"('#zaïde', 'Oh !  Laisse-moi donc en repos, tu me fâches.')",1.0,Deletion
454,"('#rosette', ""Oui, car qui dit laquais, c'est à dire une graine Plus maligne cent fois que la fièvre quartaine : Mais un page, Madame, est d'une autre valeur."")","('#marine', ""Et vous me fâchez vous, si vous me faites encore un secret de ce qui se passe, ou mettez-moi de votre confidence, ou je vais toute à l'heure dire mes soupçons à Madame."")",0.96,Substitution
455,,"('#zaïde', ""Garde t'en bien, faut il l'aller fatiguer de tes visions ridicules."")",1.0,Deletion
456,"('#climene', 'Pour moi je ne sais pas qui des deux est meilleur.')",,1.0,Insertion
457,"('#rosette', ""Mais ne craignez-vous point que notre ami Molière Ne nous chapitre un jour dessus cette matière ? Et s'il vient à savoir nos petits incidents, Qu'il ne nous mette pas en de fort beaux draps blancs ? S'il apprend les emplois dont le destin nous charge, Il nous en donnera tout du long et du large."")","('#marine', ""Voyez-vous ses alarmes je veux que vous me confessiez tout_à_l_heure ; vous avez tort de vous défier de moi, suis-je d'un naturel si farouche, parlez donc si vous ne voulez pas que je parle."")",0.97,Substitution
458,,"('#frontin', 'Ah que vois-je !  Mon muet entre les pattes de Marine, tirons-le de cet embarras.  Ah méchante fille !  Ah traîtresse !  Trahir Timante et Frontin ?  Ô Ciel !  Ô Terre !  Ô Mer !  Tout est perdu, tout est corrompu, à qui se fier désormais !')",1.0,Deletion
459,"('#climene', 'Rosette, ne crains rien, quand même il saurait tout, Je ne le crois pas homme à nous pousser à bout : Et puis ne nommant point, sait-on qui ce peut être ?')","('#marine', 'À qui en as-tu, que dis-tu, que veux-tu ?')",0.99,Substitution
460,,"('#frontin', 'Où trouver une femme fidèle, si Marine que je croyais un bijou de loyauté, un vase de sincérité.')",1.0,Deletion
461,,"('#marine', ""Qu'as tu bu ?  Qu'as-tu mangé ?  Es-tu devenu fou ?"")",1.0,Deletion
462,"('#rosette', ""Il nous dépeint si bien, qu'il nous fait bien connaître, Et le madré qu'il est, fait tant par son esprit, Que souvent le rieur est celui dont on rit."")","('#frontin', ""Plût à Dieu l'être devenu, et avoir toujours ignoré l'action la plus noire."")",1.32,Substitution
463,"('#climene', ""Qu'importe. Mais ici l'on nous pourrait surprendre. Allons tout de ce pas nous offrir à Tersandre."")","('#marine', 'Quelle extravagance !  Que veux-tu dire ?')",1.37,Substitution
464,,"('#frontin', ""Ce que je veux dire effrontée !  Comme si je n'étais pas informé de tout."")",1.0,Deletion
465,,"('#marine', 'Et de quoi.')",1.0,Deletion
466,,"('#frontin', ""Et que fait à l'heure qu'il est le valet du Capitaine dans ta Chambre ?"")",1.0,Deletion
467,,"('#marine', 'Dans ma chambre Gusman ?')",1.0,Deletion
468,"('#clarimond', ""Ragotin, est-il rien d'égal à mon malheur ? Je n'y saurais songer, sans mourir de douleur."")","('#frontin', ""Y est-il pour lui ou pour son Maître ?  Qui trompes-tu de Timante ou de moi ?  Mais tu nous trompes tous deux ; car qui touche l'un touche l'autre."")",0.86,Substitution
469,"('#ragotin', ""Vous seriez assez fou, d'abandonner la vie. Pourquoi donc, s'il vous plaît ? "")","('#marine', 'Quelle vision !  Es-tu ivre, ou furieux ?')",1.13,Substitution
470,,"('#frontin', ""Oui je fuis furieux, perfide !  Et je veux que tu viennes toute à l'heure me voir percer ce téméraire de mille coups à tes yeux."")",1.0,Deletion
471,,"('#marine', ""Va-t'en cuver ton vin, ivrogne !  J'ai bien d'autres choses en tête, et tu me déclareras toi-même qui est ce beau muet là que tu nous as amené, ou......"")",1.0,Deletion
472,,"('#frontin', ""Tu cherches à m'échapper, mais tu me suivras tout à l'heure."")",1.0,Deletion
473,"('#clarimond', 'Tu connais bien Julie, Et sais que cet objet qui fait ma passion, Parut toujours sensible à mon affection.')","('#marine', ""Et bien je te suivrai, quand tu m'auras dit..."")",0.94,Substitution
474,,"('#frontin', ""Non tu viendras tout à l'heure, te dis-je, je veux te prendre en flagrant_délit, te confondre..."")",1.0,Deletion
475,,"('#marine', ""Cet enragé m'entraîne, mais vous ne croyez pas être quitte de mes persécutions."")",1.0,Deletion
476,,"('#zaïde', ""Je mourrais si je me trouvais dans un pareil embarras, il faut m'en délivrer à quelque prix que ce soit."")",1.0,Deletion
477,,"('#le-chevalier', 'Vous voyez charmante Zaïde à quoi...')",1.0,Deletion
478,,"('#le-capitaine', ""Bonjour, ma fille, je viens vous dire adieu, j'ai ordre de partir demain."")",1.0,Deletion
479,"('#ragotin', ""Oui, Monsieur, qu'en est-il ?"")","('#zaïde', 'Demain, Monsieur ?')",0.0,Match
480,,"('#le-capitaine', ""Oui demain.  Quel drôle est-ce là ?  Que demandes-tu ?  Oh, oh, c'est un muet.  Que fait-il ici ? Il fait des signes de muet. "")",1.0,Deletion
481,,"('#zaïde', 'Il est à la Comtesse.')",1.0,Deletion
482,"('#clarimond', ""Apprends donc que son père, Loin de m'être propice, est à mes voeux contraire : Le père de Tersandre, et lui, sont bons amis ; De sorte qu'en secret tous deux se sont promis De marier un jour Julie avec Tersandre. Que faire là-dessus ?"")","('#le-capitaine', ""Ce pendard là est bien fait, je ne l'avais pas encore vu chez elle : d'où l'a-t-elle eu [?]"")",1.31,Substitution
483,,"('#zaïde', 'Timante le lui a donné.')",1.0,Deletion
484,,"('#le-capitaine', ""Timante serait bien d'aller chercher son frère le_Chevalier, le Baron_d_Ortigny est fort en peine de ce fripon là, on ne sait depuis hier au soir où il est allé. Le Chevalier sort dès qu'il voit son père."")",1.0,Deletion
485,,"('#le-baron', 'Ha Monsieur, vous pourriez peut-être me donner des nouvelles de mon fils le Chevalier.')",1.0,Deletion
486,"('#ragotin', 'Il faut vous aller pendre.')","('#le-capitaine', 'Moi, Monsieur ?')",1.41,Substitution
487,,"('#le-baron', ""Mon frère le Commandeur vient de me dire qu'il le vit hier dans la rue sur les neuf_heures_du_soir et qu'il courait après deux filles qui sortaient de chez votre soeur."")",1.0,Deletion
488,"('#clarimond', ""Est-il temps de railler en l'état où je suis ?"")",,1.0,Insertion
489,"('#ragotin', 'Je ne vois que cela pour finir vos ennuis ; Car si dans un moment tout ne vous est prospère, La mort est justement en qui mon maître espère.')","('#le-capitaine', ""Je vous dirai bien qui étaient ces deux filles, en voilà déjà une ; mais pour votre Chevalier, je ne l'ai jamais vu."")",1.78,Substitution
490,"('#clarimond', 'Qui ne la chercherait au point où me voilà ?')","('#le-marquis', 'Et vous, Mademoiselle ?')",1.41,Substitution
491,,"('#zaïde', 'Moi, Monsieur.')",1.0,Deletion
492,"('#ragotin', ""Aidons-nous, comme on dit, le Ciel nous aidera. Je sais de bonne part que ce rival Tersandre N'eut jamais pour Julie en son âme aucun tendre, Et je vous puis de même assurer aujourd'hui Que Julie en son cour n'en a non plus pour lui ; Que bien loin qu'elle soit le sujet de sa peine, Que ce Tersandre en tient pour certaine Climène, Dont le père aussitôt qu'il apprit leur amour, La fit dans un couvent mettre par un beau jour, Pour l'ôter promptement des yeux de ce Tersandre. De crainte qu'il ne fit à son honneur esclandre. Tersandre de cela se sentant enragé, Fut contraint malgré lui de prendre son congé, Et de s'en revenir au logis de son père, Qui veut avec Julie achever leur affaire. Mais Tersandre coiffé de ses autres amours, Au lieu de se hâter, veut reculer toujours, Attendant que le Ciel inspire dans son âme Un moyen pour revoir le sujet de sa flamme. Donc puisque contre vous il ne s'avance rien, Vous devez cependant avancer votre bien. Voilà ce que je puis là-dessus vous apprendre."")","('#le-capitaine', 'Ma fille, ce ne font point là nos affaires, entrons chez la Comtesse, je viens dîner avec elle, serviteur, Messieurs, jusques au revoir.')",1.01,Substitution
