,corneillet-circe,quinault-cadmus-hermione,Cost,Operation Type
227,"('#circe', ""S'il est vrai que malgré l'outrage  Qu'en recevront vos feux jaloux,  L'intérêt de mon coeur à vous quitter m'engage,  S'agissant de me faire un sort heureux et doux,  À qui de mon coeur, ou de vous,  Dois-je déférer davantage ? "")","('#charite', ""Crois-moi, modère L'éclat de ta colère ; Un dépit qui fait tant de bruit Fait trop d'honneur à qui nous fuit."")",0.42,Substitution
228,"('#melicerte', ""Ah, puisque vous étiez capable de changer,  Pourquoi m'avoir tiré de mes premières chaînes ?  Le poids m'en paraissait bien léger ;  Et ravi que l'Amour m'en eût voulu charger,  J'ignorais qu'en aimant il pût être des peines.  M'enlevant en ces lieux, vous m'avez malgré moi  Fait à Silla manquer de foi..."")","('#la-nourrice', ""Ah ! Vraiment je vous trouve bonne ? Est-ce à vous, peite Mignonne, De reprendre ce que je dis ? Attendez l'âge Où l'on est sage, Pour donner des avis."")",0.86,Substitution
229,"('#circe', ""Vous lui pouviez être fidèle ; Mais c'est un feu facile à rallumer "")",,1.0,Insertion
230,"('#melicerte', 'Que je cesse de vous aimer !  Ah ! Plutôt.... ')",,1.0,Insertion
231,"('#circe', ""Non, suivez l'amour qui vous appelle. Silla vaut ce retour ; elle est jeune, elle est belle,  Sait mieux que moi l'art de charmer,  Et je ne suis plus rien auprès d'elle. "")","('#charite', ""Je suis jeune, je le confesse, Trouves-tu ce défaut si digne de mépris ? N'a-t-on point de bons sens qu'en perdant la jeunesse ? Il serait bien cher à ce prix."")",0.93,Substitution
232,"('#melicerte', ""Faites donc que les Dieux affaiblissent ces traits  Qui nous offrent en vous leur plus brillante image.  Rien n'est capable ailleurs d'attirer mes souhaits ;  Et comme un nouveau charme à qui tout doit hommage  Semble aujourd'hui de vos attraits  Avecque plus de force étaler l'avantage,  J'ai pour vous plus d'amour que je n'en eus jamais. "")","('#la-nourrice', ""Le temps doit mûrir les esprits, Et c'est le fruit de la vieillesse."")",1.44,Substitution
233,"('#circe', ""C'est trop ; en attendant des réponses plus claires,  Songez qu'aux Importuns je sais ce que je dois,  Et que mes volontés étant ma seule loi,  Ce n'est pas le moyen d'avancer ses affaires,  Que de s'obstiner avec moi. "")",,1.0,Insertion
234,"('#melicerte', 'Madame... ')","('#charite', ""Il n'est pas sûr que la sagesse Suive toujours les cheveux gris."")",1.44,Substitution
235,"('#circe', 'Allez, et craignez ma vengeance,  Si vous osez mériter mon courroux. ')","('#la-nourrice', ""Je souffre peu que l'on me blesse : Par des discours piquants Prétends-tu m'insulter sans cesse ?"")",0.85,Substitution
236,"('#melicerte', ""Ciel, à quoi me réduisez-vous,  S'il faut aimer sans espérance  De recevoir jamais un traitement plus doux ? "")","('#charite', 'Je respecte trop tes vieux ans.  Mais Cadmus, et la Princesse, Viennent dans ces lieux ; Ne troublons pas leurs adieux.')",1.35,Substitution
237,"('#dorine', ""On est à moins inconsolable.  Quand à sa flamme il voit l'espoir ôté,  Vous vous montrez à ses yeux plus aimable  Que vous n'avez jamais été ;  Et vous voulez qu'il soit capable  De souffrir le coup qui l'accable,  Sans se plaindre qu'on l'a quitté ? "")","('#cadmus', ""Je vais partir, belle Hermione, Je vais exécuter ce que l'Amour m'ordonne, Malgré le péril qui m'attend : Je veux vous délivrer, ou me perdre moi-même ; Je vous vois, je vous dit enfin que je vous aime, C'est assez pour mourir content."")",0.24,Substitution
238,"('#circe', ""Qu'il s'en plaigne, qu'il en murmure,  Je verrai ses ennuis d'un esprit satisfait,  Pourvu qu'à réparer ce qu'on m'a fait d'injure  Mon Charme ait son entier effet.  Le Prince en me voyant, ne m'a pas estimée  Digne de son attachement ;  Pour l'en punir, je veux en être aimée.  Je veux que le plaisir de traiter fièrement  Ce qu'un imprévu changement  Fera sentir d'ardeur à son âme enflammée,  Serve dans mon ressentiment  À venger ma gloire, alarmée  De n'avoir pu d'abord l'acquérir pour Amant. "")",,1.0,Insertion
239,"('#dorine', ""Quand pour tâcher à vous rendre sensible  Vous le verrez à vos genoux,  Vous n'en croirez plus tant l'emportement jaloux  Qui contre lui vous montre tout possible ;  Et comme laisser vaincre un orgueilleux courroux  Est en amour quelque chose de doux,  Vous ne serez pas invincible. "")","('#hermione', ""Ah ! Cadmus, pourquoi m'aimez-vous ? Pourquoi vouloir chercher une mort trop certaine ? Eh ! Que peut la valeur humaine Contre le dieu Mars en courroux ? Voyez en quels périls votre Amour nous entraîne ! J'aurais mieux aimer votre haine : Ah ! Cadmus, pourquoi m'aimez-vous ?"")",0.43,Substitution
240,"('#circe', ""Tu verras si ma gloire oublie à se venger,  Quand elle a reçu quelque outrage.  Mais il vient, prenons un visage  Dont la douceur ait de quoi l'engager  À m'offrir de ses voeux le plus soumis hommage. "")",,1.0,Insertion
241,"('#circe', ""Et bien, Prince ? Avez-vous trouvé dans mon Palais  Les merveilles qu'on en publie,  Et l'heur d'y pouvoir vivre en paix  Peut-il mériter qu'on oublie  Qu'il soit ailleurs des biens à flatter les souhaits ? "")","('#cadmus', ""Vous m'aimez, il suffit, ne soyez point en peine ? Mon destin, tel qu'il soit, ne peut être que doux."")",0.62,Substitution
242,"('#glaucus', ""Ce qui s'offre à mes yeux passe toute croyance.  Tout brille ici partout d'un éclat sans pareil,  Et par plus de magnificence  L'illustre Fille du Soleil  Ne pouvait soutenir l'honneur de sa naissance"")",,1.0,Insertion
243,"('#circe', ""Je puis à ce Jardin ajouter des beautés  Capables de toucher votre âme.  Naissez, Berceaux, et par vos raretés  Charmez si bien ses yeux, qu'il se plaise...  Un berceau s'élève tout_à_coup, soutenu par des statues de bronze qui le ferment, et en sont comme les supports. Il est embelli d'un bassin avec un jet d'eau ; et environné de plusieurs grenouilles, sur lesquelles il y a de petits enfants assis. "")",,1.0,Insertion
244,"('#glaucus', ""Ah, Madame,  Perdez cet obligeant souci ;  Il n'en faudrait pas tant pour me charmer ici.  Un seul bien... "")",,1.0,Insertion
245,"('#circe', ""Quel qu'il soit, s'il est en ma puissance,  Parlez je ne réserve rien. "")",,1.0,Insertion
246,"('#glaucus', ""Après une telle assurance,  Quel bonheur est le mien ?  Oui, Madame, de vous dépend ce que j'espère.  C'est dans votre Palais que mon coeur satisfait  Peut n'avoir plus aucuns souhaits à faire,  J'y jouirai d'un heur parfait ;  Et si de vos bontés rien n'empêche l'effet,  Point de félicité qui puisse ailleurs me plaire.  Charmé, dégagé de souci,  Vous me verrez, par d'éternels hommages,  Tâcher de mériter les heureux avantages  Que je puis rencontrer ici. "")","('#hermione', ""Vivons pour nous aimer, et cesser de poursuivre Le funeste dessein que vous avez formé : Il doit être bien doux de vivre, Lorsqu'on aime, et qu'on est aimé."")",0.24,Substitution
247,"('#dorine', ""Il vous aime, en voilà d'assez clairs témoignages."")",,1.0,Insertion
248,"('#circe', ""Dorine, tout va bien, le Charme a réussi.  Sans m'expliquer votre reconnaissance,  Dites-moi seulement ce que je suis pour vous.  À Glaucus. "")",,1.0,Insertion
249,"('#glaucus', ""Prendre pitié d'un feu dont les charmes trop doux  Ont trouvé mon coeur sans défense.  Tout ce que du Ciel en courroux  Peut la plus sévère vengeance,  C'est de faire qu'on aime avecque violence,  Sans être aimé de qui peut tout sur nous. "")","('#cadmus', ""Sous une injuste loi je vous vois asservie ; Serait-ce vous aimer que le pouvoir souffrir ? Lorsque pour ce qu'on aime on s'expose à périr, La plus affreuse mort a de quoi faire envie."")",0.11,Substitution
250,"('#circe', ""Cet amour sur votre âme a-t-il assez d'empire,  Pour vous faire immoler à sa naissante ardeur... "")",,1.0,Insertion
251,"('#glaucus', ""Quoi, vous doutez des transports qu'il m'inspire Ah, si vous ne pouvez pénétrer dans mon coeur,  Croyez ce que mes yeux s'empressent de vous dire.  Voyez-les tout remplis de ce brûlant amour  Qui cherche par eux une voie  À pouvoir se montrer au jour.  J'ai su que Silla vient dans ce charmant séjour.  Daignez l'y retenir ; pourvu que je la voie,  Tous les plaisirs pour moi vont être de retour.  Vivre avec elle ici, me comblera de joie.  Malgré ses indignes mépris,  Mes soins fortifiés du secours de vos Charmes,  Forceront sa rigueur à rendre enfin les armes.  Souffrez l'espoir que j'en ai pris ;  Si vous êtes pour moi, ma flamme est sans alarmes. "")","('#hermione', ""Mais vous ne songez pas qu'il y va de la vie : Faut-il que pour mes jours vous soyez sans effroi ? Je vivrais sous l'injuste loi Où mon cruel destin me livre. Mais si vous périssez pour moi, Je ne pourrai pas vous survivre."")",0.67,Substitution
252,"('#circe', ""J'ai cru qu'ayant à faire choix...  Songez-vous que peut-être... "")",,1.0,Insertion
253,"('#circe', 'Approchez, Astérie,  Est-on prêt à chanter ? ')",,1.0,Insertion
254,"('#asterie', 'Oui, Madame. ')",,1.0,Insertion
255,"('#circe', ""La voix  M'a toujours fort touchée. Écoutons, je vous prie,  Vous me direz le reste une autre fois."")",,1.0,Insertion
256,"('#tircis', ""Pourquoi me fuyez-vous, ô Beauté trop sévère,  Quand d'un si tendre amour j'ai le coeur enflammé ! "")","('#cadmus', ""J'ai besoin de secours, voulez-vous m'accabler ? Ah ! Princesse, est-il temps de me faire trembler ?"")",0.96,Substitution
257,"('#silvie', 'Je fuis ce que je sens qui commence à me plaire ;  Si je vous écoutais, vous pourriez être aimé. ')","('#hermione', 'Soyez sensible à mes alarmes !')",1.46,Substitution
258,"('#tircis', ""Quoi, toujours, aimable Inhumaine,  Refuser de m'entendre ? Eh de grâce, deux mots. "")",,1.0,Insertion
259,"('#silvie', ""L'amour cause de la peine,  Et je veux vivre en repos."")",,1.0,Insertion
260,"('#tircis', 'Est-il des plaisirs sans tendresses ? ')","('#cadmus', 'Je ne sens que trop vos douleurs.')",0.95,Substitution
261,"('#silvie', ""Est-il de l'Amour sans chagrin ? "")","('#hermione', 'Partirez-vous malgré mes pleurs ?')",0.81,Substitution
262,"('#tircis', ""Par l'Amour tout chagrin cesse. "")","('#cadmus', 'Il faut aller tarir la source de vos larmes.')",0.96,Substitution
263,"('#silvie', ""Tous les plaisirs par l'amour prennent fin. "")",,1.0,Insertion
264,"('#tircis', "" C'est une erreur ; dans le bel âge,  Il faut aimer pour vivre heureux. "")",,1.0,Insertion
265,"('#silvie', 'Ne me dites rien davantage. ')","('#hermione', ""Quoi, vous m'allez quitter ?"")",1.29,Substitution
266,"('#tircis', 'Soulagez les ennuis de mon coeur amoureux. ')",,1.0,Insertion
267,"('#silvie', 'Que vous sert que le mien soupire ? ')",,1.0,Insertion
268,"('#tircis', 'Ah Silvie ! ')",,1.0,Insertion
269,"('#silvie', 'Ah Tarcis ! ')",,1.0,Insertion
270,"('#silvie #tircis', 'Unissons nos soupirs. ')",,1.0,Insertion
271,"('#tircis', 'Aimons-nous. ')","('#cadmus', 'Je vais vous secourir.')",1.31,Substitution
272,"('#silvie', 'Douce peine ! ')",,1.0,Insertion
273,"('#tircis', 'Agréable martyre ! ')","('#hermione', 'Ah ! vous allez périr ! Vous cherchez une mort horrible ; Mon amour me dit trop que vous perdrez le jour.')",1.07,Substitution
274,"('#silvie', 'Il fait tout mon bonheur. ')","('#cadmus', ""L'Amour que j'ai pour vous ne croit rien d'impossible : Il me flatte en partant d'un bienheureux retour."")",0.72,Substitution
275,"('#tircis', 'Il fait tous mes désirs. ')","('#hermione #cadmus', 'Croyez en mon amour,')",0.88,Substitution
276,"('#silvie #tircis', 'Pour goûter les plus doux plaisirs,  Ne nous lassons jamais de nous le dire :  Aimons-nous. Douce peine ! Agréable martyre ! ')","('#hermione', ""Vous n'écoutez point ma tendresse, Rien ne vous retient ?"")",1.03,Substitution
277,,"('#cadmus', 'Le temps presse.')",1.0,Deletion
278,"('#silvie', ""La liberté m'était un lien si doux ! "")","('#hermione #cadmus', ""Au nom des plus beaux noeuds que l'Amour ait formés, Vivez, si vous m'aimez."")",0.35,Substitution
279,"('#tircis', ""Vaut-il ceux que l'Amour offre dans son Empire ? "")",,1.0,Insertion
280,"('#silvie', ""Je la perds, c'en est fait. "")",,1.0,Insertion
281,"('#tircis', 'Vous en repentez-vous ? ')",,1.0,Insertion
282,"('#silvie', ""Ce n'est pas de quoi je soupire. "")",,1.0,Insertion
283,"('#tircis', 'Ah Silvie ! ')",,1.0,Insertion
284,"('#silvie', 'Ah Tircis ! ')",,1.0,Insertion
285,"('#silvie #tircis', 'Unissons nos soupirs. ')","('#cadmus', 'Espérons.')",0.73,Substitution
286,"('#tircis', 'Aimons-nous. ')",,1.0,Insertion
287,"('#silvie', 'Douce peine ! ')",,1.0,Insertion
288,"('#tircis', 'Agréable martyre ! ')",,1.0,Insertion
289,"('#silvie', 'Il fait tout mon bonheur. ')",,1.0,Insertion
290,"('#tircis', 'Il fait tous mes désirs. ')",,1.0,Insertion
291,"('#silvie #tircis', 'Pour goûter les plus doux plaisirs,  Ne nous lassons jamais de nous le dire :  Aimons-nous. Douce peine ! Agréable martyre ! ')","('#hermione', ""Tout me désespère. Que je me veux de mal d'avoir trop sçû vous plaire !"")",0.8,Substitution
292,"('#circe', ""Vous voyez de quelles douceurs  L'Amour souffre aux Amants la flatteuse espérance,  Quand il prend soin d'unir leurs coeurs. "")","('#hermione #cadmus', ""Qu'un tendre amour coûte d'ennuis !"")",0.78,Substitution
293,"('#glaucus', ""On oublie aisément ce qu'il eut de rigueurs,  Lorsque cette union en est la récompense.  Par vous avec Silla je la puis espérer.  Vos Charmes n'ont jamais trouvé rien d'impossible ;  Et cette charmante Inflexible  Pour qui l'amour me force à soupirer,  Dès que vous parlerez, aura le coeur flexible. "")","('#hermione', 'Vous fuyez ?')",1.55,Substitution
294,"('#circe', ""Si vous n'obtenez que par moi  L'heureux succès que votre amour espère,  Cette douceur aura-t-elle de quoi  Vous assurer ce qui doit seul vous plaire ?  Pour bien goûter le plaisir d'être aimé,  Il faut ne le devoir qu'à l'ardeur de sa flamme.  De Silla qui vous fuit êtes-vous si charmé,  Qu'un autre Objet dont vous toucheriez l'âme  Ne pût de vous être estimé ?  Laissez agir votre mérite.  Il est mille Beautés, qui pour vous rendre heureux,  Se plairont à répondre à vos soins amoureux ;  La gloire à changer vous invite. "")",,1.0,Insertion
295,"('#glaucus', ""Est-il rien de plus rigoureux ?  Quel conseil ! À Silla devenir infidèle !  Silla qu'on ne peut voir sans se faire une loi... "")","('#cadmus', 'Il le faut.')",1.77,Substitution
296,"('#circe', ""Elle a tout ce qui peut mériter votre foi ;  Mais si vous ne changiez pour elle,  Qu'afin de vous donner à moi,  Heureux par cet amour, auriez-vous tant de quoi  Nommer la Fortune cruelle ? "")","('#hermione', 'Demeurez ?')",1.85,Substitution
297,"('#glaucus', ""La gloire d'être aimé de vous  Devrait m'être un bonheur sensible,  À remplir mes voeux les plus doux ;  Mais, Madame, l'amour par un charme invincible,  Dispose de nous malgré nous.  Quoique Silla me livre à cent peines secrètes,  Sille seule peut plaire à mon coeur amoureux.  Pour Silla seule il peut former des voeux,  Et toute aimable que vous êtes,  Vous ne pourriez me rendre heureux. "")",,1.0,Insertion
298,"('#circe', ""Tremblez de l'aveu que vous faites,  Oser à mon amour préférer d'autres feux !  J'en dis trop, mais Circé n'est pas accoutumée  À contraindre des sentiments.  S'il me plaît de choisir, je n'ai que trop d'Amants ;  Mais lorsque je m'abaisse à souffrir d'être aimée,  C'est vouloir voir ma haine à punir animée,  Que m'opposer d'autres engagements.  Pour de moindres mépris j'ai répandu la honte  Du sort le plus injurieux,  Sur des Rois dont j'ai fait la terreur de ces lieux.  Il faut d'une vengeance aussi juste que prompte,  Étaler la peine à vos yeux.  On voit paraître divers Animaux, Lions,  Ours, Tigres, Dragons, et Serpents.  En Bêtes transformés, pour m'avoir su déplaire,  Voyez-les à regret souffrir encor le jour,  Et si vous dédaignez l'offre de mon amour,  Craignez l'horreur de ma colère. "")","('#cadmus', ""Je ne puis, Je m'affaiblis plus je diffère ; Il faut m'arracher de ce lieu."")",0.52,Substitution
299,"('#glaucus', ""La menace, Madame, est pour se faire aimer  Un moyen dont je crois le succès un peu rare.  Je l'entends sans m'en alarmer,  Et quoi que ces Objets me fassent présumer  Du sort honteux qu'on me prépare,  L'amour règne en mon coeur, et l'a trop su charmer,  Pour souffrir lâchement que l'effroi s'en empare. "")",,1.0,Insertion
