,dancourt-desolation-des-joueuses,dancourt-femme-d-intrigues,Cost,Operation Type
415,,"('#araminte', ""Ah !  Chevalier, que peut-il m'arriver de plus fâcheux, que de n'être pas avec vous autant de temps que j'en ai l'occasion ? "")",1.0,Deletion
416,"('#lisette', 'Ah !  Ah !  Vous ne savez donc pas encore les nouvelles ?')","('#eraste', ""Ce début n'est pas mal."")",1.48,Substitution
417,,"('#madame-thibaut', ""Qu'y a-t-il pour votre service, Madame ?"")",1.0,Deletion
418,"('#la-comtesse', ""Pardonnez-moi j'en sais quelqu'une.  Notre jeune Allemand m'a conté ce matin à ma toilette quelque chose de particulier.  La petite procureuse, j'en suis fâchée vraiment, c'est une bonne petite femme.  Elle emprunta, il y a quelques jours, sur un collier de mille écus, six vingt pistoles, qu'elle perdit ici le lendemain."")","('#araminte', ""On m'a dit, ma bonne, que tu savais quelquefois des carrosses à vendre."")",1.06,Substitution
419,,"('#madame-thibaut', 'Quelle sorte de carrosse voudriez-vous, Madame ?')",1.0,Deletion
420,,"('#araminte', 'Un petit carrosse coupé.')",1.0,Deletion
421,,"('#madame-thibaut', 'Pour Monsieur, peut-être ?')",1.0,Deletion
422,,"('#le-chevalier', 'Justement : en sauriez-vous un ?')",1.0,Deletion
423,"('#dorimene', ""Eh bien, Madame, le collier faux qu'elle avait acheté pour remplacer le sien, n'était point tout à fait semblable.  Monsieur le procureur s'en est aperçu, et il l'a querellée d'une manière épouvantable."")","('#madame-thibaut', ""Si vous n'en étiez pas si pressé, je connais un jeune homme qui s'est brouillé depuis peu avec la femme d'un Banquier : s'ils ne se raccommodent pas ; son carrosse sera bien votre fait."")",1.05,Substitution
424,,"('#araminte', ""Que tient-elle là ?  Une écharpe !  Elle est belle, vraiment ; cela servira bien à m'acquitter de la discrétion que vous me gagnâtes hier, Chevalier."")",1.0,Deletion
425,,"('#eraste', 'Mon écharpe !')",1.0,Deletion
426,"('#lisette', 'Le ridicule !')","('#le-chevalier', 'Je ne prétends pas cela, Madame.')",1.91,Substitution
427,,"('#araminte', 'Et moi je le prétends : elle est à vendre apparemment ?')",1.0,Deletion
428,,"('#le-chevalier', ""Non, je n'y consentirai jamais."")",1.0,Deletion
429,,"('#araminte', 'Hé, mon frère, que vous faites le badin ?')",1.0,Deletion
430,,"('#eraste', 'Son frère !  Et de quel côté ?')",1.0,Deletion
431,"('#la-comtesse', ""N'a-t-elle pas fait un grand crime, de perdre six vingt pistoles ?  Mais ces bourgeois sont bien brutaux, ma mignonne."")","('#araminte', 'Je le veux, vous dis-je, ne me la donneras-tu pas bien pour quinze pistoles ?')",0.86,Substitution
432,,"('#eraste', ""Madame, l'écharpe est à moi, vous en donnerez ce qu'il vous plaira."")",1.0,Deletion
433,,"('#araminte', 'Ah Ciel !')",1.0,Deletion
434,"('#dorimene', 'Oh !  Pour cela, leurs manières sont bien différentes de celles des gens de qualité.')","('#eraste', ""Adieu, Madame.  Je vais remercier ma Tante et l'informer que vous avez un frère, que toute votre famille ne savait pas que vous eussiez."")",1.88,Substitution
435,,"('#madame-thibaut', ""Je crois, Dieu me pardonne, que c'est la veuve qui a si bien vécu avec son premier mari."")",1.0,Deletion
436,,"('#le-chevalier', 'Je ne comprends rien à tout ceci, Madame.')",1.0,Deletion
437,,"('#araminte', 'Ah !  Chevalier, il y a pour en mourir.  Un homme que je devais épouser demain, de qui la Tante faisait ma fortune.')",1.0,Deletion
438,"('#angelique', 'Je suis dans un étrange accablement, Lisette.')","('#le-chevalier', ""Quoi !  C'est là cet Éraste ?  J'avais raison de vouloir demeurer dans le carrosse."")",1.31,Substitution
439,,"('#araminte', ""Ah !  Je n'en puis plus."")",1.0,Deletion
440,"('#lisette', 'Allez vous reposer dans votre cabinet.  Je vous avertirai quand Dorante sera venu.')","('#madame-thibaut', 'Passez dans ma chambre, Madame, pour vous reposer un moment.')",0.25,Substitution
441,,"('#le-marquis', 'Bonjour, la belle enfant, pourrait-on dire un mot à votre maîtresse.')",1.0,Deletion
442,,"('#gabrillon', 'Elle est empêchée.')",1.0,Deletion
443,,"('#le-marquis', 'Il faut pourtant que je lui parle.')",1.0,Deletion
444,,"('#gabrillon', 'Ce ne sera pas de longtemps, du moins.')",1.0,Deletion
445,,"('#le-marquis', ""Quand je devrais l'attendre jusqu'à minuit."")",1.0,Deletion
446,,"('#gabrillon', ""Vous attendrez tant qu'il vous plaira, vous êtes le maître."")",1.0,Deletion
447,,"('#le-marquis', ""Voilà une fille qui me parle bien cavalièrement.  Est-il possible qu'elle ne reconnaisse pas à mes allures que je suis homme de qualité ?"")",1.0,Deletion
448,,"('#le-cocher', ""Par votre permission, Monsieur, n'est-il point monté ici un Monsieur et une Madame ?"")",1.0,Deletion
449,,"('#le-marquis', ""Ah, mon enfant !  C'est toi qui m'as mené cette nuit au bal, je pense ; pourquoi n'es-tu pas venu me reprendre ?"")",1.0,Deletion
450,,"('#le-cocher', ""Ah !  Serviteur, mon Prince : ma foi je vous demande pardon, ce n'est pas ma faute.  Ces deux grosses femmes que vous me dites de voiturer m'ont fait courir jusqu'à dix heures du matin, et encore ne m'ont-elles rien baillé pour boire."")",1.0,Deletion
451,,"('#le-marquis', ""Mon valet de chambre t'a payé ?"")",1.0,Deletion
452,,"('#le-cocher', 'Je ne lui demande rien.')",1.0,Deletion
453,,"('#le-marquis', 'Et où as-tu remené ces Dames ?')",1.0,Deletion
454,,"('#le-cocher', ""Ces Dames, Monsieur ?  J'ai mis l'une au bout d'une rue dans le marais, et l'autre à la porte des grands Augustins.  Il y a comme çà des espèces de Dames qu'on ne remène jamais jusques chez elles, et je menons plus celles-là que des autres."")",1.0,Deletion
455,,"('#le-marquis', 'Cela ne fait pas honneur à vos voitures.')",1.0,Deletion
456,,"('#le-cocher', ""Bon, de l'honneur, qu'en ons-je affaire, pourvu que je trouvions notre compte ?  On a morbleu biau dire !  Tant que j'aurons des glaces de bois, et qu'on ne verra le jour que par une lucarne, je ne manquerons pas d'être employés."")",1.0,Deletion
457,,"('#le-marquis', 'Ah !  Que tu sens le vin.')",1.0,Deletion
458,,"('#le-cocher', ""C'est que j'en ai bu."")",1.0,Deletion
459,,"('#le-marquis', ""N'as-tu point de honte ; au lieu de t'enivrer, ne vaudrait-il pas mieux t'acheter un habit ?"")",1.0,Deletion
460,,"('#le-cocher', 'Cela ne dépend pas de moi.')",1.0,Deletion
461,,"('#le-marquis', 'Comment donc ?')",1.0,Deletion
462,,"('#le-cocher', ""Q'un honnête homme, pour m'engager au secret, me donne quelque argent, ne dit-il pas : Tiens, mon enfant, voilà pour boire ?"")",1.0,Deletion
463,,"('#le-marquis', 'Hé bien ?')",1.0,Deletion
464,,"('#le-cocher', ""Je ne puis pas en conscience aller contre l'intention du fondateur, il faut que je boive d'obligation.  Si vous me voulez fonder chopine, par exemple,..."")",1.0,Deletion
465,"('#la-comtesse', 'Ah !  Ah !  Le troupeau se rassemble à la fin.  Voilà Clitandre le bel esprit.')","('#le-marquis', ""De tout mon coeur, tu m'assez diverti pour bouteille."")",1.08,Substitution
466,"('#clitandre', 'Madame, je vous donne le bonjour.')","('#le-cocher', 'Grand merci, Monsieur, grand bien vous fasse.')",0.54,Substitution
467,,"('#gabrillon', 'Que fais-tu ici, Maroufle ?  Tes gens attendent là-bas après toi, on te cherche dans tous les cabarets de la rue.')",1.0,Deletion
468,,"('#le-cocher', ""Je vais m'y rendre, afin qu'on m'y trouve."")",1.0,Deletion
469,,"('#gabrillon', ""Ma maîtresse va venir tout à l'heure, Monsieur."")",1.0,Deletion
470,,"('#le-marquis', ""Qu'elle tarde tant qu'il lui plaira ; tiens-moi seulement compagnie, je l'attendrai sans impatience."")",1.0,Deletion
471,"('#la-comtesse', ""Qu'il est triste, ma bonne !  Bonjour, Clitandre.  Allons !  Gai !  Gai !  Il perdit hier son argent, je gage."")","('#gabrillon', 'Vous êtes trop honnête, Monsieur.')",1.27,Substitution
472,"('#clitandre', ""Eh Madame, plût an ciel que j'eusse perdu mille pistoles, et que ce malheur-là ne fût point arrivé."")","('#le-marquis', ""Non, Dieu me damne.  Dieu me damne.  Je m'accommode de tout, moi.  Ce Cocher même m'a réjoui, et ta conversation vaut bien la sienne."")",1.12,Substitution
473,,"('#gabrillon', 'Voici Madame.')",1.0,Deletion
474,,"('#le-marquis', 'Serviteur, Madame Thibaut.')",1.0,Deletion
475,"('#dorimene', ""Ah !  Clilandre, que je vous sais bon gré d'être sensible à cet accident."")","('#madame-thibaut', 'Monsieur, je suis votre très humble servante.')",1.11,Substitution
476,"('#la-comtesse', ""Comment donc ?  Que voulez-vous dire ?  Vous êtes, je crois, de concert pour me plaisanter l'un et l'autre.  Plus je vous regarde, et moins je vous comprends tous deux.  Quel malheur ?  Quel accident ?  De quoi parlez-vous? Il semble que vous prévoyiez la fin du monde, et qu'elle soit prête d'arriver."")","('#le-marquis', ""Savez-vous que le bruit de votre réputation a percé jusqu'à la Cour, et qu'il a pénétré jusqu'à moi ?"")",0.96,Substitution
477,,"('#madame-thibaut', ""Qu'y a-t-il, Monsieur, pour votre service ?"")",1.0,Deletion
478,"('#clitandre', 'Madame_la_Comtesse ignore apparemment que le lansquenet est défendu.')","('#le-marquis', 'Vous ne le devinerez jamais.')",1.53,Substitution
479,"('#la-comtesse', 'On a défendu le lansquenet ?')","('#madame-thibaut', 'Mais encore ?')",1.27,Substitution
480,"('#clitandre', 'Eh, oui, Madame, on a défendu le lansquenet !')",,1.0,Insertion
481,"('#la-comtesse', ""Vous vous moquez, Clitandre, cela ne se peut pas, et c'est comme si l'on défendait de dormir."")","('#le-marquis', ""Je viens vous prier... je vois qu'il faut franchir le mot, de m'aider à faire une sottise."")",1.64,Substitution
482,,"('#madame-thibaut', ""Vous me faites bien de l'honneur."")",1.0,Deletion
483,,"('#le-marquis', ""Quatre Marquis de mes amis, que vous avez ennocés, m'ont mis en goût d'en faire autant.  À la vérité les épouses que vous leur avez données, ne sont pas belles : mais mort de ma vie, elles sont bonnes, la plus gueuse a..."")",1.0,Deletion
484,"('#clitandre', ""Pour moi, j'aimerais autant qu'on m'eût défendu le boire et le manger."")","('#madame-thibaut', 'Je vous entends, vous voudriez une douairière, peut-être ?')",1.48,Substitution
485,"('#dorimene', ""Il est vrai qu'il vaut autant mourir."")","('#le-marquis', ""Vous l'avez dit.  Souvent on a pour rien ce qu'un autre a payé bien cher.  Vous me regardez ?"")",1.44,Substitution
486,,"('#madame-thibaut', ""Je crois avoir l'honneur de vous connaître."")",1.0,Deletion
487,"('#la-comtesse', 'Mais cela ne se peut pas, vous dis-je encore une fois.')","('#le-marquis', 'Cela se peut.')",1.02,Substitution
488,,"('#madame-thibaut', 'Je vous ai vu quelque part.')",1.0,Deletion
489,,"('#le-marquis', 'Les gens de ma qualité se voient partout.')",1.0,Deletion
490,,"('#madame-thibaut', 'Je ne saurais dire où.')",1.0,Deletion
491,,"('#le-marquis', ""À l'Armée peut-être ?"")",1.0,Deletion
492,,"('#madame-thibaut', ""À l'Armée, moi ?"")",1.0,Deletion
493,,"('#le-marquis', ""C'est donc à la Cour ?"")",1.0,Deletion
494,,"('#madame-thibaut', 'À la Cour !  Non ; je ne vais guères dans ce pays-là.')",1.0,Deletion
495,"('#clitandre', ""Eh !  Madame_la_Comtesse, je vous dis ce que tout Paris sait, ce que tout Paris dit, et ce que j'ai entendu publier ce matin sous mes fenêtres."")","('#le-marquis', ""Ah !  J'y suis, Madame Thibaut, vous m'avez vu dans mon carrosse ?  Il est remarquable, oui, mon carrosse ; et je suis autant connu de tout Paris par mon équipage, qu'estimé de la Cour par mes manières."")",0.89,Substitution
496,,"('#madame-thibaut', ""Vous avez raison, je rappelle mes idées : c'est dans votre carrosse que je vous ai vu."")",1.0,Deletion
497,,"('#le-marquis', 'En avez-vous remarqué la beauté ?')",1.0,Deletion
498,"('#la-comtesse', ""Ah !  Publier ?  Publier, c'est autre chose.  Ces publications sont pour le peuple, pour les laquais, pour la canaille, à qui l'on fait bien de défendre certains jeux qui ne sont faits que pour les gens de qualité."")","('#madame-thibaut', ""Il n'est rien de mieux entendu."")",1.87,Substitution
499,"('#clitandre', ""Oui, Madame, vous avez raison ce sont les laquais et la canaille à qui l'on défend de jouer le lansquenet, sous peine de mille écus d'amende."")","('#le-marquis', ""Je donne toujours dans le beau : j'ai des chevaux, morbleu, qui tourneraient sur la pointe d'une épée, un Cocher qui a du poitrail, et pour le moins une once et demi de barbe ; pour moi, j'ai toujours aimé cela.  Un Cocher qui remplit bien son siège, et qui a tous ses crins, donne un merveilleux relief à la surface d'un équipage."")",0.99,Substitution
500,,"('#madame-thibaut', 'Surtout quand le reste y répond.')",1.0,Deletion
501,"('#la-comtesse', ""Mille écus !  Mille écus !  Mais vraiment vous n'y songez pas, vous avez mal entendu, Clitandre ; et il me semble que si la défense était pour les personnes de condition, ils valent assez la peine qu'on leur signifie la chose chez eux, sans le leur publier au coin des rues."")","('#le-marquis', ""Hé, mais, j'ai deux grisons, un coureur et quatre autres laquais : ce ne sont pas des géants à la vérité ; mais de larges bassets qui ne meublent pas trop mal le derrière d'un carrosse : pour le dedans, c'est moi qui l'occupe.  Je me sais si je suis d'une tournure à faire dire que le poisson dément la coquille."")",1.27,Substitution
502,"('#clitandre', 'Que voulez-vous que je vous dise, Madame ?  Ce sont des affaires qui se font ordinairement ainsi.')","('#madame-thibaut', ""Bien loin de cela, vous m'avez tout l'air de bien jouer le premier rôle d'un équipage.  Voilà une jolie tabatière."")",1.33,Substitution
503,"('#un-laquais', ""Voilà Madame l'intendante dans votre antichambre, qui se trouve mal,\tje crois."")","('#le-marquis', ""Il n'y a pas encore vingt-quatre heures qu'elle était boîte à mouche.  Je l'ai prise ce matin sur la toilette d'une Duchesse, avec qui je suis en pourparler de faveurs."")",0.74,Substitution
504,,"('#madame-thibaut', ""Elle est magnifique, vraiment.  Mais, çà voyons, puisqu'il s'agit de vous marier, peut-on savoir, Monsieur_le_Marquis, à combien peut monter votre revenu ?"")",1.0,Deletion
505,"('#dorimene', ""Voyez ce que c'est, Lisette."")","('#le-marquis', 'Si mon Intendant était là ; car nous autres gens de qualité, nous ne nous piquons guères de savoir ce que nous avons de bien, cela est trop bourgeois.')",1.93,Substitution
506,"('#la-comtesse', ""Est-ce cette intendante qui perdit tant d'argent il y a huit jours ?"")","('#madame-thibaut', 'Mais encore à peu près ?')",1.38,Substitution
507,,"('#le-marquis', ""Hé !  Mais, il me reste du côté de ma mère assez considérablement de bien ; mais comme mon père m'a laissé encore plus considérablement de dettes, je ne vous ferai le détail que de mon revenu le plus liquide."")",1.0,Deletion
508,"('#dorimene', 'Elle-même.')","('#madame-thibaut', ""C'est bien dit."")",1.22,Substitution
509,"('#clitandre', ""Oh parbleu !  Elle a de quoi perdre.  Son mari a ruiné le maître dont il gouverne les affaires, mais je crois qu'il sera bientôt ruiné lui-même par les dépenses de sa femme."")","('#le-marquis', ""Premièrement il n'y a point d'année, quelque mauvaise qu'elle soit, que je ne touche sept à huit cents pistoles par les mains de Gautier, cela en étoffes : mais qu'est-ce que cela fait ; ne faut-il pas s'habiller ?"")",1.12,Substitution
510,,"('#madame-thibaut', 'Sans doute.')",1.0,Deletion
511,,"('#le-marquis', 'De la Picarde, cela peut monter aux environs de deux mille écus, sept mille francs, tantôt plus, tantôt moins.')",1.0,Deletion
512,,"('#madame-thibaut', 'En toiles et en dentelles ?')",1.0,Deletion
513,,"('#le-marquis', ""Oui, cela l'accommode et moi aussi.  A-t-on jamais trop de linge ?"")",1.0,Deletion
514,,"('#madame-thibaut', 'Bien loin de cela.')",1.0,Deletion
515,,"('#le-marquis', ""Croiriez-vous qu'à Jame et à Bequet, tant en chevaux de selle que de carrosse..."")",1.0,Deletion
516,,"('#madame-thibaut', ""C'est-à-dire, Monsieur_le_Marquis, que tout votre revenu est en fonds de crédit."")",1.0,Deletion
517,,"('#le-marquis', ""Fonds de terre, ou fonds de crédit, qu'est-ce que cela fait ?  Ne touché-je pas cela tous les ans ?"")",1.0,Deletion
518,,"('#madame-thibaut', ""C'est quasi la même chose."")",1.0,Deletion
519,"('#l-intendante', ""Un fauteuil, ma pauvre Lisette, un fauteuil.  Ah !  Je n'en puis plus."")","('#le-marquis', ""Mais à quoi rêvez-vous tant, s'il vous plaît ?"")",1.44,Substitution
