,biancolelli-ecole-galante,biancollelli-arlequin-gentilhomme,Cost,Operation Type
515,,"('#isabelle', '. . . . . . Partons, mon cher Léandre,  . . . . . . . . . . . . . Et quittons pour jamais cet odieux séjour. ')",1.0,Deletion
516,,"('#leandre', ""Profitons d'un moment accordé par l'amour  Et ne redoutez rien, adorable Isabelle.  Suivez-moi...  Mais quelqu'un fait ici sentinelle.  En marchant il heurte Octave."")",1.0,Deletion
517,,"('#octave', ""Léandre est en ces lieux, le traître assurément,  Vient ici s'opposer à cet enlèvement,  Mais je saurai punir un rival téméraire. "")",1.0,Deletion
518,,"('#leandre', 'Qui va là ? ')",1.0,Deletion
519,,"('#octave', 'Maintenant songe à me satisfaire,  Je suis Octave ? ')",1.0,Deletion
520,"('#le-docteur', 'Vous voulez badiner.')","('#leonore', 'Hélas arrêtez cher amant... ')",0.93,Substitution
521,"('#arlequin', ""Non j'en jure ma foi."")","('#leandre', 'Je suis prêt à répondre à ton empressement. ')",1.37,Substitution
522,"('#le-docteur', ""À l'aide !"")","('#isabelle', ""Ah ! Vous n'y pensez pas qu'allez-vous entreprendre. "")",1.65,Substitution
523,,"('#leandre', ""Octave de ce fer prends soin de te défendre.  Isabelle s'enfuit Léonore fait de même."")",1.0,Deletion
524,,"('#isabelle', ""Juste ciel !  Octave et Léandre se battent, Scaramouche et Mezzetin par leurs postures et leurs grimaces témoignent la peur qu'ils ont."")",1.0,Deletion
525,,"('#scaramouche', ""Patatrouf, tirez un peu plus bas,  Messieurs je vous conjure, et ne me blessez pas.  Léandre blesse Octave au bras et voyant venir de la lumière Léandre se retire de l'autre côté."")",1.0,Deletion
526,"('#arlequin', 'À la Justice !')","('#mezzetin', ""Le coquin a bien fait de décamper sur l'heure  Car j'allais le percer au gésier ou je meurs.  Octave lie son mouchoir à son bras. "")",1.79,Substitution
527,,"('#geronte', ""Qu'est-il donc arrivé ? Tirez-moi d'embarras. "")",1.0,Deletion
528,,"('#mezzetin', ""Ciel ! Mon maître est blessé, qu'il n'y revienne pas,  Car il verra beau jeu. "")",1.0,Deletion
529,"('#le-docteur', 'Au meurtre !')","('#le-docteur', ""Quel est donc ce mystère ?  Mais j'aperçois du sang. "")",0.84,Substitution
530,,"('#octave', 'La blessure est légère. ')",1.0,Deletion
531,"('#arlequin', ""On m'assassine."")","('#scaramouche', ""Si je n'avais pas paré le coup s'en était fait,  Vous seriez à présent trépassé tout à fait."")",1.58,Substitution
532,"('#le-docteur', ""Spinette m'a quitté."")",,1.0,Insertion
533,"('#arlequin', 'Moi, je perds Argentine.')","('#octave', ""Léandre m'a blessé, sa valeur est extrême,  Et je ne craindrai point de l'avouer moi-même  Mais il ne devait point après ce qu'il a fait,  S'éloigner et laisser le combat imparfait. "")",1.91,Substitution
534,,"('#isabelle', ""Mon père devant vous vous voyez Isabelle  D'un amour violent victime trop fidèle,  En vain vous prétendez gêner ma rendre ardeur  Je ne puis obéir ni contraindre mon coeur,  J'avouerai que Léandre est l'objet de ma flamme  Que cet amant a su triompher de mon âme,  Et que malgré les lois d'un austère devoir,  Je ne reconnais plus votre absolu pouvoir.  Ne me refusez point la grâce que j'implore,  Je ne veux que Léandre, oui c'est lui que j'adore,  Et si vous refuser d'unir mon sort au sien  Je regarde la mort comme un souverain bien. "")",1.0,Deletion
535,,"('#leonore', ""Mon père puisqu'il faut qu'à mon tour je m'explique,  Je ne subirai point une loi tyrannique,  Souffrez que résistant à cet ordre inhumain  Je refuse à Léandre et mon coeur et ma main.  Octave a seul trouvé le secret de me plaire,  Et mes yeux parleraient quand je voudrais me taire,  Ne vous opposez point à mes voeux les plus doux  Et ne me forcez pas à prendre un autre époux. "")",1.0,Deletion
536,,"('#geronte', ""Comment c'est donc ainsi que tu trompes ton père ?  Coquine, peut s'en faut que ma juste colère...  Il lève sa canne."")",1.0,Deletion
537,"('#pierrot', ""D'où vient ce tintamarre ; et pourquoi tant crier ? Parbleu, vous alarmez la moitié du Quartier. Je vous ai toujours vu d'une humeur pacifique, Qu'avez-vous aujourd'hui, la pierre, la colique, La migraine, la toux, la goutte, et cetera. Au Docteur."")","('#octave', ""Ah : De grâce, arrêtez, modérez ce transport  Vous n'êtes plus, Monsieur, le maître de son sort,  Et quand vous offensez la beauté qui m'engage,  C'est sur moi qu'à présent retombe tout l'outrage. "")",0.72,Substitution
538,"('#le-docteur', ""Non, j'ai perdu ma fille."")","('#le-docteur', 'Nous ne sommes donc plus maîtres de nos enfants ? ')",1.17,Substitution
539,"('#pierrot', 'On la retrouvera.')",,1.0,Insertion
540,"('#arlequin', ""Il faut avoir le coeur aussi dur qu'une Roche..."")","('#geronte', ""Sur ma fille mes droits seront toujours puissants  Je veux qu'elle obéisse... "")",1.91,Substitution
541,"('#pierrot', ""Fille ne se perd pas comme un couteau de poche, Qu'avez-vous ?"")",,1.0,Insertion
542,"('#arlequin', ""J'ai perdu ce que j'aime le mieux, Argentine. "")",,1.0,Insertion
543,"('#pierrot', 'Ma foi vous êtes fous tous deux.')","('#mezzetin', ""Attendez-la sous l'orme  Vous n'êtes tous deux pères que pour la forme. "")",1.29,Substitution
544,"('#arlequin', 'Argentine est partie avec Monsieur Léandre.')","('#le-docteur', 'Mais où donc est Léandre ? ')",0.69,Substitution
545,,"('#arlequin', 'Hélas je suis ici. ')",1.0,Deletion
546,,"('#geronte', 'Pourquoi vous cachez-vous, que veut dire ceci ?  Hé bien que faites-vous ? ')",1.0,Deletion
547,,"('#arlequin', 'Qui moi, je me promène. ')",1.0,Deletion
548,"('#pierrot', ""Peut-être elle viendra, vous n'avez qu'à l'attendre, Lorsque de cette belle il se sera servi, S'il veut me la donner je serai son Mari Ces restes-là sont bons, je suis peu difficile."")","('#le-docteur', 'Venez approchez-vous pour nous tirer de peine. ')",1.41,Substitution
549,,"('#octave', 'Allons il faut combattre une seconde fois. ')",1.0,Deletion
550,"('#le-docteur', 'Mon soin pour la garder était donc inutile ? Je crève dans ma peau, je me sens étouffer.')","('#arlequin', 'Oh je ne me bats pas si souvent que je bois  Je suis trop fatigué, dispensez-moi de grâce,  Vous vous repentiriez, mon cher, de votre audace. ')",1.26,Substitution
551,"('#pierrot', 'La fille est comme un arbre il la faut bien greffer, Quelque bon jardinier aura pris cette peine.')","('#le-docteur', 'Après avoir donné des marques de valeur  Osez-vous résister. ')",1.82,Substitution
552,"('#arlequin', ""La fille est, je l'avoue, une méchante graine."")","('#arlequin', ""Ma foi c'est que j'ai peur. "")",1.51,Substitution
553,,"('#le-docteur', ""Mais vous l'avez blessé, le devoir vous engage  À faire de nouveau briller votre courage,  Ne le refusez pas. "")",1.0,Deletion
554,,"('#arlequin', ""Cet homme est trop pressé,  Je pourrais le tuer, mais où l'ai-je blessé. "")",1.0,Deletion
555,"('#pierrot', 'Nous en voyons souvent sortir de bons pépins.')",,1.0,Insertion
556,"('#le-docteur', 'Ma foi les plus Argus sont de vrais Quinze-vingts, On fait de vains efforts pour bien garder les filles.')",,1.0,Insertion
557,"('#pierrot', 'Ce sont des limaçons qui quittent leurs coquilles.')",,1.0,Insertion
558,"('#le-docteur', 'Masques, vous pourriez bien ailleurs porter vos pas.')","('#geronte', 'Au bras. ')",1.58,Substitution
559,,"('#arlequin', ""C'est justement ma botte favorite. "")",1.0,Deletion
560,"('#pierrot', 'Peut-être leurs chansons ne vous déplairont pas.')","('#octave', 'Je me défendrai bien la blessure est petite. ')",1.83,Substitution
561,"('#la-chanteuse', ""En vain pour garder une belle Un jaloux veille nuit et jour, Quoi qu'il fasse la sentinelle, Rien n'est impossible à l'amour. Pour se soustraire à l'esclavage, Une jeune beauté va souvent autre part, Et l'oiseau que l'on tient en cage S'envole tôt ou tard.  Les Masques dansent."")","('#arlequin', ""J'ai la main dangereuse et je ne voudrais pas  Par un funeste coup causer votre trépas,  Au prochain cabaret allons boire chopine.  Oh ciel je suis perdu, j'aperçois Colombine ! "")",1.0,Substitution
562,,"('#colombine', 'Vous plairait-il, Monsieur, payer mes dix écus,  Le temps est expiré. ')",1.0,Deletion
563,,"('#arlequin', ""Mon cher n'en parlons plus. "")",1.0,Deletion
564,"('#arlequin', ""Qui peut nous interrompre, au Diable la Musique ; Messieurs je n'aime point du tout le ton lyrique, De grâce laissez-nous ; passez vôtre chemin, Cela ne convient point quand on a du chagrin ; Ne voyez-vous pas bien que nous parlons d'affaire."")","('#pierrot', ""Ma femme parle à vous, Monsieur le Gentilhomme,  Il est temps ou jamais d'acquitter cette somme,  Lorsque vous aviez l'air d'un pauvre marmiton  Pierrot vous tutoyait et jouait du bâton,  Mais puisque depuis peu vous avez fait fortune. "")",1.02,Substitution
565,"('#pierrot', 'Messieurs, démasquez-vous.')","('#arlequin', ""Mon cher, votre présence en ces lieux m'importune,  Allez retirez-vous. "")",1.03,Substitution
566,"('#leandre', ""Il faut vous satisfaire. Me reconnaissez-vous, répondez s'il vous plaît ? À Arlequin."")","('#colombine', ""Le tour est fort pasquin,  Avez-vous oublié qu'on vous nomme Arlequin  Que je vous ai nourri dans mon hôtellerie,  Et que vous me devez ... "")",0.44,Substitution
567,,"('#geronte', 'Vous vous trompez ma mie. ')",1.0,Deletion
568,,"('#colombine', ""Je ne me trompe pas et je veux de l'argent.  Ou sur l'heure je vais appeler un Sergent. "")",1.0,Deletion
569,,"('#scaramouche', 'La mèche se découvre. ')",1.0,Deletion
570,"('#arlequin', ""C'est Léandre."")","('#mezzetin', 'Allons Monsieur Léandre,  Parbleu quand on emprunte il est juste de rendre. ')",1.06,Substitution
571,,"('#pierrot', ""Monsieur Léandre et fi, vous vous gausser de nous,  Et c'est trop honorer le Syndic des Filous,  C'est Arlequin, vous dis-je. "")",1.0,Deletion
572,"('#scaramouche', 'Je suis Cupidon le cadet.')","('#arlequin', 'Ôhimé, je frissonne. ')",1.46,Substitution
573,,"('#geronte', ""Vous ne répondez rien ce silence m'étonne. "")",1.0,Deletion
574,"('#arlequin', ""Ah ! Le bon écolier ! Voyez comme il s'applique, J'ai de la théorie, et lui de la pratique."")","('#arlequin', 'Mon valet donnez-lui quelques coups de bâton. ')",1.78,Substitution
575,,"('#scaramouche', ""Oh ! Ce n'est plus le temps Monsieur le marmiton. "")",1.0,Deletion
576,,"('#pierrot', 'Vous vous donnez des airs, çà, ma femme, au pillage,  Déshabillons ce Monsieur. ')",1.0,Deletion
577,"('#leandre', 'Argentine est à moi, je puis en disposer, De vôtre bon précepte on ne peut mieux user.')","('#mezzetin', ""Tu n'oserais, je gage. "")",1.11,Substitution
578,"('#argentine', 'Consolez-vous, Monsieur, cette peine est légère, Vous ne me convenez en aucune manière.')","('#pierrot', ""Je n'oserais, morgué je suis entreprenant.  Il a justement l'air d'un carême-prenant.  Pierrot et Colombine déshabillent Arlequin qui reste en chemise."")",1.2,Substitution
579,,"('#geronte', 'Je suis tout hors de moi. ')",1.0,Deletion
580,,"('#pierrot', ""Le joli personnage  C'est Monsieur Arlequin Gentilhomme sauvage. "")",1.0,Deletion
581,"('#octave', ""Monsieur, je suis Octave homme de qualité, J'ai pris, je le confesse, un peu de liberté, L'amour doit excuser la faute que j'ai faite, J'aimais depuis longtemps la charmante Spinette, Je prétends par l'hymen réparer son honneur."")","('#leandre', ""Vous avez trop longtemps été par moi trompé,  Je prétends qu'à vos yeux tout soit développé,  L'erreur était trop grande, il ne faut plus rien taire,  Je vais en peu de mots éclaircir ce mystère.  C'est moi qui suis Léandre, épris de cet objet,  Mon coeur depuis dix jours, brûle d'un feu secret ;  Cet autre est Arlequin un pauvre misérable,  . . . . . . . . . . . . . .  Qui l'avait attiré chez Monsieur le Docteur.  En montrant Isabelle."")",0.45,Substitution
582,,"('#arlequin', ""Je vous l'avais bien dit que j'étais crocheteur,  Est-ce ma faute à moi vous n'en vouliez rien croire,  Mais, Monsieur s'il vous plaît, achevez votre histoire. "")",1.0,Deletion
583,"('#le-docteur', 'Non, je veux me venger....')","('#leandre', ""Près de cette beauté l'amour m'avait conduit,  Arlequin quelque temps fut caché sous un lit,  Dans cet appartement le Docteur vint se rendre,  Et comme il aurait pu près d'elle me surprendre  Je voulus me cacher. "")",1.66,Substitution
584,"('#octave', 'Ah ! Monsieur le Docteur. Ne vous emportez pas.')","('#arlequin', ""Pour moi j'étais dessous  Lui derrière, d'abord le Docteur vient à nous  Il me voit, ma figure l'épouvante,  Léandre en est surpris, à lui je me présente,  Je fais de mes malheurs un fidèle récit,  Ensuite il me contraint de prendre son habit  J'ai beau lui résister et faire la grimace,  Je ne puis réussir, il jure, me menace,  Il faut lui obéir pour éviter les coups.  Vous le faites sortir moi je reste chez vous  Caché derrière un lit par malheur j'éternue,  Sous cet habit doré je m'offre à votre vue,  Vous me faites fouiller par Messieurs vos valets  Que pour bien m'étriller faisaient de grands apprêts.  Vous trouvez une lettre et me nommez Léandre,  Vous voulez malgré moi me faire votre gendre  Moi je consens à tout pour n'être point battu,  Car je m'en souciais autant que d'un fétu,  Géronte ne veut pas que j'épouse Isabelle,  Et pour femme prétends me donner cette belle.  On me met en prison, et l'on m'en fait sortir,  Au désir du vieillard je feins de consentir,  Bref jusqu'à présent j'ai passé pour Léandre,  Mais je suis Arlequin ne me faites pas pendre,  Messieurs, car après tout en serez-vous plus gras.  En montrant Léandre. Au Docteur. En montrant Léonore."")",1.34,Substitution
585,"('#spinette', ""En vérité mon père, Je le ferais encor si j'avais à le faire."")","('#geronte', 'Il le faut avouer, je ne le croyais pas,  Mais Léandre à la fin me tiendrez-vous parole ? ')",1.28,Substitution
586,,"('#leandre', 'Si vous vous en flattez votre espoir est frivole. ')",1.0,Deletion
587,"('#le-docteur', 'Il y faut consentir : car un enlèvement, Pourrait déshonorer ma fille entièrement, Allons, je vous pardonne, et vous comme mon gendre. À Octave.')","('#le-docteur', ""Octave répondez, quel est votre dessein ?  À ma fille aujourd'hui donnerez-vous la main ? "")",0.88,Substitution
588,"('#scaramouche', ""Quant à moi je croyais que l'on m'aurait fait pendre,"")","('#octave', ""Un plus aimable noeud m'attache à Léonore.  Et vous n'ignorez pas Monsieur, que je l'adore  Ainsi n'en parlons plus mon feu vous est connu,  Je ne veux point d'un coeur par un autre obtenu. "")",0.98,Substitution
589,"('#pierrot', ""Argentine mamour, tu ne m'aimes donc pas ? J'avais pour toi tantôt fait emplette d'appas."")","('#isabelle', ""Pourquoi vouloir contraindre une flamme si belle  Déclarez-vous mon père en faveur d'Isabelle,  Je vous ai découvert mes tendres sentiments,  Hâtez-vous de répondre à mes empressements. "")",1.45,Substitution
590,"('#le-docteur', ""Qu'est-ce donc Arlequin, vous gardez le silence ?"")","('#leonore', 'À mes justes désirs serez-vous inflexible,  Ne gênez point mes feux et montrez-vous sensible,  Mon père de vous seul dépend tout mon bonheur  Ne tyrannisez point une fidèle ardeur. ')",1.13,Substitution
591,"('#pierrot', ""C'est qu'il enrage hélas ! Bien plus que l'on ne pense."")","('#pierrot', ""Cela me fait pitié, car j'ai le coeur fort tendre.  Bonhomme mollissez il est temps de se rendre.  À Géronte."")",1.35,Substitution
592,"('#arlequin', ""Ô Ciel, est-il possible ! Ah fuyons de ces lieux, Partons, éloignons nous de ce Monstre odieux ! De cette trahison, ton coeur était capable ? Basilic, léopard, scorpion redoutable, Le siècle est corrompu, tous les coeurs son gâtés,  Je n'y vois que larcin, fraude de tous côtés, L'artifice est chéri dans le temps où nous sommes, Je vois de toutes parts de détestables hommes, La femme est le miroir de la légèreté, Le fidèle portrait de l'infidélité, Tout me reproche ici mon indigne faiblesse, Mais pour en triompher, j'étouffe ma tendresse, Je te hais cent fois plus qu'on ne peut exprimer, Et beaucoup plus encor, que je ne sus t'aimer, Malheureux qui se fie à tes promesses vaines, Ton sexe n'est formé que pour causer des peines, Mon coeur pour tes appas fut sensible à son tour, Je quittai la Sagesse, et je suivis l'Amour, Argentine est-ce ainsi que tu me récompenses ? Mais va, je te punis bien plus que tu ne penses, Puis qu'après tout l'amour dont mon coeur fut épris, Il ne me reste plus que haine, et que mépris. Oui, je veux habiter une Caverne obscure, Adieu serpent cruel, adieu femme parjure : Ici tout me déplaît, tout y blesse mes yeux, J'y vois avec horreur des objets odieux. Me livrant tout entier à la Philosophie, Au gré de mes désirs, je finirai ma vie, Éloigné pour jamais des traîtres, des menteurs, Je ne rencontrerai, ni fourbes, ni flatteurs. Tout me paraîtra beau, tout flattera mon âme, Puisque dans ce réduit, je n'aurai point de femme. Cette intrigue à vous seul doit son commencement, Du moins, cher Arlequin, voyez le dénouement ; Vous n'êtes pas le seul trompé, sur ma parole, Lorsque le coup est fait, le chagrin est frivole, Et puis qu'à cet hymen, j'ai voulu consentir, Pour terminer la fête il faut nous divertir. À Argentine. Il veut s'en aller. Après plusieurs danses on chante les couplets suivants."")","('#le-docteur', ""Ne nous obstinons point à troubler leurs plaisirs.  Géronte unissons-les au gré de leurs désirs,  Un coeur que l'on contraint souffre de rudes peines,  L'hymen ne doit avoir que d'agréables chaînes  Imitez mon exemple et daignez en ce jour  Par un heureux lien satisfaire l'amour. "")",0.39,Substitution
593,"('#la-chanteuse', ""Si le plaisir vous intéresse Cédez à des appas vainqueurs, Et vous livrant à la tendresse Goûtez ses flatteuses douceurs : Si l'amour est une faiblesse, C'est la faiblesse des grands coeurs."")","('#geronte', ""Octave s'en est fait je vous reçois pour gendre,  Mais je veux qu'à l'instant, vous embrassiez Léandre. "")",0.97,Substitution
594,"('#leandre', ""Un coeur au Dieu d'amour rebelle Tôt ou tard se doit enflammer : À peine ai je vu cette belle, Que je me suis laissé charmer, Et comme un écolier fidèle, J'ai bien pratiqué l'art d'aimer."")","('#octave', ""À votre volonté je m'accorde aisément,  Et je veux lui jurer par cet embrassement...  Il va pour embrasser Léandre."")",0.45,Substitution
595,,"('#arlequin', ""Je vous suis redevable autant qu'on le peut être. "")",1.0,Deletion
596,,"('#scaramouche', 'On parle de Léandre il croit être mon maître,  Hors de là marmiton. ')",1.0,Deletion
597,,"('#leandre', ""Je ne puis qu'admirer  Les bontés dont ici vous voulez m'honorer. "")",1.0,Deletion
598,,"('#colombine', ""Le crocheteur me doit j'ai son habit en gage,  Il vaut bien dix écus. "")",1.0,Deletion
599,,"('#arlequin', 'Quoi Madame Tapage  Vous voulez le garder ? ')",1.0,Deletion
600,,"('#leandre', ""Rendez-lui cet habit,  J'aurai soin de payer. "")",1.0,Deletion
601,,"('#arlequin', ""Morbleu qu'il a d'esprit. "")",1.0,Deletion
602,,"('#pierrot', 'Cela suffit, Monsieur, la caution est bonne. ')",1.0,Deletion
603,,"('#arlequin', 'Les cinquante louis, Monsieur. ')",1.0,Deletion
604,,"('#leandre', 'Je te les donne,  Et te prends avec moi. ')",1.0,Deletion
605,,"('#arlequin', ""Par ma foi tout va bien  L'emploi de crocheteur m'a procuré du bien. "")",1.0,Deletion
606,"('#argentine', ""Arlequin vous a fait connaître De l'amour le charmant sentier Et ce précepteur a fait naître Dans vôtre âme un ardent brasier, En pareil cas souvent le Maître Est moins heureux que l'écolier. "")","('#mezzetin', ""Ce diable d'Arlequin est plus heureux que sage. "")",0.73,Substitution
607,,"('#le-docteur', ""Célébrons, cher ami, ce double mariage,  Que les jeux, les plaisirs ici s'assemblent tous,  Rions, chantons, dansons et réjouissons-nous. "")",1.0,Deletion
608,,"('#pierrot', ""Morgué vive la joie, allons faisons la noce,  Et qu'Isabeau bientôt soit relevée en bosse."")",1.0,Deletion
609,,"('#geronte', ""Du divertissement que je vais apprêter,  Attendant le souper nous pouvons profiter.  Qu'on fasse entrer ici les Bergers et les Bergères "")",1.0,Deletion
610,,"('#arlequin', 'Puissent de leurs enfants ces Messieurs être pères. ')",1.0,Deletion
611,"('#arlequin', ""Vous qui de l'amoureux Empire Ignorez les biens les plus doux, Qu'un soin curieux vous attire, Ici je vous attendrai tous, Ma pièce saura vous instruire, Venez à l'école chez nous."")","('#la-chanteuse', ""Tous les Bergers de nos hameaux  Sont tendres et fidèles,  Aux Bergères sous les ormeaux,  Ils jurent chaque jour des ardeurs éternelles,  Ils n'ont jamais de maîtresses nouvelles,  Et leurs feux sont toujours nouveaux.  Un jeune Berger l'autre jour,  Avec la voix accordait sa musette,  Il me vit et je sus l'enflammer à son tour,  Il ne chantait que l'amourette,  Et je lui fis chanter l'amour.  Qu'une femme soit nouvelle,  Et s'attache à plaire sans fard,  Qu'une maîtresse soit fidèle,  Cela peut-être par hasard.  Un Berger danse avec une Bergère. Deux Bergers et deux Bergères forment une danse."")",0.3,Substitution
612,"('#mezzetin', ""Vainement un pédant se vante De régenter avec succès, Sa Doctrine trop fatigante Fait rarement de bons effets, Mais dans une école galante, On fait bientôt d'heureux progrès."")","('#octave', ""Qu'un petit maître qui soupire,  Et tient une belle à l'écart,  Obtienne tout ce qu'il désire,  Cela peut-être par hasard. "")",0.76,Substitution
613,"('#pierrot', ""On prend une peine inutile, En gardant un jeune tendron, Pour ouvrir toutes les serrures L'amour a des passes-par-tout, Quand on conserve trop la viande Tôt ou tard la mouche s'y met."")","('#pierrot', ""Qu'une femme dans son ménage  Fasse quelque petit bâtard,  Après deux ans de mariage,  Cela peut-être par hasard. "")",1.19,Substitution
614,,"('#mezzetin', ""Qu'un homme qui sait bien écrire  Devienne opulent tôt ou tard,  Et que de la crasse il se tire,  Cela peut être par hasard. "")",1.0,Deletion
615,"('#scaramouche', ""En vain on renferme une fille, Elle s'échappe bien souvent ; Et quand elle voit un bon drille Elle en fait d'abord son galant, C'est une anguille qui frétille, Un moulin qui tourne à tout vent."")","('#scaramouche', ""Qu'une fille de bonne mise  Que pourchasse un jeune égrillard,  Fasse avec lui quelque sottise  Cela peut-être par hasard "")",0.32,Substitution
616,"('#arlequin', ""Je n'aurai plus de voeux à faire Si vous secondez mes desseins, Et si ma pièce a su vous plaire Donnez-m'en des signes certains, J'en serai sûr si le parterre Veut bien carillonner des mains."")","('#arlequin', ""Qu'une nouvelle Comédie  Faite suivant les règles de l'art,  De tous ne soit pas applaudie,  Cela peut-être par hasard. "")",1.2,Substitution
