,moliere-bourgeois-gentilhomme,quinault-fetes-amour-bacchus,Cost,Operation Type
895,"('#covielle', ""Plus admirable qu'on ne peut croire.  Savez-vous bien ce que veut dire, cacaracamouchen ?"")",,1.0,Insertion
896,"('#monsieur-jourdain', 'Cacaracamouchen ?  Non.')",,1.0,Insertion
897,"('#covielle', ""C'est-à-dire, Ma chère âme."")",,1.0,Insertion
898,"('#monsieur-jourdain', 'Cacaracamouchen veut dire, Ma chère âme ?')",,1.0,Insertion
899,"('#covielle', 'Oui.')",,1.0,Insertion
900,"('#monsieur-jourdain', 'Voilà qui est merveilleux !  Cacaracamouchen, Ma chère âme : dirait-on jamais cela ?  Voilà qui me confond.')","('#silvie', ""Ah ! Les beaux jours qu'Amour nous donne Lorsque sa flamme unit les coeurs ! Est-il ni gloire, ni couronne Qui vaille ses moindres douceurs ? Ah ! Qu'il est doux, belle Silvie, Ah ! Qu'il est doux de s'enflammer !"")",0.62,Substitution
901,"('#covielle', 'Enfin, pour achever mon ambassade, il vient vous demander votre fille en mariage ; et pour avoir un beau-père qui soit digne de lui, il veut vous faire Mamamouchi, qui est une certaine grande dignité de son pays.')",,1.0,Insertion
902,"('#monsieur-jourdain', 'Mamamouchi ?')",,1.0,Insertion
903,"('#covielle', ""Oui, Mamamouchi : c'est-à-dire, en notre langue, Paladin.  Paladin, ce sont de ces anciens...  Paladin enfin : il n'y a rien de plus noble que cela dans le monde ; et vous irez de pair avec les plus grands Seigneurs de la Terre."")",,1.0,Insertion
904,"('#monsieur-jourdain', ""Le fils du Grand Turc m'honore beaucoup, et je vous prie de me mener chez lui, pour lui en faire mes remerciements."")",,1.0,Insertion
905,"('#covielle', 'Comment ?  Le voilà qui va venir ici.')",,1.0,Insertion
906,"('#monsieur-jourdain', 'Il va venir ici ?')",,1.0,Insertion
907,"('#covielle', 'Oui ; et il amène toutes choses pour la cérémonie de votre dignité.')",,1.0,Insertion
908,"('#monsieur-jourdain', 'Voilà qui est bien prompt.')","('#arcas', ""Qu'avec peu de raison on se palint d'un martyre Que suivent de si doux plaisirs !"")",1.03,Substitution
909,"('#covielle', 'Son amour ne peut souffrir aucun retardement.')","('#tircis #arcas', ""Un moment de bonheur dans l'amoureux empire, Répare dix ans de soupirs."")",0.89,Substitution
910,"('#monsieur-jourdain', ""Tout ce qui m'embarrasse ici, c'est que ma fille est une opiniâtre, qui s'est allée mettre dans la tête un certain Cléonte, et elle jure de n'épouser personne que celui-là."")",,1.0,Insertion
911,"('#covielle', ""Elle changera de sentiment, quand elle verra le fils du Grand Turc ; et puis il se rencontre ici une aventure merveilleuse, c'est que le fils du Grand Turc ressemble à ce Cléonte, à peu de chose près.  Je viens de le voir, on me l'a montré ; et l'amour qu'elle a pour l'un, pourra passer aisément à l'autre, et...  Je l'entends venir ; le voilà. "")",,1.0,Insertion
912,"('#cleonte', 'Ambousahim oqui boraf, Jordina, salamalequi.')",,1.0,Insertion
913,"('#covielle', ""C'est-à-dire ; Monsieur Jourdain, votre coeur soit toute l'année comme un rosier fleuri.  Ce sont façons de parler obligeantes de ces pays-là."")",,1.0,Insertion
914,"('#monsieur-jourdain', 'Je suis très humble serviteur de son Altesse Turque.')",,1.0,Insertion
915,"('#covielle', 'Carigar camboto oustin moraf.')",,1.0,Insertion
916,"('#cleonte', 'Oustin yoc catamalequi basum base alla moran.')",,1.0,Insertion
917,"('#covielle', 'Il dit que le Ciel vous donne la force des lions, et la prudence des serpents.')",,1.0,Insertion
918,"('#monsieur-jourdain', ""Son Altesse Turque m'honore trop, et je lui souhaite toutes sortes de prospérités."")",,1.0,Insertion
919,"('#covielle', 'Ossa binamen sadoc babally oracaf our am.')",,1.0,Insertion
920,"('#cleonte', 'Bel-men.')",,1.0,Insertion
921,"('#covielle', 'Il dit que vous alliez vite avec lui vous préparer pour la cérémonie, afin de voir ensuite votre fille, et de conclure le mariage.')",,1.0,Insertion
922,"('#monsieur-jourdain', 'Tant de choses en deux mots ?')",,1.0,Insertion
923,"('#covielle', 'Oui, la langue turque est comme cela, elle dit beaucoup en peu de paroles.  Allez vite où il souhaite. ')",,1.0,Insertion
924,"('#covielle', ""Ha, ha, ha.  Ma foi, cela est tout à fait drôle.  Quelle dupe !  Quand il aurait appris son rôle par coeur, il ne pourrait pas le mieux jouer.  Ah, ah.  Je vous prie, Monsieur, de nous vouloir aider céans dans une affaire qui s'y passe."")",,1.0,Insertion
925,"('#dorante', ""Ah, ah, Covielle, qui t'aurait reconnu ?  Comme te voilà ajusté !"")",,1.0,Insertion
926,"('#covielle', 'Vous voyez.  Ah, ah.')",,1.0,Insertion
927,"('#dorante', 'De quoi ris-tu ?')",,1.0,Insertion
928,"('#covielle', ""D'une chose, Monsieur, qui le mérite bien."")",,1.0,Insertion
929,"('#dorante', 'Comment ?')",,1.0,Insertion
930,"('#covielle', 'Je vous le donnerais en bien des fois, Monsieur, à deviner le stratagème dont nous nous servons auprès de Monsieur Jourdain, pour porter son esprit à donner sa fille à mon maître.')",,1.0,Insertion
931,"('#dorante', ""Je ne devine point le stratagème, mais je devine qu'il ne manquera pas de faire son effet, puisque tu l'entreprends."")",,1.0,Insertion
932,"('#covielle', 'Je sais, Monsieur, que la bête vous est connue.')",,1.0,Insertion
933,"('#dorante', ""Apprends-moi ce que c'est."")",,1.0,Insertion
934,"('#covielle', ""Prenez la peine de vous tirer un peu plus loin, pour faire place à ce que j'aperçois venir.  Vous pourrez voir une partie de l'histoire, tandis que je vous conterai le reste.  La cérémonie turque pour ennoblir le Bourgeois, se fait en danse et en musique, et compose le quatrième intermède."")","('#choeurs', ""Chantons tous de l'Amour le pouvoir adorable, Chantons dans ces lieux, Ses attraits glorieux, Il est le plus aimable, Et le plus grand des Dieux. La perspective s'ouvre, et laisse paraître dans le fond du théâtre un autre manière de voûte de treille, sous laquelle une multitude de suivants de Bacchus sont placés, les uns dans des tonneaux, et les autres sur une espèce d'Amphithéâtre couvert de pampres de vigne, qui tous jouent de différents instruments, tandis que plusieurs autres satires et silvains s'avancent au milieu du théâtre pour interrompre la fête de l'Amour, et pour en célébrer une plus solennelle à la gloire de Bacchus."")",0.82,Substitution
935,"('#le-mufti', ""Seti sabir,  Ti respondir ;  Se non sabir,  Tazir, tazir.  Mi star Mufti :  Ti qui star ti ?  Non intendir Tazir, tazir.  Le Mufti demande en même langue aux Turcs assistants, de quelle religion est le Bourgeois, et ils l'assurent qu'il est mahométan. Le Mufti invoque Mahomet en langue franque, et chante les paroles qui suivent : "")",,1.0,Insertion
936,"('#le-mufti', 'Mahametta per Giourdina  Mi pregar sera é mattina :  Voler far un Paladina  De Giourdina, de Giourdina.  Dar turbanta é dar scarcina Con galeraé brigantina  Per deffender Palestina,  Mahametta, etc...  Star bon Turca Giourdina ?  Le Mufti demande aux Turcs si le Bourgeois sera ferme dans la religion mahométane, et leur chante ces paroles : ')",,1.0,Insertion
937,"('#les-turcs', 'Hi valla. ')",,1.0,Insertion
938,"('#le-mufti', 'Hu la ba ba la chou ba la ba ba la da.  Ti non star furba. Les Turcs répondent les mêmes vers.  Le Mufti propose de donner le turban au Bourgeois, et chante les paroles qui suivent. ')",,1.0,Insertion
939,"('#les-turcs', 'No no no.')",,1.0,Insertion
940,"('#le-mufti', 'Non star furfanta ? ')",,1.0,Insertion
941,"('#les-turcs', 'No no no. ')",,1.0,Insertion
942,"('#le-mufti', ""Donar turbanta, donar turbanta.  Ti star nobilé é non star fabbola.  Pigliar schiabbola.  Dara, dara,  Bastonnara bastonnara.  Non tener honta :  Questa star ultima affronta.  Les Turcs répètent tout ce qu'a dit le Mufti pour donner le turban au Bourgeois. Le Mufti et les Dervis se coiffent avec des turbans de cérémonies, et l'on présente au Mufti l'Alcoran, qui fait une seconde invocation avec tout le reste des Turcs assistants ; après son invocation, il donne au Bourgeois l'épée, et chante ces paroles :  Les Turcs répètent les mêmes vers, mettant tous le sabre à la main, et six d'entre eux dansent autour du Bourgeois, auquel ils feignent de donner plusieurs coups de sabre.  Le Mufti commande aux Turcs de bâtonner le Bourgeois, et chante les paroles qui suivent :  Les Turcs répètent les mêmes vers, et lui donnent plusieurs coups de bâton en cadence.  Le Mufti, après l'avoir fait bâtonner, lui dit en chantant :  Les Turcs répètent les mêmes vers.  Le Mufti recommence une invocation et se retire après la cérémonie avec tous les Turcs, en dansant et chantant avec plusieurs instruments à la turquesque. "")",,1.0,Insertion
943,"('#madame-jourdain', ""Ah mon_Dieu, miséricorde !  Qu'est-ce que c'est donc que cela ?  Quelle figure !  Est-ce un momon que vous allez porter ; et est-il temps d'aller en masque ?  Parlez donc, qu'est-ce que c'est que ceci ?  Qui vous a fagoté comme cela ?"")",,1.0,Insertion
944,"('#monsieur-jourdain', ""Voyez l'impertinente, de parler de la sorte à un Mamamouchi !"")",,1.0,Insertion
945,"('#madame-jourdain', 'Comment donc ?')",,1.0,Insertion
946,"('#monsieur-jourdain', ""Oui, il me faut porter du respect maintenant, et l'on vient de me faire Mamamouchi."")",,1.0,Insertion
947,"('#madame-jourdain', 'Que voulez-vous dire avec votre Mamamouchi ?')",,1.0,Insertion
948,"('#monsieur-jourdain', 'Mamamouchi, vous dis-je.  Je suis Mamamouchi.')",,1.0,Insertion
949,"('#madame-jourdain', 'Quelle bête est-ce là ?')",,1.0,Insertion
950,"('#monsieur-jourdain', ""Mamamouchi, c'est-à-dire, en notre langue, Paladin."")",,1.0,Insertion
951,"('#madame-jourdain', 'Baladin !  Êtes-vous en âge de danser des ballets ?')",,1.0,Insertion
952,"('#monsieur-jourdain', ""Quelle ignorante !  Je dis Paladin ; c'est une dignité dont on vient de me faire la cérémonie."")",,1.0,Insertion
953,"('#madame-jourdain', 'Quelle cérémonie donc ?')",,1.0,Insertion
954,"('#monsieur-jourdain', 'Mahameta per Jordina.')",,1.0,Insertion
955,"('#madame-jourdain', ""Qu'est-ce que cela veut dire ?"")",,1.0,Insertion
956,"('#monsieur-jourdain', ""Jordina, c'est-à-dire Jourdain."")",,1.0,Insertion
957,"('#madame-jourdain', 'Hé bien quoi, Jourdain ?')",,1.0,Insertion
958,"('#monsieur-jourdain', 'Voler far un Paladina de Jordina.')",,1.0,Insertion
959,"('#madame-jourdain', 'Comment ?')",,1.0,Insertion
960,"('#monsieur-jourdain', 'Dar turbanta con galera.')",,1.0,Insertion
961,"('#madame-jourdain', ""Qu'est-ce à dire cela ?"")",,1.0,Insertion
962,"('#monsieur-jourdain', 'Per deffender Palestina.')",,1.0,Insertion
963,"('#madame-jourdain', 'Que voulez-vous donc dire ?')",,1.0,Insertion
964,"('#monsieur-jourdain', 'Dara dara bastonara.')",,1.0,Insertion
965,"('#madame-jourdain', ""Qu'est-ce donc que ce jargon-là ?"")",,1.0,Insertion
966,"('#monsieur-jourdain', ""Non tener honta questa star l'ultima affronta."")",,1.0,Insertion
967,"('#madame-jourdain', ""Qu'est-ce que c'est donc que tout cela ? "")",,1.0,Insertion
968,"('#monsieur-jourdain', 'Hou la ba ba la chou ba la ba ba la da.')",,1.0,Insertion
969,"('#madame-jourdain', 'Hélas, mon_Dieu, mon mari est devenu fou. ')",,1.0,Insertion
970,"('#monsieur-jourdain', 'Paix !  Insolente, portez respect à Monsieur le Mamamouchi.')",,1.0,Insertion
971,"('#madame-jourdain', ""Où est-ce qu'il a donc perdu l'esprit ?  Courons l'empêcher de sortir.  Ah, ah, voici justement le reste de notre écu.  Je ne vois que chagrin de tous les côtés.  Elle sort."")",,1.0,Insertion
972,"('#dorante', ""Oui, Madame, vous verrez la plus plaisante chose qu'on puisse voir ; et je ne crois pas que dans tout le monde il soit possible de trouver encore un homme aussi fou que celui-là : et puis, Madame, il faut tâcher de servir l'amour de Cléonte, et d'appuyer toute sa mascarade. C'est un fort galant homme et qui mérite que l'on s'intéresse pour lui."")","('#silvandre', ""Arrêtez, arrêtez, c'est trop entreprendre, Un autre Dieu dont nous suivons les lois, S'oppose à cet honneur qu'à l'Amour osent rendre, Vos musettes et vos voix ; À des titres si beaux Bacchus seul peut prétendre, Et nous sommes ici pour défendre ses droits."")",0.52,Substitution
973,"('#dorimene', ""J'en fais beaucoup de cas, et il est digne d'une bonne fortune."")",,1.0,Insertion
974,"('#dorante', 'Outre cela, nous avons ici, Madame, un ballet qui nous revient, que nous ne devons pas laisser perdre, et il faut bien voir si mon idée pourra réussir.')",,1.0,Insertion
975,"('#dorimene', ""J'ai vu là des apprêts magnifiques, et ce sont des choses, Dorante, que je ne puis plus souffrir.  Oui, je veux enfin vous empêcher vos profusions : et pour rompre le cours à toutes les dépenses que je vous vois faire pour moi, j'ai résolu de me marier promptement avec vous.  C'en est le vrai secret, et toutes ces choses finissent avec le mariage."")","('#choeurs', ""Nous suivons de Bacchus le pouvoir adorable Nous suivons en tous lieux, Ses attraits précieux ; Il est le plus aimable Et le plus grand des Dieux. Les suivants de Bacchus qui dansent font un combat contre les danseurs du parti de l'Amour, tandis que les bergers et les satires disputent en chantant en faveur du Dieu que chacun veut honorer."")",0.81,Substitution
976,"('#dorante', 'Ah !  Madame, est-il possible que vous ayez pu prendre pour moi une si douce résolution ?')",,1.0,Insertion
977,"('#dorimene', ""Ce n'est que pour vous empêcher de vous ruiner ; et sans cela je vois bien qu'avant qu'il fût peu, vous n'auriez pas un sou. "")",,1.0,Insertion
978,"('#dorante', ""Que j'ai d'obligation, Madame, aux soins que vous avez de conserver mon bien !  Il est entièrement à vous, aussi bien que mon coeur, et vous en userez de la façon qu'il vous plaira."")",,1.0,Insertion
979,"('#dorimene', ""J'userai bien de tous les deux.  Mais voici votre homme ; la figure en est admirable. "")",,1.0,Insertion
980,"('#dorante', 'Monsieur, nous venons rendre hommage, Madame, et moi, à votre nouvelle dignité, et nous réjouir avec vous du mariage que vous faites de votre fille avec le fils du Grand Turc. ')",,1.0,Insertion
981,"('#monsieur-jourdain', 'Monsieur, je vous souhaite la force des serpents, et la prudence des lions.')",,1.0,Insertion
982,"('#dorimene', ""J'ai été bien aise d'être des premières, Monsieur, à venir vous féliciter du haut degré de gloire où vous êtes monté."")",,1.0,Insertion
983,"('#monsieur-jourdain', ""Madame, je vous souhaite toute l'année votre rosier fleuri ; je vous suis infiniment obligé de prendre part aux honneurs qui m'arrivent et j'ai beaucoup de joie de vous voir revenue ici pour vous faire les très humbles excuses de l'extravagance de ma femme."")","('#aminte', ""C'est le printemps qui rend l'âme À nos champs semés de fleurs : Et c'est l'Amour et la flamme Qui font revivre nos coeurs."")",0.96,Substitution
984,"('#dorimene', ""Cela n'est rien, j'excuse en elle un pareil mouvement ; votre coeur lui doit être précieux, et il n'est pas étrange que la possession d'un homme comme vous puisse inspirer quelques alarmes."")",,1.0,Insertion
985,"('#monsieur-jourdain', 'La possession de mon coeur est une chose qui vous est toute acquise.')",,1.0,Insertion
986,"('#dorante', ""Vous voyez, Madame, que Monsieur Jourdain n'est pas de ces gens que les prospérités aveuglent, et qu'il sait dans sa gloire connaître encore ses amis."")","('#forestan', 'Le soleil chasse les ombres, Dont le ciel est obscurci, Et des âmes les plus sombres, Bacchus chasse le souci.')",1.41,Substitution
987,"('#dorimene', ""C'est la marque d'une âme tout à fait généreuse."")",,1.0,Insertion
988,"('#dorante', 'Où est donc Son Altesse Turque ?  Nous voudrions bien, comme vos amis, lui rendre nos devoirs.')",,1.0,Insertion
989,"('#monsieur-jourdain', ""Le voilà qui vient, et j'ai envoyé quérir ma fille pour lui donner la main."")",,1.0,Insertion
990,"('#dorante', ""Monsieur nous venons faire la révérence à Votre Altesse, comme amis de Monsieur votre beau-père, et l'assurer avec respect de nos très humbles services."")","('#choeurs-de-bacchus', ""Bacchus est révéré sur la terre et sur l'onde."")",1.52,Substitution
991,"('#monsieur-jourdain', ""Où est le truchement, pour lui dire qui vous êtes, et lui faire entendre ce que vous dites !  Vous verrez qu'il vous répondra, et il parle Turc à merveille.  Holà !  Où diantre est-il allé ? Strouf, strif, strof, straf.  Monsieur est un grande Segnore, grande Segnore, grande Segnore ; et Madame une granda Dama, granda Dama.  Ahi Monsieur, lui Mamamouchi français, et Madame Mamamouchie française.  Je ne puis pas parler plus clairement.  Bon, voici l'interprète.  Où allez-vous donc ?  Nous ne saurions rien dire sans vous.  Dites-lui un peu que Monsieur et Madame sont des personnes de grande qualité, qui lui viennent faire la révérence, comme mes amis, et l'assurer de leurs services.  Vous allez voir comme il va répondre. À Cléonte."")",,1.0,Insertion
992,"('#covielle', 'Alabala crociam acci boram alabamen.')",,1.0,Insertion
993,"('#cleonte', 'Catalequi tubal ourin soter amalouchan.')",,1.0,Insertion
994,"('#monsieur-jourdain', 'Voyez-vous ?')",,1.0,Insertion
995,"('#covielle', 'Il dit que la pluie des prospérités arrose en tout temps le jardin de votre famille !')",,1.0,Insertion
996,"('#monsieur-jourdain', ""Je vous l'avais bien dit, qu'il parle turc."")",,1.0,Insertion
997,"('#dorante', 'Cela est admirable. ')",,1.0,Insertion
998,"('#monsieur-jourdain', ""Venez, ma fille, approchez-vous, et venez donner votre main à Monsieur, qui vous fait l'honneur de vous demander en mariage."")",,1.0,Insertion
999,"('#lucile', 'Comment, mon père, comme vous voilà fait !  Est-ce une comédie que vous jouez ?')",,1.0,Insertion
1000,"('#monsieur-jourdain', ""Non, non, ce n'est pas une comédie, c'est une affaire fort sérieuse, et la plus pleine d'honneur pour vous qui se peut souhaiter.  Voilà le mari que je vous donne."")",,1.0,Insertion
1001,"('#lucile', 'À moi, mon père !')",,1.0,Insertion
1002,"('#monsieur-jourdain', 'Oui à vous, allons, touchez-lui dans la main, et rendez grâce au Ciel de votre bonheur.')","('#choeurs-de-l-amour', ""Et l'Amour est un Dieu qu'on révère en tous lieux."")",0.64,Substitution
1003,"('#lucile', 'Je ne veux point me marier.')",,1.0,Insertion
1004,"('#monsieur-jourdain', 'Je le veux, moi qui suis votre père.')",,1.0,Insertion
1005,"('#lucile', ""Je n'en ferai rien."")",,1.0,Insertion
1006,"('#monsieur-jourdain', 'Ah que de bruit.  Allons, vous dis-je.  Çà, votre main.')",,1.0,Insertion
1007,"('#lucile', ""Non, mon père, je vous l'ai dit, il n'est point de pouvoir qui me puisse obliger de prendre un autre mari que Cléonte ; et je me résoudrai plutôt à toutes les extrémités, que de...  Il est vrai que vous êtes mon père, je vous dois entière obéissance, et c'est à vous à disposer de moi selon vos volontés. Reconnaissant Cléonte."")","('#choeurs-de-bacchus', 'Bacchus à son pouvoir a soumis tout le Monde.')",1.2,Substitution
1008,"('#monsieur-jourdain', ""Ah !  Je suis ravi de vous voir si promptement revenue dans votre devoir, et voilà qui me plaît, d'avoir une fille obéissante. "")",,1.0,Insertion
1009,"('#madame-jourdain', ""Comment donc ?  Qu'est-ce que c'est que ceci ?  On dit que vous voulez donner votre fille en mariage à un carême-prenant."")",,1.0,Insertion
1010,"('#monsieur-jourdain', ""Voulez-vous vous taire, impertinente ?  Vous venez toujours mêler vos extravagances à toutes choses, et il n'y a pas moyen de vous apprendre à être raisonnable."")",,1.0,Insertion
1011,"('#madame-jourdain', ""C'est vous qu'il n'y a pas moyen de rendre sage, et vous allez de folie en folie.  Quel est votre dessein, et que voulez-vous faire avec cet assemblage ?"")","('#choeurs-de-l-amour', ""Et l'Amour a dompté les hommes et les Dieux."")",1.25,Substitution
1012,"('#monsieur-jourdain', 'Je veux marier notre fille avec le fils du Grand Turc.')",,1.0,Insertion
1013,"('#madame-jourdain', 'Avec le fils du Grand Turc !')",,1.0,Insertion
1014,"('#monsieur-jourdain', 'Oui, faites-lui faire vos compliments par le truchement que voilà.')",,1.0,Insertion
1015,"('#madame-jourdain', ""Je n'ai que faire du truchement, et je lui dirai bien moi-même à son nez qu'il n'aura point ma fille."")",,1.0,Insertion
1016,"('#monsieur-jourdain', 'Voulez-vous vous taire encore une fois ? ')","('#choeurs-de-bacchus', 'Rien peut-il égaler sa douceur sans seconde ?')",1.34,Substitution
1017,"('#dorante', 'Comment, Madame Jourdain, vous vous opposez à un bonheur comme celui-là ?  Vous refusez Son Altesse Turque pour gendre ?')",,1.0,Insertion
1018,"('#monsieur-jourdain', 'Mon_Dieu, Monsieur, mêlez-vous de vos affaires.')",,1.0,Insertion
1019,"('#dorimene', ""C'est une grande gloire, qui n'est pas à rejeter."")","('#choeurs-de-l-amour', 'Rien peut-il égaler ses charmes précieux ?')",1.58,Substitution
1020,"('#madame-jourdain', 'Madame, je vous prie aussi de ne vous point embarrasser de ce qui ne vous touche pas.')",,1.0,Insertion
1021,"('#dorante', ""C'est l'amitié que nous avons pour vous, qui nous fait intéresser dans vos avantages."")","('#choeurs-de-bacchus', ""Fi, fi, de l'Amour et de ses feux."")",1.41,Substitution
1022,"('#madame-jourdain', 'Je me passerai bien de votre amitié.')","('#parti-de-l-amour', ""Ah ! Quel plaisir d'aimer !"")",1.42,Substitution
1023,"('#dorante', 'Voilà votre fille qui consent aux volontés de son père.')",,1.0,Insertion
1024,"('#madame-jourdain', 'Ma fille consent à épouser un Turc ?')",,1.0,Insertion
1025,"('#dorante', 'Sans doute.')","('#parti-de-bacchus', 'Ah ! Quel plaisir de boire !')",1.77,Substitution
1026,"('#madame-jourdain', 'Elle peut oublier Cléonte ?')",,1.0,Insertion
1027,"('#dorante', 'Que ne fait-on pas pour être grand-Dame ?')",,1.0,Insertion
1028,"('#madame-jourdain', ""Je l'étranglerais de mes mains, si elle avait fait un coup comme celui-là."")",,1.0,Insertion
1029,"('#monsieur-jourdain', 'Voilà bien du caquet.  Je vous dis que ce mariage-là se fera.')","('#parti-de-l-amour', 'À qui vit sans amour la vie est sans appas.')",1.54,Substitution
1030,"('#madame-jourdain', ""Je vous dis, moi, qu'il ne se fera point."")","('#parti-de-bacchus', ""C'est mourir que de vivre et de ne boire pas."")",1.65,Substitution
1031,"('#monsieur-jourdain', 'Ah que de bruit !')",,1.0,Insertion
1032,"('#lucile', 'Ma mère.')",,1.0,Insertion
1033,"('#madame-jourdain', 'Allez, vous êtes une coquine.')",,1.0,Insertion
1034,"('#monsieur-jourdain', ""Quoi, vous la querellez, de ce qu'elle m'obéit ?"")",,1.0,Insertion
1035,"('#madame-jourdain', ""Oui, elle est à moi, aussi bien qu'à vous."")",,1.0,Insertion
1036,"('#covielle', 'Madame.')",,1.0,Insertion
1037,"('#madame-jourdain', 'Que me voulez-vous conter, vous ?')","('#parti-de-l-amour', 'Aimables fers !')",1.38,Substitution
1038,"('#covielle', 'Un mot.')",,1.0,Insertion
1039,"('#madame-jourdain', ""Je n'ai que faire de votre mot. "")",,1.0,Insertion
1040,"('#covielle', 'Monsieur, si elle veut écouter une parole en particulier, je vous promets de la faire consentir à ce que vous voulez.')",,1.0,Insertion
1041,"('#madame-jourdain', ""Je n'y consentirai point."")",,1.0,Insertion
1042,"('#covielle', 'Écoutez-moi seulement.')",,1.0,Insertion
1043,"('#madame-jourdain', 'Non.')","('#parti-de-bacchus', 'Douce victoire !')",1.22,Substitution
1044,"('#monsieur-jourdain', 'Écoutez-le.')",,1.0,Insertion
1045,"('#madame-jourdain', 'Non, je ne veux pas écouter.')",,1.0,Insertion
1046,"('#monsieur-jourdain', 'Il vous dira...')",,1.0,Insertion
1047,"('#madame-jourdain', ""Je ne veux point qu'il me dise rien."")",,1.0,Insertion
1048,"('#monsieur-jourdain', ""Voilà une grande obstination de femme !  Cela vous fera-t-il mal, de l'entendre ?"")",,1.0,Insertion
1049,"('#covielle', ""Ne faites que m'écouter, vous ferez après ce qu'il vous plaira."")","('#parti-de-l-amour', ""Ah ! Quel plaisir d'aimer !"")",1.49,Substitution
1050,"('#madame-jourdain', 'Hé bien, quoi ? ')","('#parti-de-bacchus', 'Ah ! Quel plaisir de boire !')",1.41,Substitution
1051,"('#covielle', ""Il y a une heure, Madame, que nous vous faisons signe.  Ne voyez-vous pas bien que tout ceci n'est fait que pour nous ajuster aux visions de votre mari, que nous l'abusons sous ce déguisement, et que c'est Cléonte lui-même qui est le fils du Grand Turc ?"")","('#les-deux-partis', ""Non, non, c'est un abus. Le plus grand Dieu de tous"")",1.27,Substitution
1052,"('#madame-jourdain', 'Ah, ah.')","('#parti-de-l-amour', ""C'est l'Amour."")",1.4,Substitution
1053,"('#covielle', 'Et moi Covielle qui suis le truchement ?')",,1.0,Insertion
1054,"('#madame-jourdain', 'Ah comme cela, je me rends[.]')","('#parti-de-bacchus', ""C'est Bacchus."")",1.64,Substitution
1055,"('#covielle', 'Ne faites pas semblant de rien.')",,1.0,Insertion
1056,"('#madame-jourdain', 'Oui, voilà qui est fait, je consens au mariage.')",,1.0,Insertion
1057,"('#monsieur-jourdain', ""Ah voilà tout le monde raisonnable.  Vous ne vouliez pas l'écouter.  Je savais bien qu'il vous expliquerait ce que c'est que le fils du Grand Turc."")",,1.0,Insertion
1058,"('#madame-jourdain', ""Il me l'a expliqué comme il faut, et j'en suis satisfaite. Envoyons quérir un notaire."")",,1.0,Insertion
1059,"('#dorante', ""C'est fort bien dit[.]  Et afin, Madame Jourdain, que vous puissiez avoir l'esprit tout à fait content, et que vous perdiez aujourd'hui toute la jalousie que vous pourriez avoir conçue de Monsieur votre mari, c'est que nous nous servirons du même notaire pour nous marier, Madame et moi."")","('#licaste', ""C'est trop, c'est trop, bergers, hé pourquoi ces débats ? Souffrons qu'en un parti la Raison nous assemble : L'Amour a des douceurs ; Bacchus a des appas, Ce sont deux Déïtés qui sont fort bien ensemble; Ne les séparons pas."")",1.24,Substitution
1060,"('#madame-jourdain', 'Je consens aussi à cela.')",,1.0,Insertion
1061,"('#monsieur-jourdain', ""C'est pour lui faire accroire."")",,1.0,Insertion
1062,"('#dorante', ""Il faut bien l'amuser avec cette feinte."")",,1.0,Insertion
1063,"('#monsieur-jourdain', ""Bon bon.  Qu'on aille vite quérir le notaire."")",,1.0,Insertion
1064,"('#dorante', ""Tandis qu'il viendra, et qu'il dressera les contrats, voyons notre ballet, et donnons-en le divertissement à Son Altesse Turque."")",,1.0,Insertion
1065,"('#monsieur-jourdain', ""C'est fort bien avisé : allons prendre nos places."")",,1.0,Insertion
1066,"('#madame-jourdain', 'Et Nicole ?')",,1.0,Insertion
1067,"('#monsieur-jourdain', 'Je la donne au truchement ; et ma femme à qui la voudra.')",,1.0,Insertion
1068,"('#covielle', ""Monsieur, je vous remercie.  Si l'on en peut voir un plus fou, je l'irai dire à Rome. La comédie finit par un petit ballet qui avait été préparé."")","('#les-deux-choeurs', ""Mêlons donc leurs douceurs aimables, Mêlons nos voix dans ces lieux agréables, Et faisons répéter aux Échos d'alentour, Qu'il n'est rien de plus doux que Bacchus et l'Amour. Tandis que les voix et les instruments des deux choeurs s'unissent, tous les danseurs des deux partis forment ensemble la dernière entrée, et terminent agréablement les Fêtes de l'Amour et de Bacchus."")",0.74,Substitution
