,dancourt-diable-boiteux,dancourt-femme-d-intrigues,Cost,Operation Type
387,,"('#madame-thibaut', ""C'en est fait, Gabrillon, toutes nos précautions vont peut-être devenir inutiles."")",1.0,Deletion
388,"('#leandre', 'Éraste est ci, Monsieur Griffonnet.')","('#gabrillon', ""Diantre soit du maudit Courier.  Si j'avais su cela, je me serais bien gardée de le faire entrer.  Mais, voici votre nouvel appui du Palais."")",0.86,Substitution
389,"('#griffonnet', 'Et Lépine aussi, Monsieur, allons-nous-en.')","('#eraste', 'Bonjour, ma chère Madame Thibaut.')",1.53,Substitution
390,"('#eraste', 'Non, non, Messieurs, approchez ; vous avez tout à fait bon air dans ces habits-là, et la mascarade est bien assortie.')","('#madame-thibaut', 'Hé, comme vous voilà bâti, quelle métamorphose !')",1.08,Substitution
391,,"('#eraste', ""Est-ce que tu ne trouves pas que j'aie bon air en manteau."")",1.0,Deletion
392,"('#leandre', 'Monsieur, il ne faut point… Au moins, Messieurs, la violence et les voies de faits…')","('#madame-thibaut', ""Ma foi non.  Vous êtes trop sérieux, et je trouve qu'un plumet était mieux votre fait qu'un rabat."")",1.43,Substitution
393,,"('#eraste', ""Je n'y renonce pas tout à fait, et je le reprendrai quelquefois."")",1.0,Deletion
394,"('#lepine', 'Le Diable a plus peur de nous, que nous du Diable.')","('#madame-thibaut', ""Pourquoi donc vous défaire de vos nippes ?  Que voulez-vous que je fasse de ces deux écharpes, que votre laquais m'a apportées ce matin ?"")",1.76,Substitution
395,,"('#eraste', ""Je veux les vendre ou les troquer.  J'ai besoin d'une belle toilette, et je prétends que mes écharpes m'indemnisent de cette dépense."")",1.0,Deletion
396,,"('#madame-thibaut', ""Vous vous sentez déjà des mauvaises impressions de l'habit bourgeois.  Vous devenez ménager."")",1.0,Deletion
397,"('#eraste', ""Votre partie de bal est dérangée, Messieurs, l'oncle d'Angélique agonise, me voilà de retour."")","('#eraste', ""Je m'en avise un peu tard, ma pauvre Madame Thibaut, et ma foi, ce n'est qu'à mon corps défendant ; mais, j'ai fait tant de dépenses, que sans le bien de ma vieille tante, je me trouverais aujourd'hui fort embarrassé."")",0.9,Substitution
398,,"('#madame-thibaut', ""C'est elle qui vous marie, apparemment ?"")",1.0,Deletion
399,,"('#eraste', ""Tu l'as deviné ?"")",1.0,Deletion
400,"('#lepine', ""Oui, Messieurs les Bourgeois, quand il arrive des troupes réglées, c'est à vous d'évacuer la place ; ainsi choisissez de la porte ou de la fenêtre, et remerciez-nous de vous laisser l'alternative."")","('#madame-thibaut', 'Mais, je vous trouve bien hardi de prendre une femme sans me consulter ?')",1.44,Substitution
401,,"('#eraste', ""Sans ma Tante, je n'en aurais pris une que de ta main."")",1.0,Deletion
402,"('#eraste', ""Non, non, je veux avoir avec ces Messieurs un petit moment d'entretien, cela m'est important..."")","('#madame-thibaut', 'Quand épousez-vous ?')",1.55,Substitution
403,,"('#eraste', 'Dès demain.')",1.0,Deletion
404,"('#marton', 'Hé, laissez-les aller, Monsieur, que diantre voulez-vous faire de ces deux pauvres Diables ?')","('#madame-thibaut', 'Et vous ne tremblez pas ?')",1.47,Substitution
405,,"('#eraste', ""Pourquoi trembler ?  C'est une veuve des plus modestes ; et la conduite que tout le monde sait qu'elle a eue avec son premier mari, m'est caution de celle qu'elle aura avec moi."")",1.0,Deletion
406,,"('#madame-thibaut', 'Voilà de fort bons préjugés.')",1.0,Deletion
407,"('#eraste', ""Ce que j'en veux faire ?"")","('#eraste', 'Songe donc à mes écharpes ?')",0.89,Substitution
408,"('#angelique', 'Quel contretemps, ah, Ciel !  Allez-vous-en, Éraste.  Sortez.  Messieurs.')","('#madame-thibaut', ""Pour vos écharpes, j'en attends réponse ; je les ai envoyées chez une Provinciale qui s'en accommodera, je pense.  Je ne sais quelle inclination elle a pour ces sortes de nippes ; mais elle achète plus d'écharpes et de noeuds d'épée, que de coiffes et d'éventails."")",1.51,Substitution
409,"('#madame-lucas', 'Ah, quelle cruelle séparation !  Mon cher mari est mort !  Je le veux suivre.')",,1.0,Insertion
410,"('#marton', ""C'en est fait, il n'y a plus moyen de sortir, l'oncle est défunt apparemment, la tante vient ici."")","('#gabrillon', ""Madame, voilà ces deux écharpes qu'on renvoie, Madame_la_Baronne n'en achète plus.  Elle s'est jetée depuis quelques jours dans le goût des petits collets."")",1.66,Substitution
411,,"('#madame-thibaut', 'Nous ne lui vendrons donc plus que de la batiste ?')",1.0,Deletion
412,"('#angelique', 'Comment ferons-nous ?  Où les cacher ?')","('#eraste', 'Comment ferons-nous pour la toilette ?')",0.39,Substitution
413,"('#marton', 'Voici la clef de la grande armoire, ils y tiendront bien tous quatre.  Entrez vite.')","('#madame-thibaut', ""Si nous trouvions moyen d'en faire une de ces deux écharpes : déploie un peu cela, Gabrillon."")",1.69,Substitution
414,"('#eraste', ""M'enfermer avec ces gens-là ?  Je n'ai point de ménagement à avoir, moi."")","('#eraste', 'Comment ?')",1.71,Substitution
415,,"('#madame-thibaut', ""Attendez, j'ai là-dedans une étoffe d'or qui vient parfaitement avec ce point d'Espagne ; je vais la chercher."")",1.0,Deletion
416,,"('#gabrillon', ""Madame est une femme qui s'entend à tout."")",1.0,Deletion
417,,"('#eraste', 'Elle a des talents admirables.')",1.0,Deletion
418,"('#lepine', ""Messieurs, il faut entrer, il n'y a point de milieu."")","('#gabrillon', ""Vous le savez par expérience.  Mais quelqu'un monte ici, et Madame n'y veut pas être ; il faut que j'aille dire qu'elle est sortie."")",0.95,Substitution
419,"('#madame-lucas', 'Me voilà donc séparée de toi pour toujours, mon cher époux !')","('#eraste', ""Je suis le plus trompé du monde, si ce n'est ma Maîtresse avec un jeune homme.  Que vient-elle faire ici.  Voici un endroit propre pour me cacher, je ne tarderai pas à en être éclairci."")",1.66,Substitution
420,"('#marton', 'Voilà la tante à la porte, mort de ma vie dépêchons.')","('#gabrillon', ""Mais, Madame, ma Maîtresse n'y est pas, vous dis-je."")",1.27,Substitution
421,"('#lepine', 'Tu nous mets là en mauvaise compagnie, ne nous y laisse pas longtemps, Marton.')","('#araminte', ""Tu te moques de moi, ma bonne ; si elle n-y est pas, elle reviendra, et nous avons tout le loisir de l'attendre."")",0.77,Substitution
422,,"('#eraste', ""Je ne me trompais pas, c'est elle-même."")",1.0,Deletion
423,,"('#gabrillon', 'Puisque vous voulez attendre, je vais le dire à la Maîtresse.')",1.0,Deletion
424,"('#marton', ""Le moins qu'on pourra, ne te mets pas en peine.  Les voilà sous la clef, tranquillisons-nous."")","('#araminte', ""Nous ne la tiendrons guères : dis-lui seulement qu'une Dame lui veut parler.  Si je vous avais cru, Chevalier, il m'aurait fallu attendre seule, et vous seriez demeuré dans le carrosse."")",0.96,Substitution
425,,"('#le-chevalier', 'Ces sortes de femmes connaissent toute la terre : sait-on ce qui peut arriver ?')",1.0,Deletion
426,,"('#araminte', ""Ah !  Chevalier, que peut-il m'arriver de plus fâcheux, que de n'être pas avec vous autant de temps que j'en ai l'occasion ? "")",1.0,Deletion
427,,"('#eraste', ""Ce début n'est pas mal."")",1.0,Deletion
428,,"('#madame-thibaut', ""Qu'y a-t-il pour votre service, Madame ?"")",1.0,Deletion
429,,"('#araminte', ""On m'a dit, ma bonne, que tu savais quelquefois des carrosses à vendre."")",1.0,Deletion
430,,"('#madame-thibaut', 'Quelle sorte de carrosse voudriez-vous, Madame ?')",1.0,Deletion
431,,"('#araminte', 'Un petit carrosse coupé.')",1.0,Deletion
432,,"('#madame-thibaut', 'Pour Monsieur, peut-être ?')",1.0,Deletion
433,,"('#le-chevalier', 'Justement : en sauriez-vous un ?')",1.0,Deletion
434,,"('#madame-thibaut', ""Si vous n'en étiez pas si pressé, je connais un jeune homme qui s'est brouillé depuis peu avec la femme d'un Banquier : s'ils ne se raccommodent pas ; son carrosse sera bien votre fait."")",1.0,Deletion
435,"('#angelique', 'Je ne saurais me soutenir, je suis tremblante.')","('#araminte', ""Que tient-elle là ?  Une écharpe !  Elle est belle, vraiment ; cela servira bien à m'acquitter de la discrétion que vous me gagnâtes hier, Chevalier."")",1.36,Substitution
436,,"('#eraste', 'Mon écharpe !')",1.0,Deletion
437,,"('#le-chevalier', 'Je ne prétends pas cela, Madame.')",1.0,Deletion
438,,"('#araminte', 'Et moi je le prétends : elle est à vendre apparemment ?')",1.0,Deletion
439,,"('#le-chevalier', ""Non, je n'y consentirai jamais."")",1.0,Deletion
440,,"('#araminte', 'Hé, mon frère, que vous faites le badin ?')",1.0,Deletion
441,,"('#eraste', 'Son frère !  Et de quel côté ?')",1.0,Deletion
442,,"('#araminte', 'Je le veux, vous dis-je, ne me la donneras-tu pas bien pour quinze pistoles ?')",1.0,Deletion
443,,"('#eraste', ""Madame, l'écharpe est à moi, vous en donnerez ce qu'il vous plaira."")",1.0,Deletion
444,,"('#araminte', 'Ah Ciel !')",1.0,Deletion
445,"('#marton', 'Voici votre tante.')","('#eraste', ""Adieu, Madame.  Je vais remercier ma Tante et l'informer que vous avez un frère, que toute votre famille ne savait pas que vous eussiez."")",0.5,Substitution
446,,"('#madame-thibaut', ""Je crois, Dieu me pardonne, que c'est la veuve qui a si bien vécu avec son premier mari."")",1.0,Deletion
447,,"('#le-chevalier', 'Je ne comprends rien à tout ceci, Madame.')",1.0,Deletion
448,"('#madame-lucas', ""Mon pauvre mari !  Mon cher mari !  Je veux qu'on m'ensevelisse avec toi."")","('#araminte', 'Ah !  Chevalier, il y a pour en mourir.  Un homme que je devais épouser demain, de qui la Tante faisait ma fortune.')",0.95,Substitution
449,"('#marton', 'Hé, là, là, Madame, ne vous abandonnez point tant à la douleur.')","('#le-chevalier', ""Quoi !  C'est là cet Éraste ?  J'avais raison de vouloir demeurer dans le carrosse."")",1.11,Substitution
450,"('#madame-lucas', ""J'étouffe, je me meurs, je n'en puis plus, Marton."")","('#araminte', ""Ah !  Je n'en puis plus."")",0.24,Substitution
451,"('#angelique', 'Ma chère tante.')","('#madame-thibaut', 'Passez dans ma chambre, Madame, pour vous reposer un moment.')",1.44,Substitution
452,,"('#le-marquis', 'Bonjour, la belle enfant, pourrait-on dire un mot à votre maîtresse.')",1.0,Deletion
453,,"('#gabrillon', 'Elle est empêchée.')",1.0,Deletion
454,,"('#le-marquis', 'Il faut pourtant que je lui parle.')",1.0,Deletion
455,,"('#gabrillon', 'Ce ne sera pas de longtemps, du moins.')",1.0,Deletion
456,"('#madame-lucas', ""J'ai tout perdu, mes enfants, un mari qui m'aimait, cela n'est pas concevable…"")",,1.0,Insertion
457,"('#marton', ""Il vient de vous en donner une assez belle preuve, s'être laissé mourir à son âge ?  Cet homme-là pouvait encore vivre trente ans."")","('#le-marquis', ""Quand je devrais l'attendre jusqu'à minuit."")",1.53,Substitution
458,,"('#gabrillon', ""Vous attendrez tant qu'il vous plaira, vous êtes le maître."")",1.0,Deletion
459,,"('#le-marquis', ""Voilà une fille qui me parle bien cavalièrement.  Est-il possible qu'elle ne reconnaisse pas à mes allures que je suis homme de qualité ?"")",1.0,Deletion
460,,"('#le-cocher', ""Par votre permission, Monsieur, n'est-il point monté ici un Monsieur et une Madame ?"")",1.0,Deletion
461,,"('#le-marquis', ""Ah, mon enfant !  C'est toi qui m'as mené cette nuit au bal, je pense ; pourquoi n'es-tu pas venu me reprendre ?"")",1.0,Deletion
462,"('#madame-lucas', ""Cela est vrai, je suis inconsolable, et je suis si affligée que je ne saurais pleurer, c'est ce qui m'étonne."")","('#le-cocher', ""Ah !  Serviteur, mon Prince : ma foi je vous demande pardon, ce n'est pas ma faute.  Ces deux grosses femmes que vous me dites de voiturer m'ont fait courir jusqu'à dix heures du matin, et encore ne m'ont-elles rien baillé pour boire."")",1.37,Substitution
463,,"('#le-marquis', ""Mon valet de chambre t'a payé ?"")",1.0,Deletion
464,,"('#le-cocher', 'Je ne lui demande rien.')",1.0,Deletion
465,,"('#le-marquis', 'Et où as-tu remené ces Dames ?')",1.0,Deletion
466,,"('#le-cocher', ""Ces Dames, Monsieur ?  J'ai mis l'une au bout d'une rue dans le marais, et l'autre à la porte des grands Augustins.  Il y a comme çà des espèces de Dames qu'on ne remène jamais jusques chez elles, et je menons plus celles-là que des autres."")",1.0,Deletion
467,,"('#le-marquis', 'Cela ne fait pas honneur à vos voitures.')",1.0,Deletion
468,"('#cascaret', 'Votre Couturière et le Marchand, Madame, pour des habits de deuil.')","('#le-cocher', ""Bon, de l'honneur, qu'en ons-je affaire, pourvu que je trouvions notre compte ?  On a morbleu biau dire !  Tant que j'aurons des glaces de bois, et qu'on ne verra le jour que par une lucarne, je ne manquerons pas d'être employés."")",1.32,Substitution
469,,"('#le-marquis', 'Ah !  Que tu sens le vin.')",1.0,Deletion
470,,"('#le-cocher', ""C'est que j'en ai bu."")",1.0,Deletion
471,,"('#le-marquis', ""N'as-tu point de honte ; au lieu de t'enivrer, ne vaudrait-il pas mieux t'acheter un habit ?"")",1.0,Deletion
472,,"('#le-cocher', 'Cela ne dépend pas de moi.')",1.0,Deletion
473,,"('#le-marquis', 'Comment donc ?')",1.0,Deletion
474,,"('#le-cocher', ""Q'un honnête homme, pour m'engager au secret, me donne quelque argent, ne dit-il pas : Tiens, mon enfant, voilà pour boire ?"")",1.0,Deletion
475,"('#madame-lucas', ""Qu'on les fasse entrer."")","('#le-marquis', 'Hé bien ?')",1.36,Substitution
476,,"('#le-cocher', ""Je ne puis pas en conscience aller contre l'intention du fondateur, il faut que je boive d'obligation.  Si vous me voulez fonder chopine, par exemple,..."")",1.0,Deletion
477,,"('#le-marquis', ""De tout mon coeur, tu m'assez diverti pour bouteille."")",1.0,Deletion
478,,"('#le-cocher', 'Grand merci, Monsieur, grand bien vous fasse.')",1.0,Deletion
479,,"('#gabrillon', 'Que fais-tu ici, Maroufle ?  Tes gens attendent là-bas après toi, on te cherche dans tous les cabarets de la rue.')",1.0,Deletion
480,,"('#le-cocher', ""Je vais m'y rendre, afin qu'on m'y trouve."")",1.0,Deletion
481,"('#marton', ""Hé, passez dans votre chambre, Madame, il y fait plus clair qu'ici, et il faut faire arranger cette salle."")","('#gabrillon', ""Ma maîtresse va venir tout à l'heure, Monsieur."")",1.08,Substitution
482,,"('#le-marquis', ""Qu'elle tarde tant qu'il lui plaira ; tiens-moi seulement compagnie, je l'attendrai sans impatience."")",1.0,Deletion
483,,"('#gabrillon', 'Vous êtes trop honnête, Monsieur.')",1.0,Deletion
484,"('#madame-lucas', 'Hé bien, fais, donnes-y ordre, je te laisse ; dis bien à tout le monde au moins à quel point je suis affligée.')","('#le-marquis', ""Non, Dieu me damne.  Dieu me damne.  Je m'accommode de tout, moi.  Ce Cocher même m'a réjoui, et ta conversation vaut bien la sienne."")",0.91,Substitution
485,"('#marton', 'Oui, Madame.')","('#gabrillon', 'Voici Madame.')",0.0,Match
486,,"('#le-marquis', 'Serviteur, Madame Thibaut.')",1.0,Deletion
487,,"('#madame-thibaut', 'Monsieur, je suis votre très humble servante.')",1.0,Deletion
488,,"('#le-marquis', ""Savez-vous que le bruit de votre réputation a percé jusqu'à la Cour, et qu'il a pénétré jusqu'à moi ?"")",1.0,Deletion
489,,"('#madame-thibaut', ""Qu'y a-t-il, Monsieur, pour votre service ?"")",1.0,Deletion
490,,"('#le-marquis', 'Vous ne le devinerez jamais.')",1.0,Deletion
491,"('#angelique', ""Qu'allons-nous faire, Marton ?  Léandre et Éraste seront-ils jusqu'à demain dans cette armoire ?"")","('#madame-thibaut', 'Mais encore ?')",1.23,Substitution
492,,"('#le-marquis', ""Je viens vous prier... je vois qu'il faut franchir le mot, de m'aider à faire une sottise."")",1.0,Deletion
493,,"('#madame-thibaut', ""Vous me faites bien de l'honneur."")",1.0,Deletion
494,,"('#le-marquis', ""Quatre Marquis de mes amis, que vous avez ennocés, m'ont mis en goût d'en faire autant.  À la vérité les épouses que vous leur avez données, ne sont pas belles : mais mort de ma vie, elles sont bonnes, la plus gueuse a..."")",1.0,Deletion
495,,"('#madame-thibaut', 'Je vous entends, vous voudriez une douairière, peut-être ?')",1.0,Deletion
