,garnier-bradamante,la-calprenede-bradamante,Cost,Operation Type
199,"('#leon', ""Sire, ce m'est grand heur qu'au théâtre du monde, Ici, dans votre France, en Chevaliers féconde Et féconde en vertus, vos yeux j'aie ce jour Témoins de ma prouesse, et de ma ferme amour, Et que votre bonté pour fruit de ma victoire Me face recevoir du bien et de la gloire. Bradamante est mon âme, et ne crains de mourir, Si mourir me convient en voulant l'acquérir. Mais j'espère (et le ciel cette faveur me face) Qu'avecques de l'honneur je conquerrai sa grâce. Quoi que soit, je lui veux ma vie aventurer, Et l'avoir pour maîtresse ou la mort endurer. Je prie votre bonté que promesse on me tienne, Et qu'ayant la victoire elle demeure mienne. Vous n'auriez point d'honneur qu'on me vint décevoir Et qu'on m'ôtât, vainqueur, ce que je desse avoir."")","('#marphise', 'Sire, mon champion demande le pouvoir  À votre Majesté de faire son devoir. ')",0.79,Substitution
200,,"('#zenon', 'Je vous fais pour le mien une même prière. ')",1.0,Deletion
201,"('#charlemagne', ""N'ayez doute, mon fils ; n'ayez point cette crainte. Ma parole est toujours inviolable et sainte. Si Bradamante en force au combat vous passez, Vos pas ne seront point ingratement tracez. Vous l'aurez pour épouse avec la gloire acquise D'avoir fait preuve ici de votre vaillantise. Allez à la bonne heure et ne vous épargnez. Montrez-vous digne d'elle et son amour gagnez. La lice est toute prête, allez en votre tente Endosser le harnois, j'aperçois Bradamante."")","('#charles', ""Et j'en donne à tous deux une puissance entière.  Naymes ayez le soin, comme expérimenté,  Que suivant la coutume et la formalité,  Entre les combattants le soleil se partage,  Et qu'ils soient en tous points sans aucun avantage. "")",0.27,Substitution
202,"('#bradamante', ""Hippalque, mon amour, que ferai-je ? tu vois Que j'aime un arrogant qui est sourd à ma vois, Qui se rit des langueurs dont sa beauté me lime, Qui n'a que sa valeur et sa force en estime. Las pauvrette !"")",,1.0,Insertion
203,"('#charlemagne', ""Ma fille, il vous faut apprêter. Léon veut par le fer votre amour conquêter. Il s'offre à la bataille avecques la cuirasse, Le brassard, le bouclier, l'armet, la coutelace. Il ne tardera guère ; allez, dépeschez-vous : Je désire beaucoup que l'ayez pour époux."")","('#naymes', ""Pour en venir aux mains, je crois que c'est assez,  Ils sont à l'opposite également placés,  Maintenant que le Roi le combat autorise,  Que des yeux, ni des mains nul ne les favorise.  Bradamante, mettant la main à l'épée.  C'est le fer à la main qu'il me faut conquérir.  Il les met en termes de combattre."")",0.21,Substitution
204,"('#bradamante', ""Sire, par votre loi je ne serai tenue De prendre aucun maro qui ne m'aura vaincue."")",,1.0,Insertion
205,"('#charlemagne', ""Je ne l'entends qu'ainsi, telle est ma volonté."")","('#roger', ""Puisque vous l'ordonnez, je vous rendrai contente. "")",0.73,Substitution
206,"('#bradamante', ""J'espère qu'il sera de ma main surmonté."")","('#charles', 'Considérez un peu la main de Bradamante,  Vous jugerez son bras qui frappe si souvent,  Une foudre, un éclair, un tourbillon de vent,  Et je crois que Léon aura bien de la peine.  Ils se battent, et Roger ne fait que parer les coups.')",1.19,Substitution
207,"('#hippalque', ""Il n'est venu si loin de la mer Thracienne Sans avoir balancé votre force à la sienne."")","('#aymon', ""Considérez aussi comme sa fougue est vaine,  Comme il fait ce duel sans animosité,  Et rabat tous les coups avec dextérité :  Qu'il ne s'ébranle point par cette violence,  Et tient sans la frapper le combat en balance.  Bradamante se retire pour reprendre haleine, et Roger en fait de même."")",0.84,Substitution
208,"('#bradamante', 'Ce débile Grégeois, ce jeune efféminé ?')",,1.0,Insertion
209,"('#hippalque', 'Voyez combien il est à combattre obstiné.')","('#naymes', 'Par un si grand travail ils sont tous deux lassés. ')",1.25,Substitution
210,"('#bradamante', 'Il se pense assez fort pour vaincre une pucelle.')",,1.0,Insertion
211,"('#hippalque', ""Pucelle qui a peu d'hommes pareils à elle."")",,1.0,Insertion
212,"('#bradamante', 'Il a sous cet espoir son voyage entrepris.')","('#aymon', ""Je connais qu'à la fin mes voeux sont exaucés,  Et que ce grand guerrier trompera tout le monde. "")",0.64,Substitution
213,"('#hippalque', ""S'il n'a point d'autre attente, il n'aura pas le prix."")","('#charles', ""Certes, sa valeur n'en a point de seconde. "")",0.81,Substitution
214,,"('#aymon', ""Et bien quand ce Roger combattrait à vos yeux,  Croyez-vous pas Renaud, qu'il ferait beaucoup mieux ? "")",1.0,Deletion
215,"('#bradamante', ""Plutôt palle à ses pieds je resterai sans âme, Qu'autre que mon Roger m'ait jamais pour sa femme. Est l'empire Grégeois de beautés dépourvu ? Pourquoi me poursuit-il ? je ne l'ai jamais vu. Veut-il avoir de force en son lit une amie ? Ne sait-il pas assez que Roger est ma vie, Que je n'aime que lui ? Pourquoi vient-il tenter Le désir de mon père, et ses sceptres vanter ? Ce n'est rien de grandeurs, de royaumes, d'empires, De havres et de ports, de flottes, de navires, Si l'amour nous bourrelle. Et vaudrait mieux cent fois Mener paître, bergère, un troupeau par les bois, Contente en son amour, qu'Emperière du monde Régir sans son ami toute la terre ronde."")","('#renaud', 'Je le veux avouer, sa valeur est extrême,  Ou je crois que ma soeur ne soit plus elle-même,  Ah, quelle soutient mal le droit de son Amant ! ')",0.87,Substitution
216,,"('#marphise', 'Elle ne le saurait plus courageusement. ')",1.0,Deletion
217,"('#hippalque', ""Mais pensons à combattre. Il est temps d'aviser De vestir le harnois et l'épée aiguiser, Puis que Léon est prêt, que la lice est ouverte, Et la place de peuple autour du champ couverte."")","('#roger', ""Malheureux vois-tu pas que ce repos te tue,  Reprends Roger, reprends ta vigueur abattue,  Songe qu'il faut mourir, obéis toutefois,  Et ne l'offense pas pour la dernière fois. "")",1.31,Substitution
218,"('#bradamante', 'Je serai tôt armée, et prête de ranger Avec le fer luisant ce fâcheux étranger.')",,1.0,Insertion
219,"('#roger', 'Ô Dieu ! jusques à quand ardra sur moi ton ire ? Jusqu\'à quand languirai-je en ce cruel martyre ? Jusqu\'à quand ma pauvre âme habitera ce corps ? Quand serai-je insensible en la plaine des morts ? Qui suis-je ? où suis-je ? Où vais-je ? Ô dure destinée O fatale misère à me nuire obstinée ! Quel harnais est-ceci ? Contre qui l\'ai-je pris ? Quel combat ai-je à faire ? Hé Dieu qu\'ai-je entrepris! Veillé-je ou si je dors! sont ce point des alarmes De l\'enchanteur Atlant, ou d\'Alcine les charmes ? Me voici déguisé, mais c\'est pour me tromper. Je porte un coutelas, mais c\'est pour m\'en frapper. J\'entre dans le combat pour me vaincre moi-même. Le prix de ma victoire est ma dépouille même. Qui vit onc tel malheur ? Léon triomphera De Roger, et Roger sa victoire acquerra : Je suis ore Léon et Roger tout ensemble. Chose étrange ! Un contraire au contraire s\'assemble. Qu\'il m\'eust bien mieux valu souffrir l\'affliction D\'où Léon me tira, que cette passion! Helas je suis entré d\'un mal en un martyre! De tous âprs tourments mon tourment est le pire. A mon sort les Enfers de semblables n\'ont rien : Ils ont divers tourments, mais moi je suis le mien, Moi-même me punis, moi-même me bourrelle ; Je suis mon punisseur et ma peine cruelle ; Je me suis ma Mégère et mes noirs couleuvreaux, Mes cordes et mes fers, mes fouets et mes flambeaux. O piteux infortune! Ai-je ""té si mal sage, Si privé de bon sens que jurer mon dommage ? Que promettre à Léon de lui livrer mon coeur, Et d\'être de moi-même à son profit vainqueur ? Encor si à moi seul je faisais cet outrage. Mais Bradamante, hélas ! Le souffre davantage. Il faut n\'en faire rien. Mais quoi ? tu l\'as promis. C\'est tout un ; ne m\'en chaut, il n\'était pas permis. Si ma promesse était de faire à Dieu la guerre, À mon père, à ma race, à ma natale terre, La devrai-je tenir ? Non, non, serait mal fait. De promesse méchante est très méchant l\'effet. Voire, mais tu lui es attenu de ta vie. Las ! De ma vie, oui bien, mais non pas de m\'amie. Il est venu de Grèce en France sous ta foi. S\'est offert au combat se faisant fort de toi ; Tout son honneur y pend, il n\'est pas raisonnable De lui fasser promesse étant son redevable. Allons donc, de par Dieu, puis que j\'y suis tenu. Combattons l\'estomac, le col ou le flanc nu, Pour mourir de la main de celle que j\'offense. Je recevrai la peine en commettant l\'offense. Je ne puis mieux mourir, puis qu\'il faut que ce jour M\'arrache par ma faute et : la vie et l\'amour. Mais d\'ailleurs je faudrais car de ma foi promise Je ne m\'acquitte point combattant par feintise : Puis l\'ennui de la vierge en deviendrait plus grand Et se tuerait possible avec le même brand. Quoi donc ? L\'offenserai-je ? Hélas! Je n\'ai pas garde! Je me mettrai l\'épée au coeur jusqu\'à la garde Si je voyai rougir sur son estomac blanc Ou dessus son armure une goutte de sang. Je ne veux que parer aux coups de son épée, Sans qu\'elle soit au vif de la mienne frappée.')","('#bradamante', 'Après un tel repos, tu ne meurs pas de honte,  Tente un dernier effort, ou péris, ou surmonte.  Elle recommence le combat.')",0.41,Substitution
220,,"('#naymes', ""Ils ont recommencé plus fort qu'auparavant. "")",1.0,Deletion
221,"('#bradamante', ""Si je le puis atteindre avec le coutelas, Je l'enverrai chercher une femme là-bas. Ce mignon, ce beau-fils, qui n'a bougé de Grèce, Et qui ne fait jamais preuve de sa prouesse, N'a couru la fortune et ne s'est hasardé : Mais s'est toujours le corps sans mal contre-gardé, Contant de son beau nom, et ores vient en France Faire monstre à nos yeux de sa magnificence. Aux François ne se voit un teint si délicat, Mais une main robuste endurcie au combat. La sueur du harnais est notre commun baume. Les combats, les assauts sont l'ébat du royaume. Les cuirasses d'acier, les armets bien fourbis, Les brassards, les cuissots sont nos riches habits. Nos lits sont une tente, et souvent la vouture De ce grand Ciel courbé nous sert de couverture. Notre âme est courageuse, et ne craint nul effort. Nous ne prisons rien tant qu'une honorable mort, Et nous, Filles, n'avons nos poitrines éprises Des yeux de nos amants, mais de leurs vaillantises. Or vienne ce musqué, qui ne fait jamais rien Et qui n'est renommé que pour l'Empire sien : A son dam apprendra qu'il n'est point de vaillance Qu'on doive comparer à la valeur de France, Et qu'acquérir ne faut par importunité, D'une fille l'amour qu'on n'a point mérité."")","('#marphise', ""Ô malheur ! Ô destin variable et mouvant !  Ah ! Ma soeur n'en peut plus, ô regret qui me tue !  Bradamante recule et Roger la poursuit."")",1.21,Substitution
222,"('#la-montagne', ""Qui eut jamais pensé que ce prince de Grèce Eut en lui tant de coeur, tant de force et d'adresse, Vu qu'il n'était connu des Paladins Français, Et qu'on prise assez peu les armes des Grégeois ? Toutefois il est brave et vaillant au possible. Son âme est généreuse et sa force invincible."")","('#roger', 'Madame, confessez que vous êtes vaincue,  Que vos plus grands efforts sont enfin superflus.  Il passe sur elle, et lui ôte son épée : mais Bradamante ne laisse pas de se jeter sur lui plus furieuse que auparavant.')",0.95,Substitution
223,"('#aymon', 'Que dit ce gentilhomme ?')",,1.0,Insertion
224,"('#la-montagne', ""Il est César de nom, Mais il l'est maintenant de fait et de renom."")",,1.0,Insertion
225,"('#aymon', ""C'est de Léon qu'il parle, écoutons-le un peu dire."")",,1.0,Insertion
226,"('#la-montagne', ""Chacun lui fait honneur, tout le monde l'admire."")",,1.0,Insertion
227,"('#aymon', ""Il a doncques vaincu ; nous voilà hors d'ennui."")",,1.0,Insertion
228,"('#la-montagne', ""Certe il est digne d'elle autant qu'elle de lui."")",,1.0,Insertion
229,"('#beatrix', 'Arraisonnons-le un peu.')",,1.0,Insertion
230,"('#aymon', ""J'en ai fort grande envie. Et quoi ? Notre bataille est-elle jà finie ?"")","('#bradamante', ""Je le confesserais si je ne vivais plus ;  Mais crois qu'avec le jour je perdrai la victoire,  Et que ma seule mort t'en donnera la gloire. "")",0.96,Substitution
231,"('#la-montagne', ""C'en est fait."")",,1.0,Insertion
232,"('#aymon', 'Et qui gagne ?')",,1.0,Insertion
233,"('#la-montagne', 'Ils ont égal honneur.')",,1.0,Insertion
234,"('#aymon', 'Égal ? comment cela ?')","('#aymon', ""Sire, vous voyez bien la chose comme elle est,  Ne le permettez pas, empêchez s'il vous plaît.  Il les sépare."")",1.82,Substitution
235,"('#la-montagne', 'Mais Léon est vainqueur.')","('#charles', ""Apaisez les bouillons de ce mâle courage,  Ne le contestez plus, Léon a l'avantage. "")",0.72,Substitution
236,,"('#bradamante', 'Il est vrai, mais ma mort. ')",1.0,Deletion
237,,"('#marphise', 'Ne désespérez pas.  Elles se retirent.  Et Roger aussi.')",1.0,Deletion
238,"('#aymon', ""Ha que j'en ai de joie !"")","('#roger', ""Et toi, puisque ses mains ne te l'ont point ravie,  Va finir dans l'horreur ta misérable vie. "")",1.52,Substitution
239,,"('#charles', 'Il se veut désarmer, retirons-nous aussi. ')",1.0,Deletion
240,"('#beatrix', ""Et moi, que j'en suis aise !"")","('#aymon', ""Ô Ciel ! Que ta justice éclate bien ici,  Me pouvais-tu combler d'une parfaite joie,  Qu'en me donnant le bien que ta bonté m'envoie ? "")",0.77,Substitution
241,"('#aymon', ""Je ne saurais ouïr chose qui tant me plaise! Mais de grâce contez comme tout s'est passé."")","('#bradamante', ""En vain votre pitié s'offre à me secourir,  Ne me consolez plus ma soeur, je dois mourir,  Rien ne peut détourner ce dessein immuable.  Quoi, par ma lâcheté je vivrais misérable !  Je vivrai pour Léon, et non pas pour Roger :  Ah ! Non, n'espérez pas de me faire changer.  Vous me verrez plutôt vomir le sang et l'âme,  Qu'allumer dans mon coeur une nouvelle flamme.  Autre que mon Roger n'eut jamais ce pouvoir,  Je sais bien que je l'aime au-delà du devoir,  Et que vous, dont l'esprit a plus de retenue,  Blâmerez une ardeur qui vous est inconnue.  Que vous condamnerez ces violents transports,  Qui portent une fille à de si grands efforts :  Mais si votre vertu de mon amour s'offense,  Quand vous reconnaîtrez cette même puissance,  Ce tyran de nos coeurs, qui me force d'aimer,  Vous me plaindrez, Madame, au lieu de me blâmer. "")",0.83,Substitution
242,"('#la-montagne', ""Autour du camp était tout le peuple amassé, Et Charles devisait avec les preux de France, Quand les deux champions après la révérence Se plantent opposez l'un à l'autre, aux deux bouts, L'un attisé d'amour, et l'autre de courroux. Un panache ondoyait sur leurs brillantes armes. Chacun prisait le port de ce pair de gendarmes, Leur démarche et leur grâce : ils semblaient deux soleils, Ils paraissaient en force et prouesse pareils. Ils firent quelque pause aux portes des barrières, S'entroeilladant l'un l'autre au travers des visières : Et ressemblait la vierge, au mouvoir de son corps, Un généreux cheval qu'on retient par le mors Trop ardent de la course, et qui, l'oreille droite, La narine tendue et la bouche mouette, Frappe du pied la terre, et marchant çà et là, Monstre l'impatience et la fureur qu'il a. La voix ne fut sitôt de la trompette ouïe, Que l'épée en la main elle court réjouie Contre son adversaire, et semble à l'approcher D'une tourmente émue encontre un grand rocher. L'autre marche à grand pas, et plus grave, ne montre Avoir tant de fureur qu'elle, à ce dur rencontre : Il saque au poing l'épée, et détourne et soutient Les grands coups qu'elle rue, et ferme se maintient. Comme une forte tour sur le rivage assise, Par les vagues battue, et par la froide bise, Ne s'en ébranle point, dure contre l'effort De l'orage qui bruit et tempête si fort, Ainsi lui sans ployer sous l'ardente furie Et les âpres assauts de sa douce ennemie Qui chamaille sans cesse, ores haut, ores bas, Par le chef, par le col, par les flancs, par les bras, Ne s'émeut de la charge, ains s'avance, ou se tourne, Ou recule en arrière, et le malheur détourne. Il s'arrête parfois, et par fois s'avançant, De la main et du pié se va comme élançant, Puis soudain se retire, et jette la rudache Au devant de l'épée et rend le coup plus lâche. Il tire peu souvent, et encores ses coups, Comme en feinte tirés, sont débiles et mous. Il prend garde à frapper où sa dextre ne nuise, Et là par grande adresse à tous les coups il vise : Mais elle s'en courrouce, et ce courtois devoir Fait redoubler sa haine, ainsi qu'il semble à voir. Tantôt fier du tranchant, et tantôt de la pointe ; Elle cherche où l'armure est à l'armure jointe ; Elle voltige, et tourne incessamment la main, Le sonde en tous endroits, mais son labeur est vain. Comme un qui pour forcer une ville travaille, Ceinte de grands fossés et d'épaisse muraille De toutes parts flanquée, ore fait son effort Contre un gros boulevard ou contre un autre fort, Ore bat une tour, ore assaut une porte, Ore donne escalade à la muraille forte, S'attaque à tous endroits, en vain essaye tout : Il y perd ses soldats et n'en vient point à bout. La vierge ainsi se peine, et tant moins elle espère Vaincre son ennemi, d'autant plus se colère, D'autant plus fait d'effort ; le feu sort de ses coups, Et ne saurait briser mailles, lames, ni clous. En fin elle se lasse, et halette de peine ; Elle fond en sueur et se met hors d'haleine ; La main lui devient faible, et ne peut plus tenir L'indigne coutelas, et l'écu soutenir. La force lui défaut : mais la colère aigüe, La honte et le dépit de se trouver vaincue Lui renfle le courage : et lâchant le pavois Prend à deux mains l'épée, et bat sur le harnois Comme sur une enclume au milieu d'une forge, Où quelque grand Cyclope un corps d'armures forge. Ses coups drus et pesants passent l'humain pouvoir ; La force lui redouble avec le désespoir ; D'ahan elle se courbe, et semble avoir envie De perdre en cet effort la victoire et la vie. Léon frais et dispos comme en ayant pitié, Pour finir ce combat, entrepris d'amitié, Commence à la presser la suivre, la contraindre, Feint redoubler ses coups, sans toutefois l'atteindre, La poursuit,la resserre ; il la pousse et la point, Et lasse la réduit jusques au dernier point. Charles fait le signal, et Léon se retire : Bradamante frémit de deuil, de honte, et d'ire. Le Conseil s'assembla, qui, de Charles requis, Dit que Léon avait Bradamante conquis, Qu'il la devait avoir pour légitime épouse."")","('#marphise', ""Jamais vos actions n'ont mérité de blâme,  Je ne condamne pas une pudique flamme ;  Et quoique jusqu'ici mon coeur ait résisté,  Il a plus de froideur que de sévérité.  Au contraire ma soeur, vous étant obligée,  Je suis également avec vous affligée,  Nos esprits sont touchés d'une même douleur,  Comme mon propre mal, je plains votre malheur.  Et si je vous condamne en cette violence,  C'est de peu de courage, ou de peu de constance.  Vous devriez, ce me semble, avec ce même coeur,  Qui de mille périls s'est retiré vainqueur,  Qui par mille combats s »'est rendu redoutable,  Gagner sur votre esprit la victoire semblable. "")",0.63,Substitution
