,leclerc-iphigenie,rotrou-iphigenie,Cost,Operation Type
308,"('#achille', ""Ingrat, si je suivais ce que veut ma colère, Mais j'aime Iphigénie, et vous êtes son père."")","('#ulysse', ""Pour l'intérêt du Ciel je témoignais mon zèle, D'une divinité j'épousais la querelle. Diane qui des Grecs est le visible appui, Mais Achille pour Dieux ne reconnaît que lui."")",0.69,Substitution
309,"('#agamemnon', ""Non, non, je ne suis plus qu'un tyran inhumain, Qui de cet attentat seconde le dessein, Qui deviens de sa mort le malheureux complice, Qui l'ai livrée enfin entre les mains d'Ulysse."")","('#achille', ""Je serais mauvais fils, j'ignorerais ma mère, Cette Divinité que l'Océan révère, À qui ma nourriture a coûté tant de soins, Ulysse dans sa race en rencontrera moins."")",0.82,Substitution
310,"('#achille', ""Tu viens de la livrer, père dénaturé ? Ah ! Courrons au secours que j'ai trop différé, Tous les moments sont chers dans un péril si proche."")","('#ulysse', ""Et Princes, et sujets, et tout ce que nous sommes, Nous sommes fils des Dieux, pères communs des hommes ; Et nous ne différons que par l'ardeur des voeux, Dont nous reconnaissons ce que nous tenons d'eux."")",1.12,Substitution
311,"('#agamemnon', ""Que tu me fais, Achille, un injuste reproche, Et que tu connais mal l'effroyable tourment Que souffre un triste père en ce fatal moment ? Je conçois d'un amant le désespoir extrême, lorsqu'il est sur le point de perdre ce qu'il aime, Mais tes maux fussent-ils plus vifs et plus pressants Peut-on les comparer à ceux que je ressens ? L'image du malheur qui t'ôtes Iphigénie Peut par un autre objet le voir un jour bannie, Tu peux t'en consoler prenant de nouveaux fers, Mais qui me peut jamais rendre ce que je perds ? Ma fille était la gloire et l'amour de la Grèce, Te l'avais élevée avec tant de tendresse, Hélas ! Tant de vertu fut jointe à sa beauté, Le Ciel lui promettait tant de félicité, Et n'avait fait connaître à la terre charmée Ni père plus aimé, ni fille plus aimée ; Moi-même cependant je la livre au bourreau , Qui va de ses beaux jours éteindre le flambeau. Ne vois-je pas Calcas, de qui la main sanglante Plonge le fer cruel dans sa gorge innocente ? Ne vois-je pas déjà le bûcher allumé Par qui ce tendre objet doit être consumé ? J'en frémis, j'en frissonne."")","('#achille', 'Que Diane vous soit ou nuisible, où propice, Vous ne lui rendrez point ce triste sacrifice.')",0.6,Substitution
312,,"('#ulysse', 'Non pas si de vous seul tout le camp prend la loi.')",1.0,Deletion
313,,"('#achille', 'Pour ce regard au moins il la tiendra de moi.')",1.0,Deletion
314,,"('#ulysse', ""Vous ordonnerez, trop, pourvu qu'on obéisse."")",1.0,Deletion
315,"('#clytemnestre', ""Ô Père, injuste et lâche ! Tu m'ôtes donc ma fille, Ulysse me l'arrache, On me garde, on m'observe, et je ne saurais plus Pousser dans son malheur que des cris superflus. Ah ! Puisque l'on immole une tête si chère, Commande qu'à la fille on joigne encore la mère, II faut voir tout mon sang sur l'autel répandu, Ou de ta piété le mérite est perdu : II faut que je périsse, ou qu'on me la rende."")","('#achille', ""Et je n'en prétends pas exempter même Ulysse."")",1.24,Substitution
316,"('#agamemnon', ""Votre plainte est injuste, et votre erreur est grande, Elle ne dépendait ni de vous ni de moi, Cette fille qui fait le trouble où je vous vois. Ne vous souvient-il plus ; que dès qu'elle fut née Par vous-même à Diane elle fut destinée, Cependant, pour flatter les désirs d'un mortel Vous vouliez la ravir au culte de l'autel ? Par ce voeu violé, la Déesse outragée Nous fit bientôt sentir qu'elle en serait vengée, Nous vîmes, quand le calme arrêta nos vaisseaux, Le premier, mais non pas le plus grand de ses fléaux, La mort d'Iphigénie à ce calme succède, Et surpasse le mal dont elle est le remède : Vous avez attiré le céleste courroux, Et si ma fille meurt, n'en accusez que vous."")","('#ulysse', ""Je ne m'emporte point, j'excuse vos amours."")",1.0,Substitution
317,,"('#achille', ""De crainte d'accident, vous excusez toujours."")",1.0,Deletion
318,"('#clytemnestre', ""Hélas ! Qui vous a pu donner la connaissance De ce voeu que j'en fis au point de sa naissance ? Je le fis dans mon coeur et n'en ai point parlé."")","('#ulysse', ""La sainteté du lieu m'impose cette crainte."")",0.98,Substitution
319,"('#agamemnon', ""Diane par Calcas enfin l'a révélé, En m'expliquant par lui le courroux qui l'anime, M'en a dit le sujet, m'a déclaré le crime."")","('#achille', 'À votre regard donc toute la terre est sainte.')",1.17,Substitution
320,,"('#ulysse', 'Achille est toujours vain, et toujours violent.')",1.0,Deletion
321,,"('#achille', ""S'agissant de se battre, Ulysse est toujours lent."")",1.0,Deletion
322,,"('#ulysse', ""Vous ne me prierez point, que je n'y satisfasse."")",1.0,Deletion
323,,"('#achille', ""Demeurons donc d'accord de l'heure et de la place."")",1.0,Deletion
324,"('#clytemnestre', ""Ce crime est il si grand, que pour le réparer, L'une doive mourir, l'autre toujours pleurer ? Entre-t-il tant d'aigreur dans les esprits célestes ? Venge-t-on un oubli par des coups si funestes ? Et si Diane enfin le traite de forfait En doit-elle punir que celle qui l'a fait ? Ma fille est innocente, et je suis criminelle, Le malheur qui m'est dû doit-il tomber sur elle ?"")","('#agamemnon', ""Hélas ! Ne formez point de nouveaux différents, Vous m'en avez dans l'âme excité d'assez grands ; J'en ai contre les Dieux, j'en ai contre moi-même, Je ne me connais pas en ce désordre extrême, Et parmi ces malheurs vous ne m'épargnez pas, Il faut que je m'occupe à calmer vos débats : Achille, sauvez-vous, une inutile peine, Et du Ciel irrité n'accroissez point la haine : Ma fille, tu vivras malgré ce coup mortel, Ce ne te fera pas un tombeau qu'un autel ; Diane t'appelant, n'arrête pour personne, Et va ravir la mort, si l'on ne te la donne."")",0.08,Substitution
325,,"('#achille', ""On me permettra donc de devancer ses pas, Où j'ai bien résolu de ne le souffrir pas : Qui doit porter le coup, prenne cette licence. De sa témérité, voici la récompense, Voici de quoi me perdre, ou de quoi la sauver, Et si quelqu'un en doute, il le peut éprouver."")",1.0,Deletion
326,,"('#iphigenie', ""Qu'allez-vous faire, hélas !"")",1.0,Deletion
327,"('#agamemnon', 'Oronte tout en pleurs adresse ici ses pas.')","('#achille', 'Montrer si je vous aime.')",1.09,Substitution
328,,"('#iphigenie', ""Que vous m'êtes cruel ?"")",1.0,Deletion
329,,"('#achille', 'Moins que vous à vous-même.')",1.0,Deletion
330,"('#clytemnestre', 'De ma fille il nous vient annoncer le trépas.')","('#iphigenie', ""N'empêchez point ma mort."")",1.08,Substitution
331,"('#agamemnon', 'En est-ce fait Oronte ?')","('#achille', 'Conservez-moi le jour.')",1.56,Substitution
332,"('#oronte', ""Ô l'étrange aventure ! Ô coup, dont la surprise étonne la Nature ! Le Ciel vous la ravit, vous la perdez, Seigneur."")","('#iphigenie', 'Épargnez mon honneur.')",1.73,Substitution
333,"('#clytemnestre', 'Achève, tu ne peux accroître ma douleur.')",,1.0,Insertion
334,"('#oronte', ""La Princesse, Seigneur que conduisait Ulysse. Est à peine arrivée au lieu du sacrifice, Vers le prochain bocage et sur ces prés fleuris, Que la fière Diane a si longtemps chéris, Quand l'armée accourue à ce triste spectacle, Qui devait satisfaire au désir de l'Oracle, Pour la laisser passer s'est ouverte d'abord , Et par des cris plaintifs a déploré son sort. Elle seule constante, incapable de crainte, Lorsque chacun la plaint ne pousse aucune plainte, Et trouve dans sa mort tant d'heur et tant d'appas, Que pour l'aller chercher elle marche à grands pas, Aux Grecs de rang en rang adresse la parole, Et par ces mots hardis doucement les console : Ne pleurez pas, dit-elle, ô Grecs, mon sort est doux , Et doit être envié, puisque je meurs pour vous. Ce langage grossit le torrent de leurs larmes, Ils maudissent Hélène, et le sort de leurs armes, Et semblent accuser malgré leur piété, Diane d'injustice et d'inhumanité. La Princesse à l'autel va d'un pas magnanime, S'approche de Calcas, qui voyant sa victime Nous paraît immobile, et d'un oeil abattu. Ne peut trop admirer sa force et sa vertu."")","('#achille', ""Épargnez mon amour ; Par vous qui la causez, et par moi qu'elle presse, Par ces jeunes soleils, miracles de la Grèce, Vivez, Iphigénie, ou ne me niez pas La faveur que je veux d'accompagner vos pas. Cet amour reconnu vous toucherait peut-être, Mais vous le méprisez pour ne le pas connaître, Et croyez m'imposer une légère loi, M'obligeant à souffrir que vous mouriez sans moi."")",0.18,Substitution
335,"('#agamemnon', ""Ô force, ô fermeté qui n'eût jamais d'exemple !"")","('#iphigenie', ""Sans trop d'aveuglement et trop d'ingratitude, Je ne saurais douter de votre inquiétude ; Et si le coeur aussi se voyait clairement, Vous ne douteriez pas de mon ressentiment : Mais quoi, morte autant vaut, et veuve de moi-même, Que saurais-je accorder à votre amour extrême ? À qui puis-je appeler de cet arrêt fatal, Et qui ne doit céder ou le Ciel est rival ? Qui se rend de bonne heure où la défense est vaine, En a plus de mérite, et se fait moins de peine. Après tous vos travaux tous vos cris, tous vos soins, Le coup dont je mourrai ne me tuera pas moins. Pour vous, dont la valeur, telle et si confirmée, Sert de nerfs à ce corps, et d'âme à cette armée, Faites contre vous-même un généreux effort : Et quand vous ne vivriez que pour venger ma mort, Et me sacrifier les dépouilles de Troie, Vivez, et laissez-moi vous en tracer la voie, Laissez-moi du combat porter les premiers coups, Autrement je croirai que vous êtes jaloux, Et me voulez priver de la gloire suprême, D'être aux Grecs plus qu'Ulysse, et plus qu'Achille même ; D'accorder avec eux, et les vents, et les eaux, D'avoir fait de ce port démarrer leurs vaisseaux, Et d'avoir commencé la plus célèbre guerre, Sous qui jamais le Ciel ait vu trembler la terre : Laissez-moi mériter un renom si fameux. Pour dernière raison, veuillez ce que je veux, Et prouvez moi l'amour dont vous me croyez digne, En ne me niant point cette faveur insigne ; C'est le dernier devoir que j'exige de vous, Et si ce n'est assez, je l'implore à genoux."")",0.93,Substitution
336,"('#oronte', ""D'un regard interdit, le prêtre la contemple, Et sa tremblante main la couronne de fleurs, Qu'en dépit de lui-même, il baigne de ses pleurs ; Elle monte à l'autel, comme en son char de gloire Bellone triomphante après une victoire, C'est là qu'elle paraît avec tous ses appas, Tout le camp la salue, elle appelle Calcas. Grand Prêtre, lui dit-elle, achevons ce mystère, Je me livre en vos mains, victime volontaire, Diane veut mon sang, exécutez sa loi, Et donnons-lui tous deux ce qu'elle veut de moi. J'étais près de l'autel, où ma douleur mortelle M'avait presque réduit à mourir avant elle, Lorsque m'envisageant, Oronte, au nom des Dieux  Ne pleure pas dit-elle, un sort si glorieux, Songe que par ma mort j'apaise leur colère , Je conserve les Grecs, j'obéis à mon père, Que mon nom s'éternise, et que le coup est doux. Qui ne perdant que moi, vous va conserver tous. Oronte, je ne crains que la douleur d'Achille, Mais, dis-lui, que je veux pour mourir plus tranquille, Qu'il calme en ma faveur ses transports furieux, Qu'il chérisse mon père, et se soumette aux Dieux."")","('#achille', ""Et bien mourez, barbare, insensible, inhumaine, Puisque vous craignez tant de soulager ma peine, De vos soins ce renom est le moins important, Ma mort est le seul fruit que la vôre prétend : Non vous n'entreprenez cette superbe ville, Aux dépens de vos jours que pour tuer Achille. Et voir de sa vertu triompher vos attraits, Mourez donc inhumaine, il vous suivra de près, Allez, accomplissez tous les voeux de l'armée, Ne punissez que moi de vous avoir aimée : Je ne m'oppose plus à ce coup inhumain, J'ai pour m'en consoler le remède de la main."")",0.08,Substitution
337,,"('#clytemnestre', 'Ô cruelle à toi-même.')",1.0,Deletion
338,,"('#ardelie', 'Ô constance indomptée.')",1.0,Deletion
339,"('#clytemnestre', 'Hélas ! Je perds ma fille, et je respire encore ?')","('#clytemnestre', ""Pourquoi chétive hélas ! Pourquoi t'ai-je enfantée, Le succès réponds mal à l'espoir que j'avais, Ce trône est-il celui pour qui je t'élevais."")",1.27,Substitution
340,"('#oronte', ""Calcas s'apprête alors à ce coup qu'il abhorre, Et voulant de Diane apaiser le courroux Avecque tout le camp se prosterne à genoux. Déesse, lui dit-il, reçois ce sacrifice, Rends la mer libre aux Grecs, et leur devient propice. À ces mots tout tremblant et les larmes aux yeux , Il tire le couteau."")","('#calcas', ""Chaste fille du Dieu, qui lance le tonnerre, Frais soleil de la nuit, autre âme de la terre, Diane enfin reçois l'offrande que tu veux, Et pour prix de son sang fais succéder nos voeux. À l'art de nos nochers rend l'onde favorable, Donne à notre voyage un succès mémorable : Et fais nous triomphant marcher sur le débris, Des orgueilleuses tours d'Hector et Pâris. Tous les Grecs ont la vue baissée. Il prend le couteau, et comme il veut porter le coup, il se fait un grand tonnerre. Iphigénie disparaît, et est enlevée au Ciel."")",0.0,Match
341,"('#clytemnestre', 'Vous le souffrez, grands Dieux !')","('#calcas', ""Mais Dieux ! Quelle tempête en un moment émue, De ces pleines d'azur nous dérobe la vue, Quel horrible torrent accompagné d'éclairs, Trouble avec tant de bruit la région des airs."")",1.41,Substitution
342,"('#oronte', ""Calcas allait frapper la victime innocente, Lorsque tout transporté de sa douleur, pressante Achille fend la presse, et courant à grands pas L'ayant joint à l'autel, s'écrie, attends Calcas. À cette voix pareille à l'éclat du tonnerre Calcas laisse tomber le fer sacré par terre, Et comme il le relève, outré de son transport Achille de ses mains l'arrache avec effort, Du coup qu'il méditait le menace lui-même, Et regardant le camp d'une fureur extrême, Il s'offre à la défendre et seul et contre tous : En vain elle s'efforce à calmer son courroux, Elle ne peut changer la glorieuse envie Qui le porte à tout perdre, ou lui sauver la vie. Le camp a ce combat demeurait suspendu, lorsqu'un nuage épais tout_à_coup répandu Enveloppe l'autel avecque la victime En remontant dans l'air, au lieu le plus sublime, Nous laisse l'autel vide, où Calcas tout confus. Veut chercher la victime et ne la trouve plus. Achille au désespoir tonne, éclate, foudroie, Croit que c'est Jupiter qui ravit cette proie, Et ses regards remplis et de feux et d'éclairs Semblent percer la nue et menacent les airs. Le Camp en est ému, Calcas s'en désespère, Achille veut tout perdre et tout craint sa colère."")","('#agamemnon', ""Désse de la nuit apaise ta colère. Si la fille si trop peu, demande encor le père : Mais ô rare aventure, ô miracle inouï, Si d'une illusion mon oeil n'est ébloui, Sans recevoir le coup et sans laisser le vie, Cette chaste victime a ces lieux est ravie."")",0.39,Substitution
343,,"('#calcas', ""Quel est cet accident, m'abusez vous mes yeux."")",1.0,Deletion
344,,"('#menelas', 'Qui des deux nous la cache ou la terre ou les cieux.')",1.0,Deletion
345,"('#clytemnestre', 'Avec quelle rigueur me cachez-vous son sort ! Dieux ! Ne vit-elle plus, dois-je pleurer sa mort ? Qui me délivrera de cette incertitude ?')","('#achille', ""Quelle est cette aventure à nulle autre pareille, Et qu'es-tu devenue adorable merveille : Mais quelle inopinée et soudaine clarté De ces épais rameaux perce l'obscurité. Le ciel s'ouvre."")",1.13,Substitution
346,"('#agamemnon', 'Souffrez plus constamment une atteinte si rude, Et moi je vais du camp prévenir les malheurs.')","('#diane', ""Généreuse race d'Atrée Et vous autres coeurs de lion, Futurs destructeurs d'Ilion, Mars de cette basse contrée. Allez faire admirer vos exploits glorieux, Et ravir la lumière au ravisseur d'Hélène, Avecque ma faveur vous détruirez sans peine, La Reine des Cités et l'ouvrage des Dieux. Je sais le respect de la Grèce, Son dessein me tient lieu d'effet , Et j'ai vu d'un oeil satisfait La piété de sa princesse, Son sang de ma faveur est un trop digne prix, Et pour faire paraître à quel point je l'estime, Je la veux pour prêtre et non pas pour victime. Et l'ai déjà rendue : aux rives de Tauris. Vous donc la valeur sans égale, Lui prouvait votre passion, Cédez avec soumission, Ou Diane est votre rivale, Troie enferme l'objet qui vous doit enflammer : Mais craignez son amour à l'égal de sa haine : Car vos jours finiront avecque votre peine, Si vous ne vous pouvez défendre de l'aimer. Tous se mettent à genoux. Elle disparaît, et le ciel se ferme."")",0.63,Substitution
347,"('#ulysse', ""Si ce qu'Oronte a dit vous arrache des pleurs, Et s'il vous en a fait une image funeste, Seigneur, pour l'effacer écoutez ce qui reste. L'horreur régnait partout, quand après mille éclairs Diane sur son char a paru dans les airs. Clytemnestre voulait garder pour l'Hyménée Sa fille à mes autels par son voeu destinée, Ô Grecs, a-t-elle dit, j'ai puni ce mépris, Mais le sang de sa fille était d'un trop grand prix Pour en pouvoir souffrir le cruel sacrifice, Je l'aime, il me suffit que son voeu s'accomplisse. Partez, Grecs, poursuit-elle, Achille sois constant, Je dois la rendre un jour, c'est le prix qui t'attend. La Déesse à ces mots se couvre d'un nuage, Tout le Camp est charmé de cet heureux présage, Achille même cède au souverain pouvoir, Et paraît apaisé par un si doux espoir."")","('#achille', ""Quel effet à sur nous la voix d'une déesse, Ma flamme devient sainte et la profane cesse, Aux yeux d'Iphigénie elle a laissé le jour, Cette rare faveur paye assez mon amour, Le sort disposera du reste de ma vie : Mais puisque ce malheur ne me la point ravie, Lachaie, en ce bras conserve un protecteur, Qui vendra chèrement ma mort à son auteur."")",0.0,Match
348,"('#clytemnestre', ""Ma fille par tes soins, par ton obéissance, De mon voeu violé vas réparer l'offense, Et toi, juste Déesse, excuse mes douleurs, Et si sa perte encor m'arrache quelque pleurs."")","('#clytemnestre', ""Suis mon dessein ( ma fille ) accompli ma promesse, Qui t'avait en naissant vouée à la Déesse, Je vis avec plaisir, puisque tu ne meurs pas, Et quelle a révoqué l'arrêt de ton trépas."")",0.0,Match
349,"('#agamemnon', ""N'allez point par vos pleurs faire un nouvel obstacle, Ma fille vit heureuse, et j'ai rempli l'Oracle, J'entends, j'entends déjà le murmure des flots, Allons à Troie, et vous retournez en Argos, Madame, et secondez nos efforts légitimes Par des voeux plus constants et par d'autres victimes."")","('#agamemnon', ""J'ai par mon zèle enfin satisfait à l'Oracle, Et de notre voyage il a levé l'obstacle : Allons contre Ilion signaler notre bras, Il ne tient plus à moi qu'elle ne soit à bas, Je ne retarde plus cette illustre victoire, Faisons-en aux neveux une incroyable Histoire, Puis revenons aux bords de Mycènes et d'Argos, Après un long travail, goûtera un long repos."")",0.0,Match
