,musset-lorenzaccio,rostand-cyrano,Cost,Operation Type
565,"('#tebaldeo', ""Ah !  monseigneur, qu'il est doux de voir un homme tel que Votre Eminence parler ainsi de la tolérance et de l'enthousiasme sacré !  Pardonnez à un citoyen obscur, qui brûle de ce feu divin, de vous remercier de ce peu de paroles que je viens d'entendre.  Trouver sur les lèvres d'un honnête homme ce qu'on a soi-même dans le coeur, c'est le plus grand des bonheurs qu'on puisse désirer."")","('#cyrano', ""Vous nous jouerez un air, messieurs les violons ! Bravo ! Des officiers, des femmes en costume,  Et vingt pas en avant... Moi, tout seul, sous la plume Que la gloire elle-même à ce feutre piqua,  Fier comme un Scipion triplement Nasica !... - C'est compris ? Défendu de me prêter main-forte ! On y est ?... Un, deux, trois ! Portier, ouvre la porte ! Ah !... Paris fuit, nocturne et quasi nébuleux ; Le clair de lune coule aux pentes des toits bleus ; Un cadre se prépare, exquis, pour cette scène ; Là-bas, sous des vapeurs en écharpe, la Seine,  Comme un mystérieux et magique miroir,  Tremble... Et vous allez voir ce que vous allez voir ! Les violons se joignent au cortège qui se forme. On s'empare des chandelles allumées de la rampe et on se les distribue. Cela devient une retraite aux flambeaux. Il se place comme il dit. Le portier ouvre à deux battants. Un coin du vieux Paris pittoresque lunaire paraît."")",1.07,Substitution
566,"('#valori', ""N'êtes-vous pas le petit Freccia ?"")","('#tous', 'À la porte_de_Nesle !')",1.62,Substitution
567,"('#tebaldeo', ""Mes ouvrages ont peu de mérite ; je sais mieux aimer les arts que je ne sais les exercer.  Ma jeunesse tout entière s'est passée dans les églises.  Il me semble que je ne puis admirer ailleurs Raphaël et notre divin Buonarroti.  Je demeure alors durant des journées devant leurs ouvrages, dans une extase sans égale.  Le chant de l'orgue me révèle leur pensée, et me fait pénétrer dans leur âme ; je regarde les personnages de leurs tableaux si saintement agenouillés, et j'écoute, comme si les cantiques du choeur sortaient de leurs bouches entrouvertes.  Des bouffées d'encens aromatique passent entre eux et moi dans une vapeur légère.  Je crois y voir la gloire de l'artiste ; c'est aussi une triste et douce fumée, et qui ne serait qu'un parfum stérile, si elle ne montait à Dieu."")","('#cyrano', ""À la porte de Nesle ! Ne demandiez-vous pas pourquoi, mademoiselle,  Contre ce seul rimeur cent hommes furent mis ? C'est parce_qu'on savait qu'il est de mes amis ! Se retournant avant de sortir, à la soubrette. Il tire l'épée et, tranquillement. Il sort. Le cortège, - Lignière zigzaguant en tête, - puis les comédiennes aux bras des officiers, - puis les comédiens gambadant, - se met en marche dans la nuit au son des violons, et à la lueur falote des chandelles."")",0.85,Substitution
568,,"('#premier-patissier', 'Fruits en nougat !')",1.0,Deletion
569,,"('#deuxieme-patissier', 'Flan !')",1.0,Deletion
570,,"('#troisieme-patissier', 'Paon !')",1.0,Deletion
571,,"('#quatrieme-patissier', 'Roinsoles !')",1.0,Deletion
572,,"('#cinquieme-patissier', 'Boeuf en daube !')",1.0,Deletion
573,"('#valori', ""Vous êtes un vrai coeur d'artiste ; venez à mon palais, et ayez quelque chose sous votre manteau quand vous y viendrez.  Je veux que vous travailliez pour moi."")","('#ragueneau', ""Sur les cuivres, déjà, glisse l'argent de l'aube ! Étouffe en toi le dieu qui chante, Ragueneau ! L'heure du luth viendra, - c'est l'heure du fourneau ! Vous, veuillez m'allonger cette sauce, elle est courte ! Il se lève. - À un cuisinier."")",0.99,Substitution
574,,"('#le-cuisinier', 'De combien ?')",1.0,Deletion
575,,"('#ragueneau', 'De trois pieds. Il passe.')",1.0,Deletion
576,,"('#le-cuisinier', 'Hein !')",1.0,Deletion
577,,"('#premier-patissier', 'La tarte !')",1.0,Deletion
578,,"('#deuxieme-patissier', 'La tourte !')",1.0,Deletion
579,,"('#ragueneau', ""Ma Muse, éloigne-toi, pour que tes yeux charmants N'aillent pas se rougir au feu de ces sarments ! Vous avez mal placé la fente de ces miches Au milieu la césure, - entre les hémistiches ! À ce palais de croûte, il faut, vous, mettre un toit... Et toi, sur cette broche interminable, toi,  Le modeste poulet et la dinde superbe,  Alterne-les, mon fils, comme le vieux Malherbe Alternait les grands vers avec les plus petits,  Et fais tourner au feu des strophes de rôtis ! Maître, en pensant à vous, dans le four, j'ai fait cuire Ceci, qui vous plaira, je l'espère. À un pâtissier, lui montrant des pains. À un autre, lui montrant un pâté inachevé. À un jeune apprenti, qui, assis par terre, embroche des volailles. Un autre apprenti, s'avançant avec un plateau recouvert d'une assiette. Il découvre un plateau, on voit une grande lyre de pâtisserie."")",1.0,Deletion
580,,"('#ragueneau', 'Une lyre !')",1.0,Deletion
581,,"('#l-apprenti', 'En pâte de brioche.')",1.0,Deletion
582,,"('#ragueneau', 'Avec des fruits confits !')",1.0,Deletion
583,,"('#l-apprenti', 'Et les cordes, voyez, en sucre je les fis.')",1.0,Deletion
584,"('#tebaldeo', ""C'est trop d'honneur que me fait Votre Eminence.  Je suis un desservant bien humble de la sainte religion de la peinture."")","('#ragueneau', ""Va boire à ma santé ! Chut ! Ma femme ! Circule,  Et cache cet argent ! C'est beau ? Apercevant Lise qui entre. À Lise, lui montrant la lyre d'un air gêné."")",1.26,Substitution
585,"('#lorenzo', 'Pourquoi remettre vos offres de service ?  Vous avez, il me semble, un cadre dans les mains.')","('#lise', ""C'est ridicule ! Elle pose sur le comptoir une pile de sacs en papier."")",1.66,Substitution
586,,"('#ragueneau', 'Des sacs ?... Bon. Merci. Ciel ! Mes livres vénérés ! Les vers de mes amis ! Déchirés ! Démembrés ! Pour en faire des sacs à mettre des croquantes... Ah ! Vous renouvelez Orphée et les bacchantes ! Il les regarde.')",1.0,Deletion
587,"('#tebaldeo', ""Il est vrai ; mais je n'ose le montrer à de si grands connaisseurs.  C'est une esquisse bien pauvre d'un rêve magnifique."")","('#lise', ""Et n'ai-je pas le droit d'utiliser vraiment Ce que laissent ici, pour unique paiement,  Vos méchants écriveurs de lignes inégales !"")",1.32,Substitution
588,,"('#ragueneau', ""Fourmi !... n'insulte pas ces divines cigales !"")",1.0,Deletion
589,,"('#lise', ""Avant de fréquenter ces gens-là, mon ami,  Vous ne m'appeliez pas bacchante, - ni fourmi !"")",1.0,Deletion
590,,"('#ragueneau', 'Avec des vers, faire cela !')",1.0,Deletion
591,,"('#lise', 'Pas autre chose.')",1.0,Deletion
592,,"('#ragueneau', 'Que faites-vous, alors, madame, avec la prose ?')",1.0,Deletion
593,"('#lorenzo', 'Vous faites le portrait de vos rêves ?  Je ferai poser pour vous quelques-uns des miens.')","('#ragueneau', 'Vous désirez, petits ?')",1.07,Substitution
594,,"('#premier-enfant', 'Trois pâtés.')",1.0,Deletion
595,,"('#ragueneau', 'Là, bien roux... Et bien chauds.')",1.0,Deletion
596,,"('#deuxieme-enfant', ""S'il vous plaît, enveloppez-les-nous ?"")",1.0,Deletion
597,"('#tebaldeo', ""Réaliser des rêves, voilà la vie du peintre.  Les plus grands ont représenté les leurs dans toute leur force, et sans y rien changer.  Leur imagination était un arbre plein de sève ; les bourgeons s'y métamorphosaient sans peine en fleurs, et les fleurs en fruits ; bientôt ces fruits mûrissaient à un soleil bienfaisant, et, quand ils étaient mûrs, ils se détachaient d'eux-mêmes et tombaient sur la terre, sans perdre un seul grain de leur poussière virginale.  Hélas !  Les rêves des artistes médiocres sont des plantes difficiles à nourrir, et qu'on arrose de larmes bien amères pour les faire bien peu prospérera. Il montre son tableau."")","('#ragueneau', ""Hélas ! Un de mes sacs ! Que je les enveloppe ?... « Tel Ulysse, le jour qu'il quitta Pénélope... » Pas celui-ci !... « Le blond Phoebus... » Pas celui-là ! Aux enfants. Il prend un sac et au moment d'y mettre les pâtés, il lit. Il le met de côté et en prend un autre. Au moment d'y mettre les pâtés, il lit. Même jeu."")",1.73,Substitution
598,,"('#lise', ""Eh bien ! Qu'attendez-vous ?"")",1.0,Deletion
599,"('#valori', ""Sans compliment, cela est beau.  Non pas du premier mérite, il est vrai : pourquoi flatterais-je un homme qui ne se flatte pas lui-même ?  Mais votre barbe n'est pas encore poussée, jeune homme."")","('#ragueneau', ""Voilà, voilà, voilà ! Le sonnet à Philis !... Mais c'est dur tout de même ! Il en prend un troisième et se résigne."")",1.19,Substitution
600,,"('#lise', ""C'est heureux qu'il se soit décidé ! Nicodème ! Haussant les épaules. Elle monte sur une chaise et se met à ranger des plats sur une crédence."")",1.0,Deletion
601,,"('#ragueneau', 'Pst !... Petits !... Rendez-moi le sonnet à Philis,  Au lieu de trois pâtés je vous en donne six. « Philis !... » Sur ce doux nom, une tache de beurre !... « Philis !... » Les enfants lui rendent le sac, prennent vivement les gâteaux et sortent. Ragueneau, défripant le papier, se met à lire en déclamant. Cyrano entre brusquement.')",1.0,Deletion
602,"('#lorenzo', 'Est-ce un paysage ou un portrait ?  De quel côté faut-il le regarder, en long ou en large ?')","('#cyrano', 'Quelle heure est-il ?')",1.3,Substitution
603,,"('#ragueneau', 'Six heures.')",1.0,Deletion
604,,"('#cyrano', 'Dans une heure ! Il va et vient dans la boutique.')",1.0,Deletion
605,,"('#ragueneau', ""Bravo ? J'ai vu..."")",1.0,Deletion
606,"('#tebaldeo', ""Votre Seigneurie se rit de moi.  C'est la vue du Campo Santo."")","('#cyrano', 'Quoi donc !')",1.29,Substitution
607,,"('#ragueneau', 'Votre combat !...')",1.0,Deletion
608,"('#lorenzo', ""Combien y a-t-il d'ici à l'immortalité ?"")","('#cyrano', 'Lequel ?')",1.14,Substitution
609,,"('#ragueneau', ""Celui de l'Hôtel_de_Bourgogne !"")",1.0,Deletion
610,,"('#cyrano', 'Ah !... Le duel !...')",1.0,Deletion
611,,"('#ragueneau', 'Oui, le duel en vers !...')",1.0,Deletion
612,"('#valori', ""Il est mal à vous de plaisanter cet enfant.  Voyez comme ses grands yeux s'attristent à chacune de vos paroles."")","('#lise', 'Il en a plein la bouche !')",1.47,Substitution
613,,"('#cyrano', 'Allons ! Tant mieux !')",1.0,Deletion
614,"('#tebaldeo', ""L'immortalité, c'est la foi.  Ceux à qui Dieu a donné des ailes y arrivent en souriant."")","('#ragueneau', ""« À la fin de l'envoi, je touche !... À la fin de l'envoi, je touche !... » Que c'est beau ! « À la fin de l'envoi... » Avec un enthousiasme croissant."")",1.43,Substitution
615,"('#valori', 'Tu parles comme un élève de Raphaël.')","('#cyrano', 'Quelle heure Ragueneau ?')",1.7,Substitution
616,"('#tebaldeo', ""Seigneur, c'était mon maître.  Ce que j'ai appris vient de lui."")","('#ragueneau', 'Six heures cinq !... « ...Je touche ! » ... Oh ! Faire une ballade Il se relève.')",1.85,Substitution
617,,"('#lise', ""Qu'avez-vous à la main ?"")",1.0,Deletion
618,"('#lorenzo', 'Viens chez moi, je te ferai peindre la Mazzafirra toute nue.')","('#cyrano', 'Rien. Une estafilade.')",1.49,Substitution
619,"('#tebaldeo', ""Je ne respecte point mon pinceau, mais je respecte mon art.  Je ne puis faire le portrait d'une courtisane."")",,1.0,Insertion
620,"('#lorenzo', ""Ton Dieu s'est bien donné la peine de la faire ; tu peux bien te donner celle de la peindre.  Veux-tu me faire une vue de Florence ?"")",,1.0,Insertion
621,"('#tebaldeo', 'Oui, monseigneur.')",,1.0,Insertion
622,"('#lorenzo', ""Comment l'y prendrais-tu ?"")","('#ragueneau', 'Courûtes-vous quelque péril ?')",0.89,Substitution
623,"('#tebaldeo', ""Je me placerais à l'orient, sur la rive gauche de l'Arno.  C'est de cet endroit que la perspective est la plus large et la plus agréable."")","('#cyrano', 'Aucun péril.')",1.95,Substitution
624,"('#lorenzo', 'Tu peindrais Florence, les places, les maisons et les rues ?')","('#lise', 'Je crois que vous mentez !')",1.57,Substitution
625,"('#tebaldeo', 'Oui, Monseigneur.')","('#cyrano', ""Mon nez remuerait-il ? Il faudrait que ce fût pour un mensonge énorme ! J'attends ici quelqu'un. Si ce n'est pas sous l'orme,  Vous nous laisserez seuls. Changeant de ton."")",1.76,Substitution
626,,"('#ragueneau', ""C'est que je ne peux pas ; Mes rimeurs vont venir..."")",1.0,Deletion
627,,"('#lise', 'Pour leur premier repas.')",1.0,Deletion
628,"('#lorenzo', 'Pourquoi donc ne peux-tu peindre une courtisane, si tu peux peindre un mauvais lieu ?')","('#cyrano', ""Tu les éloigneras quand je te ferai signe... L'heure ?"")",0.7,Substitution
629,,"('#ragueneau', 'Six_heures_dix.')",1.0,Deletion
630,"('#tebaldeo', ""On ne m'a point encore appris à parler ainsi de ma mère."")",,1.0,Insertion
631,"('#lorenzo', ""Qu'appelles-tu ta mère ?"")","('#cyrano', 'Une plume ?...')",1.59,Substitution
632,"('#tebaldeo', 'Florence, seigneur.')","('#ragueneau', 'De cygne.')",1.56,Substitution
633,,"('#un-mousquetaire', 'Salut ! Lise remonte vivement vers lui.')",1.0,Deletion
634,"('#lorenzo', ""Alors, tu n'es qu'un bâtard, car ta mère n'est qu'une catin."")",,1.0,Insertion
635,"('#tebaldeo', ""Une blessure sanglante peut engendrer la corruption dans le corps le plus sain.  Mais des gouttes précieuses du sang de ma mère sort une plante odorante qui guérit tous les maux.  L'art, cette fleur divine, a quelquefois besoin du fumier pour engraisser le sol et le fécondera."")",,1.0,Insertion
636,"('#lorenzo', 'Comment entends-tu ceci ?')","('#cyrano', ""Qu'est-ce ?"")",0.14,Substitution
637,"('#tebaldeo', ""Les nations paisibles et heureuses ont quelquefois brillé d'une clarté pure, mais faible.  Il y a plusieurs cordes à la harpe des anges ; le zéphyr peut murmurer sur les plus faibles, et tirer de leur accord une harmonie suave et délicieuse, mais la corde d'argent ne s'ébranle qu'au passage du vent du nord.  C'est la plus belle et la plus noble, et cependant le toucher d'une rude main lui est favorable.  L'enthousiasme est frère de la souffrance."")","('#ragueneau', ""Un ami de ma femme. Un guerrier Terrible, - à ce qu'il dit !..."")",1.31,Substitution
638,"('#lorenzo', ""C'est-à-dire qu'un peuple malheureux fait les grands artistes.  Je me ferais volontiers l'alchimiste de ton alambic ; les larmes des peuples y retombent en perles.  Par la mort du diable !  Tu me plais.  Les familles peuvent se désoler, les nations mourir de misère, cela échauffe la cervelle de monsieur.  Admirable poète !  Comment arranges-tu tout cela avec ta piété ?"")","('#cyrano', ""Chut !... Écrire, - plier, -  Lui donner, - me sauver... Lâche !... Mais que je meure,  Si j'ose lui parler, lui dire un seul mot... L'heure ? À lui-même. Jetant la plume. À Ragueneau."")",1.03,Substitution
639,,"('#ragueneau', 'Six et quart !...')",1.0,Deletion
640,"('#tebaldeo', ""Je ne ris point du malheur des familles, je dis que la poésie est la plus douce des souffrances, et qu'elle aime ses soeurs.  Je plains les peuples malheureux, mais je crois en effet qu'ils font les grands artistes.  Les champs de bataille font pousser les moissons, les terres corrompues engendrent le blé céleste."")","('#cyrano', ""...un seul mot de tous ceux que j'ai là ! Tandis qu'en écrivant... Eh bien ! Écrivons-la,  Cette lettre d'amour qu'en moi-même j'ai faite Et refaite cent fois, de sorte qu'elle est prête,  Et que mettant mon âme à côté du papier,  Je n'ai tout simplement qu'à la recopier. Il reprend la plume. Il écrit. Derrière le vitrage de la porte on voit s'agiter des silhouettes maigres et hésitantes."")",1.1,Substitution
641,,"('#lise', 'Les voici vos crottés !')",1.0,Deletion
642,"('#lorenzo', 'Ton pourpoint est usé, en veux-tu un à ma livrée ?')","('#premier-poete', 'Confrère !...')",1.39,Substitution
643,"('#tebaldeo', ""Je n'appartiens à personne.  Quand la pensée veut être libre, le corps doit l'être aussi."")",,1.0,Insertion
644,"('#lorenzo', ""J'ai envie de dire à mon valet de chambre de te donner des coups de bâton."")","('#deuxieme-poete', 'Cher confrère !')",1.86,Substitution
645,,"('#troisieme-poete', 'Aigle des pâtissiers ! Ça sent bon dans votre aire. Il renifle.')",1.0,Deletion
646,,"('#quatrieme-poete', 'Ô Phoebus-Rôtisseur !')",1.0,Deletion
647,"('#tebaldeo', 'Pourquoi, monseigneur ?')","('#cinquieme-poete', 'Apollon maître-queux !...')",1.03,Substitution
648,,"('#ragueneau', 'Comme on est tout de suite à son aise avec eux !...')",1.0,Deletion
649,,"('#premier-poete', 'Nous fûmes retardés par la foule attroupée À la Porte_de_Nesle !...')",1.0,Deletion
650,,"('#deuxieme-poete', ""Ouverts à coups d'épée,  Huit malandrins sanglants illustraient les pavés !"")",1.0,Deletion
651,,"('#cyrano', 'Huit ?... Tiens, je croyais sept. Il reprend sa lettre.')",1.0,Deletion
