,diderot-est-il-bon-est-il-mechant,diderot-piece-prologue,Cost,Operation Type
372,"('#monsieur-hardouin', ""Comment, vous êtes presque digne d'être mon confident.  Allez.  Renfermez-vous ; et pour paraître, attendez mes ordres suprêmes."")",,1.0,Insertion
373,"('#monsieur-de-crancey', 'Et je les recevrai avant la fin du jour.')",,1.0,Insertion
374,"('#monsieur-hardouin', 'Avant la fin du jour.')",,1.0,Insertion
375,"('#monsieur-de-crancey', ""Combien je vais souffrir et m'ennuyer !  Que ferai-je ?  Je relirai les lettres ; je lui écrirai ; je baiserai son portrait.  Je..."")",,1.0,Insertion
376,"('#monsieur-hardouin', ""Adieu.  Adieu.  Quel tête !  Mais c'est ainsi qu'il faut aimer, ou ne s'en pas mêler."")",,1.0,Insertion
377,"('#monsieur-hardouin', ""Non, je crois que le ciel, la terre et les enfers ont comploté contre cette pièce...  Les obstacles se succèdent sans relâche...  Un procès à terminer ; une pension à solliciter ; une mère à mettre à la raison.  Et puis arranger des scènes, au milieu de tout cela...  Cela ne se peut.  Ma tête n'y est plus... Hé bien, qu'est-ce ?  Encore quelqu'un ? Il se jette dans un fauteuil. Au laquais."")",,1.0,Insertion
378,"('#le-laquais', ""Pour celui-ci, je ne sais ce qu'il est.  Il est entré brusquement.  Je lui demande ce qu'il veut ; point de réponse.  Je le tire par la manche.  Il me regarde et continue à se promener.  Il a l'oeil un peu hagard.  Il se parle à lui-même.  Il fait des éclats de rire.  Du reste il est très poli.  Si ce n'est pas un fou, c'est un poète."")",,1.0,Insertion
379,"('#monsieur-hardouin', ""Je n'y tiens plus.  En dépit de votre prédiction, Monsieur des Renardeaux, vous me verrez à Gisors."")",,1.0,Insertion
380,"('#le-laquais', 'Entrera-t-il ?')",,1.0,Insertion
381,"('#monsieur-hardouin', ""Si c'était un jeune auteur qui eût besoin d'un conseil et qui vînt le chercher ici de la porte Saint-Jacques ou de Picpus, un homme de génie qui manquât de pain, car cela peut arriver.  Hardouin, rappelle-toi le temps où tu habitais le faubourg Saint Médard, et où tu regrettais une pièce de vingt-quatre sols et une matinée perdue.  Qu'il entre."")",,1.0,Insertion
382,"('#monsieur-hardouin', ""Hé !  C'est vous, mon ami."")",,1.0,Insertion
383,"('#monsieur-de-surmont', 'Pourrait-on vous demander ce que vous faites ici.')",,1.0,Insertion
384,"('#monsieur-hardouin', ""J'y enrage.  Et vous qu'y venez-vous faire ?"")",,1.0,Insertion
385,"('#monsieur-de-surmont', ""Je l'ignore.  On m'a appelé, vite, vite et j'accours."")",,1.0,Insertion
386,"('#monsieur-hardouin', ""Dieu soit loué, voilà ma pièce faite.  Vous ignorez ce qu'on vous veut ; moi, je vais vous l'apprendre.  C'est sous quelques jours la fête d'une amie.  On se propose de la célébrer, et l'on va vous demander une petite pièce de société que vous ferez, n'est-ce pas."")",,1.0,Insertion
387,"('#monsieur-de-surmont', 'Et pourquoi pas vous !')",,1.0,Insertion
388,"('#monsieur-hardouin', ""Pourquoi ?  Pour mille raisons dont voici la meilleure.  Il m'a semblé que Madame de Chépy, l'amie de la maîtresse de la maison, ne vous était pas indifférente ; et j'ai pensé qu'il y aurait bien peu de délicatesse à vous ravir une aussi belle occasion de lui faire la cour."")",,1.0,Insertion
389,"('#monsieur-de-surmont', ""Et c'est pour m'obliger."")",,1.0,Insertion
390,"('#monsieur-hardouin', ""Sans doute.  Ainsi voilà la chose arrangée.  Vous ferez la parade, le proverbe, la pièce, ce qu'il vous plaira, à charge de revanche."")",,1.0,Insertion
391,"('#monsieur-de-surmont', ""Je ne m'entends guère à cela."")",,1.0,Insertion
392,"('#monsieur-hardouin', 'Tant mieux.  Ce que je ferais ressemblerait à tout ; ce que vous ferez ne ressemblera à rien.')",,1.0,Insertion
393,"('#monsieur-de-surmont', ""Il y aura là des beaux esprits, des gens du monde.  Je voudrais bien garder l'incognito."")",,1.0,Insertion
394,"('#monsieur-hardouin', ""Je vais vous mettre à l'aise.  Si vous réussissez, le succès sera pour votre compte ; si vous tombez, la chute sera pour le mien."")",,1.0,Insertion
395,"('#monsieur-de-surmont', 'Rien de plus obligeant.')",,1.0,Insertion
396,"('#monsieur-hardouin', ""Mais payez le service réel que je vous rends d'un peu de confiance.  N'est-il pas vrai qu'avec toutes ses fantaisies, ses caprices, ses brusqueries, Madame de Chépy est fort aimable."")",,1.0,Insertion
397,"('#monsieur-de-surmont', ""Je conviendrai de tout ce qu'il vous plaira ; je vous remercierai même, si vous l'exigez."")",,1.0,Insertion
398,"('#monsieur-hardouin', ""Je n'exige rien.  Je sais obliger sans ostentation et sans intérêt.  Allons.  Partez."")",,1.0,Insertion
399,"('#monsieur-de-surmont', 'Verrai-je Madame de Chépy.')",,1.0,Insertion
400,"('#monsieur-hardouin', ""Non, si vous voulez rester anonyme.  Mais écrivez-lui un billet honnête qu'elle puisse interpréter comme il lui plaira.  Moins elle s'attendra à cette marque d'attachement plus elle en sera touchée.  Écrivez là...  Comédie, proverbe, parade, impromptu ; ce que vous voudrez ; pourvu que cela soit bien gai, et ne sente pas l'apprêt."")",,1.0,Insertion
401,"('#monsieur-de-surmont', ""Mais encore faudrait-il connaître l'héroïne du jour."")",,1.0,Insertion
402,"('#monsieur-hardouin', 'Louez, louez.  La louange est toujours bien accueillie.')",,1.0,Insertion
403,"('#monsieur-de-surmont', 'Est-on jeune ?')",,1.0,Insertion
404,"('#monsieur-hardouin', 'Non.')",,1.0,Insertion
405,"('#monsieur-de-surmont', 'Vieille.')",,1.0,Insertion
406,"('#monsieur-hardouin', ""Non.  Tous les charmes que l'âge ne détruit pas, on les a.  Vous pouvez tomber à bras raccourci sur les vices, sur les ridicules, sans nous effleurer ; vous étendre à votre aise sur les qualités de l'esprit et du coeur, sans qu'il y ait un mot de perdu.  Insister surtout, sur l'usage du monde, la franchise, la bienfaisance, la discrétion, la politesse, la décence, la dignité et caetera et caetera."")",,1.0,Insertion
407,"('#monsieur-de-surmont', ""Je la connais peut-être.  Ne serait-il pas, par hasard une femme que j'ai vue une fois ou deux chez Madame de Chépy, pendant sa maladie ?  Ne s'appellerait-elle pas..."")",,1.0,Insertion
408,"('#monsieur-hardouin', ""Elle ou une autre, qu'est-ce que cela fait ?  Donnez le billet, je vais le faire remettre ; et partez."")",,1.0,Insertion
409,"('#monsieur-hardouin', ""Portez ce billet à Madame de Chépy, et revenez sur-le-champ...  Ah, je respire ; me voilà soulagé d'un poids énorme.  Je me sens léger comme un oiseau ; et je puis me livrer gaiement à l'affaire de mon avocat bas-normand.  Pour celle-là, je la regarde comme finie.  Celle de ma veuve souffrira peut-être de la difficulté ; mais nous verrons ; mon ami Poultier est un si bon homme.  La dame de Vertillac me donnera du fil à retordre.  Si c'était une autre mère, un peu raisonnable, un peu sensée ; mais c'est une folle ; c'est une femme violente ; et l'expédient que j'ai imaginé pourroit aisément produire l'effet opposé.  S'il réussit, à la bonne heure ; s'il manque mon ami de Crancey n'en sera pas plus malheureux.  Moi, je ne risque à cela que des invectives ; mais j'y suis fait.  Je marche depuis vingt ans entre la plainte de mes amis, et mes propres remords...  Dressons nos batteries.  Il me faut... d'abord une lettre de moi à Crancey... La voilà faite.  Il faut une réponse de Crancey... La voilà faite. « Je me lasse, mon ami.  Je suis honnête ; mais l'homme le plus « honnête finit par prendre son parti... »  Fort bien.  Cette réponse de Crancey a la juste mesure, et me plaît...  Mais il faut que celle-cy soit d'une autre main...  Dans le trouble du premier moment, je disposerai de Madame de Vertillac je n'en doute pas ; mais elle est femme à revenir sur ses pas.  Il me faudroit un dédit...  Oui un dédit en bonne forme...  Mais je n'entends rien à cela... Il écrit. Il écrit. Il la relit."")",,1.0,Insertion
410,"('#le-laquais', 'Monsieur, me voilà.')",,1.0,Insertion
411,"('#monsieur-hardouin', ""Écoutez.  Cette lettre, celle-là ; vous vous assiérez à cette table, et vous me la copierez de votre plus belle écriture.  Ensuite, vous courrez rue de la Flèche chez Monsieur des Renardeaux, et vous lui direz que je l'attends ici pour une affaire importante ; il croira que c'est la sienne.  Vous lui direz qu'il vienne sur-le-champ...  Au reste, si on ne le trouve pas, nous dresserons l'acte comme nous pourrons ; sauf à réparer le défaut de la forme, par la force du fond...  Ah, si j'avais voulu, j'aurais été, je crois, un dangereux vaurien...  Mais puisque mon premier commis de la marine ne vient pas, il faut que j'envoie chez lui...  Non, il vaut mieux que j'y aille."")",,1.0,Insertion
412,"('#le-laquais', ""Quel griffonnage !  Cela sait tout excepté peut-être lire et écrire...  Voyons et tâchons surtout de ne pas faire de faute ; une virgule de plus ou de moins suffirait pour le faire sauter aux solives...  Mais qu'est-ce que cela signifie ?...  Il répond lui-même à une lettre qu'il s'est écrite...  Monsieur Hardouin, vous vous ferez quelque mauvaise affaire.  Vous vous mêlez de bien des choses.  Il vous en arrivera mal. Le Laquais reste sur la scène, et continue de copier la lettre, en se souriant à lui-même de sa belle écriture, puis se dépitant, effaçant, grattant, déchirant et recommençant ; et cependant l'orchestre joue cette pantomime."")",,1.0,Insertion
413,"('#monsieur-hardouin', ""J'ai beau rêver, m'agiter, me tourmenter, il ne me vient rien.  Voyons encore...  Cela serait assez plaisant, mais usé...  Ah, si Molière revenait ; avec tout son incroyable génie, combien il auroit de peine à obtenir le suffrage de gens qu'il a rendu si difficiles...  Les autres ont tout pris...  Me demander une de ces facéties, telle qu'on en joue au Palais Royal ou Bourbon ; n'est-ce pas me dire, Hardouin, ayez subito, subito, l'esprit et la facilité d'un Laugeon, la verve et l'originalité d'un Collé ?  Voilà ce que je me laisse ordonner ; rien que cela...  Je suis un sot ; tant que je vivrai, je ne serai qu'un sot ; et ma chaleur de tête m'empiégera comme un sot...  Mais ne pourrais-je pas...  Non, cela ne va pas à la circonstance...  Et si je mettais en scène ce petit conte ?  Encore moins ; ils le savent tous ; et quand il serait neuf pour eux, il ne cadre guère aux personnes ; et puis je n'ai que deux ou trois jours pour faire, pour copier les rôles, pour apprendre, pour jouer sans répéter...  On dirait qu'ils s'imaginent qu'une scène se souffle comme une bulle de savon...  Aussi cela ira Dieu sait comme."")",,1.0,Insertion
414,"('#le-laquais', ""Monsieur, c'est un homme qui a le dos voûté, les deux bras et les deux jambes en forme de croissants ; cela ressemble à un tailleur, comme deux gouttes d'eau."")",,1.0,Insertion
415,"('#monsieur-hardouin', 'Au diable.')",,1.0,Insertion
416,"('#le-laquais', ""C'en est un autre qui a de l'humeur et qui grommelle entre ses dents ; il m'a tout l'air d'un créancier qui n'est pas encore fait à revenir."")",,1.0,Insertion
417,"('#monsieur-hardouin', 'Au diable.')",,1.0,Insertion
418,"('#le-laquais', ""C'en est un troisième, maigre et sec, qui tourne ses yeux autour de l'apartement, comme s'il le démeubloit."")",,1.0,Insertion
419,"('#monsieur-hardouin', 'Au diable.  Au diable.')",,1.0,Insertion
420,"('#le-laquais', ""C'est..."")",,1.0,Insertion
421,"('#monsieur-hardouin', ""C'est le diable qui t'emporte...  Que fais-tu là planté comme un piquet ?  Et toi aussi, as-tu comploté avec les autres de me faire devenir fou ?"")",,1.0,Insertion
422,"('#le-laquais', ""C'est de la part de Madame Servin qui vous prie de ne pas oublier son affaire."")",,1.0,Insertion
423,"('#monsieur-hardouin', ""J'y ai pensé."")",,1.0,Insertion
424,"('#le-laquais', ""C'est une femme."")",,1.0,Insertion
425,"('#monsieur-hardouin', 'Une femme !')",,1.0,Insertion
426,"('#le-laquais', ""Enveloppée dans vingt aulnes de crêpe.  Je gagerais bien que c'est une veuve."")",,1.0,Insertion
427,"('#monsieur-hardouin', 'Jolie ?')",,1.0,Insertion
428,"('#le-laquais', 'Triste, mais assez bonne à consoler.')",,1.0,Insertion
429,"('#monsieur-hardouin', 'Quel âge ?')",,1.0,Insertion
430,"('#le-laquais', 'Entre vingt et trente.')",,1.0,Insertion
431,"('#monsieur-hardouin', 'Faites entrer la veuve.')",,1.0,Insertion
432,"('#le-laquais', ""Il y a encore deux personnages hétéroclites ; l'un en bottes fortes, et un fouet de poste à la main..."")",,1.0,Insertion
433,"('#monsieur-hardouin', ""C'est de Crancey.  Faites entrer la veuve."")",,1.0,Insertion
434,"('#le-laquais', ""L'autre, en bas jaune, en culotte noire, en veste de basin et en habit gris.  Ils ont passé chez vous et on leur a dit que vous étiez ici."")",,1.0,Insertion
435,"('#monsieur-hardouin', ""Ce dernier sera mon avocat bas-normand.  Dis-leur qu'ils attendent ou qu'ils reviennent ; et faites entrer la veuve."")",,1.0,Insertion
436,"('#madame-bertrand', ""Permettez, monsieur que je m'asseye.  Je suis excédée de fatigue ; j'ai fait aujourd'hui les quatre coins de Paris ; et j'ai vu, je crois, toute la terre."")",,1.0,Insertion
437,"('#monsieur-hardouin', ""Reposez-vous, madame... Elle est fort bien...  Madame je n'ai pas l'honneur de vous connaître, mais faites-moi la grâce de m'apprendre ce qui vous a conduite ici.  Ne vous trompez-vous pas.  Je m'appelle Hardouin. À part."")",,1.0,Insertion
438,"('#madame-bertrand', ""C'est vous-même que je cherche."")",,1.0,Insertion
439,"('#monsieur-hardouin', ""Je m'en réjouis... Le pied petit et des mains !...  Madame, vous seriez mieux dans ce grand fauteuil. À part."")",,1.0,Insertion
440,"('#madame-bertrand', ""Je suis fort bien.  Avez-vous le temps, monsieur, et aurez-vous la patience de m'entendre ?"")",,1.0,Insertion
441,"('#monsieur-hardouin', 'Parlez, madame, parlez.')",,1.0,Insertion
442,"('#madame-bertrand', 'Vous voyez la créature la plus malheureuse.')",,1.0,Insertion
443,"('#monsieur-hardouin', ""Vous méritez un autre sort, et avec les avantages que vous possédez, il n'y a point d'infortune qu'on ne fasse cesser."")",,1.0,Insertion
444,"('#madame-bertrand', ""C'est ce que vous allez m'apprendre.  Vous aurez sans doute entendu parler du capitaine Bertrand ?"")",,1.0,Insertion
445,"('#monsieur-hardouin', 'Qui commandait le Dragon, qui mit tout son équipage dans la chaloupe, et qui se laissa couler à fond avec son vaisseau.')",,1.0,Insertion
446,"('#madame-bertrand', ""C'était mon époux.  Il avait vingt-trois ans de service."")",,1.0,Insertion
447,"('#monsieur-hardouin', ""C'était un brave homme ; et je n'ai jamais rien vu de plus intéressant que sa veuve.  Que puis-je pour elle ?"")",,1.0,Insertion
448,"('#madame-bertrand', 'Beaucoup.')",,1.0,Insertion
449,"('#monsieur-hardouin', ""J'en doute ; mais je le souhaite."")",,1.0,Insertion
450,"('#madame-bertrand', ""Il m'a laissée sans fortune ; et avec un enfant ; je sollicite une pension qu'on n'a pas le front de me refuser."")",,1.0,Insertion
451,"('#monsieur-hardouin', ""Et qui vous paraît mesquine.  Madame, l'État est obéré."")",,1.0,Insertion
452,"('#madame-bertrand', ""J'en suis satisfaite ; mais je la voudrais réversible sur la tête de mon fils."")",,1.0,Insertion
453,"('#monsieur-hardouin', 'À vous parler vrai, votre demande et le refus du ministre me semble également justes.')",,1.0,Insertion
454,"('#madame-bertrand', 'Si je venais à mourir, que deviendrait mon pauvre enfant ?')",,1.0,Insertion
455,"('#monsieur-hardouin', 'Vous êtes jeune, vous êtes fraîche...')",,1.0,Insertion
456,"('#madame-bertrand', ""Avec tout cela, on y est aujourd'hui ; on n'y est pas demain.  Tout ce qu'il était possible de mettre de protection à mon affaire, je l'ai inutilement employé : des princes, des ducs, des évêques, des prêtres, des archevêques, d'honnêtes femmes..."")",,1.0,Insertion
457,"('#monsieur-hardouin', 'Les autres vous auraient mieux servie.')",,1.0,Insertion
458,"('#madame-bertrand', ""Vous l'avouerai-je ?  Je ne les ai pas dédaignées."")",,1.0,Insertion
459,"('#monsieur-hardouin', ""C'est que tous ces gens-là ne savent pas solliciter."")",,1.0,Insertion
460,"('#madame-bertrand', 'Et vous le savez, vous ?')",,1.0,Insertion
461,"('#monsieur-hardouin', ""Très bien.  Il y a des principes à tout.  Il faut d'abord s'intéresser fortement à la chose."")",,1.0,Insertion
462,"('#madame-bertrand', 'Et vous prendriez cet intérêt à la mienne ?')",,1.0,Insertion
