,corneillet-festin-pierre,moliere-dom-juan,Cost,Operation Type
213,"('#pierrot', ""Quement ? Que je l'laiss' faire ? Et je ne l'veux pas moi."")","('#pierrot', 'Quement, que je le laisse faire.  Je ne veux pas moi ? ')",0.0,Match
214,"('#don-juan', 'Ah !')","('#don-juan', 'Ah ! ')",0.0,Match
215,"('#pierrot', ""Parsqu'il est Monsieur, i s'en viendra, je crois, Caresser à not'barbe ici nos z'accordées. Pargué, j'en sis d'avis que j'vous l'z'ayons gardées. Allez v-s-en caresser les vôtres."")","('#pierrot', ""Testiguenne !  Parce qu'ous êtes Monsieu, ous viendrez caresser nos femmes à notre barbe, allez-v's-en caresser les vôtres. "")",0.29,Substitution
216,"('#don-juan', 'Heu ?')","('#don-juan', 'Heu ? ')",0.0,Match
217,"('#pierrot', ""Heu ! Margué. Ne v-s-avisé pas trop de m'frappé. Jarnigué, Ventrigué, tastigué, voyé z'un peu la chance, De v-nir battre les gens. S'n'est pas la récompense De v-s'être allés tantôt sauvé d'être nayé. J'vous devions laissez boire, i l'est bien employé."")","('#pierrot', ""Heu.  Testigué !  Ne me frappez pas.  Oh !  Jernigué !  Ventrequé !  Palsanqué !  Morquenne !  ça n'est pas bian de battre les gens, et ce n'est pas là la récompense de v's avoir sauvé d'être nayé.  Don Juan lui donne un soufflet. Autre soufflet. Autre soufflet. Autre soufflet."")",0.0,Match
218,"('#charlotte', 'Va, ne te fâche point, Piarrot.')","('#charlotte', 'Piarrot, ne te fâche point. ')",0.0,Match
219,"('#pierrot', ""Oh, palsanguène, Il m'plaît de me fâcher, et t'es une vilaine, D'endurer qu'en t'cajole."")","('#pierrot', ""Je me veux fâcher, et t'es une vilaine toi d'endurer qu'on te cajole. "")",0.0,Match
220,"('#charlotte', ""Il me veut épouser, Et tu n'te devrais pas si fort colériser. S'n'est pas s'que tu penses, dea."")","('#charlotte', ""Oh, Piarrot, ce n'est pas ce que tu penses, ce Monsieur veut m'épouser, et tu ne dois pas te bouter en colère. "")",0.67,Substitution
221,"('#pierrot', ""Jarny, tu m'es promise."")","('#pierrot', ""Quement ?  Jerni, tu m'es promise. "")",0.0,Match
222,"('#charlotte', ""Ça n'y fait rien, Piarrot, tu n'mas pas encor prise. S'tu m'aimes comme i faut, s'ras-tu pas tout joyeux De m'voir Madame ?"")","('#charlotte', ""Ça n'y fait rien, Piarrot, si tu m'aimes ne dois-tu pas être bien aise que je devienne Madame ? "")",0.0,Match
223,"('#pierrot', ""Non, j'aimerais cent fois mieux Te voir crever qu'n'en pas qu'un autre t'eût. Marguenne..."")","('#pierrot', ""Jerniqué, non, j'aime mieux te voir crevée que de te voir à un autre."")",0.7,Substitution
224,"('#charlotte', ""Laiss'moi que je la sois, et n'te mets point en peine. Je te ferai cheux nous z'apporté des z'oeufs frais, Du beurre..."")","('#charlotte', 'Va, va, Piarrot, ne te mets point en peine : si je sis Madame, je te ferai gagner queuque chose, et tu apporteras du beurre et du fromage cheux nous. ')",0.0,Match
225,"('#pierrot', ""Palsangué, je gnien portrai jamais, Quand tu m'en frais poyer deux fois autant ; acoute, C'est donc com'ça q'tu fais ? Si j'en eusse eu queuq'doute, Je m'sras bien ampâché de le tirer de gliau, Et je gliaurais baillé putôt un chinfreneau, D'un bon coup d'aviron sur la tête."")","('#pierrot', ""Ventrequenne, je gni en porterai jamais quand tu m'en poyrois deux fois autant.  Est-ce donc comme ça que t'écoutes ce qu'il te dit ?  Morquenne, si j'avais su ça tantôt, je me serais bian gardé de le tirer de gliau, et je gli aurois baillé un bon coup d'aviron sur la teste. "")",0.0,Match
226,"('#don-juan', 'Heu ?')","('#don-juan', ""Qu'est-ce que vous dites ? "")",0.68,Substitution
227,"('#pierrot', ""Parsonne N'me fait peur."")","('#pierrot', 'Jerniquenne, je ne crains parsonne. ')",0.1,Substitution
228,"('#don-juan', ""Attendez, j'aime assez qu'on raisonne."")","('#don-juan', 'Attendez-moi un peu. ')",1.27,Substitution
229,"('#pierrot', ""Je m'gol arg' de tout, moi."")","('#pierrot', 'Je me moque de tout, moi. ')",1.34,Substitution
230,"('#don-juan', 'Voyons un peu cela.')","('#don-juan', 'Voyons cela. ')",0.0,Match
231,"('#pierrot', ""J'en avons bien vu d'autre."")","('#pierrot', ""J'en avons bien vu d'autres. "")",0.0,Match
232,"('#don-juan', 'Houais.')","('#don-juan', 'Houais ! ')",0.0,Match
233,"('#sganarelle', ""Monsieur, laissez-là Ce pauvre Diable ; à quoi peut servir de le battre ? Vous voyez bien qu'il est obstiné comme quatre. Va, mon pauvre garçon, va-t-en, retire-toi, Et ne lui dis plus rien. À Pierrot."")","('#sganarelle', ""Eh !  Monsieur, laissez là ce pauvre misérable.  C'est conscience de le battre.  Écoute, mon pauvre garçon, retire-toi, et ne lui dis rien. "")",0.0,Match
234,"('#pierrot', ""Et j'li veux dire, moi."")","('#pierrot', 'Je veux lui dire, moi. ')",0.0,Match
235,"('#don-juan', 'Ah, je vous apprendrai...')","('#don-juan', 'Ah, je vous apprendrai. ')",0.0,Match
236,"('#sganarelle', 'Peste, soit du maroufle.')","('#sganarelle', 'Peste soit du maroufle ! ')",0.0,Match
237,"('#don-juan', 'Voilà ta charité.')","('#don-juan', 'Te voilà payé de ta charité. ')",0.0,Match
238,"('#pierrot', ""Je m'ris d'queuq'vent qui souffle, Et j'm'en vas à ta tante en lâché quatre mots, Laisse faire. Il s'en va."")","('#pierrot', 'Jarni !  Je vas dire à sa tante tout ce ménage-ci. ')",0.76,Substitution
239,"('#don-juan', 'À la fin il nous laisse en repos, Et je puis à la joie abandonner mon âme. Que de ravissements quand vous serez ma Femme ! Sera-t-il un bonheur égal au mien ?')","('#don-juan', ""Enfin je m'en vais être le plus heureux de tous les hommes, et je ne changerais pas mon bonheur à toutes les choses du monde.  Que de plaisirs quand vous serez ma femme, et que... "")",0.03,Substitution
240,"('#sganarelle', ""Ah, ah. Voici l'autre."")","('#sganarelle', 'Ah, ah.')",0.18,Substitution
241,"('#maturine', ""Monsieu, qu'es-donc qu'ou faites-là ? Es'qu'ou parlez d'amour à Charlotte ?"")","('#mathurine', ""Monsieur, que faites-vous donc là avec Charlotte, est-ce que vous lui parlez d'amour aussi ? "")",0.0,Match
242,"('#don-juan', ""Au contraire. C'est qu'elle m'aime ; et moi, comme je suis sincère, Je lui dis que déjà vous possédez mon coeur."")","('#don-juan', ""Non, au contraire, c'est elle qui me témoignait une envie d'être ma femme, et je lui répondais que j'étais engagé à vous. "")",0.12,Substitution
243,"('#charlotte', ""Qu'es-donc que vous veut là Mathurine ?"")","('#charlotte', ""Qu'est-ce que c'est donc que vous veut Mathurine ? "")",0.0,Match
244,"('#don-juan', ""Elle a peur Que je ne vous épouse, et je viens de lui dire Que je vous l'ai promis."")","('#don-juan', ""Elle est jalouse de me voir vous parler, et voudrait bien que je l'épousasse ; mais je lui dis que c'est vous que je veux."")",0.36,Substitution
245,"('#maturine', ""Quoi, Charlotte, es'pou rire."")","('#mathurine', 'Quoi, Charlotte... ')",0.45,Substitution
246,,"('#don-juan', ""Tout ce que vous lui direz sera inutile, elle s'est mis cela dans la tête. "")",1.0,Deletion
247,,"('#charlotte', 'Quement donc Mathurine... ')",1.0,Deletion
248,"('#don-juan', 'Tout ce que vous direz ne servira de rien. Elle me veut aimer.')","('#don-juan', ""C'est en vain que vous lui parlerez, vous ne lui ôterez point cette fantaisie. "")",0.73,Substitution
249,"('#charlotte', ""Mathurine, est-il bien D'empêcher que Monsieu..."")","('#mathurine', 'Est-ce que... ? ')",1.2,Substitution
250,"('#don-juan', ""Vous voyez qu'elle enrage."")","('#don-juan', ""Il n'y a pas moyen de lui faire entendre raison. "")",1.41,Substitution
251,"('#maturine', ""Oh, je n'empêche rien, il m'a déjà..."")","('#charlotte', 'Je voudrais... ')",1.12,Substitution
252,"('#don-juan', ""Je gage Qu'elle vous soutiendra qu'elle a reçu ma foi."")","('#don-juan', 'Elle est obstinée comme tous les diables. ')",1.49,Substitution
253,,"('#mathurine', 'Vraiment... ')",1.0,Deletion
254,,"('#don-juan', ""Ne lui dites rien, c'est une folle. "")",1.0,Deletion
255,"('#charlotte', ""Je n'pensais pas..."")","('#charlotte', 'Je pense... ')",0.19,Substitution
256,,"('#don-juan', ""Laissez-la là, c'est une extravagante. "")",1.0,Deletion
257,,"('#mathurine', 'Non, non, il faut que je lui parle. ')",1.0,Deletion
258,,"('#charlotte', 'Je veux voir un peu ses raisons. ')",1.0,Deletion
259,,"('#mathurine', 'Quoi... ')",1.0,Deletion
260,"('#don-juan', ""Gageons qu'elle dira de moi, Que j'aurai fait serment de la prendre pour femme."")","('#don-juan', ""Je gage qu'elle va vous dire que je lui ai promis de l'épouser. "")",0.0,Match
261,"('#maturine', ""Vous v'né-z'un peu trop tard."")",,1.0,Insertion
262,"('#charlotte', 'Vous le dites.')","('#charlotte', 'Je... ')",0.67,Substitution
263,,"('#don-juan', ""Gageons qu'elle vous soutiendra que je lui ai donné parole de la prendre pour femme. "")",1.0,Deletion
264,,"('#mathurine', ""Holà, Charlotte, ça n'est pas bien de courir sur le marché des autres. "")",1.0,Deletion
265,"('#maturine', 'Tredame. Pourquoi me disputer ?')","('#charlotte', ""Ça n'est pas honnête, Mathurine, d'être jalouse que Monsieur me parle. "")",1.14,Substitution
266,"('#charlotte', ""Pis q'Monsieu me veut bien..."")",,1.0,Insertion
267,"('#maturine', ""C'est moi qu'i veut putôt."")","('#mathurine', ""C'est moi que Monsieur a vue la première. "")",0.79,Substitution
268,"('#charlotte', ""Oh, pourtant j'n'en crois rien."")",,1.0,Insertion
269,"('#maturine', ""I m'a vu la prumière, et m'la dit ; qu'i réponde."")",,1.0,Insertion
270,"('#charlotte', ""S'i v-s-a vu la prumière, il m'a vu la seconde, Et m'veut épousé."")","('#charlotte', ""S'il vous a vue la première, il m'a vue la seconde, et m'a promis de m'épouser. "")",0.0,Match
271,"('#maturine', 'Bon...')",,1.0,Insertion
272,"('#don-juan', 'Hem ? Que vous ai-je dit ?')","('#don-juan', 'Eh bien !  Que vous ai-je dit ? ')",0.0,Match
273,"('#maturine', ""C'est moi qu'il épous'ra. Voyé le bel esprit."")","('#mathurine', ""Je vous baise les mains, c'est moi, et non pas vous qu'il a promis d'épouser. "")",0.93,Substitution
274,"('#don-juan', ""N'ai-je pas deviné ? La folle ! Je l'admire."")","('#don-juan', ""N'ai-je pas deviné ? "")",0.66,Substitution
275,,"('#charlotte', ""À d'autres, je vous prie, c'est moi, vous dis-je. "")",1.0,Deletion
276,,"('#mathurine', ""Vous vous moquez des gens, c'est moi, encore un coup. "")",1.0,Deletion
277,"('#charlotte', ""Si j'n'avons pas raison le vla qu'est pour le dire, I sait nôte querelle."")","('#charlotte', ""Le vlà qui est pour le dire, si je n'ai pas raison. "")",0.77,Substitution
278,,"('#mathurine', 'Le vlà qui est pour me démentir, si je ne dis pas vrai... ')",1.0,Deletion
279,,"('#charlotte', ""Est-ce, Monsieur, que vous lui avez promis de l'épouser ? "")",1.0,Deletion
280,,"('#don-juan', 'Vous vous raillez de moi. ')",1.0,Deletion
281,,"('#mathurine', ""Est-il vrai, Monsieur, que vous lui avez donné parole d'être son mari ? "")",1.0,Deletion
282,,"('#don-juan', 'Pouvez-vous avoir cette pensée ? ')",1.0,Deletion
283,,"('#charlotte', ""Vous voyez qu'al le soutient. "")",1.0,Deletion
284,,"('#don-juan', 'Laissez-la faire. ')",1.0,Deletion
285,,"('#mathurine', ""Vous êtes témoin comme al l'assure. "")",1.0,Deletion
286,,"('#don-juan', 'Laissez-la dire. ')",1.0,Deletion
287,,"('#charlotte', 'Non, non : il faut savoir la vérité. ')",1.0,Deletion
288,"('#maturine', ""Oui, puisqu'i sait sqien est, Qui nous juge."")","('#mathurine', 'Il est question de juger ça. ')",0.73,Substitution
289,,"('#charlotte', 'Oui, Mathurine, je veux que Monsieur vous montre votre bec jaune. ')",1.0,Deletion
290,,"('#mathurine', 'Oui, Charlotte, je veux que Monsieur vous rende un peu camuse. ')",1.0,Deletion
291,"('#charlotte', 'Monsieu, jugé nous, si vous plaît. Laqueule es-parmi nous...')","('#charlotte', ""Monsieur, videz la querelle, s'il vous plaît. "")",1.23,Substitution
292,,"('#mathurine', ""Mettez-nous d'accord, Monsieur. "")",1.0,Deletion
293,"('#maturine', ""Gageons qu'c'est moi qu'il aime, Vous z'allé voir."")","('#charlotte', 'Vous allez voir. ')",1.43,Substitution
294,"('#charlotte', ""Tant mieux, vous z'allé voir vous-même."")","('#mathurine', 'Vous allez voir vous-même. ')",0.0,Match
295,"('#maturine', 'Dites.')","('#charlotte', 'Dites. ')",0.0,Match
296,"('#charlotte', 'Parlez.')","('#mathurine', 'Parlez. ')",0.0,Match
297,"('#don-juan', ""Comment ? Est-ce pour vous moquer ? Quel besoin avez-vous de me faire expliquer ? À l'une de vous deux j'ai promis mariage, J'en demeure d'accord, en faut-il davantage ? Et chacune de vous dans un débat si prompt, Ne sait-elle pas bien comme les choses vont ? Celle à qui je me suis engagé, doit peu craindre Ce que pour l'étonner l'autre s'obstine à feindre ; Et tous ces vains propos ne sont qu'à mépriser, Pourvu que je sois prêt toujours à l'épouser. Qui va de bonne foi hait les discours frivoles ; J'ai promis des effets, laissons-là les paroles. C'est par eux que je songe à vous mettre d'accord, Et l'on saura bientôt qui de vous deux a tort, Puisqu'en me mariant je dois faire connaître Pour laquelle l'amour dans mon coeur a su naître. Laissez-la se flatter, je n'adore que vous. Ne la détrompez point, je serai votre Époux. Il n'est charmes si vifs que n'effacent les vôtres. Quand on a vu vos yeux, on n'en peut souffrir d'autres. Une affaire me presse, et je cours l'achever. Adieu, dans un moment je viens vous retrouver. Bas, à Mathurine.  Bas, à Charlotte.  Bas, à Mathurine.  Bas, à Charlotte.  Haut, à toutes les deux."")","('#don-juan', ""Que voulez-vous que je dise ?  Vous soutenez également toutes deux que je vous ai promis de vous prendre pour femmes.  Est-ce chacune de vous ne sait pas ce qui en est, sans qu'il soit nécessaire que je m'explique davantage ?  Pourquoi m'obliger là-dessus à des redites ?  Celle à qui j'ai promis effectivement n'a-t-elle pas en elle-même de quoi se moquer des discours de l'autre, et doit-elle se mettre en peine, pourvu que j'accomplisse ma promesse ?  Tous les discours n'avancent point les choses, il faut faire, et non pas dire, et les effets décident mieux que les paroles.  Aussi n'est-ce rien que par là que je vous veux mettre d'accord, et l'on verra, quand je me marierai, laquelle des deux a mon coeur.  Laissez-lui croire ce qu'elle voudra.  Laissez-la se flatter dans son imagination.  Je vous adore.  Je suis tout à vous.  Tous les visages sont laids auprès du vôtre.  On ne peut plus souffrir les autres quand on vous a vue.  J'ai un petit ordre à donner, je viens vous retrouver dans un quart d'heure.  Bas, à Mathurine. Bas, à Charlotte. Bas, à Mathurine. Bas, à Charlotte. Bas, à Mathurine. Bas, à Charlotte."")",0.0,Match
298,"('#charlotte', ""C'est moi qui l'y plaît mieux, au moins."")","('#charlotte', ""Je suis celle qu'il aime, au moins. "")",1.33,Substitution
299,"('#maturine', ""Pourtant, je pense Que je l'épouserons."")","('#mathurine', ""C'est moi qu'il épousera. "")",0.0,Match
300,"('#sganarelle', ""Je plains votre innocence, Pauvres jeunes brebis, qui pour trop croire un fou, Vous-mêmes vous jetez dans la gueule du loup. Croyez-moi toutes deux, ne soyez point si promptes À vous laisser ainsi duper par de beaux contes. Songez à vos oisons, c'est le plus assuré."")","('#sganarelle', ""Ah, pauvres filles que vous êtes, j'ai pitié de votre innocence, et je ne puis souffrir de vous voir courir à votre malheur.  Croyez-moi l'une et l'autre, ne vous amusez point à tous les contes qu'on vous fait, et demeurez dans votre village. "")",0.0,Match
301,"('#don-juan', ""D'où vient que Sganarelle est ici demeuré ?"")","('#don-juan', 'Je voudrais bien savoir pourquoi Sganarelle ne me suit pas. ')",0.89,Substitution
302,"('#sganarelle', ""Mon Maître n'est qu'un fourbe, et tout ce qu'il débite, Fadaise, il ne promet que pour aller plus vite. Parlant de mariage, il cherche à vous tromper. Il en épouse autant qu'il en peut attraper, Et... Cela n'est pas vrai ; si l'on vient vous le dire, Répondez hardiment qu'on se plaît à médire, Que mon maître n'est fourbe en aucune action, Qu'il n'épouse jamais qu'à bonne intention ; Qu'il n'abuse personne, et que s'il dit qu'il aime..., Ah ! Tenez, le voilà, sachez-le de lui-même. Il aperçoit Don Juan qui l'écoute. "")","('#sganarelle', ""Mon maître est un fourbe, il n'a dessein que de vous abuser, et en a bien abusé d'autres, c'est l'épouseur du genre humain, et...  Cela est faux ; et quiconque vous dira cela, vous lui devez dire qu'il en a menti.  Mon maître n'est point l'épouseur du genre humain, il n'est point fourbe, il n'a pas dessein de vous tromper, et n'en a point abusé d'autres.  Ah, tenez, le voilà ; demandez le plutôt à lui-même.  Il aperçoit Don Juan."")",0.0,Match
