,biancollelli-arlequin-gentilhomme,regnard-arlequin-bonnes-fortunes,Cost,Operation Type
569,"('#geronte', 'Au bras. ')",,1.0,Insertion
570,"('#arlequin', ""C'est justement ma botte favorite. "")",,1.0,Insertion
571,"('#octave', 'Je me défendrai bien la blessure est petite. ')",,1.0,Insertion
572,"('#arlequin', ""J'ai la main dangereuse et je ne voudrais pas  Par un funeste coup causer votre trépas,  Au prochain cabaret allons boire chopine.  Oh ciel je suis perdu, j'aperçois Colombine ! "")","('#brocantin', ""Je suis fatigué, j'ai fait un grand voyage,  Pour vous demander Colombine en mariage. Quel diable de jargon ! Qu'est-ce donc qu'il dégoise là ?  Mezzetin chante. "")",0.74,Substitution
573,,"('#colombine', 'Moi ?  Oh !  Je ne veux point épouser un perroquet. ')",1.0,Deletion
574,,"('#mezzetin', 'Hé !  Morguenne de vous !  Quelle fille, quelle fille !  Morguenne de vous !  Quelle fille êtes-vous ? ')",1.0,Deletion
575,"('#colombine', 'Vous plairait-il, Monsieur, payer mes dix écus,  Le temps est expiré. ')","('#pierrot', ""Voilà l'ambassadeur du Pont-Neuf. "")",1.58,Substitution
576,,"('#mezzetin', ""Le friand morceau !  J'aurai bien du plaisir d'en faire une perroquette. Qu'elle est belle ! "")",1.0,Deletion
577,"('#arlequin', ""Mon cher n'en parlons plus. "")",,1.0,Insertion
578,"('#pierrot', ""Ma femme parle à vous, Monsieur le Gentilhomme,  Il est temps ou jamais d'acquitter cette somme,  Lorsque vous aviez l'air d'un pauvre marmiton  Pierrot vous tutoyait et jouait du bâton,  Mais puisque depuis peu vous avez fait fortune. "")","('#colombine', ""Quel air de santé ! Vous avez la mine  Un jour de rester seule à la tontine... Oh !  Vous vous moquez.  J'ai ma soeur qui est bien plus jolie que moi ; et si vous aviez vu ma cousine Gogo, c'est tout autre chose.  Mezzetin chante. "")",0.91,Substitution
579,"('#arlequin', ""Mon cher, votre présence en ces lieux m'importune,  Allez retirez-vous. "")","('#colombine', ""Oh ! Je ne veux jamais rester seule ; j'ai trop peur. "")",1.53,Substitution
580,,"('#mezzetin', 'Hé !  Morguenne de vous !  Quelle fille !  Quelle fille !  Morguenne de vous !... ')",1.0,Deletion
581,"('#colombine', ""Le tour est fort pasquin,  Avez-vous oublié qu'on vous nomme Arlequin  Que je vous ai nourri dans mon hôtellerie,  Et que vous me devez ... "")","('#arlequin', ""Hé !  Dépêchez-vous.  Ce n'est pas sans raison que nos anciens modernes ont dit ingénieusement que le mariage était d'une très grande ressource pour de certaines gens, et que les aigrettes, dont quelques femmes galantes faisaient présent à leurs maris, étaient semblables aux dents, qui font du mal quand elles percent et nourrissent quand elles sont venues.  Cela présupposé, voyons un peu le tendron qui est destiné pour mes plaisirs ; car vous ne voudriez pas me faire acheter chat en poche.  Les violons jouent une entrée, pendant laquelle Arlequin sort de son panier et danse ; et après qu'il a dansé, il commence le discours qui suit. "")",0.78,Substitution
582,,"('#brocantin', ""Oh !  Avec moi, monsieur, point de surprise.  Voilà mes deux filles ; vous n'avez qu'à choisir : c'est encore trop d'honneur pour le sang des Brocantins. "")",1.0,Deletion
583,"('#geronte', 'Vous vous trompez ma mie. ')","('#arlequin', ""Oui, beau-père, je veux brocantiner avec vous ; et de peur de mal choisir, je les prendrai toutes deux. Pour vous, petite blonde d'Égypte, levez le nez, regardez-moi fixement, marchez, trottez.  Beau-père, n'y a-t-il rien à refaire à cette fille-là ?  Il se tourne vers Colombine. "")",1.57,Substitution
584,"('#colombine', ""Je ne me trompe pas et je veux de l'argent.  Ou sur l'heure je vais appeler un Sergent. "")","('#brocantin', ""Oh !  Monsieur, je vous la garantis tout ce qu'on peut garantir une fille. "")",1.04,Substitution
585,"('#scaramouche', 'La mèche se découvre. ')",,1.0,Insertion
586,"('#mezzetin', 'Allons Monsieur Léandre,  Parbleu quand on emprunte il est juste de rendre. ')",,1.0,Insertion
587,"('#pierrot', ""Monsieur Léandre et fi, vous vous gausser de nous,  Et c'est trop honorer le Syndic des Filous,  C'est Arlequin, vous dis-je. "")",,1.0,Insertion
588,"('#arlequin', 'Ôhimé, je frissonne. ')","('#colombine', ""Je me porte bien, et je n'ai jamais eu d'autre maladie qu'un mal d'aventure : mon pouce devint gros comme ma tête. "")",1.72,Substitution
589,"('#geronte', ""Vous ne répondez rien ce silence m'étonne. "")",,1.0,Insertion
590,"('#arlequin', 'Mon valet donnez-lui quelques coups de bâton. ')","('#arlequin', ""Diable !  Méchant mal.  Les filles sont terriblement sujettes aux maux d'aventure ; mais l'enflure ne les prend pas toujours au pouce.  Seriez-vous bien aise d'être ma femme ? "")",1.45,Substitution
591,"('#scaramouche', ""Oh ! Ce n'est plus le temps Monsieur le marmiton. "")",,1.0,Insertion
592,"('#pierrot', 'Vous vous donnez des airs, çà, ma femme, au pillage,  Déshabillons ce Monsieur. ')","('#colombine', 'Moi !  Votre femme ?  Bon, bon !  Vous vous moquez : est-ce que je suis capable de cela ? ')",1.21,Substitution
593,"('#mezzetin', ""Tu n'oserais, je gage. "")","('#arlequin', ""Malepeste !  Vous l'êtes de reste. "")",1.33,Substitution
594,"('#pierrot', ""Je n'oserais, morgué je suis entreprenant.  Il a justement l'air d'un carême-prenant.  Pierrot et Colombine déshabillent Arlequin qui reste en chemise."")",,1.0,Insertion
595,"('#geronte', 'Je suis tout hors de moi. ')","('#colombine', 'Je vous avertis par avance que si je suis jamais mariée avec vous, je ne vous incommoderai point de toute la nuit ; car je suis la meilleure coucheuse du monde : je me trouve le matin comme je me suis mise le soir. ')",1.26,Substitution
596,"('#pierrot', ""Le joli personnage  C'est Monsieur Arlequin Gentilhomme sauvage. "")",,1.0,Insertion
597,"('#leandre', ""Vous avez trop longtemps été par moi trompé,  Je prétends qu'à vos yeux tout soit développé,  L'erreur était trop grande, il ne faut plus rien taire,  Je vais en peu de mots éclaircir ce mystère.  C'est moi qui suis Léandre, épris de cet objet,  Mon coeur depuis dix jours, brûle d'un feu secret ;  Cet autre est Arlequin un pauvre misérable,  . . . . . . . . . . . . . .  Qui l'avait attiré chez Monsieur le Docteur.  En montrant Isabelle."")","('#arlequin', ""Celle qui m'engage sa foi  Sera, si cela se peut, sage ;  Elle doit se faire une loi  De demeurer dans son ménage,  Et de n'en sortir qu'avec moi,  En dépit du contraire usage.  Quand je vois revenir des femmes sans maris,  J'entends celles qui sont du plus galant étage,  Qui souvent loin du gîte ont passé plusieurs nuits,  Il me semble de voir un cheval de louage ;  Lorsqu'on le ramène au logis,  C'est un grand hasard s'il ne cloche ;  Et s'il ne boite pas tout bas,  Pour le moins, on trouve, en ce cas,  À coup sûr, quelque fer qui loche.  Dans ma maison il n'entrera,  De peur de maligne pratique ;  Aucun lévrier d'opéra,  Symphoniste, chanteur, ou suppôt de musique.  Item, point de maître à danser ;  Ce sont courtiers d'amour dont il faut se passer.  Ces gens-là se font trop de fête ;  Et, quelque soin que vous preniez,  Par leurs leçons, la femme en porte mieux les pieds,  Mais le mari plus mal la tête. Tant mieux.  Mais avant de passer outre, il est bon que je vous fasse part de quelques petits avis en vers, que j'ai faits pour servir de niveau à la femme qui tombera sous ma coupe.  Écoutez bien ceci.  Il tousse.  PRIMO.  SECUNDO. "")",0.68,Substitution
598,"('#arlequin', ""Je vous l'avais bien dit que j'étais crocheteur,  Est-ce ma faute à moi vous n'en vouliez rien croire,  Mais, Monsieur s'il vous plaît, achevez votre histoire. "")","('#colombine', ""Point de maître à danser ?  Et quel mal font-ils aux maris ?  Ils ne les touchent jamais.  Je renoncerais plutôt au mariage.  J'aime le mien presque autant qu'un mari. "")",1.54,Substitution
599,"('#leandre', ""Près de cette beauté l'amour m'avait conduit,  Arlequin quelque temps fut caché sous un lit,  Dans cet appartement le Docteur vint se rendre,  Et comme il aurait pu près d'elle me surprendre  Je voulus me cacher. "")","('#arlequin', ""Vous n'aurez près de vous que gens  Qui soient tout à fait nécessaires ;  Laquais au-dessous de douze ans,  Ou bien cochers sexagénaires.  Item, point de pensionnaires.  Ces oiseaux gras et bien nourris  Viennent souvent pondre en nos nids ;  Et, trouvant de plain-pied à parler de leurs flammes,  Ils se racquittent près des femmes  De ce qu'ils payent aux maris.  Que dites-vous à cela, la future ?  C'est à cause de cela. Ces messieurs-là ne montrent pas toujours la courante et le menuet. TERTIO. "")",0.87,Substitution
600,,"('#colombine', ""Moi ?  Je dis que je n'y entends rien.  Qu'est-ce que c'est que de venir pondre dans nos nids ?  Est-ce que l'on a des oeufs quand on est mariée ? "")",1.0,Deletion
601,"('#arlequin', ""Pour moi j'étais dessous  Lui derrière, d'abord le Docteur vient à nous  Il me voit, ma figure l'épouvante,  Léandre en est surpris, à lui je me présente,  Je fais de mes malheurs un fidèle récit,  Ensuite il me contraint de prendre son habit  J'ai beau lui résister et faire la grimace,  Je ne puis réussir, il jure, me menace,  Il faut lui obéir pour éviter les coups.  Vous le faites sortir moi je reste chez vous  Caché derrière un lit par malheur j'éternue,  Sous cet habit doré je m'offre à votre vue,  Vous me faites fouiller par Messieurs vos valets  Que pour bien m'étriller faisaient de grands apprêts.  Vous trouvez une lettre et me nommez Léandre,  Vous voulez malgré moi me faire votre gendre  Moi je consens à tout pour n'être point battu,  Car je m'en souciais autant que d'un fétu,  Géronte ne veut pas que j'épouse Isabelle,  Et pour femme prétends me donner cette belle.  On me met en prison, et l'on m'en fait sortir,  Au désir du vieillard je feins de consentir,  Bref jusqu'à présent j'ai passé pour Léandre,  Mais je suis Arlequin ne me faites pas pendre,  Messieurs, car après tout en serez-vous plus gras.  En montrant Léandre. Au Docteur. En montrant Léonore."")","('#arlequin', ""Qui voudra se mettre en famille,  Qu'il prenne garde que jamais  Il ne s'engaigne d'une Agnès ;  C'est une méchante chenille.  Il en est bien souvent de ces sortes de filles,  Ainsi que de ces oeufs qu'on achète pour frais :  On a beau les mirer de près,  Dès qu'on en casse les coquilles,  On en voit sortir les poulets.  Non ; mais vous aurez des poulets.  Je vous expliquerai tout cela quand vous serez ma femme.  Voyons le reste.  QUARTO et ULTIMO."")",0.75,Substitution
602,"('#geronte', 'Il le faut avouer, je ne le croyais pas,  Mais Léandre à la fin me tiendrez-vous parole ? ')","('#brocantin', 'Il a ma foi raison.  Çà, monsieur...  Mais voici monsieur Bassinet fort à propos. ')",1.48,Substitution
603,"('#leandre', 'Si vous vous en flattez votre espoir est frivole. ')","('#monsieur-bassinet', 'Parbleu, je suis ravi de trouver ici tout le inonde en joie.  Apparemment que vous disposez le bal pour notre mariage ? ')",1.06,Substitution
604,,"('#brocantin', ""Oh, monsieur Bassinet !  Vous venez le plus à propos du monde ; nous ferons d'une pierre deux coups.  Voilà ma fille Isabelle qui vous attend pour vous donner la main. "")",1.0,Deletion
605,"('#le-docteur', ""Octave répondez, quel est votre dessein ?  À ma fille aujourd'hui donnerez-vous la main ? "")","('#arlequin', 'Est-ce que vous prétendez donner votre fille à ce scorpion ?  Fi !  Ne faites point cette affaire-là. ')",0.72,Substitution
606,,"('#brocantin', ""Vous moquez-vous ?  C'est un médecin très riche. "")",1.0,Deletion
607,"('#octave', ""Un plus aimable noeud m'attache à Léonore.  Et vous n'ignorez pas Monsieur, que je l'adore  Ainsi n'en parlons plus mon feu vous est connu,  Je ne veux point d'un coeur par un autre obtenu. "")","('#arlequin', ""Un médecin ?  Je m'en doutais bien, car j'ai eu envie de faire une selle en le voyant.  Mais cet homme-là ne vaut rien pour le mariage : tenez, vous voyez bien que sa barbe ne tient point ; ce sont deux moustaches postiches.  Il lui arrache les poils de la barbe. "")",1.21,Substitution
608,,"('#monsieur-bassinet', 'Que le diable vous emporte !  Quelle peste de cérémonie ! ')",1.0,Deletion
609,,"('#arlequin', ""Il y a encore pis que cela ; cet homme sera pendu avant qu'il soit vingt-quatre heures.  Voyez cette mine patibulaire. "")",1.0,Deletion
610,"('#isabelle', ""Pourquoi vouloir contraindre une flamme si belle  Déclarez-vous mon père en faveur d'Isabelle,  Je vous ai découvert mes tendres sentiments,  Hâtez-vous de répondre à mes empressements. "")","('#brocantin', 'Pendu !  Et comment connaissez-vous cela ? ')",1.53,Substitution
611,"('#leonore', 'À mes justes désirs serez-vous inflexible,  Ne gênez point mes feux et montrez-vous sensible,  Mon père de vous seul dépend tout mon bonheur  Ne tyrannisez point une fidèle ardeur. ')","('#arlequin', ""Par le moyen des astres, et par les règles de la métoposcopie.  Je n'y manque jamais, à une heure près ; et, si vous voulez, je vous dirai quand vous le serez. "")",1.1,Substitution
612,"('#pierrot', ""Cela me fait pitié, car j'ai le coeur fort tendre.  Bonhomme mollissez il est temps de se rendre.  À Géronte."")","('#brocantin', ""Cela étant, je vais le congédier.  Monsieur Bassinet, vous voyez bien ma fille : touchez là ; vous n'en croquerez que d'une dent, et je ne veux point de gendre dont la barbe ne tient point. "")",1.08,Substitution
613,,"('#arlequin', ""Ni moi d'un beau-frère qui postule après une cravate de chanvre. "")",1.0,Deletion
614,"('#le-docteur', ""Ne nous obstinons point à troubler leurs plaisirs.  Géronte unissons-les au gré de leurs désirs,  Un coeur que l'on contraint souffre de rudes peines,  L'hymen ne doit avoir que d'agréables chaînes  Imitez mon exemple et daignez en ce jour  Par un heureux lien satisfaire l'amour. "")","('#monsieur-bassinet', ""Ni moi d'une fille qui a eu des détorses de neuf mois.  Allez, vieux radoteur, aux Petites-Maisons, avec votre chienlit.  Je venais ici pour vous dire que je ne voulais point de la fille d'un fou, et qui passe toutes les nuits avec des godelureaux.  Fi, la vilaine ! "")",0.89,Substitution
615,"('#geronte', ""Octave s'en est fait je vous reçois pour gendre,  Mais je veux qu'à l'instant, vous embrassiez Léandre. "")","('#arlequin', ""Adieu, adieu ; bon voyage, mon ami : à la Grève, à la Grève. Consolez-vous, la belle, je vais vous présenter un époux qui vaudra cette vilaine égoutture de bassin.  Tenez, beau- père...  Ce sera là votre second gendre ; c'est un grand seigneur de mon pays. À Isabelle.  Montrant Octave qui est déguisé. "")",0.3,Substitution
616,"('#octave', ""À votre volonté je m'accorde aisément,  Et je veux lui jurer par cet embrassement...  Il va pour embrasser Léandre."")",,1.0,Insertion
617,"('#arlequin', ""Je vous suis redevable autant qu'on le peut être. "")","('#isabelle', ""Ah, ciel !  C'est Octave !  Octave lui fait un compliment en italien. "")",1.57,Substitution
618,"('#scaramouche', 'On parle de Léandre il croit être mon maître,  Hors de là marmiton. ')","('#brocantin', ""Qu'est-ce qu'il jargonne là ? "")",1.58,Substitution
619,"('#leandre', ""Je ne puis qu'admirer  Les bontés dont ici vous voulez m'honorer. "")","('#arlequin', ""C'est un compliment tonquinois.  Il dit qu'elle est une étoile resplendissante de perfection, et que, si la queue de son manteau était plus longue, il la prendrait pour une comète.  Isabelle répond en italien au compliment d'Octave. "")",1.48,Substitution
620,,"('#brocantin', 'Quoi !  Ma fille sait déjà le tonquinois ? ')",1.0,Deletion
621,"('#colombine', ""Le crocheteur me doit j'ai son habit en gage,  Il vaut bien dix écus. "")","('#arlequin', ""Bon !  C'est une langue qui s'apprend par infusion ; et s'il vous épousait, vous sauriez le tonquinois dans deux heures. "")",1.65,Substitution
622,"('#arlequin', 'Quoi Madame Tapage  Vous voulez le garder ? ')","('#brocantin', ""Puisque cela est ainsi, je veux bien faire le mariage d'Isabelle ; mais dites-moi auparavant, est-il curieux ? "")",1.49,Substitution
623,"('#leandre', ""Rendez-lui cet habit,  J'aurai soin de payer. "")","('#arlequin', ""Bon !  C'est le Dautel du pays ; il troque des nippes à tous moments, et je vous réponds qu'avant qu'il soit deux jours, il aura troqué sa femme.  Je m'en vais vous faire voir toutes mes curiosités, et l'équipage de ma future.  Arlequin fait un signal ; le fond du théâtre s'ouvre, et il paraît un cabinet rempli de tableaux de Téniers, figurés par des personnages naturels. "")",1.19,Substitution
624,"('#arlequin', ""Morbleu qu'il a d'esprit. "")","('#brocantin', 'Voilà qui est très beau.  Ces tableaux-là sont tous originaux. ')",1.33,Substitution
625,"('#pierrot', 'Cela suffit, Monsieur, la caution est bonne. ')","('#arlequin', ""Vous l'avez dit.  Et ce gros singe-là, comment le trouvez-vous ?  Il lui fait remarquer un singe qui est dans un des tableaux. "")",1.79,Substitution
626,"('#arlequin', 'Les cinquante louis, Monsieur. ')",,1.0,Insertion
627,"('#leandre', 'Je te les donne,  Et te prends avec moi. ')",,1.0,Insertion
628,"('#arlequin', ""Par ma foi tout va bien  L'emploi de crocheteur m'a procuré du bien. "")",,1.0,Insertion
629,"('#mezzetin', ""Ce diable d'Arlequin est plus heureux que sage. "")","('#brocantin', ""Joli, ma foi !  On dirait qu'il me regarde. "")",1.22,Substitution
630,"('#le-docteur', ""Célébrons, cher ami, ce double mariage,  Que les jeux, les plaisirs ici s'assemblent tous,  Rions, chantons, dansons et réjouissons-nous. "")","('#arlequin', ""Cela pourrait être ; car il vous ressemble comme deux gouttes d'eau, et vous savez que la ressemblance engendre l'amitié.  Mais il faut vous détromper.  Vous avez cru que c'étaient là des tableaux véritables ? "")",1.6,Substitution
631,"('#pierrot', ""Morgué vive la joie, allons faisons la noce,  Et qu'Isabeau bientôt soit relevée en bosse."")",,1.0,Insertion
632,"('#geronte', ""Du divertissement que je vais apprêter,  Attendant le souper nous pouvons profiter.  Qu'on fasse entrer ici les Bergers et les Bergères "")",,1.0,Insertion
633,"('#arlequin', 'Puissent de leurs enfants ces Messieurs être pères. ')",,1.0,Insertion
634,"('#la-chanteuse', ""Tous les Bergers de nos hameaux  Sont tendres et fidèles,  Aux Bergères sous les ormeaux,  Ils jurent chaque jour des ardeurs éternelles,  Ils n'ont jamais de maîtresses nouvelles,  Et leurs feux sont toujours nouveaux.  Un jeune Berger l'autre jour,  Avec la voix accordait sa musette,  Il me vit et je sus l'enflammer à son tour,  Il ne chantait que l'amourette,  Et je lui fis chanter l'amour.  Qu'une femme soit nouvelle,  Et s'attache à plaire sans fard,  Qu'une maîtresse soit fidèle,  Cela peut-être par hasard.  Un Berger danse avec une Bergère. Deux Bergers et deux Bergères forment une danse."")","('#brocantin', 'Assurément, et je le crois encore. ')",1.35,Substitution
635,"('#octave', ""Qu'un petit maître qui soupire,  Et tient une belle à l'écart,  Obtienne tout ce qu'il désire,  Cela peut-être par hasard. "")","('#arlequin', ""Et c'est ce qui vous trompe.  Tout cela ne tient que par le moyen d'un ressort que je vais toucher, et vous verrez que toutes ces figures prendront mouvement.  Voyez-vous bien ce singe ?  Il accompagne de la guitare on ne peut pas mieux.  Je m'en vais vous le faire voir.  Quiribirichibi ? Arlequin s'approche de l'un des côtés du cabinet, et frappant sur une table, toutes les figures qui sont représentées dans les tableaux en sortent en chantant, dansant et jouant de divers instruments. Pasquariel, en singe, fait plusieurs sauts périlleux ; Brocantin le regarde avec admiration et Arlequin lui dit :  Au singe.  Le singe répond en faisant une grimace, et en même temps se jette sur une guitare qu'un homme de la suite d'Arlequin a entre les mains."")",1.09,Substitution
636,,"('#arlequin', ""Avez-vous entendu ce qu'il a dit ? "")",1.0,Deletion
637,,"('#brocantin', ""Non. Est-ce que j'entends le langage des singes, moi ? "")",1.0,Deletion
638,"('#pierrot', ""Qu'une femme dans son ménage  Fasse quelque petit bâtard,  Après deux ans de mariage,  Cela peut-être par hasard. "")",,1.0,Insertion
639,"('#mezzetin', ""Qu'un homme qui sait bien écrire  Devienne opulent tôt ou tard,  Et que de la crasse il se tire,  Cela peut être par hasard. "")","('#arlequin', ""Vous avez pourtant la physionomie d'une guenon. Il dit qu'il va prendre sa guitare. La voilà ; écoutez. "")",1.69,Substitution
640,"('#scaramouche', ""Qu'une fille de bonne mise  Que pourchasse un jeune égrillard,  Fasse avec lui quelque sottise  Cela peut-être par hasard "")","('#mezzetin', ""Pata, pata, pata, pon,  Amis, je m'en vais à la guerre ;  J'ai pour épée un flacon,  Et pour mousquet un grand verre.  La santé du roi,  Porte-la-moi :  Dépêche-toi ;  Car je suis mort, si je ne bois.  Au son de cet instrument,  Je sens que mon coeur se réveille ;  Il faut, pour être content,  Toujours la pipe et la bouteille.  La santé du roi,  Porte-la-moi :  Dépêche-toi ;  Car je suis mort, si je ne bois. "")",1.45,Substitution
641,"('#arlequin', ""Qu'une nouvelle Comédie  Faite suivant les règles de l'art,  De tous ne soit pas applaudie,  Cela peut-être par hasard. "")",,1.0,Insertion
