,regnard-coquette,regnard-divorce,Cost,Operation Type
532,"('#margot', ""Oh !  Monsieur, il n'y a point de ce que vous pensez à son fait : c'est un homme qui n'a que de bons desseins ; il m'a promis de m'épouser ; et pour preuve de cela, il m'a déjà envoyé une housse verte avec une bergame. "")","('#braillardet', ""En effet, messieurs, une jeune femme qui épouse un vieillard, dans l'espérance de l'enterrer six mois après, n'est-elle pas en droit de lui demander raison de son retardement ; et n'est-elle pas bien fondée à faire rompre son mariage, puisque son mari n'a pas satisfait à l'article le plus essentiel du contrat, par lequel il s'est obligé tacitement à ne pas passer l'année ?  Celui pour qui je parle, après avoir longtemps contemplé du port les naufrages de tant de malheureux époux, s'embarqua enfin sur la mer orageuse du mariage ; et quand il fit ce solécisme en conduite, qu'il souffrit cette léthargie de bon sens, cette éclipse de raison, s'il se fût mis une corde au cou, ou qu'il se fût jeté dans la rivière, il n'auroit jamais tant gagné en un jour."")",0.82,Substitution
533,,"('#cornichon', 'Ni sa femme aussi.')",1.0,Deletion
534,"('#arlequin', ""Fi !  Une bergame à une fille comme vous !  Si tu voulais, Margot, m'épouser à la Harpillon, j'irais moi jusqu'à une verdure. "")","('#braillardet', ""Il fit ce qu'ont accoutumé de faire les gens sur le retour, quand ils épousent de jeunes filles, c'est-à-dire qu'il confessa avoir reçu vingt mille écus, quoiqu'elle ne lui eût jamais apporté en mariage qu'un fonds de galanterie outrée, et une fureur effrénée pour le jeu : voilà la dot de la Dame."")",1.17,Substitution
535,"('#margot', 'Je vous remercie, monsieur ; cela ferait jaser le monde.  Tenez, monsieur, pour avoir été un jour promener avec mon cousin, vous ne sauriez croire quels contes on a faits.  Il y a les plus maudites langues dans notre montée. ')","('#sotinet', 'Cornichon. Avec votre permission, Maître Braillardet, vous ne vous tiendrez pas pour interrompu si je vous dis que vous en avez menti : il a reçu vingt mille bons écus.')",0.41,Substitution
536,,"('#braillardet', 'Des démentis, messieurs, des démentis !  Il est vrai que voilà le style ordinaire de Maître Cornichon.')",1.0,Deletion
537,"('#arlequin', 'Écoutez, Margot, votre montée a peut-être raison, et il pourrait bien y avoir quelque chose à refaire à votre réputation. ')","('#cornichon', ""Eh !  Allez, allez votre chemin : je vous vois venir avec vos suppositions.  Une fureur pour le jeu !  Une femme qui n'a pas vingt ans, une fureur pour le jeu !"")",0.97,Substitution
538,"('#colombine', ""Margot peut aller partout, monsieur le Marquis ; elle est sage, et j'en réponds corps pour corps. "")","('#braillardet', ""Oui, oui, messieurs ; quand je dis que voilà la dot de la Dame Sotinet, je n'avance rien que de véritable ; mais ne croyez pas que, parcequ'elle n'a rien eu en mariage, elle en dépense moins en se mariant.  Les jeunes filles qui se vendent à des vieillards achètent en même temps le droit de les envoyer à l'hôpital promptement, par leurs dépenses extravagantes : c'est ce qu'a presque fait la Dame Sotinet ; car enfin le pauvre homme ne fut pas plus tôt marié, qu'il vit bien comme presque tous les autres qui s'enrôlent dans cette milice qu'il avait fait une sottise ; que le mariage est une affaire à laquelle il faut songer toute sa vie ; qu'un bon singe et la meilleure femme sont souvent deux méchants animaux ; et que ce grand philosophe avait bien raison de s'écrier, en voyant trois ou quatre femmes pendues à un arbre : que les hommes seraient heureux, si tous les arbres portaient de semblables fruits !"")",1.48,Substitution
539,,"('#cornichon', ""Ce fruit-là serait diablement âcre, et il ne serait bon, tout au plus, qu'en compote."")",1.0,Deletion
540,,"('#braillardet', ""Il vit, dès le jour même de son mariage, introduire chez lui l'usage des deux lits, usage condamné par nos pères, inventé par la discorde, et fomenté par le libertinage ; usage que je puis nommer ici la perte du ménage, l'ennemi mortel de la réconciliation, et le couteau fatal dont on égorge sa postérité."")",1.0,Deletion
541,,"('#cornichon', ""Est-ce que l'on se marie pour coucher avec sa femme ?  Fi !  Cela est du dernier bourgeois."")",1.0,Deletion
542,"('#arlequin', ""La bonne caution !  Croyez-moi, les environs de Paris sont terriblement dangereux.  N'allez-vous point quelquefois au bois de Boulogne ? "")","('#braillardet', ""Il vit fondre chez lui, dès le lendemain, tous les fainéants de la ville, chevaliers sans ordre, beaux esprits sans aveu ; cent petits poètes crottés, vrais chardons du Parnasse ; de ces fades blondins, minces colifichets de ruelles ; en un mot, il vit faire de sa maison une académie de jeux défendus, et fut obligé de payer une grosse amende, à quoi il fut condamné.  Oui, oui, messieurs, je n'avance rien que de véritable ; et, malgré toutes les précautions, il n'a pas laissé de la payer cette amende, dont voici la quittance signée Pallot.  Mais qui fut le dénonciateur ?  Vous croyez peut-être que ce fut, comme d'ordinaire, quelque fripon de laquais, enragé d'avoir été chassé de la maison ; ou quelque joueur, outré d'avoir perdu son argent ?  Non, messieurs, non ; ce fut la Dame Sotinet.  La Dame Sotinet !  Oui, messieurs, ce fut elle qui, ne sachant plus où trouver de l'argent pour jouer, alla dénoncer elle-même que l'on jouait chez elle : elle fut condamnée à trois mille livres d'amende.  Son mari les paya ; elle reçut son tiers comme dénonciatrice.  Que direz-vous, races futures, d'un pareil brigandage ?  Quid non muliebria pectora cogis, auri sacra fames ?"")",1.11,Substitution
543,,"('#cornichon', ""Vous devriez garder vos passages pour une meilleure cause.  Voilà bien du latin de perdu.  S'il ne tient qu'à parler latin..."")",1.0,Deletion
544,"('#margot', ""Dieu m'en garde, monsieur !  Ma mère me l'a défendu, et m'a dit que c'était un vrai coupe-gorge pour une fille. "")","('#braillardet', ""Hé !  Je parle bon français, Maître Cornichon ; on m'entend bien.  Mais ce n'était là qu'un prélude des pièces qu'elle devoit faire par la suite à son mari.  Les pierreries engagées ; la vaisselle d'argent vendue ; des tableaux d'un prix extraordinaire enlevés : car le Sieur Sotinet a toujours été extrêmement curieux d'originaux, et se connaissait parfaitement en peinture."")",1.42,Substitution
545,,"('#cornichon', ""Je le crois bien : il a porté les couleurs assez longtemps pour s'y connaître. "")",1.0,Deletion
546,"('#arlequin', ""C'est peut-être là que votre mère a été égorgée.  Ma foi, cette fille me plaît.  Ma mie, me voudrais-tu tailler une chemise et quelques caleçons ? "")","('#braillardet', ""Cela est faux : il n'a jamais porté que du gris chez un homme d'affaires, et cela s'appelle apprenti sous-fermier, et non pas laquais, Maître Cornichon, et non pas laquais.  Mais, messieurs, s'il n'y avait que de la dissipation dans la conduite de la Dame Sotinet, vous n'entendriez pas retentir votre tribunal des plaintes de son mari ; mais puisqu'il est aujourd'hui obligé d'avouer sa honte et son malheur, approchez, financiers, plumets, chevaliers, et vous godelureaux les plus déterminés ; paraissez sur la scène.  Oui, oui, messieurs, nous trouverons de tous ces gens-là dans l'équipage de la Dame Sotinet, équipage qu'elle promène scandaleusement par toute la ville, et la nuit et le jour.  Mais, que dis-je, le jour !  Non, ce n'est point pour elle que le soleil éclaire, elle méprise cette clarté bourgeoise ; elle ne sort de chez elle qu'avec les oublieurs, et n'y rentre qu'à la faveur des crieurs d'eau-de-vie."")",1.36,Substitution
547,"('#margot', 'Je suis votre servante, monsieur ; on ne travaille point en homme au logis. ')","('#cornichon', ""La pauvre femme y est bien obligée.  Son mari a la cruauté de lui refuser un flambeau ; il faut bien qu'elle attende le jour pour s'en retourner chez elle."")",1.07,Substitution
548,"('#arlequin', 'Hé bien, viens les faire chez moi. ')",,1.0,Insertion
549,"('#colombine', ""Justement !  On garde des filles de cet âge-là pour votre commodité !  Vous n'avez qu'à vous y attendre.  Mais il me semble, Margot, que ce manteau-là monte bien haut ; on ne voit point ma gorge. "")","('#braillardet', ""On ne manquera pas de vous dire que celui pour qui je suis est un brutal ; j'en tombe d'accord : un ivrogne ; je le veux : un débauché ; j'y consens : un homme même qui est quelquefois attaqué de vertiges ; cela est vrai : mais, messieurs..."")",1.2,Substitution
550,,"('#sotinet', ""Mais, monsieur l'avocat, qui vous a donné charge de dire tout cela ?"")",1.0,Deletion
551,"('#margot', ""Ce n'est peut-être pas la faute du manteau, mademoiselle. "")",,1.0,Insertion
552,"('#colombine', ""Taisez-vous, Margot ; vous êtes une sotte : tenez, remportez votre manteau ; j'y suis faite comme je ne sais quoi."")","('#braillardet', ""Hé !  Taisez-vous, ignorant, ce sont des figures de rhétorique qui persuadent.  Quand tout cela serait, dis-je, messieurs, sont-ce des raisons pour faire rompre un mariage ?  Si je vous parlais des intrigues de la Dame Sotinet, de ses aventures galantes, de ses subtilités pour tromper son mari ; mais... vous rougiriez, illustres et vieilles coquettes de notre temps, de voir qu'une femme de dix-huit ans vous a laissées bien loin après elle dans la carrière de la galanterie et j'apprendrais aux femmes qui m'écoutent de nouveaux tours de souplesse (elles n'en savent déjà que trop).  Et après cela, messieurs, une femme, qui est le précis, l'élixir, la mère-goutte de la transcendante coquetterie, viendra vous demander une séparation !  Ne tiendra-t-il qu'à donner de pareilles détorses à l'Hymen ?  Ordonnerez-vous qu'un mari soit déclaré veuf, avant que d'avoir eu le plaisir d'enterrer sa femme ?  Non, non, vous n'autoriserez point une telle injustice.  Nous espérons, au contraire, que vous obligerez la Dame Sotinet à retourner avec son mari, pour mieux vivre avec lui, s'il est possible.  C'est à quoi je conclus. Aux juges."")",0.86,Substitution
553,"('#arlequin', ""Plus je vois cette enfant-là, plus elle me plaît...  Un petit mot : j'ai besoin d'une fille de chambre ; je crois que tu serais assez mon fait.  Sais-tu raser ? "")",,1.0,Insertion
554,"('#margot', ""Moi, raser !  Je vois bien que vous êtes un gausseur: je mourrais de peur, si je touchais un homme seulement du bout du doigt.  Adieu, mademoiselle ; dans un quart d'heure je vous rapporterai votre manteau avec de la gorge. "")","('#cornichon', ""Voilà une belle conclusion.  Oh !  çà, çà, nous allons voir.  Messieurs, je parle pour Damoiselle Zorobabel de Roqueventrousse, demanderesse en séparation, contre Mathurin-Blaise Sotinet, sous-fermier, ci-devant laquais, et défendeur.  L'aspect de ce sénat cornu, pompe digne de l'Hymen ; cet attirail funeste et menaçant, tout cela, je l'avoue, m'inspire quelque terreur : mais, d'un autre côté, l'équité de ma cause me recreat et reficit ; puisque je parle ici pour quantité de femmes, qui vous disent par ma bouche qu'un mari est à présent un meuble fort inutile ; et que, quand il n'y en aurait point, le monde ne finirait pas pour cela.  Le mois de mars 87, Mathurin-Blaise Sotinet, âgé de soixante-dix ans, sentit un prurit pour la noce, une démangeaison pour le mariage ; cette vieille rosse, refaite et maquignonée, cette mèche sèche et ridée, prit feu aux étincelles des yeux de celle pour qui je parle.  Il l'épousa, et il ne tint qu'à lui de voir qu'il avait mis dans sa maison un trésor de sagesse et de prudence, puisqu'elle ne dépensa, en se mariant, que les vingt mille écus qu'elle avait eus en mariage.  Rare exemple de modération pour les femmes d'aujourd'hui, qui montent insolemment sur une grosse dot, pour insulter à l'économie de leurs maris. Il plaide."")",1.02,Substitution
555,"('#arlequin', 'Adieu, adieu, petite nymphe du bois de Boulogne.')",,1.0,Insertion
556,"('#arlequin', ""Elle n'est, morbleu, pas sotte, et je m'aimerais presque autant que vous.  Nous autres gens de qualité, nous aimons quelquefois à rabattre sur la grisette.  Et de notre mariage qu'en dirons-nous ? "")","('#braillardet', ""Ah, ah, ah !  L'économie de la Dame Sotinet !  J'avais oublié de vous dire, messieurs, que le mariage fut presque rompu, parceque le futur n'avait envoyé qu'un carreau de cinq cents écus."")",0.89,Substitution
557,"('#colombine', ""Je vous dirai, monsieur le Marquis, qu'avant que de vous épouser, je vous demande encore une grâce.  Nous sommes un certain nombre de filles qui avons fait serment de ne point prendre de mari qui n'ait été reçu auparavant dans notre académie.  Il faut vous y faire recevoir. "")","('#cornichon', ""Je le crois bien : je connais la fille d'un drapier qui en a renvoyé un de deux mille livres ; et si, dans ce temps-là, les drapiers n'avaient pas gagné leur procès contre les marchands de soie."")",1.34,Substitution
558,"('#arlequin', ""Moi, dans votre académie de filles !  Vous vous moquez ; j'ai des empêchements plus que légitimes.  Et que faut-il faire pour cela ? "")","('#braillardet', ""La femme d'un sous-fermier, un carreau de cinq cents écus !"")",1.65,Substitution
559,"('#colombine', ""Ne vous mettez pas en peine : on vous habillera en femme ; on vous fera peut-être faire serment d'être un époux commode, de laisser faire à votre femme tout ce qu'il lui plaira, de n'être point de ces maris coquets qui vivent de rapine, et laissent leurs femmes pour aller picorer sur le commun. "")","('#cornichon', ""Oh !  Taisez-vous donc, si vous pouvez. Si on n'impose silence à Maître Braillardet, je n'achèverai jamais ma plaidoirie.  C'est une femme que cet homme-là ; il ne débabille pas.  Vous la voyez, messieurs, à votre tribunal, cette innocente opprimée, cette femme qui engage ses pierreries, vend sa vaisselle d'argent.  Mais pourquoi fait-elle tout cela ?  Pour tirer son mari de prison.  Le Sieur Sotinet était entré malheureusement dans l'affaire du bois carré.  Tous ses associés sont en fuite.  On l'appréhende au corps ; on l'entraîne au for-l'évêque.  Cette chaste tourterelle, privée de son tourtereau, que d'impitoyables sergents lui ont enlevé, va, court, engage tout.  Mais pourquoi, messieurs ?  Pourquoi encore une fois ?  Pour tirer son mari d'un cul-de-basse-fosse."")",0.65,Substitution
560,,"('#braillardet', ""En vérité, messieurs, voilà une calomnie atroce.  Le Sieur Sotinet n'a jamais été en prison.  Je demande réparation."")",1.0,Deletion
561,"('#arlequin', ""Quand on a de cette besogne-là toute taillée chez soi, on n'a guère envie d'aller travailler en ville.  Allons, faisons ce qu'il vous plaira.  Voilà qui est bien drôle, qu'il faille, pour vous épouser, commencer par se déshumaniser !"")","('#cornichon', ""Un sous-fermier, jamais en prison !  Eh bien !  Donnez-vous un peu de patience, nous l'y ferons bientôt aller.  Mais que dirons-nous, messieurs, de ses débauches, ou, pour mieux dire, que n'en dirons-nous pas ?  Car, jusques à quel excès de crapule cet homme-là ne s'est-il point laissé emporter ?  Mais, que dis-je, un homme ?  Non, messieurs, c'est plutôt une futaille, ou, pour mieux dire, un râpé qui ne fait que se remplir et se vider à tous moments.  C'est un bouchon ambulant ; c'est une éponge toute dégouttante de vin, dont les vapeurs obscurcissent et soufflent enfin la chandelle de sa raison."")",0.77,Substitution
562,"('#mezzetin', ""Ô toi qui veux épouser Colombine,  Reçois l'honneur que sa main te destine:  Tu n'étais qu'un vilain magot,  Un ostrogot,  Un escargot ;  Tu vas être aussi beau qu'une fille  Gentille,  Ou peu s'en faut. "")","('#braillardet', ""Je vous arrête là.  C'est une calomnie diabolique...  Le Sieur Sotinet ne boit que de l'eau ; cela est de notoriété publique."")",1.56,Substitution
563,"('#le-choeur', ""Tu n'étais qu'un vilain magot, etc."")","('#cornichon', ""Un homme qui a été toute sa vie dans les aides ne boit que de l'eau !  N'avait-il bu que de l'eau, Maître Braillardet, quand, sortant tout chancelant d'un cabaret, pour assister à l'enterrement d'un de ses meilleurs amis, il se laissa tomber dans la fosse, où il serait encore, si, par malheur pour sa femme, on ne l'en eût retiré ?  N'a-t-il bu que de l'eau, quand il revient chez lui le soir, amenant avec soi des femmes d'une vertu délabrée, et qu'il maltraite celle pour qui je suis de paroles et de coups ?"")",1.5,Substitution
564,"('#mezzetin', ""Reçois cette coiffure en malice féconde ;  Avec cet ornement,  Tu peux facilement  Insulter hardiment  Et la brune et la blonde ;  Avec cet ornement,  Tu charmeras tout le monde.  Micropoli, chariba, charistac.  Baroquina, bocardo, merlinbrac.  Ministres de mon art,  Versez tout votre fard  Sur ce nez en pied de marmite ;  Barbouillez vite ce museau,  Et nettoyez votre pinceau  Sur cette trogne hermaphrodite.  Il fait des gestes en dansant, et chante.  Deux Fourbes s'approchent d'Arlequin ; l'un tient un pot de rouge et l'autre un pot de blanc, et ils lui barbouillent les deux côtés du visage."")","('#braillardet', ""De coups !  Ah !  Messieurs, on ne sait que trop que c'est le pauvre homme qui les a reçus.  Il a porté plus de trois mois un emplâtre sur le nez, d'un coup de chandelier que sa femme lui a donné."")",1.06,Substitution
565,"('#arlequin', 'Je peux présentement résister à la pluie ; me voilà bien peint.')",,1.0,Insertion
566,"('#mezzetin', ""Ah ! Qu'il est beau!... oh, oh ! Le damoiseau  Au museau  De couleur de pruneau ;  Faisons le pied de veau :  Ah !qu'il est beau !... oh, oh !"")","('#sotinet', ""Cela est vrai.  Je ne saurais m'empêcher de pleurer toutes les fois que j'y songe."")",1.36,Substitution
567,"('#le-choeur', ""Ah ! Qu'il est beau !... oh, oh ! Ils s'en vont tous en chantant. "")","('#cornichon', ""Vous êtes sous-fermier, monsieur, et vous pleurez ! Mais, s'il n'y avait que des coups à essuyer, je ne m'en plaindrais pas ; car on sait bien qu'une femme veut être un peu pansée de la main ; mais de se voir, à tous moments, exposée aux extravagances d'un fou !"")",1.62,Substitution
568,"('#trafiquet', ""Que veut donc dire, s'il vous plaît, cette mascarade-ci ? "")",,1.0,Insertion
569,"('#arlequin', ""Monsieur, je vous prie de me dire si je suis mâle ou femelle ; car, ma foi, je n'y connais rien. "")",,1.0,Insertion
570,"('#trafiquet', 'Vous êtes un fou, voilà ce que vous êtes.')","('#sotinet', 'Moi, fou !')",0.01,Substitution
571,"('#pierrot', 'Ha, ha, ha !  Essuyez-vous, monsieur le bailli, vous êtes tout barbouillé. ')","('#cornichon', ""Oui, messieurs, je vous le garantis tel, et des plus fous qui se fassent.  On n'a qu'à lire les dépositions des témoins, on verra qu'on l'a encore vu aujourd'hui courir les rues à pied, la barbe faite d'un côté, et le bassin passé à son cou."")",1.38,Substitution
572,"('#colombine', 'Je suis, mon père, disposée à vous obéir ; mais je ne crois pas que vous vouliez me donner pour mari un homme qui est capable de pareilles extravagances. ')","('#sotinet', ""Je n'ai jamais fait d'autre folie que celle de prendre ma femme.  Hé !  Morbleu, plaidez votre cause si vous voulez.  Il lève sa canne, et en menace Cornichon."")",0.72,Substitution
573,"('#arlequin', ""Oh, oh !  Voilà qui est assez drôle.  Par ma foi !  S'il y en a, c'est vous qui les avez faites, et qui avez voulu que je me sois fait et marquis et ce que me voilà...  Voyez, ne me voilà-t-il pas bien désigné ? "")","('#cornichon', ""Vous voyez, messieurs, que votre présence ne saurait servir de gourmette à ce furieux.  Que serait-ce, si cette pauvre innocente se trouvait toute seule avec lui ?  Approchez, malheureuse opprimée ; venez, épouse infortunée : c'est à l'ombre de ce tribunal que vous trouverez un asile assuré contre la pétulance de votre persécuteur.  Souffrirez-vous, messieurs, qu'une femme qui (comme dit fort élégamment un savant philosophe) doit être, vas dignitatis, non voluptatis, devienne un grenier à coups de poing ?  Qu'une femme, qui doit être la soucoupe des plaisirs d'un mari, soit le ballon de ses emportements ?  Non, messieurs, vous ne souffrirez pas que ces innocentes brebis soient si cruellement égorgées par ces loups ravissants !  Eh !  Qui voudrait dorénavant se mettre en ménage, si vous fermiez la porte aux séparations ?  Le divorce ayant été de tout temps tout ce qu'il y a de plus piquant dans le mariage, ce ragoût de veuvage anticipé, cette viduité prématurée que vous allez servir à la Dame Sotinet, va faire venir l'eau à la bouche à quantité de femmes de Paris : elles en voudront tâter.  Songez, messieurs, aux honneurs que vous allez recevoir !  Cornuum quanta seges !  Vous aurez plus d'affaires que toutes les juridictions de la France.  L'hôtel de Bourgogne crèvera de monde : vous en aurez toute la gloire, et les comédiens italiens tout le profit.  Dixi.  Pendant que le Dieu de l'Hymen va aux opinions, les avocats parlent tous deux à-la-fois."")",0.81,Substitution
574,,"('#braillardet', 'Quand il y aurait quelque petit grain de folie, il y a des intervalles...')",1.0,Deletion
575,"('#colombine', 'Moi, je vous ai fait faire ces extravagances-là ?  Ma foi, monsieur le bailli, vous rêvez. ')","('#cornichon', 'Ah !  Taisez-vous, taisez-vous.  Cela se dit à haute voix. JUGEMENT.')",1.36,Substitution
576,,"('#dieu-de-l-hymen', ""Ayant aucunement égard à la requête de la partie de Maître Cornichon, le dieu de l'Hymen a ordonné que la Dame Sotinet demeurera séparée de corps et de biens d'avec son mari ; qu'elle reprendra les vingt mille écus qu'elle a apportés en mariage ; qu'elle jouira, dès à présent, de son douaire, étant réputée veuve, et d'une pension de trois mille livres ; et, attendu la démence avérée du Sieur Sotinet, nous avons ordonné qu'à la diligence de sa femme, il sera incessamment enfermé aux Petites-Maisons, ou à Saint-Lazare."")",1.0,Deletion
577,,"('#sotinet', 'Moi, enfermé !  Moi, à Saint-Lazare !')",1.0,Deletion
578,"('#pierrot', ""Monsieur, quand je vous ai dit que j'étais mieux le fait de votre fille que cet homme-là, est-ce que je me trompais ?  Il faudra pourtant que vous y veniez. "")","('#cornichon', 'Bon !  Il y a dix ans que vous devriez y être. On emmène le Sieur Sotinet ; Aurélio se découvre à Isabelle.')",1.33,Substitution
579,"('#trafiquet', ""Ce que j'ai vu tantôt, et ce que je vois présentement, m'oblige de vous dire, monsieur le bailli, que vous pouvez, tout de ce pas, vous en retourner dans le Bas-Maine, manger vos chapons ; car pour ma fille, vous n'en croquerez que d'une dent. "")","('#arlequin', ""Monsieur L'Hyménée, ce n'est pas tout : vous venez de défaire un mariage ; mais il s'agit d'en refaire un autre entre Colombine et moi."")",1.38,Substitution
580,"('#pierrot', ""Que d'une dent, monsieur le bailli, que d'une dent. "")","('#colombine', ""Ah !  Très volontiers, à condition que l'on nous démariera au bout de l'an."")",1.84,Substitution
581,"('#arlequin', ""Allez-vous-en au diable, vous et votre fille, petit vilain grigou raccourci.  Adieu, la belle ; je ne crois pas qu'il y ait au monde un animal plus méchant que vous.  Il faut qu'un provincial ait bien le diable au corps, pour venir s'équiper d'une femme à Paris. "")","('#arlequin', ""Je le veux bien ; car j'ai toujours ouï dire qu'une femme et un almanach sont deux choses qui ne sont bonnes tout au plus que pour une année."")",1.54,Substitution
582,"('#colombine', ""Et qu'une fille à Paris soit bien près de ses pièces pour épouser un bailli du Bas-Maine. "")",,1.0,Insertion
