,dufresny-chevalier-joueur,regnard-joueur,Cost,Operation Type
398,"('#la-comtesse', ""Frontin, votre mémoire ridicule se monte à cinq ou six mille livres ; vous ne m'aviez parlé que de deux mille."")","('#valere', ""Compte, ma pauvre enfant, que ma mort est certaine, Si je n'ai dans ce jour mille écus."")",1.14,Substitution
399,"('#frontin', 'Ne vous disais-je pas ?  Donnez-moi deux mille livres, vous y gagnerez les deux tiers net.')","('#madame-la-ressource', 'Ah ! Monsieur ! Je voudrais les avoir ; ce serait de grand coeur.')",1.24,Substitution
400,"('#nerine', ""Ha, Ha, je vous prends sur le fait : apparemment tu négocies quelque emprunt ?  Madame si vous m'en voulez croire..."")","('#valere', 'Ma charmante, mon coeur, ma reine, mon aimable, Ma belle, ma mignonne, et ma tout adorable.')",1.17,Substitution
401,"('#frontin', 'Ne viens point interrompre les affaires de Madame_la_Comtesse.')",,1.0,Insertion
402,"('#nerine', 'Je vous demande en grâce...')","('#hector', 'Par pitié.')",0.75,Substitution
403,,"('#madame-la-ressource', 'Je ne puis.')",1.0,Deletion
404,,"('#hector', 'Ah ! Que nous sommes fous ! Tous ces gens-là, Monsieur, ont des coeurs de cailloux ; Sans des nantissements il ne faut rien prétendre.')",1.0,Deletion
405,,"('#valere', 'Dis-moi donc, si tu veux, où je les pourrai prendre.')",1.0,Deletion
406,,"('#hector', ""Attendez... mais comment, avec un coeur d'airain, Refuser un billet endossé de ma main ?"")",1.0,Deletion
407,"('#frontin', 'Tais-toi.')","('#valere', 'Mais vois donc.')",0.12,Substitution
408,,"('#hector', 'Laissez-moi ; je cherche en ma boutique.')",1.0,Deletion
409,,"('#valere', ""Écoute... nous avons le portrait d'Angélique. Dans le temps difficile il faut un peu s'aider."")",1.0,Deletion
410,,"('#hector', 'Ah ! Que dites-vous là ? Vous devez le garder.')",1.0,Deletion
411,,"('#valere', ""D'accord : honnêtement je ne puis m'en défaire."")",1.0,Deletion
412,,"('#madame-la-ressource', ""Adieu. Quelque autre fois nous finirons l'affaire."")",1.0,Deletion
413,,"('#valere', ""Attendez donc. Tu sais jusqu'où vont mes besoins. N'ayant pas son portrait, l'en aimerai-je moins ? Bas à Hector."")",1.0,Deletion
414,,"('#hector', 'Fort bien. Mais voulez-vous que cette perfidie ?...')",1.0,Deletion
415,,"('#valere', ""Il est vrai. J'ai tantôt cette grosse partie De ces joueurs en fonds qui doivent s'assembler."")",1.0,Deletion
416,,"('#madame-la-ressource', 'Adieu.')",1.0,Deletion
417,,"('#valere', ""Demeurez donc : où voulez-vous aller ? Je ferai de l'argent ; ou celui de mon père, Quoi qu'il puisse arriver, nous tirera d'affaire. Bas à Hector."")",1.0,Deletion
418,,"('#hector', ""Que peut dire Angélique alors qu'elle apprendra Que de son cher portrait ? ..."")",1.0,Deletion
419,"('#nerine', 'De lui donner...')","('#valere', 'Et qui le lui dira ? Dans une heure au plus tard nous irons le reprendre.')",1.39,Substitution
420,,"('#hector', 'Dans une heure ?')",1.0,Deletion
421,"('#frontin', 'Oh !  Parle, parle.')","('#valere', 'Oui, vraiment.')",1.5,Substitution
422,,"('#hector', 'Je commence à me rendre.')",1.0,Deletion
423,"('#nerine', 'Donnez-lui cent pistoles, je vous en conjure.')","('#valere', 'Je me mettrais en gage en mon besoin urgent.')",1.48,Substitution
424,"('#frontin', 'Encore une conjuration, car il me faut deux cent pistoles.')","('#hector', ""Sur cette nippe-là vous auriez peu d'argent."")",1.19,Substitution
425,"('#la-comtesse', ""Non ; je ne donne point d'argent pour jouer, ma conscience..."")","('#valere', 'On ne perd pas toujours, je gagnerai sans doute.')",0.85,Substitution
426,,"('#hector', 'Votre raisonnement met le mien en déroute. Je sais que ce micmac ne vaut rien dans le fond.')",1.0,Deletion
427,"('#nerine', 'Frontin laisse-moi amollir la conscience de Madame, va nous attendre dans sa chambre.')","('#valere', ""Je m'en tirerai bien, Hector, je t'en réponds. Peut-on, sur ce bijou, sans trop de complaisance ?... À Madame La Ressource, montrant le portrait d'Angélique."")",1.07,Substitution
428,,"('#madame-la-ressource', 'Oui, je puis maintenant prêter en conscience ; Je vois des diamants qui répondent du prêt, Et qui peuvent porter un modeste intérêt. Voilà les mille écus comptés dans cette bourse.')",1.0,Deletion
429,,"('#valere', 'Je vous suis obligé, Madame La Ressource. Au moins, ne manquez pas de revenir tantôt : Je prétends retirer mon portrait au plus tôt.')",1.0,Deletion
430,,"('#madame-la-ressource', 'Volontiers. Nous aimons à changer de la sorte. Plus notre argent fatigue, et plus il nous rapporte. Adieu, messieurs. Je suis tout à vous à ce prix. Elle sort.')",1.0,Deletion
431,,"('#hector', 'Adieu, juif, le plus juif qui soit dans tout Paris.')",1.0,Deletion
432,,"('#hector', 'Vous faites là, Monsieur, une action inique.')",1.0,Deletion
433,,"('#valere', ""Aux maux désespérés il faut de l'émétique : Et cet argent, offert par les mains de l'amour, Me dit que la fortune est pour moi dans ce jour."")",1.0,Deletion
434,,"('#dorante', 'Quel est donc le sujet pourquoi ton coeur soupire ?')",1.0,Deletion
435,,"('#nerine', ""Nous n'avons pas, Monsieur, tous deux, sujet de rire."")",1.0,Deletion
436,,"('#dorante', 'Dis-moi donc, si tu veux, le sujet de tes pleurs.')",1.0,Deletion
437,,"('#nerine', 'Il faut aller, Monsieur, chercher fortune ailleurs.')",1.0,Deletion
438,"('#la-comtesse', ""Pourquoi veux-tu donc que je fournisse au jeu du Chevalier, au lieu de le corriger d'un si grand défaut ?"")","('#dorante', ""Chercher fortune ailleurs ! As-tu fait quelque pièce Qui t'aurait fait sitôt chasser de ta maîtresse ?"")",0.88,Substitution
439,"('#nerine', ""C'est justement pour le corriger de son plus grand défaut que vous devez lui donner de l'argent."")","('#nerine', ""Non : c'est de votre sort dont j'ai compassion ; Et c'est à vous d'aller chercher condition."")",1.4,Substitution
440,"('#la-comtesse', ""Comment l'entends-tu donc ?"")","('#dorante', 'Que dis-tu ?')",0.0,Match
441,"('#nerine', ""Quand il aura de l'argent il continuera de jouer, en continuant de jouer il cessera de plaire à Angélique, et plaire à Angélique est le plus grand défaut qu'il ait, n'est-ce pas Madame ?"")","('#nerine', ""Qu'Angélique est une âme légère, Et s'est mieux que jamais rengagée à Valère."")",1.1,Substitution
442,"('#la-comtesse', ""Tu es folle, Nérine, je ne veux point donner de l'argent pour jouer."")","('#dorante', ""Quoique pour mon amour ce coup soit assommant, Je ne suis point surpris d'un pareil changement. Je sais que cet amant tout entière l'occupe : De ses ardeurs pour moi je ne suis point la dupe ; Et lorsque de ses feux je sens quelque retour, Je dois tout au dépit, et rien à son amour. Je ne veux point, Nérine, éclater en injures, Ni rappeler ici ses serments, ses parjures : Ainsi que mon amour, je calme mon courroux."")",1.26,Substitution
443,,"('#nerine', ""Si vous saviez, Monsieur, ce que j'ai fait pour vous !"")",1.0,Deletion
444,"('#nerine', ""Vous ne devez point avoir cette intention-là, d'accord ; vous lui en donnerez seulement dans la vue de rompre un mauvais mariage."")","('#dorante', 'Tiens, reçois cette bague, et dis à ta maîtresse Que, malgré ses dédains, elle aura ma tendresse, Et que la voir heureuse est mon plus grand bonheur.')",1.36,Substitution
445,"('#la-comtesse', ""Je me crois obligée d'empêcher l'union de ces deux jeunes têtes, ce serait trop de faiblesse ensemble."")","('#nerine', ""Ah ! Ah ! Je n'en puis plus ; vous me fendez le coeur."")",1.72,Substitution
446,"('#nerine', ""Effectivement le Chevalier est faible, il faudrait l'unir à quelque femme forte, forte comme vous par exemple."")","('#hector', 'Oui, Monsieur, Angélique épousera Valère ; Ils ont signé la paix.')",1.46,Substitution
447,"('#la-comtesse', 'Nérine, votre insolence.')","('#geronte', ""Tant mieux. Bonjour, mon frère. Qu'est-ce ? Eh bien ! Qu'avez-vous ? Vous êtes tout changé ! Allons, gai. Vous a-t-on donné votre congé ? À Dorante."")",1.36,Substitution
448,"('#nerine', ""Je ne dis pas cela par insolence ; je suis persuadée que vous n'avez jamais aimée, pas même défunt votre mari : savez-vous que dans la sévérité de la morale votre conscience vous obligerait quasi à épouser ce jeune homme-là pour le mettre dans le bon chemin."")","('#dorante', ""Vous êtes bien instruit des chagrins qu'on me donne ! On ne me verra point violenter personne ; Et quand je perds un coeur qui cherche à s'éloigner, Mon frère, je prétends moins perdre que gagner."")",0.8,Substitution
449,"('#la-comtesse', ""À travers tes plaisanteries déréglées, je ne laisse pas d'entrevoir en toi un fond de morale qui me plaît."")","('#geronte', ""Voilà les sentiments d'un héros de Cassandre. Entre nous, vous aviez fort grand tort de prétendre Que sur votre neveu vous pussiez l'emporter."")",1.48,Substitution
450,"('#nerine', ""Pendant que je suis en train de vous plaire, je vous apprendrai que Dorante, cet homme que je croyais presque aussi sage que vous, Dorante est amoureux d'Angélique."")","('#dorante', ""Non ; je ne sus jamais jusque-là me flatter. La jeunesse toujours eut des droits sur les belles ; L'amour est un enfant qui badine avec elles : Et quand, à certain âge, on veut se faire aimer, C'est un soin indiscret qu'on devrait réprimer."")",0.99,Substitution
451,"('#la-comtesse', 'Paix Nérine : ne vous accoutumez point à juger du coeur.')","('#geronte', ""Je suis, en vérité, ravi de vous entendre ; Et vous prenez la chose ainsi qu'il la faut prendre."")",1.3,Substitution
452,,"('#nerine', ""Si l'on m'en avait cru, tout n'en irait que mieux."")",1.0,Deletion
453,"('#nerine', 'Ne craignez rien, je ne jugerai pas de votre coeur par le sien, cela est tout différent ; voici notre nouvel amant.')","('#dorante', 'Ma présence est assez inutile en ces lieux. Je vais de mon amour tâcher à me défaire. Il sort.')",1.18,Substitution
454,"('#dorante', ""J'allais vous faire part, Madame, d'une conversation que je viens d'avoir avec Angélique."")","('#geronte', ""Allez, consolez-vous ; c'est fort bien fait, mon frère. Adieu."")",1.68,Substitution
455,"('#la-comtesse', 'La pauvre enfant me fait une vraie compassion, cela est si jeune et si fragile.')","('#geronte', 'Le pauvre enfant ! Son sort me fait pitié.')",0.0,Match
456,,"('#nerine', ""J'en ai le coeur saisi."")",1.0,Deletion
457,"('#dorante', 'Elle ne peut pas comme vous, Madame...')",,1.0,Insertion
458,"('#la-comtesse', ""Taisez-vous Dorante, je n'aime point les louanges, quoique ce ne serait pas une grande vanité à moi de me croire moins femme que les femmes d'aujourd'hui."")",,1.0,Insertion
459,"('#dorante', 'Pour moi je suis par ma faiblesse le plus homme de tous les hommes.')","('#hector', ""Moi, j'en pleure à moitié. Le pauvre homme !"")",1.04,Substitution
460,"('#nerine', ""Qu'on serait parfait en ce monde si on n'était ni homme ni femme !"")",,1.0,Insertion
461,"('#la-comtesse', ""Ne rougissez point d'avoir des vues pour le mariage ; ce que les autres font par faiblesse, nous le pourrions faire par de grands motifs ; et nous autres âmes fortes..."")","('#hector', ""Voilà, Monsieur, un petit rôle Des dettes de mon maître. Il vous tient sa parole, Comme vous le voyez, et croit qu'en tout ceci Vous voudrez bien, Monsieur, tenir la vôtre aussi."")",1.36,Substitution
462,,"('#geronte', 'Çà, voyons, expédie au plus tôt ton affaire.')",1.0,Deletion
463,"('#dorante', ""Parlez de vous, Madame ; pour moi je n'ai point la force de cacher ma passion sous de grands motifs, j'ai pris le parti d'avouer mon amour, et d'agir comme si je n'en avais point.  En un mot, je prendrai les intérêts d'Angélique sans rien cacher au Chevalier de tout ce que je conseillerai contre lui."")","('#hector', ""J'aurai fait en deux mots. L'honnête homme de père ! Ah ! Qu'à notre secours à propos vous venez ! Encore un jour plus tard, nous étions ruinés."")",1.47,Substitution
464,"('#la-comtesse', 'Il faut accorder la sincérité avec la prudence.')","('#geronte', 'Je le crois.')",1.44,Substitution
465,"('#nerine', ""Assurément, et vous gâteriez tout avec votre probité gauloise : entrez chez Madame elle vous donnera des leçons d'une probité d'usage qui est bien plus sûre que l'autre."")","('#hector', ""N'allez pas sur les points vous débattre ; Foi d'honnête garçon, je n'en puis rien rabattre : Les choses sont, Monsieur, tout au plus juste prix ; De plus je vous promets que je n'ai rien omis."")",1.05,Substitution
466,,"('#geronte', 'Finis donc.')",1.0,Deletion
467,"('#la-comtesse', 'À dire vrai, Dorante, vous prenez là un parti qui me fait trembler ; le conseil que vous allez donner à Angélique me paraît dangereux.')","('#hector', 'Il faut bien se mettre sur ses gardes. ""Mémoire juste et bref de nos dettes criardes, Que Mathurin Géronte aurait tantôt promis, Et promet maintenant de payer pour son fils.""')",1.24,Substitution
468,,"('#geronte', ""Que je les paie ou non, ce n'est pas ton affaire. Lis toujours."")",1.0,Deletion
469,"('#dorante', ""J'en prends l'événement sur moi, pourvu que vous me laissiez agir seul : encore un coup, elle est en garde contre vos conseils, ne paraissez point."")","('#hector', 'C\'est, Monsieur, ce que je m\'en vais faire. ""Item, doit à Richard cinq cents livres dix sous, Pour gages de cinq ans, frais, mises, loyaux-coûts.""')",1.02,Substitution
470,,"('#geronte', 'Quel est ce Richard ?')",1.0,Deletion
471,"('#la-comtesse', ""Allez donc sans moi, je ne veux rien gâter. J'ai bien peur que le Chevalier n'accepte, il s'apercevra peut-être du panneau qu'on lui veut tendre. Seule."")",,1.0,Insertion
472,"('#nerine', 'Ah !  Madame, je viens de mettre en campagne un certain Marquis, il fera merveille à ma considération.')","('#hector', ""Moi, fort à votre service. Ce nom n'étant point fait du tout à la propice D'un valet de joueur ; mon maître de nouveau M'a mis celui d'Hector, du valet de carreau."")",0.88,Substitution
473,"('#la-comtesse', 'Tu connais des Marquis, toi ?')",,1.0,Insertion
474,"('#nerine', ""Il n'est Marquis que par habitude ; il y a si longtemps qu'il prend cette qualité, qu'on ose plus lui demander pourquoi : autrefois c'était un de ces aventuriers qui se font appeler Marquis dans les Auberges ; parce que leur nom propre y est décrié.  Ce Marquis-là est fort estimé, quoiqu'il soit sans nom, et quand les Ducs le voient l'argent à la main, ils le placent à côté d'eux préférablement aux femmes de qualité qui veulent jouer sur leur parole ; en un mot, il est de la connaissance du Chevalier, et il m'a promis de l'engager à rejouer."")","('#geronte', 'Le beau nom ! Il devait appeler Angélique Pallas, du nom connu de la dame de pique.')",1.35,Substitution
475,,"('#hector', '""Secondement, il doit à Jérémie Aaron, Usurier de métier, juif de religion... ""')",1.0,Deletion
476,"('#la-comtesse', 'Ah !  Nérine, je ne veux point avoir de part à ce désordre, et quoique ce soit pour un bien...')","('#geronte', ""Tout beau, n'embrouillons point, s'il vous plaît, les affaires ; Je ne veux point payer les dettes usuraires."")",0.97,Substitution
477,"('#nerine', 'Tout le bien sera sur votre compte, et je prends le désordre sur moi.')","('#hector', 'Eh bien ! Soit. ""Plus, il doit à maints particuliers, Ou quidams, dont les noms, qualités et métiers Sont déduits plus au long avec les parties, Ès assignations dont je tiens les copies, Dont tous lesdits quidams, ou du moins peu s\'en faut, Ont obtenu déjà sentence par défaut, La somme de dix mille une livre, une obole, Pour l\'avoir, sans relâche, un an, sur sa parole, Habillé, voituré, coiffé, chaussé, ganté, Alimenté, rasé, désaltéré, porté.""')",1.45,Substitution
478,"('#la-comtesse', ""Frontin m'attend encore, je n'ai pas voulu lui donner l'argent en présence de Dorante."")",,1.0,Insertion
479,"('#nerine', ""Allez vite faire cette bonne action-là. Tout ceci commence à prendre un bon train, pourvu que notre petit scélérat ne trouve pas le moyen de se faire écouter ; ah !  Le voici, empêchons-le d'entrer chez nous. Seule."")","('#geronte', ""Désaltéré, porté ! Que le diable t'emporte, Et ton maudit mémoire écrit de telle sorte."")",1.1,Substitution
