,regnard-arlequin-bonnes-fortunes,regnard-coquette,Cost,Operation Type
567,"('#colombine', 'Je vous avertis par avance que si je suis jamais mariée avec vous, je ne vous incommoderai point de toute la nuit ; car je suis la meilleure coucheuse du monde : je me trouve le matin comme je me suis mise le soir. ')",,1.0,Insertion
568,"('#arlequin', ""Celle qui m'engage sa foi  Sera, si cela se peut, sage ;  Elle doit se faire une loi  De demeurer dans son ménage,  Et de n'en sortir qu'avec moi,  En dépit du contraire usage.  Quand je vois revenir des femmes sans maris,  J'entends celles qui sont du plus galant étage,  Qui souvent loin du gîte ont passé plusieurs nuits,  Il me semble de voir un cheval de louage ;  Lorsqu'on le ramène au logis,  C'est un grand hasard s'il ne cloche ;  Et s'il ne boite pas tout bas,  Pour le moins, on trouve, en ce cas,  À coup sûr, quelque fer qui loche.  Dans ma maison il n'entrera,  De peur de maligne pratique ;  Aucun lévrier d'opéra,  Symphoniste, chanteur, ou suppôt de musique.  Item, point de maître à danser ;  Ce sont courtiers d'amour dont il faut se passer.  Ces gens-là se font trop de fête ;  Et, quelque soin que vous preniez,  Par leurs leçons, la femme en porte mieux les pieds,  Mais le mari plus mal la tête. Tant mieux.  Mais avant de passer outre, il est bon que je vous fasse part de quelques petits avis en vers, que j'ai faits pour servir de niveau à la femme qui tombera sous ma coupe.  Écoutez bien ceci.  Il tousse.  PRIMO.  SECUNDO. "")","('#colombine', ""Ne vous mettez pas en peine : on vous habillera en femme ; on vous fera peut-être faire serment d'être un époux commode, de laisser faire à votre femme tout ce qu'il lui plaira, de n'être point de ces maris coquets qui vivent de rapine, et laissent leurs femmes pour aller picorer sur le commun. "")",0.03,Substitution
569,"('#colombine', ""Point de maître à danser ?  Et quel mal font-ils aux maris ?  Ils ne les touchent jamais.  Je renoncerais plutôt au mariage.  J'aime le mien presque autant qu'un mari. "")","('#arlequin', ""Quand on a de cette besogne-là toute taillée chez soi, on n'a guère envie d'aller travailler en ville.  Allons, faisons ce qu'il vous plaira.  Voilà qui est bien drôle, qu'il faille, pour vous épouser, commencer par se déshumaniser !"")",1.26,Substitution
570,"('#arlequin', ""Vous n'aurez près de vous que gens  Qui soient tout à fait nécessaires ;  Laquais au-dessous de douze ans,  Ou bien cochers sexagénaires.  Item, point de pensionnaires.  Ces oiseaux gras et bien nourris  Viennent souvent pondre en nos nids ;  Et, trouvant de plain-pied à parler de leurs flammes,  Ils se racquittent près des femmes  De ce qu'ils payent aux maris.  Que dites-vous à cela, la future ?  C'est à cause de cela. Ces messieurs-là ne montrent pas toujours la courante et le menuet. TERTIO. "")","('#mezzetin', ""Ô toi qui veux épouser Colombine,  Reçois l'honneur que sa main te destine:  Tu n'étais qu'un vilain magot,  Un ostrogot,  Un escargot ;  Tu vas être aussi beau qu'une fille  Gentille,  Ou peu s'en faut. "")",0.91,Substitution
571,"('#colombine', ""Moi ?  Je dis que je n'y entends rien.  Qu'est-ce que c'est que de venir pondre dans nos nids ?  Est-ce que l'on a des oeufs quand on est mariée ? "")",,1.0,Insertion
572,"('#arlequin', ""Qui voudra se mettre en famille,  Qu'il prenne garde que jamais  Il ne s'engaigne d'une Agnès ;  C'est une méchante chenille.  Il en est bien souvent de ces sortes de filles,  Ainsi que de ces oeufs qu'on achète pour frais :  On a beau les mirer de près,  Dès qu'on en casse les coquilles,  On en voit sortir les poulets.  Non ; mais vous aurez des poulets.  Je vous expliquerai tout cela quand vous serez ma femme.  Voyons le reste.  QUARTO et ULTIMO."")","('#le-choeur', ""Tu n'étais qu'un vilain magot, etc."")",1.3,Substitution
573,"('#brocantin', 'Il a ma foi raison.  Çà, monsieur...  Mais voici monsieur Bassinet fort à propos. ')",,1.0,Insertion
574,"('#monsieur-bassinet', 'Parbleu, je suis ravi de trouver ici tout le inonde en joie.  Apparemment que vous disposez le bal pour notre mariage ? ')","('#mezzetin', ""Reçois cette coiffure en malice féconde ;  Avec cet ornement,  Tu peux facilement  Insulter hardiment  Et la brune et la blonde ;  Avec cet ornement,  Tu charmeras tout le monde.  Micropoli, chariba, charistac.  Baroquina, bocardo, merlinbrac.  Ministres de mon art,  Versez tout votre fard  Sur ce nez en pied de marmite ;  Barbouillez vite ce museau,  Et nettoyez votre pinceau  Sur cette trogne hermaphrodite.  Il fait des gestes en dansant, et chante.  Deux Fourbes s'approchent d'Arlequin ; l'un tient un pot de rouge et l'autre un pot de blanc, et ils lui barbouillent les deux côtés du visage."")",0.94,Substitution
575,"('#brocantin', ""Oh, monsieur Bassinet !  Vous venez le plus à propos du monde ; nous ferons d'une pierre deux coups.  Voilà ma fille Isabelle qui vous attend pour vous donner la main. "")",,1.0,Insertion
576,"('#arlequin', 'Est-ce que vous prétendez donner votre fille à ce scorpion ?  Fi !  Ne faites point cette affaire-là. ')",,1.0,Insertion
577,"('#brocantin', ""Vous moquez-vous ?  C'est un médecin très riche. "")",,1.0,Insertion
578,"('#arlequin', ""Un médecin ?  Je m'en doutais bien, car j'ai eu envie de faire une selle en le voyant.  Mais cet homme-là ne vaut rien pour le mariage : tenez, vous voyez bien que sa barbe ne tient point ; ce sont deux moustaches postiches.  Il lui arrache les poils de la barbe. "")",,1.0,Insertion
579,"('#monsieur-bassinet', 'Que le diable vous emporte !  Quelle peste de cérémonie ! ')",,1.0,Insertion
580,"('#arlequin', ""Il y a encore pis que cela ; cet homme sera pendu avant qu'il soit vingt-quatre heures.  Voyez cette mine patibulaire. "")","('#arlequin', 'Je peux présentement résister à la pluie ; me voilà bien peint.')",1.35,Substitution
581,"('#brocantin', 'Pendu !  Et comment connaissez-vous cela ? ')",,1.0,Insertion
582,"('#arlequin', ""Par le moyen des astres, et par les règles de la métoposcopie.  Je n'y manque jamais, à une heure près ; et, si vous voulez, je vous dirai quand vous le serez. "")",,1.0,Insertion
583,"('#brocantin', ""Cela étant, je vais le congédier.  Monsieur Bassinet, vous voyez bien ma fille : touchez là ; vous n'en croquerez que d'une dent, et je ne veux point de gendre dont la barbe ne tient point. "")",,1.0,Insertion
584,"('#arlequin', ""Ni moi d'un beau-frère qui postule après une cravate de chanvre. "")",,1.0,Insertion
585,"('#monsieur-bassinet', ""Ni moi d'une fille qui a eu des détorses de neuf mois.  Allez, vieux radoteur, aux Petites-Maisons, avec votre chienlit.  Je venais ici pour vous dire que je ne voulais point de la fille d'un fou, et qui passe toutes les nuits avec des godelureaux.  Fi, la vilaine ! "")",,1.0,Insertion
586,"('#arlequin', ""Adieu, adieu ; bon voyage, mon ami : à la Grève, à la Grève. Consolez-vous, la belle, je vais vous présenter un époux qui vaudra cette vilaine égoutture de bassin.  Tenez, beau- père...  Ce sera là votre second gendre ; c'est un grand seigneur de mon pays. À Isabelle.  Montrant Octave qui est déguisé. "")","('#mezzetin', ""Ah ! Qu'il est beau!... oh, oh ! Le damoiseau  Au museau  De couleur de pruneau ;  Faisons le pied de veau :  Ah !qu'il est beau !... oh, oh !"")",0.85,Substitution
587,"('#isabelle', ""Ah, ciel !  C'est Octave !  Octave lui fait un compliment en italien. "")","('#le-choeur', ""Ah ! Qu'il est beau !... oh, oh ! Ils s'en vont tous en chantant. "")",1.5,Substitution
588,"('#brocantin', ""Qu'est-ce qu'il jargonne là ? "")","('#trafiquet', ""Que veut donc dire, s'il vous plaît, cette mascarade-ci ? "")",0.78,Substitution
589,"('#arlequin', ""C'est un compliment tonquinois.  Il dit qu'elle est une étoile resplendissante de perfection, et que, si la queue de son manteau était plus longue, il la prendrait pour une comète.  Isabelle répond en italien au compliment d'Octave. "")",,1.0,Insertion
590,"('#brocantin', 'Quoi !  Ma fille sait déjà le tonquinois ? ')","('#arlequin', ""Monsieur, je vous prie de me dire si je suis mâle ou femelle ; car, ma foi, je n'y connais rien. "")",1.47,Substitution
591,"('#arlequin', ""Bon !  C'est une langue qui s'apprend par infusion ; et s'il vous épousait, vous sauriez le tonquinois dans deux heures. "")","('#trafiquet', 'Vous êtes un fou, voilà ce que vous êtes.')",1.63,Substitution
592,,"('#pierrot', 'Ha, ha, ha !  Essuyez-vous, monsieur le bailli, vous êtes tout barbouillé. ')",1.0,Deletion
593,"('#brocantin', ""Puisque cela est ainsi, je veux bien faire le mariage d'Isabelle ; mais dites-moi auparavant, est-il curieux ? "")","('#colombine', 'Je suis, mon père, disposée à vous obéir ; mais je ne crois pas que vous vouliez me donner pour mari un homme qui est capable de pareilles extravagances. ')",0.85,Substitution
594,"('#arlequin', ""Bon !  C'est le Dautel du pays ; il troque des nippes à tous moments, et je vous réponds qu'avant qu'il soit deux jours, il aura troqué sa femme.  Je m'en vais vous faire voir toutes mes curiosités, et l'équipage de ma future.  Arlequin fait un signal ; le fond du théâtre s'ouvre, et il paraît un cabinet rempli de tableaux de Téniers, figurés par des personnages naturels. "")","('#arlequin', ""Oh, oh !  Voilà qui est assez drôle.  Par ma foi !  S'il y en a, c'est vous qui les avez faites, et qui avez voulu que je me sois fait et marquis et ce que me voilà...  Voyez, ne me voilà-t-il pas bien désigné ? "")",0.45,Substitution
595,"('#brocantin', 'Voilà qui est très beau.  Ces tableaux-là sont tous originaux. ')",,1.0,Insertion
596,"('#arlequin', ""Vous l'avez dit.  Et ce gros singe-là, comment le trouvez-vous ?  Il lui fait remarquer un singe qui est dans un des tableaux. "")",,1.0,Insertion
597,"('#brocantin', ""Joli, ma foi !  On dirait qu'il me regarde. "")","('#colombine', 'Moi, je vous ai fait faire ces extravagances-là ?  Ma foi, monsieur le bailli, vous rêvez. ')",1.42,Substitution
598,"('#arlequin', ""Cela pourrait être ; car il vous ressemble comme deux gouttes d'eau, et vous savez que la ressemblance engendre l'amitié.  Mais il faut vous détromper.  Vous avez cru que c'étaient là des tableaux véritables ? "")","('#pierrot', ""Monsieur, quand je vous ai dit que j'étais mieux le fait de votre fille que cet homme-là, est-ce que je me trompais ?  Il faudra pourtant que vous y veniez. "")",0.87,Substitution
599,"('#brocantin', 'Assurément, et je le crois encore. ')",,1.0,Insertion
600,"('#arlequin', ""Et c'est ce qui vous trompe.  Tout cela ne tient que par le moyen d'un ressort que je vais toucher, et vous verrez que toutes ces figures prendront mouvement.  Voyez-vous bien ce singe ?  Il accompagne de la guitare on ne peut pas mieux.  Je m'en vais vous le faire voir.  Quiribirichibi ? Arlequin s'approche de l'un des côtés du cabinet, et frappant sur une table, toutes les figures qui sont représentées dans les tableaux en sortent en chantant, dansant et jouant de divers instruments. Pasquariel, en singe, fait plusieurs sauts périlleux ; Brocantin le regarde avec admiration et Arlequin lui dit :  Au singe.  Le singe répond en faisant une grimace, et en même temps se jette sur une guitare qu'un homme de la suite d'Arlequin a entre les mains."")","('#trafiquet', ""Ce que j'ai vu tantôt, et ce que je vois présentement, m'oblige de vous dire, monsieur le bailli, que vous pouvez, tout de ce pas, vous en retourner dans le Bas-Maine, manger vos chapons ; car pour ma fille, vous n'en croquerez que d'une dent. "")",1.02,Substitution
601,"('#arlequin', ""Avez-vous entendu ce qu'il a dit ? "")",,1.0,Insertion
602,"('#brocantin', ""Non. Est-ce que j'entends le langage des singes, moi ? "")",,1.0,Insertion
603,"('#arlequin', ""Vous avez pourtant la physionomie d'une guenon. Il dit qu'il va prendre sa guitare. La voilà ; écoutez. "")","('#pierrot', ""Que d'une dent, monsieur le bailli, que d'une dent. "")",1.63,Substitution
604,"('#mezzetin', ""Pata, pata, pata, pon,  Amis, je m'en vais à la guerre ;  J'ai pour épée un flacon,  Et pour mousquet un grand verre.  La santé du roi,  Porte-la-moi :  Dépêche-toi ;  Car je suis mort, si je ne bois.  Au son de cet instrument,  Je sens que mon coeur se réveille ;  Il faut, pour être content,  Toujours la pipe et la bouteille.  La santé du roi,  Porte-la-moi :  Dépêche-toi ;  Car je suis mort, si je ne bois. "")","('#arlequin', ""Allez-vous-en au diable, vous et votre fille, petit vilain grigou raccourci.  Adieu, la belle ; je ne crois pas qu'il y ait au monde un animal plus méchant que vous.  Il faut qu'un provincial ait bien le diable au corps, pour venir s'équiper d'une femme à Paris. "")",1.01,Substitution
605,,"('#colombine', ""Et qu'une fille à Paris soit bien près de ses pièces pour épouser un bailli du Bas-Maine. "")",1.0,Deletion
